time,Charlotte,pts.away,score,pts.home,Atlanta
6:09.0,,,8-15,2,P. Millsap makes 2-pt shot from 7 ft
6:08.0,Charlotte full timeout,,8-15,,
6:08.0,,,8-15,,M. Muscala enters the game for D. Howard
5:50.0,K. Walker misses 2-pt shot from 19 ft,,8-15,,
5:47.0,,,8-15,,Defensive rebound by T. Sefolosha
5:35.0,,,8-15,,T. Hardaway misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by M. Williams,,8-15,,
5:22.0,C. Zeller makes 2-pt shot from 1 ft,2,10-15,,
5:00.0,,,10-15,,Offensive charge foul by P. Millsap
5:00.0,,,10-15,,Turnover by P. Millsap (offensive foul)
5:00.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,10-15,,
5:00.0,M. Belinelli enters the game for M. Williams,,10-15,,
5:00.0,,,10-15,,K. Bazemore enters the game for T. Sefolosha
4:53.0,N. Batum misses 2-pt shot from 19 ft,,10-15,,
4:50.0,,,10-15,,Defensive rebound by P. Millsap
4:40.0,,,10-15,,T. Hardaway misses 2-pt shot from 19 ft
4:37.0,Defensive rebound by K. Walker,,10-15,,
4:34.0,C. Zeller misses 2-pt shot from 2 ft (block by K. Bazemore),,10-15,,
4:27.0,,,10-15,,Defensive rebound by D. Schroder
4:20.0,,,10-18,3,K. Bazemore makes 3-pt shot from 24 ft (assist by M. Muscala)
4:05.0,F. Kaminsky makes 2-pt shot from 9 ft (assist by K. Walker),2,12-18,,
3:46.0,Personal foul by F. Kaminsky (drawn by M. Muscala),,12-18,,
3:46.0,,,12-18,,K. Korver enters the game for T. Hardaway
3:40.0,,,12-18,,P. Millsap misses 2-pt shot from 20 ft
3:39.0,Defensive rebound by N. Batum,,12-18,,
3:20.0,N. Batum makes 2-pt shot from 15 ft (assist by F. Kaminsky),2,14-18,,
3:14.0,,,14-18,,Atlanta full timeout
3:14.0,R. Sessions enters the game for K. Walker,,14-18,,
3:14.0,,,14-18,,M. Delaney enters the game for D. Schroder
3:11.0,Personal foul by F. Kaminsky (drawn by P. Millsap),,14-18,,
3:02.0,Violation by F. Kaminsky (kicked ball),,14-18,,
2:56.0,,,14-20,2,M. Muscala makes 2-pt shot from 1 ft (assist by K. Korver)
2:41.0,R. Sessions misses 2-pt shot from 3 ft,,14-20,,
2:39.0,Offensive rebound by C. Zeller,,14-20,,
2:30.0,C. Zeller makes 2-pt shot from 3 ft (assist by N. Batum),2,16-20,,
2:18.0,,,16-20,,K. Korver misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by C. Zeller,,16-20,,
2:12.0,,,16-20,,Personal foul by K. Bazemore (drawn by N. Batum)
2:12.0,,,16-20,,D. Howard enters the game for P. Millsap
2:12.0,R. Hibbert enters the game for C. Zeller,,16-20,,
2:05.0,R. Sessions misses 3-pt shot from 25 ft,,16-20,,
2:04.0,,,16-20,,Defensive rebound by D. Howard
1:50.0,,,16-22,2,M. Delaney makes 2-pt shot from 16 ft
1:32.0,M. Belinelli makes 2-pt shot from 18 ft,2,18-22,,
1:15.0,,,18-22,,M. Muscala misses 3-pt shot from 23 ft
1:13.0,Defensive rebound by R. Hibbert,,18-22,,
1:02.0,N. Batum makes 2-pt shot from 10 ft (assist by F. Kaminsky),2,20-22,,
0:50.0,,,20-22,,Offensive foul by M. Muscala
0:50.0,,,20-22,,Turnover by M. Muscala (offensive foul)
0:41.0,Charlotte full timeout,,20-22,,
0:41.0,Turnover by R. Hibbert (offensive foul),,20-22,,
0:41.0,Offensive foul by R. Hibbert,,20-22,,
0:34.0,,,20-22,,M. Delaney misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by R. Sessions,,20-22,,
0:32.0,Turnover by R. Sessions (step out of bounds),,20-22,,
0:26.0,,,20-22,,K. Bazemore misses 2-pt shot from 6 ft (block by R. Hibbert)
0:24.0,,,20-22,,Offensive rebound by K. Bazemore
0:23.0,,,20-22,,K. Bazemore misses 2-pt shot from 2 ft
0:23.0,,,20-22,,Offensive rebound by M. Muscala
0:23.0,,,20-22,,M. Muscala misses 2-pt shot from 1 ft
0:21.0,Defensive rebound by F. Kaminsky,,20-22,,
0:06.0,Shooting foul by M. Delaney (drawn by R. Sessions),,20-22,,
0:06.0,R. Sessions makes free throw 1 of 2,1,21-22,,
0:06.0,R. Sessions makes free throw 2 of 2,1,22-22,,
0:06.0,,,21-22,,T. Hardaway enters the game for M. Muscala
0:06.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,21-22,,
0:00.0,,,22-22,,M. Delaney misses 3-pt shot from 26 ft
0:00.0,,,22-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,22-22,,Personal foul by D. Howard (drawn by R. Hibbert)
11:35.0,R. Sessions makes 2-pt shot from 15 ft,2,24-22,,
11:21.0,,,24-22,,Turnover by M. Delaney (bad pass; steal by R. Sessions)
11:12.0,F. Kaminsky makes 2-pt shot from 7 ft (assist by R. Sessions),2,26-22,,
10:53.0,,,26-22,,Shooting foul by R. Hibbert (drawn by D. Howard)
10:53.0,,,26-23,1,D. Howard makes free throw 1 of 2
10:53.0,,,26-23,,D. Howard misses free throw 2 of 2
10:50.0,Defensive rebound by M. Belinelli,,26-23,,
10:37.0,M. Belinelli makes 2-pt shot from 17 ft,2,28-23,,
10:20.0,,,28-25,2,D. Howard makes 2-pt shot at rim (assist by T. Hardaway)
10:06.0,F. Kaminsky misses 3-pt shot from 27 ft,,28-25,,
10:03.0,,,28-25,,Defensive rebound by K. Korver
9:56.0,,,28-25,,K. Korver misses 2-pt shot from 7 ft
9:54.0,Defensive rebound by R. Sessions,,28-25,,
9:42.0,R. Sessions makes 2-pt shot from 6 ft,2,30-25,,
9:28.0,,,30-25,,T. Hardaway misses 2-pt shot from 21 ft
9:27.0,Defensive rebound by R. Sessions,,30-25,,
9:20.0,Shooting foul by D. Howard (drawn by R. Hibbert),,30-25,,
9:20.0,,,30-25,,Violation by Team (delay of game)
9:20.0,R. Hibbert makes free throw 1 of 2,1,31-25,,
9:20.0,R. Hibbert misses free throw 2 of 2,,31-25,,
9:20.0,,,31-25,,D. Schroder enters the game for M. Delaney
9:18.0,,,31-25,,Defensive rebound by D. Howard
9:08.0,,,31-25,,Turnover by D. Schroder (bad pass; steal by F. Kaminsky)
8:57.0,M. Belinelli makes 2-pt shot from 1 ft,2,33-25,,
8:57.0,,,33-25,,Atlanta full timeout
8:57.0,,,33-25,,P. Millsap enters the game for M. Muscala
8:57.0,,,33-25,,K. Bazemore enters the game for K. Korver
8:33.0,,,33-25,,Shooting foul by R. Hibbert (drawn by T. Hardaway)
8:33.0,,,33-25,,T. Hardaway misses free throw 1 of 2
8:33.0,,,33-25,,Offensive rebound by Team
8:33.0,,,33-25,,T. Hardaway misses free throw 2 of 2
8:33.0,C. Zeller enters the game for R. Hibbert,,33-25,,
8:32.0,,,33-25,,Offensive rebound by D. Howard
8:20.0,,,33-25,,D. Schroder misses 2-pt shot from 1 ft (block by J. Lamb)
8:19.0,,,33-25,,Offensive rebound by D. Schroder
8:18.0,Personal foul by C. Zeller (drawn by D. Howard),,33-25,,
8:11.0,,,33-25,,P. Millsap misses 3-pt shot from 24 ft
8:11.0,Defensive rebound by Team,,33-25,,
7:55.0,F. Kaminsky misses 3-pt shot from 26 ft,,33-25,,
7:53.0,,,33-25,,Defensive rebound by D. Howard
7:43.0,,,33-25,,D. Schroder misses 2-pt shot from 18 ft
7:41.0,Defensive rebound by J. Lamb,,33-25,,
7:32.0,M. Belinelli makes 2-pt shot from 20 ft (assist by F. Kaminsky),2,35-25,,
7:16.0,,,35-25,,Shooting foul by M. Belinelli (drawn by T. Hardaway)
7:16.0,,,35-26,1,T. Hardaway makes free throw 1 of 2
7:16.0,,,35-26,,T. Hardaway misses free throw 2 of 2
7:16.0,,,35-26,,T. Sefolosha enters the game for D. Howard
7:16.0,M. Williams enters the game for F. Kaminsky,,35-26,,
7:16.0,K. Walker enters the game for R. Sessions,,35-26,,
7:12.0,Defensive rebound by C. Zeller,,35-26,,
7:04.0,M. Belinelli misses 3-pt shot from 27 ft,,35-26,,
7:03.0,,,35-26,,Defensive rebound by P. Millsap
6:40.0,,,35-28,2,D. Schroder makes 2-pt shot from 2 ft (assist by T. Hardaway)
6:32.0,,,35-28,,Personal foul by D. Schroder (drawn by K. Walker)
6:20.0,K. Walker makes 3-pt shot from 26 ft (assist by M. Williams),3,38-28,,
5:57.0,,,38-28,,K. Bazemore misses 3-pt shot from 27 ft
5:55.0,Defensive rebound by J. Lamb,,38-28,,
5:44.0,J. Lamb makes 2-pt shot from 14 ft,2,40-28,,
5:25.0,,,40-28,,P. Millsap misses 2-pt shot from 3 ft
5:23.0,,,40-28,,Offensive rebound by K. Bazemore
5:20.0,,,40-30,2,K. Bazemore makes 2-pt shot from 2 ft
5:01.0,J. Lamb makes 2-pt shot from 2 ft,2,42-30,,
4:45.0,,,42-33,3,T. Hardaway makes 3-pt shot from 23 ft (assist by K. Bazemore)
4:37.0,Charlotte full timeout,,42-33,,
4:37.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,42-33,,
4:33.0,,,42-33,,Personal foul by T. Sefolosha (drawn by C. Zeller)
4:25.0,M. Kidd-Gilchrist misses 3-pt shot from 25 ft,,42-33,,
4:24.0,Offensive rebound by J. Lamb,,42-33,,
4:21.0,J. Lamb makes 2-pt shot from 4 ft,2,44-33,,
3:58.0,,,44-35,2,T. Hardaway makes 2-pt shot from 13 ft (assist by D. Schroder)
3:39.0,C. Zeller misses 2-pt shot from 16 ft,,44-35,,
3:37.0,,,44-35,,Defensive rebound by T. Hardaway
3:23.0,,,44-35,,T. Hardaway misses 3-pt shot from 27 ft
3:21.0,Defensive rebound by C. Zeller,,44-35,,
3:10.0,M. Williams makes 2-pt shot from 4 ft (assist by K. Walker),2,46-35,,
2:56.0,,,46-35,,P. Millsap misses 2-pt shot from 11 ft
2:54.0,Defensive rebound by C. Zeller,,46-35,,
2:45.0,K. Walker misses 3-pt shot from 27 ft,,46-35,,
2:44.0,,,46-35,,Defensive rebound by P. Millsap
2:39.0,Shooting block foul by J. Lamb (drawn by K. Bazemore),,46-35,,
2:39.0,Official timeout,,46-35,,
2:39.0,,,46-36,1,K. Bazemore makes free throw 1 of 2
2:39.0,,,46-37,1,K. Bazemore makes free throw 2 of 2
2:39.0,N. Batum enters the game for J. Lamb,,46-35,,
2:39.0,,,46-35,,K. Korver enters the game for P. Millsap
2:39.0,,,46-35,,M. Muscala enters the game for T. Hardaway
2:39.0,,,46-35,,D. Howard enters the game for D. Schroder
2:25.0,Turnover by M. Williams (bad pass; steal by D. Howard),,46-37,,
2:25.0,Personal foul by C. Zeller (drawn by D. Howard),,46-37,,
2:25.0,,,46-37,,D. Howard misses free throw 1 of 2
2:25.0,,,46-37,,Offensive rebound by Team
2:25.0,,,46-38,1,D. Howard makes free throw 2 of 2
2:12.0,N. Batum misses 3-pt shot from 26 ft,,46-38,,
2:10.0,,,46-38,,Defensive rebound by D. Howard
2:01.0,,,46-40,2,D. Howard makes 2-pt shot at rim (assist by K. Bazemore)
1:48.0,K. Walker makes 3-pt shot from 26 ft,3,49-40,,
1:36.0,,,49-40,,K. Korver misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by Team,,49-40,,
1:35.0,M. Belinelli enters the game for C. Zeller,,49-40,,
1:16.0,K. Walker misses 3-pt shot from 25 ft,,49-40,,
1:15.0,,,49-40,,Defensive rebound by K. Korver
1:11.0,,,49-40,,Offensive charge foul by T. Sefolosha
1:11.0,,,49-40,,Turnover by T. Sefolosha (offensive foul)
0:57.0,M. Kidd-Gilchrist makes 2-pt shot from 15 ft (assist by K. Walker),2,51-40,,
0:45.0,,,51-42,2,K. Bazemore makes 2-pt shot from 1 ft
0:25.0,K. Walker misses 2-pt shot from 1 ft,,51-42,,
0:24.0,Offensive rebound by M. Kidd-Gilchrist,,51-42,,
0:21.0,M. Williams makes 2-pt shot from 18 ft (assist by M. Kidd-Gilchrist),2,53-42,,
0:04.0,,,53-42,,Turnover by K. Bazemore (bad pass; steal by N. Batum)
0:00.0,K. Walker misses 3-pt shot from 25 ft,,53-42,,
0:00.0,Offensive rebound by Team,,53-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,M. Kidd-Gilchrist makes 2-pt shot from 8 ft,2,55-42,,
11:33.0,,,55-42,,D. Howard misses 2-pt shot from 2 ft
11:31.0,,,55-42,,Offensive rebound by D. Howard
11:30.0,,,55-42,,Turnover by D. Howard (bad pass; steal by N. Batum)
11:24.0,C. Zeller makes 2-pt shot at rim (assist by N. Batum),2,57-42,,
11:24.0,,,57-42,,Atlanta full timeout
11:05.0,,,57-42,,T. Hardaway misses 2-pt shot from 17 ft
11:05.0,Defensive rebound by Team,,57-42,,
10:47.0,M. Kidd-Gilchrist misses 2-pt shot from 7 ft,,57-42,,
10:45.0,,,57-42,,Defensive rebound by D. Howard
10:38.0,,,57-44,2,D. Schroder makes 2-pt shot from 1 ft
10:26.0,K. Walker misses 2-pt shot from 19 ft,,57-44,,
10:25.0,,,57-44,,Defensive rebound by D. Howard
10:16.0,,,57-44,,D. Schroder misses 2-pt shot from 20 ft
10:14.0,Defensive rebound by C. Zeller,,57-44,,
10:04.0,C. Zeller makes 2-pt shot from 19 ft (assist by N. Batum),2,59-44,,
9:38.0,,,59-44,,T. Hardaway misses 3-pt shot from 25 ft
9:36.0,,,59-44,,Offensive rebound by D. Howard
9:35.0,,,59-46,2,D. Howard makes 2-pt shot at rim
9:15.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,62-46,,
9:01.0,,,62-49,3,T. Sefolosha makes 3-pt shot from 23 ft (assist by P. Millsap)
8:41.0,M. Kidd-Gilchrist misses 2-pt shot from 16 ft,,62-49,,
8:40.0,,,62-49,,Defensive rebound by D. Howard
8:33.0,,,62-49,,D. Schroder misses 2-pt shot from 21 ft
8:32.0,Defensive rebound by M. Williams,,62-49,,
8:15.0,C. Zeller misses 2-pt shot from 2 ft,,62-49,,
8:13.0,,,62-49,,Defensive rebound by T. Hardaway
8:07.0,,,62-49,,T. Hardaway misses 2-pt shot from 1 ft (block by M. Kidd-Gilchrist)
8:04.0,Defensive rebound by N. Batum,,62-49,,
8:00.0,Turnover by M. Kidd-Gilchrist (lost ball),,62-49,,
7:47.0,,,62-51,2,P. Millsap makes 2-pt shot from 12 ft (assist by T. Hardaway)
7:27.0,Shooting foul by D. Howard (drawn by M. Williams),,62-51,,
7:27.0,M. Williams misses free throw 1 of 2,,62-51,,
7:27.0,Offensive rebound by Team,,62-51,,
7:27.0,M. Williams makes free throw 2 of 2,1,63-51,,
7:11.0,,,63-54,3,T. Hardaway makes 3-pt shot from 25 ft (assist by D. Schroder)
6:52.0,Offensive charge foul by C. Zeller,,63-54,,
6:52.0,Turnover by C. Zeller (offensive foul),,63-54,,
6:41.0,,,63-57,3,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder)
6:41.0,Charlotte full timeout,,63-57,,
6:25.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,63-57,,
6:23.0,,,63-57,,Defensive rebound by P. Millsap
6:13.0,,,63-57,,P. Millsap misses 2-pt shot from 2 ft
6:08.0,,,63-57,,Offensive rebound by D. Howard
6:08.0,,,63-59,2,D. Howard makes 2-pt shot at rim
6:00.0,Turnover by K. Walker (lost ball),,63-59,,
5:50.0,,,63-59,,Turnover by D. Schroder (bad pass; steal by N. Batum)
5:32.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by T. Sefolosha),,63-59,,
5:09.0,,,63-59,,T. Hardaway misses 2-pt shot from 16 ft
5:07.0,Defensive rebound by M. Williams,,63-59,,
4:56.0,K. Walker makes 3-pt shot from 25 ft,3,66-59,,
4:35.0,,,66-61,2,D. Schroder makes 2-pt shot from 1 ft (assist by P. Millsap)
4:20.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,69-61,,
4:03.0,,,69-61,,Shooting foul by M. Williams (drawn by P. Millsap)
4:03.0,,,69-62,1,P. Millsap makes free throw 1 of 2
4:03.0,,,69-63,1,P. Millsap makes free throw 2 of 2
4:03.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,69-62,,
4:03.0,M. Belinelli enters the game for M. Williams,,69-62,,
4:03.0,,,69-62,,K. Bazemore enters the game for D. Howard
4:03.0,,,69-62,,M. Muscala enters the game for T. Hardaway
3:49.0,N. Batum misses 2-pt shot from 13 ft,,69-63,,
3:47.0,,,69-63,,Defensive rebound by D. Schroder
3:40.0,,,69-65,2,P. Millsap makes 2-pt shot from 3 ft (assist by D. Schroder)
3:19.0,K. Walker makes 2-pt shot from 1 ft,2,71-65,,
3:04.0,,,71-65,,M. Muscala misses 2-pt shot from 17 ft
3:01.0,Defensive rebound by F. Kaminsky,,71-65,,
2:55.0,N. Batum makes 2-pt shot at rim (assist by K. Walker),2,73-65,,
2:55.0,,,73-65,,Atlanta full timeout
2:55.0,,,73-65,,M. Delaney enters the game for D. Schroder
2:55.0,,,73-65,,K. Korver enters the game for M. Muscala
2:55.0,R. Sessions enters the game for K. Walker,,73-65,,
2:47.0,,,73-65,,Turnover by K. Bazemore (bad pass; steal by C. Zeller)
2:33.0,C. Zeller makes 2-pt shot from 2 ft (assist by N. Batum),2,75-65,,
2:13.0,,,75-67,2,M. Delaney makes 2-pt shot from 20 ft
1:51.0,N. Batum misses 2-pt shot from 16 ft,,75-67,,
1:46.0,,,75-67,,Defensive rebound by P. Millsap
1:42.0,,,75-67,,K. Korver misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by C. Zeller,,75-67,,
1:29.0,Turnover by F. Kaminsky (traveling),,75-67,,
1:29.0,,,75-67,,T. Hardaway enters the game for T. Sefolosha
1:16.0,,,75-67,,P. Millsap misses 2-pt shot from 17 ft
1:14.0,Defensive rebound by M. Belinelli,,75-67,,
1:07.0,Turnover by M. Belinelli (bad pass; steal by P. Millsap),,75-67,,
1:02.0,,,75-69,2,K. Bazemore makes 2-pt shot from 1 ft (assist by P. Millsap)
0:40.0,N. Batum misses 2-pt shot from 6 ft,,75-69,,
0:40.0,Offensive rebound by C. Zeller,,75-69,,
0:40.0,C. Zeller makes 2-pt shot at rim,2,77-69,,
0:31.0,,,77-72,3,P. Millsap makes 3-pt shot from 25 ft (assist by M. Delaney)
0:10.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by R. Sessions),3,80-72,,
0:06.0,Personal take foul by N. Batum (drawn by T. Hardaway),,80-72,,
0:06.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,80-72,,
0:06.0,M. Williams enters the game for C. Zeller,,80-72,,
0:03.0,,,80-74,2,P. Millsap makes 2-pt shot from 1 ft (assist by T. Hardaway)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-76,2,K. Korver makes 2-pt shot from 20 ft (assist by D. Howard)
11:30.0,M. Belinelli makes 2-pt shot from 18 ft (assist by F. Kaminsky),2,82-76,,
11:17.0,,,82-76,,K. Korver misses 3-pt shot from 25 ft
11:16.0,Defensive rebound by R. Hibbert,,82-76,,
11:07.0,Turnover by R. Sessions (bad pass; steal by M. Delaney),,82-76,,
10:56.0,,,82-78,2,K. Bazemore makes 2-pt shot from 1 ft (assist by K. Korver)
10:37.0,M. Belinelli misses 2-pt shot from 20 ft,,82-78,,
10:36.0,,,82-78,,Defensive rebound by D. Howard
10:27.0,,,82-78,,M. Delaney misses 2-pt shot from 10 ft
10:26.0,,,82-78,,Offensive rebound by D. Howard
10:25.0,,,82-78,,D. Howard misses 2-pt shot from 2 ft
10:25.0,Defensive rebound by Team,,82-78,,
10:13.0,F. Kaminsky makes 2-pt shot at rim (assist by R. Sessions),2,84-78,,
9:56.0,,,84-80,2,K. Korver makes 2-pt shot from 18 ft (assist by M. Delaney)
9:40.0,R. Hibbert misses 2-pt shot from 15 ft,,84-80,,
9:39.0,,,84-80,,Defensive rebound by K. Korver
9:27.0,,,84-80,,K. Bazemore misses 3-pt shot from 24 ft
9:25.0,Defensive rebound by J. Lamb,,84-80,,
9:21.0,J. Lamb makes 2-pt shot from 14 ft,2,86-80,,
9:21.0,Shooting foul by T. Hardaway (drawn by J. Lamb),,86-80,,
9:21.0,J. Lamb misses free throw 1 of 1,,86-80,,
9:19.0,,,86-80,,Defensive rebound by D. Howard
9:04.0,,,86-82,2,T. Hardaway makes 2-pt shot from 12 ft
8:53.0,,,86-82,,Personal foul by M. Delaney (drawn by R. Sessions)
8:53.0,Official timeout,,86-82,,
8:53.0,K. Walker enters the game for R. Sessions,,86-82,,
8:41.0,J. Lamb misses 2-pt shot from 8 ft,,86-82,,
8:39.0,,,86-82,,Defensive rebound by D. Howard
8:27.0,,,86-85,3,K. Korver makes 3-pt shot from 23 ft (assist by K. Bazemore)
8:10.0,F. Kaminsky misses 2-pt shot from 3 ft,,86-85,,
8:08.0,,,86-85,,Defensive rebound by K. Korver
7:53.0,,,86-85,,K. Bazemore misses 3-pt shot from 26 ft
7:51.0,Defensive rebound by K. Walker,,86-85,,
7:43.0,J. Lamb misses 3-pt shot from 26 ft,,86-85,,
7:42.0,,,86-85,,Defensive rebound by K. Bazemore
7:41.0,,,86-85,,Shooting foul by K. Walker (drawn by T. Hardaway)
7:41.0,,,86-86,1,T. Hardaway makes free throw 1 of 2
7:41.0,,,86-87,1,T. Hardaway makes free throw 2 of 2
7:41.0,,,86-87,,Technical foul by D. Howard
7:41.0,Technical foul by C. Zeller,,86-87,,
7:41.0,,,86-86,,D. Schroder enters the game for M. Delaney
7:41.0,C. Zeller enters the game for R. Hibbert,,86-86,,
7:41.0,M. Williams enters the game for F. Kaminsky,,86-86,,
7:26.0,M. Belinelli makes 3-pt shot from 25 ft (assist by M. Williams),3,89-87,,
7:09.0,,,89-87,,K. Bazemore misses 2-pt shot from 20 ft
7:08.0,Defensive rebound by J. Lamb,,89-87,,
6:50.0,M. Belinelli makes 3-pt shot from 26 ft,3,92-87,,
6:31.0,,,92-87,,T. Hardaway misses 3-pt shot from 26 ft
6:30.0,Defensive rebound by K. Walker,,92-87,,
6:13.0,J. Lamb misses 2-pt shot from 5 ft,,92-87,,
6:12.0,,,92-87,,Defensive rebound by D. Howard
6:05.0,,,92-87,,Turnover by D. Schroder (bad pass; steal by M. Williams)
5:47.0,Offensive charge foul by J. Lamb,,92-87,,
5:47.0,Turnover by J. Lamb (offensive foul),,92-87,,
5:47.0,,,92-87,,Atlanta full timeout
5:47.0,,,92-87,,P. Millsap enters the game for T. Hardaway
5:47.0,N. Batum enters the game for J. Lamb,,92-87,,
5:28.0,,,92-89,2,P. Millsap makes 2-pt shot from 2 ft (assist by K. Bazemore)
5:14.0,Offensive charge foul by C. Zeller,,92-89,,
5:14.0,Turnover by C. Zeller (offensive foul),,92-89,,
5:14.0,,,92-89,,T. Sefolosha enters the game for K. Korver
4:57.0,,,92-91,2,K. Bazemore makes 2-pt shot from 5 ft
4:57.0,,,92-91,,Loose ball foul by D. Howard (drawn by K. Walker)
4:46.0,C. Zeller makes 2-pt shot at rim (assist by K. Walker),2,94-91,,
4:29.0,,,94-93,2,K. Bazemore makes 2-pt shot from 3 ft (assist by P. Millsap)
4:11.0,C. Zeller misses 2-pt shot from 19 ft,,94-93,,
4:10.0,,,94-93,,Defensive rebound by D. Howard
3:52.0,,,94-95,2,P. Millsap makes 2-pt shot from 15 ft (assist by K. Bazemore)
3:50.0,Charlotte full timeout,,94-95,,
3:32.0,K. Walker misses 3-pt shot from 25 ft,,94-95,,
3:30.0,Offensive rebound by K. Walker,,94-95,,
3:20.0,N. Batum misses 3-pt shot from 23 ft,,94-95,,
3:19.0,Offensive rebound by M. Williams,,94-95,,
3:09.0,M. Belinelli makes 3-pt shot from 24 ft (assist by C. Zeller),3,97-95,,
2:45.0,,,97-95,,P. Millsap misses 2-pt shot from 6 ft
2:43.0,Defensive rebound by M. Belinelli,,97-95,,
2:34.0,M. Williams makes 2-pt shot from 2 ft (assist by M. Belinelli),2,99-95,,
2:23.0,,,99-95,,Turnover by D. Schroder (lost ball)
2:10.0,M. Belinelli misses 2-pt shot from 21 ft,,99-95,,
2:09.0,,,99-95,,Defensive rebound by D. Schroder
2:03.0,,,99-95,,Shooting foul by C. Zeller (drawn by D. Schroder)
2:03.0,,,99-95,,D. Schroder misses free throw 1 of 2
2:03.0,,,99-95,,Offensive rebound by Team
2:03.0,,,99-95,,D. Schroder misses free throw 2 of 2
2:02.0,Defensive rebound by N. Batum,,99-95,,
1:44.0,M. Williams misses 3-pt shot from 23 ft,,99-95,,
1:43.0,,,99-95,,Defensive rebound by K. Bazemore
