time,Milwaukee,pts.away,score,pts.home,Miami
8:19.0,M. Dellavedova enters the game for M. Teletovic,,69-73,,
8:06.0,M. Dellavedova misses 2-pt shot from 12 ft,,69-74,,
8:05.0,,,69-74,,Defensive rebound by H. Whiteside
7:46.0,,,69-74,,H. Whiteside misses 2-pt shot from 5 ft (block by G. Antetokounmpo)
7:45.0,Defensive rebound by M. Dellavedova,,69-74,,
7:36.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by H. Whiteside),,69-74,,
7:35.0,,,69-74,,Defensive rebound by J. Johnson
7:27.0,,,69-77,3,J. Richardson makes 3-pt shot from 24 ft (assist by J. Johnson)
7:12.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by H. Whiteside),,69-77,,
7:11.0,,,69-77,,Defensive rebound by T. Johnson
7:02.0,,,69-77,,J. Richardson misses 2-pt shot from 19 ft
7:01.0,,,69-77,,Offensive rebound by T. Johnson
7:00.0,,,69-80,3,G. Dragic makes 3-pt shot from 24 ft (assist by T. Johnson)
7:00.0,Milwaukee full timeout,,69-80,,
7:00.0,M. Plumlee enters the game for J. Terry,,69-80,,
6:41.0,G. Antetokounmpo makes 2-pt shot from 12 ft,2,71-80,,
6:14.0,,,71-80,,G. Dragic misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by T. Snell,,71-80,,
6:01.0,M. Plumlee misses 2-pt shot from 9 ft (block by H. Whiteside),,71-80,,
6:00.0,,,71-80,,Defensive rebound by J. Johnson
5:50.0,,,71-82,2,G. Dragic makes 2-pt shot from 8 ft
5:37.0,,,71-82,,Personal foul by J. Richardson (drawn by J. Parker)
5:37.0,,,71-82,,D. Waiters enters the game for T. Johnson
5:32.0,J. Parker misses 2-pt shot from 1 ft,,71-82,,
5:31.0,,,71-82,,Defensive rebound by H. Whiteside
5:19.0,,,71-84,2,H. Whiteside makes 2-pt shot at rim (assist by D. Waiters)
4:58.0,,,71-84,,Personal foul by G. Dragic (drawn by G. Antetokounmpo)
4:48.0,T. Snell makes 2-pt shot from 16 ft,2,73-84,,
4:24.0,,,73-84,,J. Johnson misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
4:23.0,,,73-84,,Offensive rebound by H. Whiteside
4:21.0,,,73-84,,H. Whiteside misses 2-pt shot from 3 ft
4:20.0,,,73-84,,Offensive rebound by Team
4:10.0,,,73-86,2,D. Waiters makes 2-pt shot from 3 ft
3:54.0,J. Parker misses 2-pt shot from 1 ft,,73-86,,
3:53.0,,,73-86,,Defensive rebound by D. Waiters
3:31.0,,,73-88,2,D. Waiters makes 2-pt shot from 20 ft (assist by J. Johnson)
3:31.0,Milwaukee full timeout,,73-88,,
3:31.0,J. Henson enters the game for M. Plumlee,,73-88,,
3:18.0,J. Parker misses 3-pt shot from 26 ft,,73-88,,
3:17.0,Offensive rebound by J. Henson,,73-88,,
3:16.0,J. Henson misses 2-pt shot from 4 ft (block by H. Whiteside),,73-88,,
3:15.0,Offensive rebound by T. Snell,,73-88,,
2:59.0,J. Parker misses 3-pt shot from 25 ft,,73-88,,
2:58.0,,,73-88,,Defensive rebound by H. Whiteside
2:36.0,,,73-88,,J. Richardson misses 2-pt shot from 20 ft
2:35.0,,,73-88,,Offensive rebound by H. Whiteside
2:31.0,,,73-88,,Shooting foul by G. Antetokounmpo (drawn by H. Whiteside)
2:31.0,,,73-89,1,H. Whiteside makes free throw 1 of 2
2:31.0,,,73-89,,H. Whiteside misses free throw 2 of 2
2:30.0,Defensive rebound by J. Parker,,73-89,,
2:16.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,73-89,,
2:15.0,,,73-89,,Defensive rebound by H. Whiteside
2:00.0,,,73-92,3,J. Richardson makes 3-pt shot from 24 ft (assist by G. Dragic)
1:52.0,J. Parker misses 2-pt shot from 4 ft (block by J. Johnson),,73-92,,
1:51.0,,,73-92,,Defensive rebound by D. Waiters
1:43.0,,,73-92,,J. Richardson misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by G. Antetokounmpo,,73-92,,
1:25.0,J. Parker misses 3-pt shot from 24 ft,,73-92,,
1:24.0,,,73-92,,Defensive rebound by G. Dragic
1:24.0,Personal foul by J. Parker (drawn by G. Dragic),,73-92,,
1:24.0,,,73-93,1,G. Dragic makes free throw 1 of 2
1:24.0,,,73-94,1,G. Dragic makes free throw 2 of 2
1:24.0,,,73-93,,R. McGruder enters the game for H. Whiteside
1:24.0,,,73-93,,W. Reed enters the game for D. Waiters
1:24.0,M. Brogdon enters the game for J. Henson,,73-93,,
1:24.0,T. Maker enters the game for T. Snell,,73-93,,
1:24.0,R. Vaughn enters the game for M. Dellavedova,,73-93,,
1:13.0,Turnover by J. Parker (traveling),,73-94,,
1:13.0,,,73-94,,T. Johnson enters the game for G. Dragic
0:50.0,,,73-96,2,W. Reed makes 2-pt shot at rim (assist by T. Johnson)
0:35.0,J. Parker misses 3-pt shot from 23 ft,,73-96,,
0:34.0,,,73-96,,Defensive rebound by T. Johnson
0:23.0,,,73-96,,J. Johnson misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by G. Antetokounmpo,,73-96,,
0:09.0,T. Maker misses 2-pt shot from 20 ft,,73-96,,
0:08.0,,,73-96,,Defensive rebound by T. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
