time,Golden State,pts.away,score,pts.home,Cleveland
6:54.0,Turnover by D. Green (bad pass; steal by L. James),,95-89,,
6:45.0,,,95-89,,Shooting foul by S. Curry (drawn by R. Jefferson)
6:45.0,,,95-90,1,R. Jefferson makes free throw 1 of 2
6:45.0,,,95-91,1,R. Jefferson makes free throw 2 of 2
6:31.0,D. Green makes 2-pt shot at rim (assist by D. West),2,97-91,,
6:12.0,,,97-94,3,K. Irving makes 3-pt shot from 24 ft
5:55.0,Turnover by D. Green (bad pass; steal by K. Irving),,97-94,,
5:48.0,Personal foul by D. Green (drawn by K. Irving),,97-94,,
5:48.0,K. Durant enters the game for D. West,,97-94,,
5:37.0,,,97-94,,K. Irving misses 2-pt shot from 1 ft
5:36.0,Defensive rebound by S. Curry,,97-94,,
5:31.0,S. Curry misses 3-pt shot from 25 ft,,97-94,,
5:30.0,Offensive rebound by Team,,97-94,,
5:20.0,K. Durant misses 3-pt shot from 27 ft,,97-94,,
5:19.0,,,97-94,,Defensive rebound by K. Irving
5:12.0,,,97-94,,K. Love misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by S. Livingston,,97-94,,
5:07.0,Shooting foul by K. Love (drawn by K. Durant),,97-94,,
5:07.0,K. Durant makes free throw 1 of 2,1,98-94,,
5:07.0,K. Durant makes free throw 2 of 2,1,99-94,,
4:55.0,Personal foul by K. Thompson (drawn by I. Shumpert),,99-94,,
4:41.0,,,99-97,3,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James)
4:28.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,101-97,,
4:10.0,,,101-99,2,R. Jefferson makes 2-pt shot at rim (assist by K. Love)
3:49.0,D. Green makes 2-pt shot from 7 ft,2,103-99,,
3:46.0,,,103-99,,Cleveland full timeout
3:46.0,A. Iguodala enters the game for S. Livingston,,103-99,,
3:36.0,,,103-101,2,L. James makes 2-pt shot at rim (assist by K. Irving)
3:17.0,D. Green misses 3-pt shot from 25 ft,,103-101,,
3:17.0,,,103-101,,Defensive rebound by Team
2:48.0,,,103-101,,I. Shumpert misses 3-pt shot from 26 ft
2:48.0,,,103-101,,Offensive rebound by K. Irving
2:44.0,,,103-101,,K. Irving misses 2-pt shot from 2 ft
2:42.0,Defensive rebound by K. Durant,,103-101,,
2:33.0,Turnover by D. Green (bad pass; steal by K. Irving),,103-101,,
2:18.0,,,103-103,2,K. Irving makes 2-pt shot at rim (assist by I. Shumpert)
1:55.0,K. Durant misses 2-pt shot from 20 ft,,103-103,,
1:54.0,,,103-103,,Defensive rebound by I. Shumpert
1:43.0,,,103-105,2,L. James makes 2-pt shot at rim
1:43.0,,,103-105,,Shooting foul by D. Green (drawn by L. James)
1:43.0,Golden State full timeout,,103-105,,
1:43.0,,,103-105,,L. James misses free throw 1 of 1
1:43.0,Defensive rebound by K. Durant,,103-105,,
1:31.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,105-105,,
1:19.0,,,105-105,,K. Irving misses 2-pt shot from 2 ft (block by K. Thompson)
1:15.0,Defensive rebound by K. Durant,,105-105,,
1:14.0,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant),3,108-105,,
1:14.0,,,108-105,,Cleveland full timeout
0:47.0,,,108-105,,R. Jefferson misses 3-pt shot from 29 ft
0:47.0,Defensive rebound by A. Iguodala,,108-105,,
0:43.0,Turnover by A. Iguodala (bad pass; steal by K. Irving),,108-105,,
0:38.0,,,108-107,2,K. Irving makes 2-pt shot from 2 ft
0:14.0,Turnover by Team (shot clock),,108-107,,
0:14.0,S. Livingston enters the game for S. Curry,,108-107,,
0:03.0,,,108-109,2,K. Irving makes 2-pt shot from 13 ft
0:03.0,Golden State full timeout,,108-109,,
0:03.0,S. Curry enters the game for S. Livingston,,108-109,,
0:03.0,,,108-109,,D. Liggins enters the game for K. Love
0:00.0,K. Durant misses 3-pt shot from 34 ft,,108-109,,
0:00.0,Offensive rebound by Team,,108-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
