time,Toronto,pts.away,score,pts.home,Cleveland
1:39.0,,,114-113,,Shooting foul by K. Lowry (drawn by K. Love)
1:39.0,Technical foul by K. Lowry (drawn by K. Love),,114-113,,
1:39.0,,,114-113,,K. Irving misses technical free throw
1:39.0,,,114-113,,Offensive rebound by Team
1:39.0,,,114-113,,K. Love misses free throw 1 of 2
1:39.0,,,114-113,,Offensive rebound by Team
1:39.0,,,114-114,1,K. Love makes free throw 2 of 2
1:26.0,,,114-114,,Personal foul by R. Jefferson (drawn by P. Patterson)
1:18.0,Shooting foul by R. Jefferson (drawn by D. DeRozan),,114-114,,
1:18.0,D. DeRozan misses free throw 1 of 2,,114-114,,
1:18.0,Offensive rebound by Team,,114-114,,
1:18.0,D. DeRozan makes free throw 2 of 2,1,115-114,,
0:59.0,,,115-117,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
0:59.0,Toronto full timeout,,115-117,,
0:59.0,,,115-117,,T. Thompson enters the game for K. Love
0:59.0,,,115-117,,I. Shumpert enters the game for R. Jefferson
0:49.0,D. DeRozan misses 3-pt shot from 26 ft,,115-117,,
0:48.0,,,115-117,,Defensive rebound by T. Thompson
0:41.0,,,115-117,,Cleveland full timeout
0:41.0,,,115-117,,K. Love enters the game for T. Thompson
0:41.0,,,115-117,,R. Jefferson enters the game for I. Shumpert
0:41.0,C. Joseph enters the game for J. Valanciunas,,115-117,,
0:34.0,,,115-119,2,L. James makes 2-pt shot at rim (assist by K. Love)
0:34.0,Toronto full timeout,,115-119,,
0:34.0,J. Valanciunas enters the game for C. Joseph,,115-119,,
0:34.0,,,115-119,,T. Thompson enters the game for K. Love
0:34.0,,,115-119,,I. Shumpert enters the game for C. Frye
0:30.0,K. Lowry misses 3-pt shot from 26 ft,,115-119,,
0:29.0,,,115-119,,Defensive rebound by L. James
0:24.0,,,115-119,,Offensive foul by L. James
0:24.0,,,115-119,,Turnover by L. James (offensive foul)
0:21.0,Offensive foul by J. Valanciunas,,115-119,,
0:21.0,Turnover by J. Valanciunas (offensive foul),,115-119,,
0:21.0,C. Joseph enters the game for J. Valanciunas,,115-119,,
0:21.0,,,115-119,,K. Love enters the game for T. Thompson
0:21.0,,,115-119,,C. Frye enters the game for R. Jefferson
0:20.0,Personal foul by C. Joseph (drawn by L. James),,115-119,,
0:20.0,,,115-120,1,L. James makes free throw 1 of 2
0:20.0,,,115-120,,L. James misses free throw 2 of 2
0:20.0,J. Valanciunas enters the game for C. Joseph,,115-119,,
0:20.0,,,115-119,,T. Thompson enters the game for K. Love
0:20.0,,,115-119,,R. Jefferson enters the game for C. Frye
0:17.0,Defensive rebound by J. Valanciunas,,115-120,,
0:10.0,D. DeRozan misses 2-pt shot at rim,,115-120,,
0:09.0,Offensive rebound by K. Lowry,,115-120,,
0:09.0,K. Lowry misses 2-pt shot from 1 ft,,115-120,,
0:09.0,Offensive rebound by P. Patterson,,115-120,,
0:03.0,K. Lowry makes 2-pt shot at rim (assist by D. DeRozan),2,117-120,,
0:01.0,Personal foul by N. Powell (drawn by I. Shumpert),,117-120,,
0:01.0,,,117-121,1,I. Shumpert makes free throw 1 of 2
0:01.0,,,117-121,,I. Shumpert misses free throw 2 of 2
0:00.0,Defensive rebound by J. Valanciunas,,117-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
