time,Washington,pts.away,score,pts.home,Atlanta
8:34.0,,,10-1,,D. Schroder misses 2-pt shot from 2 ft (block by M. Gortat)
8:32.0,,,10-1,,Offensive rebound by D. Howard
8:32.0,,,10-3,2,D. Howard makes 2-pt shot at rim
8:24.0,M. Morris makes 3-pt shot from 25 ft (assist by B. Beal),3,13-3,,
8:07.0,,,13-6,3,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder)
7:48.0,O. Porter misses 2-pt shot from 1 ft,,13-6,,
7:46.0,Offensive rebound by M. Gortat,,13-6,,
7:46.0,M. Gortat makes 2-pt shot at rim,2,15-6,,
7:39.0,,,15-6,,Shooting foul by M. Gortat (drawn by D. Howard)
7:39.0,,,15-7,1,D. Howard makes free throw 1 of 2
7:39.0,,,15-8,1,D. Howard makes free throw 2 of 2
7:27.0,Turnover by M. Morris (bad pass; steal by K. Bazemore),,15-8,,
7:24.0,,,15-10,2,K. Bazemore makes 2-pt shot at rim
7:08.0,M. Gortat makes 2-pt shot from 12 ft (assist by O. Porter),2,17-10,,
6:53.0,,,17-10,,D. Schroder misses 2-pt shot from 2 ft
6:51.0,Defensive rebound by O. Porter,,17-10,,
6:41.0,Turnover by M. Gortat (bad pass),,17-10,,
6:29.0,,,17-10,,P. Millsap misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by O. Porter,,17-10,,
6:21.0,B. Beal makes 2-pt shot from 20 ft (assist by J. Wall),2,19-10,,
6:03.0,,,19-10,,D. Schroder misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by O. Porter,,19-10,,
5:47.0,M. Gortat makes 2-pt shot from 1 ft,2,21-10,,
5:40.0,Violation by M. Morris (kicked ball),,21-10,,
5:40.0,,,21-10,,T. Hardaway enters the game for K. Bazemore
5:29.0,,,21-10,,Turnover by D. Schroder (bad pass; steal by M. Gortat)
5:23.0,B. Beal makes 3-pt shot from 26 ft (assist by J. Wall),3,24-10,,
5:22.0,,,24-10,,Atlanta full timeout
5:22.0,,,24-10,,M. Dunleavy enters the game for T. Sefolosha
5:12.0,,,24-13,3,T. Hardaway makes 3-pt shot from 24 ft (assist by D. Schroder)
4:52.0,J. Wall misses 2-pt shot at rim (block by P. Millsap),,24-13,,
4:48.0,,,24-13,,Defensive rebound by M. Dunleavy
4:43.0,,,24-13,,M. Dunleavy misses 3-pt shot from 25 ft
4:41.0,,,24-13,,Offensive rebound by D. Howard
4:38.0,,,24-16,3,D. Schroder makes 3-pt shot from 23 ft (assist by D. Howard)
4:21.0,B. Beal misses 3-pt shot from 25 ft,,24-16,,
4:21.0,,,24-16,,Defensive rebound by D. Howard
4:11.0,,,24-18,2,D. Schroder makes 2-pt shot from 2 ft
3:59.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,26-18,,
3:42.0,,,26-18,,P. Millsap misses 2-pt shot from 9 ft
3:40.0,Defensive rebound by M. Gortat,,26-18,,
3:34.0,B. Beal misses 2-pt shot from 2 ft,,26-18,,
3:32.0,Offensive rebound by M. Morris,,26-18,,
3:31.0,M. Morris makes 2-pt shot from 1 ft,2,28-18,,
3:14.0,,,28-18,,T. Hardaway misses 2-pt shot from 1 ft
3:12.0,Defensive rebound by O. Porter,,28-18,,
3:06.0,M. Morris misses 3-pt shot from 24 ft,,28-18,,
3:05.0,Offensive rebound by M. Gortat,,28-18,,
3:01.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,28-18,,
2:53.0,,,28-20,2,T. Hardaway makes 2-pt shot from 17 ft (assist by M. Dunleavy)
2:53.0,Washington full timeout,,28-20,,
2:53.0,,,28-20,,K. Humphries enters the game for D. Howard
2:53.0,K. Oubre enters the game for M. Morris,,28-20,,
2:53.0,T. Satoransky enters the game for B. Beal,,28-20,,
2:39.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,31-20,,
2:16.0,,,31-20,,Turnover by P. Millsap (lost ball; steal by K. Oubre)
2:12.0,Turnover by J. Wall (bad pass; steal by M. Dunleavy),,31-20,,
1:57.0,,,31-20,,T. Hardaway misses 2-pt shot from 20 ft
1:54.0,Defensive rebound by M. Gortat,,31-20,,
1:46.0,J. Wall makes 2-pt shot from 17 ft,2,33-20,,
1:33.0,,,33-20,,D. Schroder misses 2-pt shot from 2 ft (block by M. Gortat)
1:31.0,Defensive rebound by T. Satoransky,,33-20,,
1:31.0,Shooting foul by M. Dunleavy (drawn by J. Wall),,33-20,,
1:31.0,J. Wall makes free throw 1 of 2,1,34-20,,
1:31.0,J. Wall makes free throw 2 of 2,1,35-20,,
1:31.0,,,34-20,,M. Delaney enters the game for D. Schroder
1:05.0,,,35-23,3,T. Hardaway makes 3-pt shot from 26 ft (assist by M. Dunleavy)
0:48.0,O. Porter misses 3-pt shot from 22 ft,,35-23,,
0:46.0,Offensive rebound by M. Gortat,,35-23,,
0:46.0,M. Gortat makes 2-pt shot from 1 ft,2,37-23,,
0:36.0,,,37-23,,P. Millsap misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by J. Wall,,37-23,,
0:26.0,Turnover by K. Oubre (kicked ball),,37-23,,
0:26.0,,,37-23,,K. Bazemore enters the game for K. Humphries
0:11.0,Personal take foul by T. Satoransky (drawn by M. Delaney),,37-23,,
0:11.0,J. Smith enters the game for O. Porter,,37-23,,
0:03.0,,,37-25,2,K. Bazemore makes 2-pt shot from 22 ft
0:00.0,J. Wall misses 3-pt shot from 30 ft,,37-25,,
0:00.0,Offensive rebound by Team,,37-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,37-25,,T. Hardaway misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by M. Morris,,37-25,,
11:20.0,T. Satoransky makes 2-pt shot from 6 ft,2,39-25,,
10:57.0,,,39-25,,M. Muscala misses 2-pt shot from 19 ft
10:56.0,Defensive rebound by M. Morris,,39-25,,
10:46.0,T. Satoransky misses 2-pt shot from 19 ft,,39-25,,
10:44.0,,,39-25,,Defensive rebound by M. Delaney
10:40.0,,,39-25,,T. Hardaway misses 2-pt shot from 2 ft (block by K. Oubre)
10:40.0,,,39-25,,Offensive rebound by Team
10:40.0,,,39-25,,D. Howard enters the game for M. Dunleavy
10:34.0,,,39-28,3,K. Bazemore makes 3-pt shot from 23 ft (assist by M. Delaney)
10:17.0,,,39-28,,Personal foul by M. Muscala (drawn by M. Morris)
10:11.0,T. Burke makes 2-pt shot from 21 ft,2,41-28,,
10:02.0,,,41-28,,Turnover by D. Howard (bad pass; steal by K. Oubre)
9:57.0,T. Satoransky makes 2-pt shot at rim (assist by K. Oubre),2,43-28,,
9:42.0,,,43-31,3,M. Muscala makes 3-pt shot from 24 ft (assist by K. Bazemore)
9:26.0,M. Morris misses 2-pt shot from 18 ft,,43-31,,
9:23.0,,,43-31,,Defensive rebound by T. Hardaway
9:21.0,,,43-31,,M. Muscala misses 2-pt shot from 3 ft
9:20.0,Defensive rebound by M. Morris,,43-31,,
9:08.0,K. Oubre makes 2-pt shot from 20 ft (assist by M. Morris),2,45-31,,
8:57.0,Violation by M. Morris (kicked ball),,45-31,,
8:57.0,Official timeout,,45-31,,
8:57.0,B. Beal enters the game for T. Satoransky,,45-31,,
8:48.0,,,45-31,,T. Hardaway misses 3-pt shot from 25 ft
8:47.0,,,45-31,,Offensive rebound by D. Howard
8:47.0,,,45-31,,Shooting foul by B. Beal (drawn by D. Howard)
8:47.0,,,45-32,1,D. Howard makes free throw 1 of 2
8:47.0,,,45-32,,D. Howard misses free throw 2 of 2
8:45.0,,,45-32,,Offensive rebound by T. Hardaway
8:42.0,,,45-32,,Turnover by M. Delaney (bad pass)
8:30.0,Turnover by M. Morris (bad pass; steal by D. Howard),,45-32,,
8:25.0,,,45-32,,K. Bazemore misses 3-pt shot from 25 ft
8:23.0,,,45-32,,Offensive rebound by D. Howard
8:23.0,,,45-32,,Shooting foul by K. Oubre (drawn by T. Hardaway)
8:23.0,,,45-33,1,T. Hardaway makes free throw 1 of 2
8:23.0,,,45-34,1,T. Hardaway makes free throw 2 of 2
8:04.0,T. Burke makes 3-pt shot from 25 ft (assist by B. Beal),3,48-34,,
7:50.0,,,48-34,,Turnover by K. Bazemore (bad pass; steal by T. Burke)
7:44.0,K. Oubre misses 2-pt shot from 1 ft (block by M. Muscala),,48-34,,
7:42.0,,,48-34,,Defensive rebound by T. Hardaway
7:38.0,,,48-34,,Turnover by T. Hardaway (bad pass; steal by M. Morris)
7:31.0,B. Beal makes 2-pt shot from 2 ft (assist by T. Burke),2,50-34,,
7:06.0,,,50-34,,K. Bazemore misses 2-pt shot from 5 ft
7:06.0,,,50-34,,Offensive rebound by Team
7:06.0,Loose ball foul by J. Smith (drawn by D. Howard),,50-34,,
7:06.0,,,50-34,,T. Sefolosha enters the game for K. Bazemore
7:03.0,,,50-36,2,T. Hardaway makes 2-pt shot at rim (assist by T. Sefolosha)
6:50.0,,,50-36,,Personal foul by T. Sefolosha (drawn by J. Smith)
6:42.0,M. Morris misses 2-pt shot from 17 ft,,50-36,,
6:36.0,,,50-36,,Defensive rebound by D. Howard
6:29.0,,,50-36,,M. Delaney misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by J. Smith,,50-36,,
6:24.0,Offensive foul by J. Smith,,50-36,,
6:24.0,Turnover by J. Smith (offensive foul),,50-36,,
6:24.0,M. Gortat enters the game for J. Smith,,50-36,,
6:24.0,J. Wall enters the game for T. Burke,,50-36,,
6:11.0,,,50-36,,Turnover by D. Howard (traveling)
6:03.0,J. Wall misses 2-pt shot from 1 ft (block by T. Sefolosha),,50-36,,
6:03.0,Offensive rebound by Team,,50-36,,
6:03.0,,,50-36,,P. Millsap enters the game for M. Muscala
6:03.0,,,50-36,,D. Schroder enters the game for T. Hardaway
5:47.0,J. Wall misses 2-pt shot from 17 ft,,50-36,,
5:47.0,Offensive rebound by M. Morris,,50-36,,
5:47.0,Turnover by Team (shot clock),,50-36,,
5:47.0,,,50-36,,Atlanta full timeout
5:47.0,O. Porter enters the game for K. Oubre,,50-36,,
5:36.0,,,50-36,,Turnover by D. Schroder (bad pass; steal by M. Gortat)
5:33.0,Shooting foul by P. Millsap (drawn by J. Wall),,50-36,,
5:33.0,J. Wall makes 2-pt shot from 1 ft,2,52-36,,
5:33.0,J. Wall misses free throw 1 of 1,,52-36,,
5:31.0,,,52-36,,Defensive rebound by P. Millsap
5:19.0,,,52-36,,Shooting foul by M. Morris (drawn by P. Millsap)
5:19.0,,,52-37,1,P. Millsap makes free throw 1 of 2
5:19.0,,,52-37,,P. Millsap misses free throw 2 of 2
5:17.0,Defensive rebound by O. Porter,,52-37,,
5:01.0,Turnover by J. Wall (bad pass; steal by M. Delaney),,52-37,,
4:59.0,Personal foul by B. Beal (drawn by M. Delaney),,52-37,,
4:59.0,,,52-37,,M. Delaney misses free throw 1 of 2
4:59.0,,,52-37,,Offensive rebound by Team
4:59.0,,,52-38,1,M. Delaney makes free throw 2 of 2
4:46.0,M. Morris makes 2-pt shot at rim (assist by M. Gortat),2,54-38,,
4:24.0,,,54-38,,Turnover by D. Schroder (bad pass; steal by B. Beal)
4:12.0,B. Beal makes 2-pt shot from 7 ft (assist by O. Porter),2,56-38,,
3:54.0,,,56-40,2,M. Delaney makes 2-pt shot from 17 ft (assist by P. Millsap)
3:49.0,,,56-40,,Loose ball foul by T. Sefolosha (drawn by M. Morris)
3:49.0,,,56-40,,Technical foul by Team
3:49.0,B. Beal makes technical free throw,1,57-40,,
3:49.0,,,56-40,,T. Hardaway enters the game for M. Delaney
3:36.0,Turnover by M. Morris (bad pass; steal by D. Howard),,57-40,,
3:30.0,,,57-40,,D. Schroder misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by O. Porter,,57-40,,
3:06.0,M. Morris misses 3-pt shot from 24 ft,,57-40,,
3:04.0,Offensive rebound by M. Gortat,,57-40,,
3:02.0,Shooting foul by D. Schroder (drawn by J. Wall),,57-40,,
3:02.0,J. Wall makes free throw 1 of 3,1,58-40,,
3:02.0,J. Wall makes free throw 2 of 3,1,59-40,,
3:02.0,J. Wall misses free throw 3 of 3,,59-40,,
3:01.0,,,59-40,,Defensive rebound by D. Howard
2:43.0,,,59-40,,Turnover by D. Schroder (bad pass; steal by M. Morris)
2:37.0,O. Porter misses 2-pt shot from 1 ft,,59-40,,
2:35.0,Offensive rebound by M. Morris,,59-40,,
2:34.0,M. Morris misses 2-pt shot from 2 ft (block by T. Sefolosha),,59-40,,
2:34.0,Offensive rebound by M. Morris,,59-40,,
2:34.0,Shooting foul by T. Hardaway (drawn by M. Morris),,59-40,,
2:34.0,Washington full timeout,,59-40,,
2:34.0,Violation by Team (jump ball),,59-40,,
2:34.0,,,59-40,,Violation by Team (jump ball)
2:34.0,M. Morris makes free throw 1 of 2,1,60-40,,
2:34.0,M. Morris misses free throw 2 of 2,,60-40,,
2:34.0,,,59-40,,M. Dunleavy enters the game for T. Sefolosha
2:34.0,,,59-40,,K. Bazemore enters the game for D. Howard
2:34.0,,,59-40,,K. Humphries enters the game for D. Schroder
2:32.0,,,60-40,,Defensive rebound by P. Millsap
2:17.0,,,60-40,,K. Bazemore misses 2-pt shot from 20 ft
2:16.0,Defensive rebound by J. Wall,,60-40,,
2:07.0,M. Morris misses 2-pt shot at rim (block by K. Bazemore),,60-40,,
2:06.0,,,60-40,,Defensive rebound by M. Dunleavy
2:01.0,,,60-40,,T. Hardaway misses 2-pt shot from 2 ft (block by O. Porter)
2:01.0,,,60-40,,Offensive rebound by Team
2:01.0,K. Oubre enters the game for B. Beal,,60-40,,
1:58.0,,,60-40,,K. Bazemore misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by M. Morris,,60-40,,
1:57.0,,,60-40,,Personal foul by P. Millsap (drawn by M. Morris)
1:57.0,M. Morris makes free throw 1 of 2,1,61-40,,
1:57.0,M. Morris makes free throw 2 of 2,1,62-40,,
1:41.0,,,62-40,,P. Millsap misses 2-pt shot from 19 ft
1:39.0,Defensive rebound by M. Gortat,,62-40,,
1:34.0,J. Wall misses 2-pt shot from 22 ft,,62-40,,
1:32.0,,,62-40,,Defensive rebound by K. Humphries
1:24.0,,,62-42,2,P. Millsap makes 2-pt shot from 6 ft (assist by M. Dunleavy)
0:54.0,J. Wall makes 2-pt shot from 1 ft,2,64-42,,
0:30.0,,,64-42,,Turnover by Team (shot clock)
0:06.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,67-42,,
0:02.0,,,67-44,2,K. Bazemore makes 2-pt shot at rim
0:02.0,,,67-44,,Shooting foul by M. Morris (drawn by K. Bazemore)
0:02.0,,,67-45,1,K. Bazemore makes free throw 1 of 1
0:02.0,Turnover by M. Morris (bad pass),,67-45,,
0:00.0,,,67-45,,P. Millsap misses 2-pt shot from 20 ft
0:00.0,,,67-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,67-45,,Shooting foul by M. Gortat (drawn by D. Schroder)
11:38.0,,,67-46,1,D. Schroder makes free throw 1 of 2
11:38.0,,,67-47,1,D. Schroder makes free throw 2 of 2
11:21.0,B. Beal misses 3-pt shot from 24 ft,,67-47,,
11:20.0,,,67-47,,Defensive rebound by P. Millsap
10:57.0,,,67-47,,K. Bazemore misses 2-pt shot from 19 ft (block by M. Morris)
10:57.0,,,67-47,,Offensive rebound by Team
10:54.0,,,67-47,,P. Millsap misses 2-pt shot from 21 ft
10:53.0,Defensive rebound by M. Gortat,,67-47,,
10:34.0,B. Beal misses 3-pt shot from 24 ft,,67-47,,
10:32.0,Offensive rebound by M. Gortat,,67-47,,
10:28.0,M. Gortat makes 2-pt shot from 13 ft (assist by O. Porter),2,69-47,,
10:11.0,,,69-47,,T. Sefolosha misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by J. Wall,,69-47,,
10:02.0,Shooting foul by D. Howard (drawn by M. Gortat),,69-47,,
10:02.0,M. Gortat makes free throw 1 of 2,1,70-47,,
10:02.0,M. Gortat misses free throw 2 of 2,,70-47,,
10:01.0,,,70-47,,Defensive rebound by P. Millsap
9:49.0,,,70-49,2,K. Bazemore makes 2-pt shot from 16 ft (assist by D. Schroder)
9:34.0,J. Wall makes 2-pt shot from 15 ft,2,72-49,,
9:23.0,,,72-49,,Turnover by D. Howard (traveling)
9:11.0,J. Wall misses 2-pt shot from 18 ft,,72-49,,
9:09.0,Offensive rebound by J. Wall,,72-49,,
9:03.0,J. Wall misses 2-pt shot from 16 ft,,72-49,,
9:01.0,,,72-49,,Defensive rebound by D. Howard
8:53.0,,,72-49,,K. Bazemore misses 2-pt shot from 19 ft
8:52.0,,,72-49,,Offensive rebound by Team
8:47.0,,,72-49,,Shooting foul by M. Morris (drawn by T. Sefolosha)
8:47.0,,,72-50,1,T. Sefolosha makes free throw 1 of 2
8:47.0,,,72-51,1,T. Sefolosha makes free throw 2 of 2
8:37.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,75-51,,
8:21.0,,,75-51,,Shooting foul by M. Morris (drawn by D. Howard)
8:21.0,,,75-51,,D. Howard misses free throw 1 of 2
8:21.0,,,75-51,,Offensive rebound by Team
8:21.0,,,75-51,,D. Howard misses free throw 2 of 2
8:21.0,K. Oubre enters the game for M. Morris,,75-51,,
8:19.0,Defensive rebound by M. Gortat,,75-51,,
8:08.0,O. Porter makes 2-pt shot from 2 ft (assist by J. Wall),2,77-51,,
8:08.0,Shooting foul by D. Howard (drawn by O. Porter),,77-51,,
8:08.0,O. Porter makes free throw 1 of 1,1,78-51,,
8:02.0,,,78-51,,Turnover by K. Bazemore (bad pass)
7:51.0,K. Oubre misses 3-pt shot from 22 ft,,78-51,,
7:50.0,,,78-51,,Defensive rebound by D. Howard
7:38.0,,,78-51,,T. Sefolosha misses 2-pt shot from 21 ft
7:35.0,Defensive rebound by M. Gortat,,78-51,,
7:23.0,J. Wall misses 2-pt shot from 21 ft,,78-51,,
7:22.0,,,78-51,,Defensive rebound by T. Sefolosha
7:19.0,,,78-51,,Turnover by T. Sefolosha (bad pass; steal by M. Gortat)
7:13.0,O. Porter misses 3-pt shot from 26 ft,,78-51,,
7:09.0,Offensive rebound by M. Gortat,,78-51,,
7:00.0,Shooting foul by D. Howard (drawn by O. Porter),,78-51,,
7:00.0,O. Porter misses free throw 1 of 2,,78-51,,
7:00.0,Offensive rebound by Team,,78-51,,
7:00.0,O. Porter makes free throw 2 of 2,1,79-51,,
7:00.0,,,78-51,,T. Hardaway enters the game for T. Sefolosha
6:52.0,,,79-51,,D. Schroder misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by O. Porter,,79-51,,
6:39.0,B. Beal misses 3-pt shot from 25 ft,,79-51,,
6:36.0,,,79-51,,Defensive rebound by T. Hardaway
6:36.0,Personal foul by K. Oubre (drawn by T. Hardaway),,79-51,,
6:36.0,,,79-51,,M. Muscala enters the game for P. Millsap
6:28.0,,,79-51,,Turnover by T. Hardaway (step out of bounds)
6:16.0,J. Wall makes 2-pt shot from 2 ft,2,81-51,,
5:59.0,,,81-53,2,D. Howard makes 2-pt shot at rim (assist by D. Schroder)
5:31.0,Turnover by Team (shot clock),,81-53,,
5:31.0,,,81-53,,Atlanta full timeout
5:31.0,,,81-53,,M. Delaney enters the game for K. Bazemore
5:19.0,,,81-53,,T. Hardaway misses 2-pt shot from 1 ft (block by O. Porter)
5:18.0,,,81-53,,Offensive rebound by M. Muscala
5:17.0,,,81-55,2,M. Muscala makes 2-pt shot from 1 ft
5:04.0,,,81-55,,Personal foul by T. Hardaway (drawn by B. Beal)
4:51.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,84-55,,
4:35.0,,,84-58,3,M. Muscala makes 3-pt shot from 25 ft (assist by D. Schroder)
4:19.0,J. Wall makes 3-pt shot from 24 ft (assist by B. Beal),3,87-58,,
4:05.0,,,87-60,2,D. Schroder makes 2-pt shot from 10 ft
3:45.0,B. Beal misses 3-pt shot from 25 ft,,87-60,,
3:43.0,,,87-60,,Defensive rebound by D. Howard
3:28.0,,,87-62,2,D. Howard makes 2-pt shot at rim (assist by M. Muscala)
3:27.0,Washington full timeout,,87-62,,
3:27.0,,,87-62,,M. Dunleavy enters the game for D. Schroder
3:08.0,M. Gortat makes 2-pt shot from 14 ft,2,89-62,,
2:47.0,,,89-65,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by M. Muscala)
2:25.0,O. Porter makes 2-pt shot from 9 ft (assist by J. Wall),2,91-65,,
2:10.0,,,91-65,,M. Dunleavy misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by K. Oubre,,91-65,,
1:59.0,J. Wall makes 2-pt shot from 18 ft,2,93-65,,
1:44.0,,,93-65,,M. Delaney misses 2-pt shot from 20 ft
1:44.0,,,93-65,,Offensive rebound by Team
1:44.0,Loose ball foul by M. Gortat (drawn by D. Howard),,93-65,,
1:44.0,,,93-65,,D. Howard misses free throw 1 of 2
1:44.0,,,93-65,,Offensive rebound by Team
1:44.0,,,93-66,1,D. Howard makes free throw 2 of 2
1:44.0,J. Smith enters the game for M. Gortat,,93-65,,
1:44.0,T. Burke enters the game for B. Beal,,93-65,,
1:27.0,Offensive foul by J. Smith,,93-66,,
1:27.0,Turnover by J. Smith (offensive foul),,93-66,,
1:09.0,,,93-68,2,D. Howard makes 2-pt shot from 2 ft (assist by M. Delaney)
0:48.0,Turnover by J. Wall (bad pass; steal by T. Hardaway),,93-68,,
0:44.0,,,93-68,,Turnover by M. Dunleavy (bad pass)
0:32.0,J. Wall misses 2-pt shot from 18 ft,,93-68,,
0:30.0,,,93-68,,Defensive rebound by D. Howard
0:22.0,,,93-68,,M. Delaney misses 3-pt shot from 24 ft (block by J. Smith)
0:20.0,Defensive rebound by J. Wall,,93-68,,
0:00.0,K. Oubre misses 3-pt shot from 24 ft,,93-68,,
0:00.0,Offensive rebound by Team,,93-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,K. Oubre misses 2-pt shot from 3 ft (block by M. Muscala),,93-68,,
11:33.0,,,93-68,,Defensive rebound by M. Muscala
11:17.0,,,93-70,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
10:55.0,O. Porter makes 3-pt shot from 25 ft (assist by T. Burke),3,96-70,,
10:45.0,Personal foul by K. Oubre (drawn by M. Muscala),,96-70,,
10:45.0,,,96-70,,Atlanta full timeout
10:45.0,,,96-70,,M. Scott enters the game for M. Muscala
10:32.0,Personal foul by T. Burke (drawn by M. Delaney),,96-70,,
10:22.0,,,96-70,,Turnover by K. Humphries (bad pass; steal by J. Smith)
10:00.0,Turnover by T. Burke (lost ball),,96-70,,
9:49.0,,,96-70,,Offensive foul by K. Humphries
9:49.0,,,96-70,,Turnover by K. Humphries (offensive foul)
9:37.0,J. Smith misses 2-pt shot from 21 ft,,96-70,,
9:35.0,,,96-70,,Defensive rebound by Team
9:19.0,,,96-70,,M. Scott misses 2-pt shot from 16 ft
9:18.0,Defensive rebound by J. Smith,,96-70,,
9:08.0,T. Burke makes 2-pt shot from 14 ft,2,98-70,,
9:08.0,,,98-70,,Away from play foul by T. Waller-Prince (drawn by J. Smith)
9:08.0,J. Smith misses free throw 1 of 1,,98-70,,
9:07.0,,,98-70,,Defensive rebound by K. Humphries
8:54.0,,,98-70,,T. Waller-Prince misses 3-pt shot from 25 ft
8:53.0,Defensive rebound by O. Porter,,98-70,,
8:40.0,T. Burke misses 3-pt shot from 25 ft,,98-70,,
8:38.0,Offensive rebound by T. Satoransky,,98-70,,
8:38.0,Offensive foul by J. Smith,,98-70,,
8:38.0,Turnover by J. Smith (offensive foul),,98-70,,
8:38.0,S. Mac enters the game for O. Porter,,98-70,,
8:29.0,,,98-70,,Turnover by M. Scott (lost ball; steal by K. Oubre)
8:24.0,K. Oubre makes 2-pt shot at rim,2,100-70,,
8:02.0,,,100-70,,T. Waller-Prince misses 2-pt shot from 19 ft
8:02.0,,,100-70,,Offensive rebound by Team
8:02.0,Loose ball foul by S. Mac (drawn by M. Scott),,100-70,,
8:02.0,,,100-70,,D. Bembry enters the game for M. Delaney
7:48.0,,,100-72,2,M. Scott makes 2-pt shot from 6 ft
7:25.0,K. Oubre misses 2-pt shot from 11 ft,,100-72,,
7:24.0,,,100-72,,Defensive rebound by T. Waller-Prince
7:16.0,,,100-72,,Turnover by T. Waller-Prince (bad pass; steal by T. Satoransky)
7:11.0,T. Satoransky makes 2-pt shot from 1 ft,2,102-72,,
6:53.0,,,102-72,,D. Bembry misses 2-pt shot at rim (block by J. Smith)
6:48.0,Defensive rebound by T. Burke,,102-72,,
6:46.0,S. Mac misses 3-pt shot from 26 ft,,102-72,,
6:45.0,,,102-72,,Defensive rebound by T. Waller-Prince
6:28.0,,,102-74,2,M. Dunleavy makes 2-pt shot from 21 ft
6:11.0,J. Smith makes 2-pt shot from 17 ft (assist by T. Burke),2,104-74,,
5:48.0,,,104-74,,M. Dunleavy misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by J. Smith,,104-74,,
5:34.0,T. Burke misses 2-pt shot from 2 ft,,104-74,,
5:33.0,,,104-74,,Defensive rebound by M. Scott
5:28.0,,,104-74,,M. Dunleavy misses 2-pt shot from 2 ft (block by S. Mac)
5:25.0,Defensive rebound by S. Mac,,104-74,,
5:22.0,Official timeout,,104-74,,
5:22.0,,,104-74,,M. Delaney enters the game for M. Dunleavy
5:22.0,A. Nicholson enters the game for J. Smith,,104-74,,
