time,Cleveland,pts.away,score,pts.home,Toronto
4:43.0,L. James misses 2-pt shot from 6 ft,,16-10,,
4:42.0,,,16-10,,Defensive rebound by J. Valanciunas
4:35.0,,,16-12,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by C. Joseph)
4:25.0,,,16-12,,Personal foul by N. Powell (drawn by L. James)
4:25.0,,,16-12,,P. Tucker enters the game for N. Powell
4:25.0,,,16-12,,P. Patterson enters the game for S. Ibaka
4:25.0,C. Frye enters the game for T. Thompson,,16-12,,
4:16.0,Shooting foul by P. Tucker (drawn by L. James),,16-12,,
4:16.0,L. James makes free throw 1 of 2,1,17-12,,
4:16.0,L. James makes free throw 2 of 2,1,18-12,,
4:16.0,,,17-12,,S. Ibaka enters the game for J. Valanciunas
4:16.0,T. Thompson enters the game for C. Frye,,17-12,,
4:00.0,,,18-12,,P. Tucker misses 3-pt shot from 23 ft
3:59.0,Defensive rebound by L. James,,18-12,,
3:54.0,L. James misses 3-pt shot from 26 ft,,18-12,,
3:53.0,,,18-12,,Defensive rebound by Team
3:42.0,,,18-14,2,S. Ibaka makes 2-pt shot from 20 ft (assist by C. Joseph)
3:19.0,Turnover by L. James (bad pass; steal by C. Joseph),,18-14,,
3:11.0,,,18-16,2,S. Ibaka makes 2-pt shot at rim (assist by C. Joseph)
3:11.0,Cleveland full timeout,,18-16,,
3:11.0,C. Frye enters the game for T. Thompson,,18-16,,
3:11.0,I. Shumpert enters the game for J. Smith,,18-16,,
2:55.0,K. Love misses 2-pt shot from 13 ft,,18-16,,
2:55.0,,,18-16,,Defensive rebound by P. Tucker
2:46.0,,,18-18,2,D. DeRozan makes 2-pt shot from 3 ft
2:24.0,L. James makes 2-pt shot from 6 ft,2,20-18,,
2:05.0,,,20-18,,C. Joseph misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by C. Frye,,20-18,,
1:54.0,,,20-18,,Personal foul by P. Tucker
1:54.0,I. Shumpert makes free throw 1 of 2,1,21-18,,
1:54.0,I. Shumpert makes free throw 2 of 2,1,22-18,,
1:54.0,,,21-18,,D. Wright enters the game for C. Joseph
1:54.0,D. Williams enters the game for L. James,,21-18,,
1:43.0,,,22-20,2,D. DeRozan makes 2-pt shot from 4 ft
1:28.0,K. Irving misses 3-pt shot from 25 ft,,22-20,,
1:26.0,Offensive rebound by K. Love,,22-20,,
1:23.0,K. Love makes 2-pt shot from 2 ft,2,24-20,,
1:10.0,,,24-20,,S. Ibaka misses 2-pt shot from 16 ft
1:09.0,Defensive rebound by K. Irving,,24-20,,
1:00.0,K. Irving makes 2-pt shot from 7 ft,2,26-20,,
0:43.0,,,26-22,2,S. Ibaka makes 2-pt shot at rim (assist by P. Patterson)
0:28.0,K. Irving makes 2-pt shot from 2 ft,2,28-22,,
0:05.0,,,28-24,2,D. DeRozan makes 2-pt shot from 7 ft
0:00.0,I. Shumpert misses 2-pt shot from 2 ft (block by S. Ibaka),,28-24,,
0:00.0,Offensive rebound by Team,,28-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,L. James makes 2-pt shot from 1 ft,2,30-24,,
11:35.0,,,30-24,,D. Carroll misses 2-pt shot from 1 ft
11:34.0,Defensive rebound by L. James,,30-24,,
11:20.0,D. Williams misses 2-pt shot from 19 ft,,30-24,,
11:19.0,,,30-24,,Defensive rebound by P. Tucker
11:10.0,,,30-26,2,N. Powell makes 2-pt shot from 3 ft (assist by D. Wright)
10:52.0,Shooting foul by P. Patterson (drawn by L. James),,30-26,,
10:52.0,L. James makes free throw 1 of 2,1,31-26,,
10:52.0,L. James makes free throw 2 of 2,1,32-26,,
10:37.0,,,32-28,2,N. Powell makes 2-pt shot from 2 ft
10:10.0,L. James makes 3-pt shot from 24 ft,3,35-28,,
9:59.0,Personal foul by I. Shumpert (drawn by N. Powell),,35-28,,
9:46.0,,,35-28,,Turnover by N. Powell (bad pass; steal by L. James)
9:43.0,,,35-28,,Personal foul by D. Carroll (drawn by L. James)
9:43.0,,,35-28,,D. DeRozan enters the game for P. Tucker
9:32.0,I. Shumpert misses 2-pt shot from 3 ft (block by P. Patterson),,35-28,,
9:32.0,Offensive rebound by I. Shumpert,,35-28,,
9:29.0,I. Shumpert makes 2-pt shot from 3 ft,2,37-28,,
9:19.0,,,37-28,,D. Wright misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by I. Shumpert,,37-28,,
8:59.0,L. James misses 2-pt shot from 11 ft,,37-28,,
8:58.0,,,37-28,,Defensive rebound by D. Carroll
8:45.0,,,37-30,2,D. DeRozan makes 2-pt shot from 21 ft
8:27.0,I. Shumpert misses 2-pt shot from 2 ft,,37-30,,
8:27.0,,,37-30,,Defensive rebound by D. DeRozan
8:19.0,,,37-32,2,N. Powell makes 2-pt shot at rim (assist by D. Wright)
8:18.0,Cleveland full timeout,,37-32,,
8:18.0,,,37-32,,C. Joseph enters the game for P. Patterson
8:18.0,,,37-32,,S. Ibaka enters the game for D. Wright
8:18.0,T. Thompson enters the game for C. Frye,,37-32,,
8:18.0,J. Smith enters the game for I. Shumpert,,37-32,,
8:08.0,Turnover by J. Smith (bad pass; steal by D. DeRozan),,37-32,,
7:56.0,,,37-32,,S. Ibaka misses 3-pt shot from 24 ft
7:56.0,Defensive rebound by K. Korver,,37-32,,
7:45.0,Turnover by L. James (bad pass; steal by D. DeRozan),,37-32,,
7:44.0,Personal foul by D. Williams (drawn by D. DeRozan),,37-32,,
7:44.0,K. Love enters the game for K. Korver,,37-32,,
7:44.0,K. Irving enters the game for D. Williams,,37-32,,
7:44.0,,,37-32,,J. Valanciunas enters the game for D. Carroll
7:35.0,,,37-32,,Shooting foul by J. Smith (drawn by J. Valanciunas)
7:35.0,,,37-33,1,J. Valanciunas makes free throw 1 of 2
7:35.0,,,37-33,,J. Valanciunas misses free throw 2 of 2
7:33.0,Defensive rebound by K. Love,,37-33,,
7:26.0,Turnover by L. James (lost ball; steal by D. DeRozan),,37-33,,
7:15.0,,,37-33,,S. Ibaka misses 2-pt shot from 16 ft
7:14.0,Defensive rebound by K. Love,,37-33,,
7:07.0,L. James misses 3-pt shot from 25 ft,,37-33,,
7:06.0,,,37-33,,Defensive rebound by J. Valanciunas
6:58.0,,,37-35,2,C. Joseph makes 2-pt shot from 3 ft
6:55.0,,,37-35,,Clear path foul by D. DeRozan
6:55.0,L. James makes clear path free throw 1 of 2,1,38-35,,
6:55.0,L. James misses clear path free throw 2 of 2,,38-35,,
6:55.0,Offensive rebound by Team,,38-35,,
6:47.0,K. Irving misses 2-pt shot from 20 ft,,38-35,,
6:46.0,,,38-35,,Defensive rebound by C. Joseph
6:34.0,,,38-35,,N. Powell misses 2-pt shot from 16 ft
6:34.0,Defensive rebound by L. James,,38-35,,
6:22.0,K. Irving misses 2-pt shot from 10 ft,,38-35,,
6:22.0,,,38-35,,Defensive rebound by J. Valanciunas
6:13.0,,,38-35,,D. DeRozan misses 2-pt shot from 3 ft (block by K. Love)
6:13.0,Defensive rebound by T. Thompson,,38-35,,
6:05.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,41-35,,
5:57.0,,,41-35,,Toronto full timeout
5:43.0,,,41-37,2,D. DeRozan makes 2-pt shot from 19 ft
5:18.0,J. Smith misses 3-pt shot from 27 ft,,41-37,,
5:18.0,,,41-37,,Defensive rebound by N. Powell
5:09.0,,,41-37,,N. Powell misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by K. Love,,41-37,,
4:54.0,L. James makes 2-pt shot from 6 ft,2,43-37,,
4:38.0,,,43-37,,Shooting foul by J. Smith (drawn by D. DeRozan)
4:38.0,,,43-38,1,D. DeRozan makes free throw 1 of 2
4:38.0,,,43-39,1,D. DeRozan makes free throw 2 of 2
4:38.0,,,43-38,,P. Tucker enters the game for N. Powell
4:38.0,K. Korver enters the game for J. Smith,,43-38,,
4:15.0,K. Love misses 2-pt shot from 19 ft,,43-39,,
4:14.0,,,43-39,,Defensive rebound by C. Joseph
4:10.0,Personal foul by K. Korver (drawn by D. DeRozan),,43-39,,
4:10.0,,,43-40,1,D. DeRozan makes free throw 1 of 2
4:10.0,,,43-41,1,D. DeRozan makes free throw 2 of 2
3:56.0,K. Irving misses 2-pt shot from 17 ft,,43-41,,
3:56.0,,,43-41,,Defensive rebound by P. Tucker
3:41.0,,,43-43,2,S. Ibaka makes 2-pt shot from 2 ft (assist by P. Tucker)
3:17.0,K. Irving misses 2-pt shot from 1 ft,,43-43,,
3:17.0,,,43-43,,Defensive rebound by J. Valanciunas
3:01.0,,,43-43,,D. DeRozan misses 2-pt shot from 21 ft
3:00.0,Defensive rebound by K. Love,,43-43,,
2:52.0,K. Irving makes 3-pt shot from 27 ft (assist by L. James),3,46-43,,
2:45.0,,,46-43,,Toronto full timeout
2:45.0,Official timeout,,46-43,,
2:34.0,,,46-45,2,S. Ibaka makes 2-pt shot from 21 ft (assist by D. DeRozan)
2:18.0,Turnover by K. Love (bad pass; steal by P. Tucker),,46-45,,
2:08.0,,,46-47,2,D. DeRozan makes 2-pt shot from 2 ft
2:08.0,,,46-47,,Shooting foul by K. Korver (drawn by D. DeRozan)
2:08.0,,,46-48,1,D. DeRozan makes free throw 1 of 1
1:50.0,,,46-48,,Personal foul by C. Joseph (drawn by K. Irving)
1:40.0,K. Irving misses 3-pt shot from 24 ft,,46-48,,
1:40.0,,,46-48,,Defensive rebound by P. Tucker
1:34.0,,,46-50,2,P. Tucker makes 2-pt shot from 3 ft
1:15.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,49-50,,
0:54.0,,,49-52,2,D. DeRozan makes 2-pt shot from 19 ft
0:31.0,K. Irving misses 2-pt shot from 12 ft,,49-52,,
0:30.0,Offensive rebound by T. Thompson,,49-52,,
0:28.0,T. Thompson misses 2-pt shot from 4 ft (block by S. Ibaka),,49-52,,
0:26.0,,,49-52,,Defensive rebound by C. Joseph
0:05.0,,,49-52,,C. Joseph misses 2-pt shot from 17 ft
0:04.0,Defensive rebound by T. Thompson,,49-52,,
0:00.0,K. Korver misses 3-pt shot from 25 ft,,49-52,,
0:00.0,Offensive rebound by Team,,49-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,L. James misses 2-pt shot from 18 ft,,49-52,,
11:35.0,,,49-52,,Defensive rebound by J. Valanciunas
11:27.0,,,49-52,,Shooting foul by J. Smith (drawn by D. DeRozan)
11:27.0,,,49-53,1,D. DeRozan makes free throw 1 of 2
11:27.0,,,49-54,1,D. DeRozan makes free throw 2 of 2
11:09.0,K. Irving misses 3-pt shot from 25 ft,,49-54,,
11:08.0,Offensive rebound by T. Thompson,,49-54,,
10:58.0,Shooting foul by J. Valanciunas (drawn by K. Love),,49-54,,
10:58.0,K. Love misses free throw 1 of 2,,49-54,,
10:58.0,Offensive rebound by Team,,49-54,,
10:58.0,K. Love makes free throw 2 of 2,1,50-54,,
10:46.0,,,50-54,,D. DeRozan misses 2-pt shot from 5 ft
10:46.0,Defensive rebound by K. Love,,50-54,,
10:36.0,K. Irving makes 2-pt shot from 19 ft,2,52-54,,
10:23.0,,,52-54,,C. Joseph misses 2-pt shot from 4 ft
10:22.0,Defensive rebound by T. Thompson,,52-54,,
10:20.0,Shooting foul by N. Powell (drawn by L. James),,52-54,,
10:20.0,L. James makes free throw 1 of 2,1,53-54,,
10:20.0,L. James makes free throw 2 of 2,1,54-54,,
9:57.0,,,54-54,,C. Joseph misses 2-pt shot from 13 ft
9:55.0,Defensive rebound by T. Thompson,,54-54,,
9:54.0,,,54-54,,Loose ball foul by J. Valanciunas (drawn by L. James)
9:39.0,Offensive foul by K. Love,,54-54,,
9:39.0,Turnover by K. Love (offensive foul),,54-54,,
9:19.0,,,54-56,2,C. Joseph makes 2-pt shot from 5 ft
8:58.0,K. Irving misses 2-pt shot from 19 ft,,54-56,,
8:57.0,,,54-56,,Defensive rebound by S. Ibaka
8:51.0,,,54-56,,N. Powell misses 2-pt shot from 3 ft
8:50.0,Defensive rebound by K. Irving,,54-56,,
8:39.0,J. Smith misses 3-pt shot from 24 ft,,54-56,,
8:38.0,,,54-56,,Defensive rebound by N. Powell
8:28.0,Personal foul by K. Love (drawn by D. DeRozan),,54-56,,
8:24.0,,,54-58,2,D. DeRozan makes 2-pt shot from 20 ft (assist by C. Joseph)
7:55.0,L. James misses 2-pt shot from 19 ft,,54-58,,
7:54.0,Offensive rebound by Team,,54-58,,
7:51.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving),3,57-58,,
7:36.0,,,57-60,2,N. Powell makes 2-pt shot from 1 ft (assist by C. Joseph)
7:13.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,60-60,,
7:06.0,,,60-62,2,D. DeRozan makes 2-pt shot from 16 ft
7:06.0,,,60-62,,Shooting foul by J. Smith (drawn by D. DeRozan)
7:06.0,,,60-63,1,D. DeRozan makes free throw 1 of 1
7:06.0,I. Shumpert enters the game for J. Smith,,60-62,,
6:50.0,,,60-63,,Personal foul by S. Ibaka (drawn by K. Love)
6:44.0,K. Irving misses 2-pt shot from 7 ft,,60-63,,
6:43.0,Offensive rebound by T. Thompson,,60-63,,
6:40.0,T. Thompson makes 2-pt shot at rim,2,62-63,,
6:28.0,,,62-65,2,D. DeRozan makes 2-pt shot from 18 ft
6:15.0,Shooting foul by D. DeRozan (drawn by T. Thompson),,62-65,,
6:15.0,T. Thompson misses free throw 1 of 2,,62-65,,
6:15.0,Offensive rebound by Team,,62-65,,
6:15.0,T. Thompson makes free throw 2 of 2,1,63-65,,
6:15.0,,,63-65,,Toronto full timeout
5:51.0,,,63-65,,C. Joseph misses 3-pt shot from 27 ft
5:51.0,,,63-65,,Offensive rebound by Team
5:51.0,,,63-65,,Turnover by Team (shot clock)
5:35.0,Turnover by K. Love (bad pass),,63-65,,
5:15.0,,,63-65,,C. Joseph misses 3-pt shot from 23 ft
5:15.0,Defensive rebound by K. Love,,63-65,,
4:53.0,L. James makes 2-pt shot from 8 ft,2,65-65,,
4:40.0,,,65-65,,N. Powell misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by K. Love,,65-65,,
4:30.0,T. Thompson misses 2-pt shot from 7 ft,,65-65,,
4:30.0,Offensive rebound by K. Irving,,65-65,,
4:28.0,K. Irving misses 2-pt shot from 2 ft,,65-65,,
4:27.0,,,65-65,,Defensive rebound by N. Powell
4:22.0,,,65-65,,N. Powell misses 2-pt shot from 2 ft
4:22.0,Defensive rebound by Team,,65-65,,
4:11.0,K. Irving makes 2-pt shot from 3 ft,2,67-65,,
3:51.0,,,67-67,2,D. DeRozan makes 2-pt shot from 2 ft
3:24.0,L. James makes 2-pt shot from 19 ft,2,69-67,,
3:09.0,,,69-70,3,N. Powell makes 3-pt shot from 24 ft (assist by C. Joseph)
2:59.0,Cleveland full timeout,,69-70,,
2:59.0,,,69-70,,P. Tucker enters the game for N. Powell
2:59.0,,,69-70,,P. Patterson enters the game for S. Ibaka
2:50.0,L. James misses 2-pt shot from 20 ft,,69-70,,
2:49.0,,,69-70,,Defensive rebound by D. DeRozan
2:38.0,,,69-70,,D. DeRozan misses 2-pt shot from 10 ft
2:37.0,Defensive rebound by K. Love,,69-70,,
2:13.0,K. Irving makes 2-pt shot from 20 ft,2,71-70,,
2:01.0,Personal foul by I. Shumpert (drawn by C. Joseph),,71-70,,
2:01.0,K. Korver enters the game for L. James,,71-70,,
1:48.0,,,71-70,,D. DeRozan misses 2-pt shot from 18 ft
1:46.0,Defensive rebound by K. Korver,,71-70,,
1:34.0,K. Irving misses 3-pt shot from 24 ft,,71-70,,
1:34.0,,,71-70,,Defensive rebound by J. Valanciunas
1:26.0,,,71-70,,Shooting foul by T. Thompson (drawn by D. DeRozan)
1:26.0,,,71-71,1,D. DeRozan makes free throw 1 of 2
1:26.0,,,71-72,1,D. DeRozan makes free throw 2 of 2
1:26.0,,,71-71,,D. Wright enters the game for C. Joseph
1:12.0,K. Love makes 2-pt shot from 7 ft (assist by I. Shumpert),2,73-72,,
0:59.0,,,73-72,,D. DeRozan misses 2-pt shot from 2 ft
0:59.0,Defensive rebound by K. Love,,73-72,,
0:47.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Irving),3,76-72,,
0:31.0,,,76-75,3,P. Tucker makes 3-pt shot from 23 ft (assist by D. Wright)
0:17.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Irving),3,79-75,,
0:02.0,,,79-77,2,D. DeRozan makes 2-pt shot from 6 ft
0:02.0,Turnover by K. Irving (bad pass; steal by D. Wright),,79-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,79-77,,S. Ibaka misses 2-pt shot from 20 ft
11:45.0,Defensive rebound by K. Korver,,79-77,,
11:30.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Williams),3,82-77,,
11:06.0,,,82-79,2,D. Wright makes 2-pt shot from 21 ft
10:42.0,T. Thompson makes 2-pt shot from 6 ft,2,84-79,,
10:42.0,Shooting foul by P. Tucker (drawn by T. Thompson),,84-79,,
10:42.0,T. Thompson makes free throw 1 of 1,1,85-79,,
10:31.0,,,85-79,,N. Powell misses 2-pt shot from 3 ft
10:31.0,Defensive rebound by Team,,85-79,,
10:09.0,D. Williams makes 2-pt shot from 20 ft,2,87-79,,
10:08.0,,,87-79,,Toronto full timeout
10:08.0,,,87-79,,C. Joseph enters the game for P. Patterson
10:08.0,,,87-79,,D. DeRozan enters the game for D. Wright
9:45.0,,,87-79,,C. Joseph misses 2-pt shot from 2 ft
9:44.0,Defensive rebound by T. Thompson,,87-79,,
9:35.0,Turnover by D. Williams (bad pass; steal by N. Powell),,87-79,,
9:29.0,,,87-79,,N. Powell misses 2-pt shot from 2 ft (block by K. Korver)
9:27.0,Defensive rebound by I. Shumpert,,87-79,,
9:18.0,Turnover by D. Williams (traveling),,87-79,,
9:12.0,Personal foul by I. Shumpert (drawn by S. Ibaka),,87-79,,
9:12.0,Inbound foul by I. Shumpert (drawn by S. Ibaka),,87-79,,
9:12.0,,,87-80,1,D. DeRozan makes free throw 1 of 1
9:03.0,,,87-80,,S. Ibaka misses 2-pt shot from 12 ft
9:03.0,Defensive rebound by L. James,,87-80,,
8:56.0,Shooting foul by S. Ibaka (drawn by L. James),,87-80,,
8:56.0,L. James makes free throw 1 of 2,1,88-80,,
8:56.0,L. James makes free throw 2 of 2,1,89-80,,
8:38.0,,,89-80,,D. DeRozan misses 2-pt shot from 16 ft
8:37.0,Defensive rebound by T. Thompson,,89-80,,
8:30.0,Offensive foul by L. James,,89-80,,
8:30.0,Turnover by L. James (offensive foul),,89-80,,
8:11.0,,,89-80,,P. Tucker misses 2-pt shot from 2 ft (block by K. Korver)
8:11.0,,,89-80,,Offensive rebound by Team
8:11.0,,,89-80,,Turnover by Team (5 sec inbounds)
8:01.0,Shooting foul by D. DeRozan (drawn by T. Thompson),,89-80,,
8:01.0,T. Thompson makes free throw 1 of 2,1,90-80,,
8:01.0,T. Thompson misses free throw 2 of 2,,90-80,,
8:00.0,,,90-80,,Defensive rebound by P. Tucker
7:36.0,,,90-80,,C. Joseph misses 3-pt shot from 23 ft
7:35.0,Defensive rebound by L. James,,90-80,,
7:23.0,Shooting foul by P. Tucker (drawn by L. James),,90-80,,
7:23.0,L. James makes free throw 1 of 2,1,91-80,,
7:23.0,L. James makes free throw 2 of 2,1,92-80,,
7:23.0,,,91-80,,P. Patterson enters the game for P. Tucker
7:08.0,,,92-80,,D. DeRozan misses 2-pt shot from 20 ft
7:06.0,Defensive rebound by D. Williams,,92-80,,
6:49.0,L. James makes 3-pt shot from 24 ft,3,95-80,,
6:31.0,,,95-80,,C. Joseph misses 2-pt shot from 19 ft
6:30.0,Defensive rebound by T. Thompson,,95-80,,
6:21.0,,,95-80,,Personal foul by S. Ibaka (drawn by L. James)
6:21.0,L. James makes free throw 1 of 2,1,96-80,,
6:21.0,L. James makes free throw 2 of 2,1,97-80,,
6:06.0,,,97-80,,S. Ibaka misses 2-pt shot from 3 ft (block by T. Thompson)
6:04.0,Defensive rebound by L. James,,97-80,,
5:47.0,T. Thompson makes 2-pt shot from 5 ft (assist by L. James),2,99-80,,
5:47.0,,,99-80,,Toronto full timeout
5:47.0,Official timeout,,99-80,,
5:47.0,,,99-80,,J. Valanciunas enters the game for S. Ibaka
5:47.0,,,99-80,,F. VanVleet enters the game for C. Joseph
5:24.0,,,99-80,,N. Powell misses 3-pt shot from 25 ft
5:23.0,,,99-80,,Offensive rebound by J. Valanciunas
5:20.0,,,99-82,2,J. Valanciunas makes 2-pt shot at rim
5:05.0,K. Korver makes 2-pt shot from 19 ft (assist by L. James),2,101-82,,
4:50.0,,,101-84,2,N. Powell makes 2-pt shot from 3 ft
4:28.0,K. Korver misses 3-pt shot from 24 ft,,101-84,,
4:27.0,Offensive rebound by T. Thompson,,101-84,,
4:19.0,,,101-84,,Personal foul by N. Powell (drawn by L. James)
4:19.0,L. James makes free throw 1 of 2,1,102-84,,
4:19.0,L. James makes free throw 2 of 2,1,103-84,,
4:08.0,,,103-84,,N. Powell misses 3-pt shot from 23 ft
4:07.0,Defensive rebound by L. James,,103-84,,
3:52.0,Turnover by D. Williams (bad pass),,103-84,,
3:45.0,,,103-84,,N. Powell misses 2-pt shot from 2 ft
3:44.0,Defensive rebound by L. James,,103-84,,
3:35.0,L. James makes 2-pt shot from 13 ft,2,105-84,,
3:27.0,Personal foul by D. Williams (drawn by F. VanVleet),,105-84,,
3:27.0,Cleveland full timeout,,105-84,,
3:27.0,D. Williams enters the game for L. James,,105-84,,
3:27.0,C. Frye enters the game for T. Thompson,,105-84,,
3:27.0,,,105-84,,D. Wright enters the game for D. DeRozan
3:14.0,,,105-86,2,J. Valanciunas makes 2-pt shot from 5 ft
2:50.0,C. Frye makes 3-pt shot from 25 ft (assist by D. Williams),3,108-86,,
2:40.0,,,108-88,2,F. VanVleet makes 2-pt shot from 3 ft
2:18.0,D. Williams misses 2-pt shot from 20 ft,,108-88,,
2:17.0,,,108-88,,Defensive rebound by P. Patterson
2:09.0,,,108-90,2,J. Valanciunas makes 2-pt shot from 20 ft (assist by N. Powell)
1:57.0,D. Williams makes 2-pt shot from 2 ft,2,110-90,,
1:42.0,,,110-90,,F. VanVleet misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by C. Frye,,110-90,,
1:41.0,Cleveland full timeout,,110-90,,
1:41.0,D. Jones enters the game for D. Williams,,110-90,,
1:41.0,J. Jones enters the game for K. Korver,,110-90,,
1:31.0,D. Williams makes 2-pt shot from 19 ft,2,112-90,,
1:13.0,,,112-92,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by F. VanVleet)
0:52.0,I. Shumpert misses 2-pt shot from 3 ft,,112-92,,
0:51.0,Offensive rebound by I. Shumpert,,112-92,,
0:49.0,D. Williams makes 3-pt shot from 25 ft (assist by I. Shumpert),3,115-92,,
0:38.0,,,115-92,,N. Powell misses 2-pt shot from 1 ft (block by C. Frye)
0:38.0,,,115-92,,Offensive rebound by Team
0:30.0,,,115-92,,Shooting foul by D. Jones (drawn by J. Valanciunas)
0:30.0,,,115-93,1,J. Valanciunas makes free throw 1 of 2
0:30.0,,,115-94,1,J. Valanciunas makes free throw 2 of 2
0:15.0,Turnover by D. Williams (bad pass; steal by D. Wright),,115-94,,
0:13.0,,,115-94,,Turnover by D. Wright (bad pass; steal by I. Shumpert)
0:00.0,End of 4th quarter,,,,End of 4th quarter
