time,Boston,pts.away,score,pts.home,Washington
1:34.0,J. Brown enters the game for I. Thomas,,87-82,,
1:25.0,,,87-82,,Turnover by J. Wall (offensive foul)
1:25.0,,,87-82,,Offensive charge foul by J. Wall
1:25.0,I. Thomas enters the game for J. Brown,,87-82,,
1:15.0,Turnover by I. Thomas (bad pass; steal by M. Gortat),,87-82,,
1:09.0,,,87-85,3,B. Beal makes 3-pt shot from 26 ft
0:48.0,I. Thomas misses 3-pt shot from 27 ft (block by J. Wall),,87-85,,
0:46.0,,,87-85,,Defensive rebound by M. Gortat
0:41.0,,,87-85,,Shooting foul by I. Thomas (drawn by J. Wall)
0:41.0,,,87-86,1,J. Wall makes free throw 1 of 2
0:41.0,,,87-87,1,J. Wall makes free throw 2 of 2
0:41.0,Boston full timeout,,87-87,,
0:41.0,A. Johnson enters the game for I. Thomas,,87-86,,
0:41.0,I. Thomas enters the game for A. Johnson,,87-87,,
0:41.0,K. Olynyk enters the game for M. Smart,,87-87,,
0:39.0,A. Bradley makes 2-pt shot from 15 ft (assist by J. Crowder),2,89-87,,
0:29.0,,,89-89,2,B. Beal makes 2-pt shot from 11 ft
0:14.0,Boston full timeout,,89-89,,
0:08.0,A. Horford makes 2-pt shot from 16 ft (assist by I. Thomas),2,91-89,,
0:08.0,,,91-89,,Washington full timeout
0:08.0,J. Brown enters the game for I. Thomas,,91-89,,
0:08.0,M. Smart enters the game for K. Olynyk,,91-89,,
0:04.0,,,91-92,3,J. Wall makes 3-pt shot from 26 ft
0:04.0,Boston full timeout,,91-92,,
0:04.0,,,91-92,,K. Oubre enters the game for M. Gortat
0:04.0,I. Thomas enters the game for J. Brown,,91-92,,
0:04.0,K. Olynyk enters the game for M. Smart,,91-92,,
0:02.0,,,91-92,,Personal foul by K. Oubre (drawn by K. Olynyk)
0:02.0,,,91-92,,M. Gortat enters the game for K. Oubre
0:01.0,I. Thomas misses 3-pt shot from 27 ft,,91-92,,
0:00.0,,,91-92,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
