time,Utah,pts.away,score,pts.home,Houston
1:17.0,,,110-103,,Shooting foul by R. Hood (drawn by J. Harden)
1:17.0,,,110-104,1,J. Harden makes free throw 1 of 3
1:17.0,,,110-105,1,J. Harden makes free throw 2 of 3
1:17.0,,,110-106,1,J. Harden makes free throw 3 of 3
0:58.0,Turnover by J. Johnson (bad pass; steal by E. Gordon),,110-106,,
0:54.0,,,110-106,,P. Beverley misses 2-pt shot from 2 ft
0:53.0,Defensive rebound by J. Ingles,,110-106,,
0:47.0,R. Gobert makes 2-pt shot from 1 ft (assist by G. Hayward),2,112-106,,
0:39.0,,,112-106,,J. Harden misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by Team,,112-106,,
0:30.0,Shooting foul by C. Capela (drawn by R. Gobert),,112-106,,
0:30.0,R. Gobert misses free throw 1 of 2,,112-106,,
0:30.0,Offensive rebound by Team,,112-106,,
0:30.0,R. Gobert makes free throw 2 of 2,1,113-106,,
0:30.0,,,113-106,,Houston full timeout
0:30.0,,,113-106,,M. Harrell enters the game for C. Capela
0:25.0,,,113-108,2,M. Harrell makes 2-pt shot at rim (assist by E. Gordon)
0:24.0,,,113-108,,Personal foul by P. Beverley (drawn by G. Hayward)
0:24.0,G. Hayward makes free throw 1 of 2,1,114-108,,
0:24.0,G. Hayward makes free throw 2 of 2,1,115-108,,
0:24.0,,,115-108,,Houston full timeout
0:16.0,,,115-108,,E. Gordon misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by R. Gobert,,115-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
