time,Indiana,pts.away,score,pts.home,Cleveland
0:36.0,M. Ellis makes 2-pt shot from 19 ft (assist by A. Jefferson),2,78-81,,
0:30.0,,,78-81,,Shooting foul by A. Jefferson (drawn by K. Irving)
0:30.0,,,78-82,1,K. Irving makes free throw 1 of 2
0:30.0,,,78-83,1,K. Irving makes free throw 2 of 2
0:16.0,A. Brooks misses 3-pt shot from 23 ft,,78-83,,
0:15.0,Offensive rebound by G. Robinson,,78-83,,
0:01.0,G. Robinson makes 2-pt shot at rim (assist by M. Ellis),2,80-83,,
0:00.0,,,80-83,,R. Jefferson misses 3-pt shot from 53 ft
0:00.0,,,80-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,80-83,,K. Korver misses 3-pt shot from 25 ft
11:48.0,Defensive rebound by C. Miles,,80-83,,
11:35.0,G. Robinson makes 3-pt shot from 24 ft (assist by A. Jefferson),3,83-83,,
11:12.0,,,83-86,3,K. Korver makes 3-pt shot from 25 ft (assist by D. Williams)
11:03.0,,,83-86,,Personal foul by K. Irving (drawn by A. Brooks)
10:50.0,A. Jefferson misses 2-pt shot from 14 ft,,83-86,,
10:49.0,,,83-86,,Defensive rebound by T. Thompson
10:40.0,,,83-86,,K. Korver misses 3-pt shot from 27 ft
10:39.0,,,83-86,,Offensive rebound by R. Jefferson
10:34.0,,,83-89,3,K. Irving makes 3-pt shot from 26 ft (assist by R. Jefferson)
10:22.0,A. Brooks misses 2-pt shot from 7 ft,,83-89,,
10:21.0,Offensive rebound by A. Jefferson,,83-89,,
10:20.0,A. Jefferson makes 2-pt shot from 1 ft,2,85-89,,
10:03.0,,,85-91,2,T. Thompson makes 2-pt shot at rim (assist by K. Korver)
9:45.0,Shooting foul by T. Thompson (drawn by G. Robinson),,85-91,,
9:45.0,G. Robinson makes free throw 1 of 2,1,86-91,,
9:45.0,G. Robinson makes free throw 2 of 2,1,87-91,,
9:45.0,M. Turner enters the game for A. Jefferson,,86-91,,
9:32.0,,,87-94,3,K. Korver makes 3-pt shot from 26 ft (assist by K. Irving)
9:17.0,G. Robinson misses 2-pt shot from 17 ft,,87-94,,
9:17.0,,,87-94,,Defensive rebound by K. Korver
9:10.0,,,87-97,3,K. Irving makes 3-pt shot from 25 ft
9:10.0,Indiana full timeout,,87-97,,
9:10.0,P. George enters the game for G. Robinson,,87-97,,
9:10.0,J. Teague enters the game for A. Brooks,,87-97,,
8:57.0,M. Turner makes 2-pt shot from 5 ft (assist by M. Ellis),2,89-97,,
8:39.0,,,89-97,,Shooting foul by J. Teague (drawn by K. Irving)
8:39.0,,,89-98,1,K. Irving makes free throw 1 of 2
8:39.0,,,89-99,1,K. Irving makes free throw 2 of 2
8:39.0,,,89-98,,L. James enters the game for T. Thompson
8:24.0,Turnover by M. Turner (lost ball; steal by K. Irving),,89-99,,
8:11.0,,,89-99,,K. Irving misses 2-pt shot from 14 ft
8:10.0,,,89-99,,Offensive rebound by R. Jefferson
8:10.0,,,89-99,,Shooting foul by C. Miles (drawn by R. Jefferson)
8:10.0,,,89-100,1,R. Jefferson makes free throw 1 of 2
8:10.0,,,89-101,1,R. Jefferson makes free throw 2 of 2
8:10.0,,,89-100,,C. Frye enters the game for K. Irving
7:48.0,J. Teague misses 2-pt shot from 10 ft (block by K. Korver),,89-101,,
7:46.0,,,89-101,,Defensive rebound by K. Korver
7:42.0,,,89-101,,Turnover by L. James (bad pass)
7:27.0,M. Ellis misses 2-pt shot from 17 ft,,89-101,,
7:27.0,,,89-101,,Defensive rebound by L. James
7:11.0,,,89-104,3,K. Korver makes 3-pt shot from 31 ft (assist by R. Jefferson)
6:49.0,,,89-104,,Personal foul by R. Jefferson (drawn by M. Turner)
6:49.0,K. Seraphin enters the game for C. Miles,,89-104,,
6:49.0,,,89-104,,I. Shumpert enters the game for R. Jefferson
6:35.0,Turnover by M. Ellis (traveling),,89-104,,
6:19.0,,,89-104,,K. Korver misses 2-pt shot from 16 ft
6:18.0,Defensive rebound by M. Turner,,89-104,,
6:11.0,Turnover by P. George (bad pass; steal by K. Korver),,89-104,,
6:05.0,,,89-106,2,K. Korver makes 2-pt shot from 1 ft (assist by I. Shumpert)
5:43.0,Official timeout,,89-106,,
5:42.0,Turnover by Team (shot clock),,89-106,,
5:26.0,,,89-106,,Turnover by L. James (bad pass)
5:26.0,,,89-106,,T. Thompson enters the game for C. Frye
5:15.0,P. George makes 3-pt shot from 25 ft (assist by M. Ellis),3,92-106,,
4:50.0,,,92-106,,L. James misses 2-pt shot from 22 ft
4:50.0,Defensive rebound by P. George,,92-106,,
4:44.0,Offensive foul by M. Turner,,92-106,,
4:44.0,Turnover by M. Turner (offensive foul),,92-106,,
4:19.0,,,92-106,,D. Williams misses 2-pt shot from 18 ft
4:18.0,,,92-106,,Offensive rebound by T. Thompson
4:09.0,,,92-106,,I. Shumpert misses 3-pt shot from 23 ft
4:08.0,Defensive rebound by K. Seraphin,,92-106,,
3:56.0,P. George misses 3-pt shot from 27 ft,,92-106,,
3:55.0,,,92-106,,Defensive rebound by D. Williams
3:50.0,,,92-108,2,K. Korver makes 2-pt shot at rim (assist by D. Williams)
3:50.0,Indiana full timeout,,92-108,,
3:50.0,G. Robinson enters the game for P. George,,92-108,,
3:32.0,M. Turner makes 2-pt shot from 16 ft,2,94-108,,
3:10.0,,,94-108,,I. Shumpert misses 2-pt shot from 17 ft
3:09.0,,,94-108,,Offensive rebound by T. Thompson
3:09.0,,,94-108,,T. Thompson misses 2-pt shot at rim
3:08.0,,,94-108,,Offensive rebound by T. Thompson
3:08.0,,,94-108,,T. Thompson misses 2-pt shot at rim
3:08.0,,,94-108,,Offensive rebound by T. Thompson
3:08.0,Personal foul by M. Turner (drawn by T. Thompson),,94-108,,
3:08.0,A. Brooks enters the game for J. Teague,,94-108,,
3:08.0,R. Christmas enters the game for M. Turner,,94-108,,
3:00.0,,,94-110,2,L. James makes 2-pt shot from 2 ft
2:45.0,M. Ellis misses 2-pt shot from 19 ft,,94-110,,
2:45.0,,,94-110,,Defensive rebound by D. Williams
2:38.0,,,94-110,,Cleveland full timeout
2:38.0,G. Niang enters the game for K. Seraphin,,94-110,,
2:38.0,J. Young enters the game for M. Ellis,,94-110,,
2:38.0,,,94-110,,K. Felder enters the game for L. James
2:38.0,,,94-110,,D. Liggins enters the game for T. Thompson
2:38.0,,,94-110,,J. Jones enters the game for I. Shumpert
2:38.0,,,94-110,,R. Jefferson enters the game for K. Korver
2:38.0,,,94-110,,J. McRae enters the game for D. Williams
2:28.0,,,94-110,,R. Jefferson misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by R. Christmas,,94-110,,
2:08.0,G. Niang makes 2-pt shot from 5 ft,2,96-110,,
1:41.0,,,96-113,3,J. Jones makes 3-pt shot from 26 ft (assist by J. McRae)
1:25.0,,,96-113,,Violation by R. Jefferson (kicked ball)
1:19.0,G. Robinson makes 2-pt shot from 17 ft (assist by J. Young),2,98-113,,
0:59.0,,,98-113,,J. Jones misses 3-pt shot from 26 ft
0:58.0,Defensive rebound by R. Christmas,,98-113,,
0:49.0,J. Young misses 3-pt shot from 27 ft,,98-113,,
0:49.0,Offensive rebound by R. Christmas,,98-113,,
0:42.0,G. Niang misses 3-pt shot from 24 ft,,98-113,,
0:40.0,Offensive rebound by R. Christmas,,98-113,,
0:40.0,R. Christmas misses 2-pt shot from 1 ft,,98-113,,
0:38.0,Offensive rebound by A. Brooks,,98-113,,
0:30.0,A. Brooks makes 3-pt shot from 29 ft,3,101-113,,
0:30.0,Shooting foul by J. McRae (drawn by A. Brooks),,101-113,,
0:30.0,A. Brooks makes free throw 1 of 1,1,102-113,,
0:14.0,,,102-113,,J. McRae misses 2-pt shot from 1 ft
0:12.0,Defensive rebound by G. Niang,,102-113,,
0:06.0,J. Young makes 2-pt shot from 10 ft (assist by G. Robinson),2,104-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
