time,Detroit,pts.away,score,pts.home,Boston
2:35.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,108-101,,
2:34.0,Offensive rebound by A. Drummond,,108-101,,
2:34.0,A. Drummond makes 2-pt shot at rim,2,110-101,,
2:11.0,,,110-101,,M. Smart misses 2-pt shot from 5 ft
2:10.0,Defensive rebound by A. Drummond,,110-101,,
1:55.0,I. Smith makes 2-pt shot from 12 ft,2,112-101,,
1:55.0,,,112-101,,Boston full timeout
1:55.0,,,112-101,,K. Olynyk enters the game for M. Smart
1:47.0,,,112-101,,J. Crowder misses 3-pt shot from 25 ft
1:46.0,Defensive rebound by T. Harris,,112-101,,
1:23.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,112-101,,
1:22.0,,,112-101,,Defensive rebound by A. Bradley
1:16.0,,,112-104,3,A. Bradley makes 3-pt shot from 25 ft
0:54.0,K. Caldwell-Pope makes 2-pt shot from 10 ft (assist by I. Smith),2,114-104,,
0:44.0,,,114-107,3,A. Bradley makes 3-pt shot from 25 ft (assist by A. Horford)
0:32.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,116-107,,
0:28.0,,,116-110,3,A. Bradley makes 3-pt shot from 25 ft
0:22.0,I. Smith makes 2-pt shot from 2 ft (assist by M. Morris),2,118-110,,
0:21.0,Personal foul by K. Caldwell-Pope (drawn by J. Crowder),,118-110,,
0:21.0,,,118-111,1,J. Crowder makes free throw 1 of 2
0:21.0,,,118-112,1,J. Crowder makes free throw 2 of 2
0:21.0,,,118-111,,M. Smart enters the game for K. Olynyk
0:19.0,Detroit full timeout,,118-112,,
0:19.0,Detroit full timeout,,118-112,,
0:19.0,J. Leuer enters the game for A. Drummond,,118-112,,
0:19.0,,,118-112,,J. Jerebko enters the game for I. Thomas
0:18.0,Turnover by M. Morris (bad pass; steal by M. Smart),,118-112,,
0:17.0,,,118-114,2,M. Smart makes 2-pt shot from 2 ft
0:16.0,,,118-114,,Personal take foul by A. Horford (drawn by M. Morris)
0:16.0,B. Udrih enters the game for M. Morris,,118-114,,
0:15.0,,,118-114,,Personal take foul by M. Smart (drawn by I. Smith)
0:15.0,I. Smith misses free throw 1 of 2,,118-114,,
0:15.0,Offensive rebound by Team,,118-114,,
0:15.0,I. Smith makes free throw 2 of 2,1,119-114,,
0:15.0,,,119-114,,Boston full timeout
0:15.0,M. Morris enters the game for B. Udrih,,118-114,,
0:15.0,,,118-114,,T. Zeller enters the game for J. Jerebko
0:15.0,,,119-114,,I. Thomas enters the game for T. Zeller
0:07.0,,,119-114,,J. Crowder misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by J. Leuer,,119-114,,
0:06.0,,,119-114,,Personal take foul by A. Horford (drawn by J. Leuer)
0:06.0,J. Leuer makes free throw 1 of 2,1,120-114,,
0:06.0,J. Leuer makes free throw 2 of 2,1,121-114,,
0:01.0,,,121-114,,A. Bradley misses 3-pt shot from 23 ft
0:00.0,,,121-114,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
