time,Atlanta,pts.away,score,pts.home,Washington
8:05.0,,,84-82,,Defensive rebound by B. Bogdanovic
7:51.0,,,84-84,2,J. Smith makes 2-pt shot at rim (assist by B. Jennings)
7:51.0,Atlanta full timeout,,84-84,,
7:51.0,P. Millsap enters the game for M. Muscala,,84-84,,
7:51.0,D. Schroder enters the game for J. Calderon,,84-84,,
7:40.0,Turnover by D. Schroder (bad pass),,84-84,,
7:18.0,,,84-86,2,B. Beal makes 2-pt shot from 4 ft
7:02.0,T. Hardaway makes 3-pt shot from 26 ft,3,87-86,,
6:48.0,,,87-86,,O. Porter misses 2-pt shot from 15 ft
6:46.0,Defensive rebound by T. Waller-Prince,,87-86,,
6:34.0,,,87-86,,Personal foul by J. Smith (drawn by T. Hardaway)
6:34.0,,,87-86,,J. Wall enters the game for B. Jennings
6:34.0,,,87-86,,M. Gortat enters the game for J. Smith
6:27.0,Turnover by T. Hardaway (lost ball; steal by O. Porter),,87-86,,
6:24.0,,,87-88,2,O. Porter makes 2-pt shot at rim
6:10.0,Shooting foul by M. Gortat (drawn by P. Millsap),,87-88,,
6:10.0,P. Millsap makes free throw 1 of 2,1,88-88,,
6:10.0,P. Millsap makes free throw 2 of 2,1,89-88,,
6:10.0,K. Bazemore enters the game for E. Ilyasova,,88-88,,
6:02.0,,,89-91,3,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall)
5:45.0,,,89-91,,Violation by B. Beal (kicked ball)
5:45.0,Official timeout,,89-91,,
5:40.0,Shooting foul by J. Wall (drawn by T. Hardaway),,89-91,,
5:40.0,T. Hardaway makes free throw 1 of 3,1,90-91,,
5:40.0,T. Hardaway makes free throw 2 of 3,1,91-91,,
5:40.0,T. Hardaway makes free throw 3 of 3,1,92-91,,
5:25.0,,,92-91,,B. Beal misses 2-pt shot from 16 ft
5:24.0,Defensive rebound by P. Millsap,,92-91,,
5:05.0,Shooting foul by M. Gortat (drawn by P. Millsap),,92-91,,
5:05.0,P. Millsap makes free throw 1 of 2,1,93-91,,
5:05.0,P. Millsap makes free throw 2 of 2,1,94-91,,
4:54.0,,,94-93,2,J. Wall makes 2-pt shot from 2 ft
4:54.0,Shooting block foul by P. Millsap (drawn by J. Wall),,94-93,,
4:54.0,,,94-94,1,J. Wall makes free throw 1 of 1
4:39.0,P. Millsap misses 2-pt shot from 9 ft (block by M. Gortat),,94-94,,
4:37.0,Offensive rebound by P. Millsap,,94-94,,
4:36.0,Turnover by P. Millsap (traveling),,94-94,,
4:36.0,,,94-94,,M. Morris enters the game for B. Bogdanovic
4:18.0,,,94-96,2,B. Beal makes 2-pt shot from 1 ft (assist by M. Morris)
4:18.0,,,94-96,,Shooting foul by P. Millsap (drawn by B. Beal)
4:18.0,,,94-96,,B. Beal misses free throw 1 of 1
4:18.0,M. Muscala enters the game for T. Waller-Prince,,94-96,,
4:16.0,Defensive rebound by K. Bazemore,,94-96,,
4:00.0,D. Schroder misses 2-pt shot from 18 ft,,94-96,,
3:59.0,,,94-96,,Defensive rebound by Team
3:46.0,,,94-96,,Shooting foul by M. Muscala (drawn by M. Morris)
3:46.0,,,94-96,,M. Morris misses free throw 1 of 2
3:46.0,,,94-96,,Offensive rebound by Team
3:46.0,,,94-97,1,M. Morris makes free throw 2 of 2
3:33.0,D. Schroder makes 2-pt shot at rim (assist by T. Hardaway),2,96-97,,
3:15.0,,,96-99,2,B. Beal makes 2-pt shot from 6 ft (assist by J. Wall)
3:09.0,Offensive charge foul by K. Bazemore,,96-99,,
3:09.0,Turnover by K. Bazemore (offensive foul),,96-99,,
3:09.0,,,96-99,,Washington full timeout
2:48.0,,,96-101,2,J. Wall makes 2-pt shot from 18 ft
2:33.0,T. Hardaway makes 2-pt shot from 12 ft (assist by P. Millsap),2,98-101,,
2:13.0,,,98-101,,O. Porter misses 2-pt shot from 20 ft
2:12.0,Defensive rebound by P. Millsap,,98-101,,
2:02.0,T. Hardaway misses 2-pt shot from 3 ft,,98-101,,
2:01.0,,,98-101,,Defensive rebound by O. Porter
1:39.0,,,98-101,,J. Wall misses 2-pt shot from 13 ft
1:38.0,,,98-101,,Offensive rebound by M. Gortat
1:16.0,,,98-101,,B. Beal misses 2-pt shot at rim
1:15.0,Defensive rebound by P. Millsap,,98-101,,
1:07.0,Turnover by K. Bazemore (lost ball; steal by O. Porter),,98-101,,
1:05.0,,,98-103,2,J. Wall makes 2-pt shot at rim (assist by O. Porter)
1:05.0,Atlanta full timeout,,98-103,,
0:59.0,T. Hardaway misses 2-pt shot from 15 ft,,98-103,,
0:58.0,,,98-103,,Defensive rebound by J. Wall
0:38.0,,,98-106,3,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall)
0:31.0,D. Schroder misses 3-pt shot from 24 ft,,98-106,,
0:30.0,,,98-106,,Defensive rebound by O. Porter
0:26.0,Personal take foul by M. Muscala (drawn by J. Wall),,98-106,,
0:26.0,,,98-106,,J. Wall misses free throw 1 of 2
0:26.0,,,98-106,,Offensive rebound by Team
0:26.0,,,98-107,1,J. Wall makes free throw 2 of 2
0:26.0,Atlanta full timeout,,98-107,,
0:26.0,,,98-107,,K. Oubre enters the game for M. Gortat
0:22.0,P. Millsap makes 3-pt shot from 27 ft (assist by D. Schroder),3,101-107,,
0:22.0,,,101-107,,Washington full timeout
0:22.0,,,101-107,,Washington full timeout
0:22.0,Technical foul by Team,,101-107,,
0:22.0,,,101-108,1,B. Beal makes technical free throw
0:22.0,,,101-107,,B. Bogdanovic enters the game for K. Oubre
0:22.0,T. Waller-Prince enters the game for M. Muscala,,101-107,,
0:21.0,Personal foul by T. Waller-Prince (drawn by B. Beal),,101-108,,
0:21.0,,,101-108,,B. Beal misses free throw 1 of 2
0:21.0,,,101-108,,Offensive rebound by Team
0:21.0,,,101-109,1,B. Beal makes free throw 2 of 2
0:21.0,,,101-108,,K. Oubre enters the game for B. Bogdanovic
0:13.0,P. Millsap misses 3-pt shot from 27 ft,,101-109,,
0:12.0,,,101-109,,Defensive rebound by K. Oubre
0:00.0,End of 4th quarter,,,,End of 4th quarter
