time,Cleveland,pts.away,score,pts.home,Golden State
9:57.0,K. Love enters the game for D. Williams,,35-47,,
9:43.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,38-47,,
9:24.0,,,38-50,3,I. Clark makes 3-pt shot from 27 ft (assist by A. Iguodala)
9:08.0,I. Shumpert makes 2-pt shot from 19 ft (assist by L. James),2,40-50,,
8:50.0,,,40-50,,Turnover by I. Clark (lost ball; steal by K. Love)
8:50.0,,,40-50,,Loose ball foul by I. Clark (drawn by K. Love)
8:34.0,K. Irving misses 2-pt shot from 2 ft,,40-50,,
8:34.0,,,40-50,,Defensive rebound by D. West
8:10.0,,,40-50,,D. West misses 3-pt shot from 23 ft
8:10.0,Defensive rebound by L. James,,40-50,,
7:56.0,K. Love makes 2-pt shot from 19 ft (assist by K. Korver),2,42-50,,
7:40.0,,,42-50,,K. Durant misses 2-pt shot from 16 ft
7:40.0,Defensive rebound by I. Shumpert,,42-50,,
7:34.0,Shooting foul by K. Durant (drawn by I. Shumpert),,42-50,,
7:34.0,I. Shumpert makes free throw 1 of 2,1,43-50,,
7:34.0,,,43-50,,Golden State full timeout
7:34.0,I. Shumpert makes free throw 2 of 2,1,44-50,,
7:34.0,,,43-50,,S. Curry enters the game for I. Clark
7:25.0,,,44-50,,Turnover by S. Curry (lost ball; steal by I. Shumpert)
7:25.0,,,44-50,,Personal foul by S. Curry (drawn by L. James)
7:17.0,K. Love makes 2-pt shot at rim (assist by L. James),2,46-50,,
7:04.0,,,46-52,2,K. Durant makes 2-pt shot from 9 ft (assist by S. Curry)
7:04.0,,,46-52,,Shooting foul by K. Love (drawn by K. Durant)
7:04.0,,,46-53,1,K. Durant makes free throw 1 of 1
7:04.0,,,46-52,,D. Green enters the game for D. West
7:04.0,,,46-52,,S. Livingston enters the game for A. Iguodala
6:49.0,L. James misses 2-pt shot from 8 ft (block by K. Durant),,46-53,,
6:49.0,Offensive rebound by Team,,46-53,,
6:45.0,K. Love makes 2-pt shot from 2 ft (assist by K. Irving),2,48-53,,
6:24.0,,,48-55,2,D. Green makes 2-pt shot from 4 ft (assist by K. Thompson)
6:14.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,50-55,,
5:57.0,,,50-55,,S. Curry misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by L. James,,50-55,,
5:49.0,L. James makes 2-pt shot at rim,2,52-55,,
5:34.0,,,52-55,,S. Livingston misses 2-pt shot from 3 ft (block by L. James)
5:32.0,Defensive rebound by L. James,,52-55,,
5:25.0,Turnover by L. James (lost ball),,52-55,,
5:19.0,,,52-57,2,K. Thompson makes 2-pt shot at rim (assist by K. Durant)
5:19.0,Cleveland full timeout,,52-57,,
5:07.0,I. Shumpert misses 3-pt shot from 25 ft,,52-57,,
5:07.0,,,52-57,,Defensive rebound by S. Curry
5:02.0,,,52-57,,Turnover by S. Curry (bad pass; steal by K. Irving)
4:54.0,L. James makes 2-pt shot from 2 ft,2,54-57,,
4:36.0,,,54-57,,Turnover by S. Curry (lost ball)
4:14.0,K. Love misses 3-pt shot from 23 ft,,54-57,,
4:13.0,,,54-57,,Defensive rebound by K. Thompson
4:04.0,,,54-59,2,S. Livingston makes 2-pt shot from 13 ft
3:50.0,K. Irving misses 2-pt shot from 3 ft,,54-59,,
3:49.0,Offensive rebound by K. Love,,54-59,,
3:49.0,K. Love misses 2-pt shot from 1 ft,,54-59,,
3:48.0,,,54-59,,Defensive rebound by D. Green
3:42.0,,,54-59,,S. Curry misses 3-pt shot from 27 ft
3:41.0,Defensive rebound by I. Shumpert,,54-59,,
3:28.0,K. Korver misses 3-pt shot from 26 ft,,54-59,,
3:28.0,,,54-59,,Defensive rebound by D. Green
3:15.0,,,54-59,,K. Durant misses 2-pt shot from 18 ft
3:14.0,Defensive rebound by L. James,,54-59,,
3:06.0,L. James makes 2-pt shot from 2 ft,2,56-59,,
3:06.0,,,56-59,,Golden State full timeout
3:06.0,J. Smith enters the game for K. Korver,,56-59,,
3:06.0,,,56-59,,A. Iguodala enters the game for K. Thompson
2:45.0,,,56-59,,D. Green misses 3-pt shot from 27 ft
2:44.0,Defensive rebound by I. Shumpert,,56-59,,
2:19.0,K. Irving makes 2-pt shot from 5 ft,2,58-59,,
2:09.0,,,58-61,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
1:54.0,K. Irving misses 3-pt shot from 25 ft,,58-61,,
1:53.0,Offensive rebound by J. Smith,,58-61,,
1:45.0,J. Smith misses 3-pt shot from 26 ft,,58-61,,
1:45.0,,,58-61,,Defensive rebound by K. Durant
1:42.0,,,58-61,,Turnover by K. Durant (bad pass; steal by I. Shumpert)
1:41.0,,,58-61,,Personal foul by S. Livingston (drawn by I. Shumpert)
1:41.0,I. Shumpert makes free throw 1 of 2,1,59-61,,
1:41.0,I. Shumpert makes free throw 2 of 2,1,60-61,,
1:41.0,,,58-61,,K. Thompson enters the game for S. Livingston
1:41.0,R. Jefferson enters the game for K. Love,,58-61,,
1:27.0,,,60-64,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Curry)
1:05.0,L. James makes 2-pt shot from 2 ft,2,62-64,,
0:57.0,,,62-64,,Shooting foul by J. Smith (drawn by K. Thompson)
0:57.0,,,62-65,1,K. Thompson makes free throw 1 of 2
0:57.0,,,62-65,,K. Thompson misses free throw 2 of 2
0:57.0,,,62-65,,J. McAdoo enters the game for D. Green
0:57.0,K. Korver enters the game for J. Smith,,62-65,,
0:54.0,,,62-65,,Offensive rebound by J. McAdoo
0:53.0,,,62-65,,K. Thompson misses 2-pt shot from 20 ft
0:51.0,Defensive rebound by L. James,,62-65,,
0:32.0,I. Shumpert misses 2-pt shot from 21 ft,,62-65,,
0:31.0,,,62-65,,Defensive rebound by K. Durant
0:08.0,,,62-65,,K. Durant misses 3-pt shot from 26 ft
0:07.0,,,62-65,,Offensive rebound by K. Durant
0:07.0,,,62-67,2,K. Durant makes 2-pt shot from 16 ft
0:01.0,K. Irving makes 2-pt shot from 4 ft (assist by L. James),2,64-67,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Love makes 2-pt shot from 2 ft (assist by L. James),2,66-67,,
11:31.0,,,66-69,2,K. Durant makes 2-pt shot from 14 ft (assist by D. Green)
11:07.0,K. Love misses 2-pt shot from 15 ft,,66-69,,
11:04.0,,,66-69,,Defensive rebound by S. Curry
11:00.0,,,66-69,,K. Durant misses 2-pt shot from 15 ft
10:58.0,,,66-69,,Offensive rebound by Z. Pachulia
10:58.0,,,66-69,,Turnover by Z. Pachulia (step out of bounds)
10:41.0,T. Thompson misses 2-pt shot from 8 ft,,66-69,,
10:40.0,Offensive rebound by T. Thompson,,66-69,,
10:39.0,T. Thompson makes 2-pt shot from 1 ft,2,68-69,,
10:27.0,,,68-72,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
10:27.0,,,68-72,,Shooting foul by J. Smith (drawn by K. Durant)
10:27.0,,,68-73,1,K. Durant makes free throw 1 of 1
10:26.0,Shooting foul by K. Durant,,68-73,,
10:26.0,L. James makes free throw 1 of 2,1,69-73,,
10:26.0,L. James makes free throw 2 of 2,1,70-73,,
10:15.0,,,70-76,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
9:57.0,J. Smith misses 3-pt shot from 28 ft,,70-76,,
9:57.0,,,70-76,,Defensive rebound by K. Durant
9:49.0,,,70-76,,Shooting foul by J. Smith (drawn by S. Curry)
9:49.0,,,70-77,1,S. Curry makes free throw 1 of 2
9:49.0,,,70-78,1,S. Curry makes free throw 2 of 2
9:49.0,I. Shumpert enters the game for J. Smith,,70-77,,
9:25.0,K. Love makes 3-pt shot from 23 ft (assist by K. Irving),3,73-78,,
9:14.0,,,73-81,3,D. Green makes 3-pt shot from 23 ft (assist by S. Curry)
9:08.0,Turnover by K. Love (bad pass; steal by D. Green),,73-81,,
8:54.0,,,73-83,2,S. Curry makes 2-pt shot from 1 ft
8:54.0,Cleveland full timeout,,73-83,,
8:42.0,K. Love misses 3-pt shot from 27 ft,,73-83,,
8:40.0,,,73-83,,Defensive rebound by K. Thompson
8:35.0,,,73-83,,K. Durant misses 3-pt shot from 27 ft
8:33.0,,,73-83,,Offensive rebound by S. Curry
8:25.0,,,73-83,,S. Curry misses 3-pt shot from 28 ft
8:23.0,Defensive rebound by T. Thompson,,73-83,,
8:06.0,K. Love misses 3-pt shot from 26 ft,,73-83,,
8:04.0,,,73-83,,Defensive rebound by S. Curry
7:59.0,,,73-83,,Turnover by D. Green (bad pass; steal by I. Shumpert)
7:59.0,,,73-83,,Personal foul by D. Green (drawn by L. James)
7:59.0,,,73-83,,A. Iguodala enters the game for D. Green
7:59.0,C. Frye enters the game for T. Thompson,,73-83,,
7:59.0,,,73-83,,S. Livingston enters the game for Z. Pachulia
7:41.0,K. Irving misses 2-pt shot from 4 ft,,73-83,,
7:41.0,Offensive rebound by I. Shumpert,,73-83,,
7:38.0,I. Shumpert misses 2-pt shot from 3 ft (block by K. Durant),,73-83,,
7:36.0,Offensive rebound by K. Love,,73-83,,
7:36.0,K. Love makes 2-pt shot from 1 ft,2,75-83,,
7:14.0,,,75-83,,A. Iguodala misses 2-pt shot from 19 ft
7:14.0,,,75-83,,Offensive rebound by A. Iguodala
7:08.0,,,75-83,,K. Durant misses 3-pt shot from 26 ft
7:06.0,,,75-83,,Offensive rebound by S. Curry
7:04.0,,,75-86,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
6:48.0,L. James makes 3-pt shot from 26 ft,3,78-86,,
6:32.0,,,78-86,,S. Curry misses 3-pt shot from 29 ft
6:32.0,Defensive rebound by L. James,,78-86,,
6:15.0,I. Shumpert misses 3-pt shot from 24 ft,,78-86,,
6:14.0,,,78-86,,Defensive rebound by K. Durant
6:14.0,Personal foul by K. Love (drawn by K. Durant),,78-86,,
6:14.0,K. Korver enters the game for C. Frye,,78-86,,
6:14.0,R. Jefferson enters the game for K. Love,,78-86,,
6:07.0,,,78-86,,A. Iguodala misses 3-pt shot from 23 ft
6:06.0,Defensive rebound by L. James,,78-86,,
5:57.0,L. James makes 2-pt shot at rim,2,80-86,,
5:47.0,,,80-86,,K. Thompson misses 3-pt shot from 26 ft
5:46.0,Defensive rebound by L. James,,80-86,,
5:42.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,82-86,,
5:42.0,,,82-86,,Golden State full timeout
5:24.0,,,82-86,,Shooting foul by L. James (drawn by S. Livingston)
5:24.0,,,82-87,1,S. Livingston makes free throw 1 of 2
5:24.0,,,82-88,1,S. Livingston makes free throw 2 of 2
5:07.0,Turnover by L. James (bad pass; steal by S. Curry),,82-88,,
5:05.0,,,82-90,2,K. Durant makes 2-pt shot from 1 ft (assist by A. Iguodala)
5:05.0,,,82-90,,Shooting foul by I. Shumpert (drawn by K. Durant)
5:05.0,,,82-91,1,K. Durant makes free throw 1 of 1
4:53.0,K. Irving misses 2-pt shot from 3 ft,,82-91,,
4:53.0,,,82-91,,Defensive rebound by S. Curry
4:48.0,,,82-93,2,S. Livingston makes 2-pt shot at rim (assist by S. Curry)
4:48.0,Cleveland full timeout,,82-93,,
4:28.0,L. James makes 2-pt shot from 19 ft,2,84-93,,
4:06.0,,,84-96,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
3:50.0,L. James misses 3-pt shot from 25 ft,,84-96,,
3:49.0,,,84-96,,Defensive rebound by S. Curry
3:43.0,,,84-96,,Turnover by S. Curry (bad pass; steal by R. Jefferson)
3:27.0,L. James misses 3-pt shot from 23 ft,,84-96,,
3:27.0,,,84-96,,Defensive rebound by K. Thompson
3:12.0,,,84-96,,K. Thompson misses 3-pt shot from 30 ft
3:12.0,Defensive rebound by Team,,84-96,,
3:12.0,,,84-96,,P. McCaw enters the game for K. Thompson
2:55.0,R. Jefferson misses 3-pt shot from 23 ft,,84-96,,
2:55.0,,,84-96,,Defensive rebound by A. Iguodala
2:37.0,Personal foul by R. Jefferson (drawn by S. Curry),,84-96,,
2:37.0,,,84-97,1,S. Curry makes free throw 1 of 2
2:37.0,,,84-98,1,S. Curry makes free throw 2 of 2
2:37.0,,,84-97,,D. Green enters the game for K. Durant
2:37.0,K. Love enters the game for I. Shumpert,,84-97,,
2:21.0,K. Irving misses 2-pt shot from 5 ft,,84-98,,
2:20.0,,,84-98,,Defensive rebound by S. Curry
2:04.0,,,84-98,,S. Livingston misses 2-pt shot from 13 ft
2:04.0,Defensive rebound by R. Jefferson,,84-98,,
1:52.0,K. Irving misses 3-pt shot from 23 ft,,84-98,,
1:52.0,Offensive rebound by K. Love,,84-98,,
1:50.0,K. Love misses 2-pt shot from 4 ft,,84-98,,
1:50.0,,,84-98,,Defensive rebound by Team
1:50.0,D. Williams enters the game for K. Irving,,84-98,,
1:33.0,,,84-98,,A. Iguodala misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by L. James,,84-98,,
1:18.0,D. Williams misses 2-pt shot from 7 ft,,84-98,,
1:18.0,Offensive rebound by K. Love,,84-98,,
1:16.0,K. Love misses 2-pt shot from 3 ft,,84-98,,
1:14.0,,,84-98,,Defensive rebound by A. Iguodala
1:06.0,Personal foul by R. Jefferson (drawn by D. Green),,84-98,,
1:06.0,,,84-98,,D. Green misses free throw 1 of 2
1:06.0,,,84-98,,Offensive rebound by Team
1:06.0,,,84-99,1,D. Green makes free throw 2 of 2
1:06.0,T. Thompson enters the game for L. James,,84-98,,
1:06.0,,,84-98,,Z. Pachulia enters the game for P. McCaw
0:55.0,K. Love makes 2-pt shot from 1 ft (assist by D. Williams),2,86-99,,
0:40.0,,,86-102,3,S. Curry makes 3-pt shot from 29 ft
0:29.0,,,86-102,,Personal foul by D. Green (drawn by K. Love)
0:29.0,,,86-102,,K. Durant enters the game for D. Green
0:18.0,,,86-102,,Personal foul by S. Livingston (drawn by R. Jefferson)
0:18.0,R. Jefferson makes free throw 1 of 2,1,87-102,,
0:18.0,R. Jefferson makes free throw 2 of 2,1,88-102,,
0:18.0,,,87-102,,K. Thompson enters the game for S. Livingston
0:18.0,I. Shumpert enters the game for K. Love,,87-102,,
0:18.0,,,87-102,,I. Clark enters the game for Z. Pachulia
0:18.0,D. Jones enters the game for K. Korver,,87-102,,
0:03.0,,,88-102,,S. Curry misses 2-pt shot from 14 ft
0:01.0,Defensive rebound by D. Jones,,88-102,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,88-104,2,I. Clark makes 2-pt shot from 2 ft (assist by D. West)
11:38.0,K. Korver makes 2-pt shot from 22 ft (assist by K. Irving),2,90-104,,
11:25.0,,,90-104,,Turnover by A. Iguodala (bad pass; steal by K. Love)
11:18.0,K. Korver misses 3-pt shot from 27 ft,,90-104,,
11:18.0,,,90-104,,Defensive rebound by D. West
11:10.0,,,90-104,,I. Clark misses 3-pt shot from 26 ft
11:09.0,Defensive rebound by K. Love,,90-104,,
11:02.0,,,90-104,,Personal foul by K. Durant (drawn by T. Thompson)
10:54.0,K. Irving misses 2-pt shot from 14 ft,,90-104,,
10:53.0,,,90-104,,Defensive rebound by D. West
10:48.0,Personal foul by T. Thompson (drawn by D. West),,90-104,,
10:48.0,,,90-104,,Technical foul by D. West
10:48.0,Technical foul by T. Thompson (drawn by D. West),,90-104,,
10:48.0,L. James enters the game for K. Love,,90-104,,
10:35.0,,,90-104,,I. Clark misses 2-pt shot from 10 ft
10:35.0,,,90-104,,Offensive rebound by K. Durant
10:33.0,,,90-104,,Turnover by K. Durant (lost ball; steal by D. Williams)
10:25.0,L. James makes 2-pt shot from 7 ft (assist by K. Irving),2,92-104,,
10:07.0,,,92-104,,Offensive foul by K. Thompson
10:07.0,,,92-104,,Turnover by K. Thompson (offensive foul)
10:00.0,D. Williams misses 2-pt shot from 5 ft,,92-104,,
9:59.0,Offensive rebound by D. Williams,,92-104,,
9:59.0,D. Williams misses 2-pt shot from 2 ft,,92-104,,
9:58.0,,,92-104,,Defensive rebound by A. Iguodala
9:53.0,Violation by T. Thompson (def goaltending),,92-104,,
9:53.0,,,92-106,2,I. Clark makes 2-pt shot from 1 ft (assist by K. Durant)
9:37.0,K. Irving makes 2-pt shot from 2 ft,2,94-106,,
9:22.0,Personal foul by L. James (drawn by K. Durant),,94-106,,
9:22.0,,,94-106,,Golden State full timeout
9:08.0,,,94-108,2,K. Durant makes 2-pt shot from 22 ft (assist by D. West)
8:45.0,K. Irving makes 3-pt shot from 24 ft,3,97-108,,
8:20.0,,,97-111,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
8:07.0,K. Irving misses 2-pt shot from 9 ft,,97-111,,
8:07.0,,,97-111,,Defensive rebound by K. Durant
7:51.0,,,97-111,,A. Iguodala misses 3-pt shot from 23 ft
7:50.0,,,97-111,,Offensive rebound by Team
7:50.0,K. Love enters the game for D. Williams,,97-111,,
7:50.0,,,97-111,,S. Curry enters the game for I. Clark
7:47.0,,,97-113,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
7:27.0,K. Love misses 2-pt shot from 9 ft (block by K. Durant),,97-113,,
7:26.0,,,97-113,,Defensive rebound by K. Durant
7:17.0,,,97-115,2,K. Durant makes 2-pt shot from 6 ft
7:17.0,Cleveland full timeout,,97-115,,
7:17.0,I. Shumpert enters the game for K. Korver,,97-115,,
