time,Memphis,pts.away,score,pts.home,Oklahoma City
5:02.0,,,80-85,,Defensive rebound by A. Roberson
4:53.0,,,80-85,,Turnover by R. Westbrook (bad pass; steal by M. Conley)
4:48.0,M. Conley makes 2-pt shot at rim,2,82-85,,
4:32.0,,,82-85,,Offensive foul by E. Kanter
4:32.0,,,82-85,,Turnover by E. Kanter (offensive foul)
4:32.0,V. Carter enters the game for M. Conley,,82-85,,
4:20.0,T. Allen misses 2-pt shot from 13 ft,,82-85,,
4:19.0,,,82-85,,Defensive rebound by A. Roberson
4:07.0,,,82-87,2,E. Kanter makes 2-pt shot from 1 ft
4:07.0,,,82-87,,Shooting foul by V. Carter (drawn by E. Kanter)
4:07.0,,,82-88,1,E. Kanter makes free throw 1 of 1
3:44.0,Z. Randolph makes 2-pt shot from 6 ft (assist by M. Gasol),2,84-88,,
3:32.0,Personal foul by Z. Randolph (drawn by R. Westbrook),,84-88,,
3:32.0,M. Conley enters the game for T. Daniels,,84-88,,
3:32.0,,,84-88,,Oklahoma City full timeout
3:22.0,,,84-88,,R. Westbrook misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by Team,,84-88,,
2:58.0,Z. Randolph makes 2-pt shot from 15 ft,2,86-88,,
2:34.0,,,86-88,,S. Adams misses 2-pt shot from 2 ft
2:34.0,,,86-88,,Offensive rebound by E. Kanter
2:34.0,,,86-90,2,E. Kanter makes 2-pt shot from 2 ft
2:12.0,M. Conley misses 2-pt shot from 10 ft,,86-90,,
2:12.0,,,86-90,,Defensive rebound by S. Adams
1:56.0,,,86-90,,S. Adams misses 2-pt shot from 2 ft (block by M. Gasol)
1:55.0,Defensive rebound by Team,,86-90,,
1:55.0,,,86-90,,Personal foul by V. Oladipo (drawn by V. Carter)
1:55.0,V. Carter misses free throw 1 of 2,,86-90,,
1:55.0,Offensive rebound by Team,,86-90,,
1:55.0,V. Carter misses free throw 2 of 2,,86-90,,
1:55.0,,,86-90,,Defensive rebound by E. Kanter
1:37.0,,,86-90,,Turnover by R. Westbrook (lost ball; steal by M. Conley)
1:18.0,M. Conley misses 3-pt shot from 25 ft (block by S. Adams),,86-90,,
1:17.0,,,86-90,,Defensive rebound by R. Westbrook
1:13.0,,,86-93,3,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook)
1:13.0,Memphis full timeout,,86-93,,
1:13.0,T. Daniels enters the game for T. Allen,,86-93,,
1:13.0,J. Ennis enters the game for Z. Randolph,,86-93,,
1:13.0,,,86-93,,J. Grant enters the game for E. Kanter
1:03.0,T. Daniels misses 3-pt shot from 25 ft,,86-93,,
1:01.0,,,86-93,,Defensive rebound by R. Westbrook
0:46.0,,,86-95,2,J. Grant makes 2-pt shot at rim
0:46.0,,,86-95,,Shooting foul by V. Carter (drawn by J. Grant)
0:46.0,,,86-96,1,J. Grant makes free throw 1 of 1
0:46.0,Memphis full timeout,,86-96,,
0:36.0,V. Carter makes 3-pt shot from 23 ft (assist by M. Conley),3,89-96,,
0:30.0,,,89-98,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
0:22.0,M. Conley makes 2-pt shot from 2 ft,2,91-98,,
0:20.0,Personal take foul by V. Carter (drawn by R. Westbrook),,91-98,,
0:20.0,,,91-98,,R. Westbrook misses free throw 1 of 2
0:20.0,,,91-98,,Offensive rebound by Team
0:20.0,,,91-99,1,R. Westbrook makes free throw 2 of 2
0:20.0,Memphis full timeout,,91-99,,
0:17.0,J. Ennis makes 2-pt shot from 1 ft (assist by M. Gasol),2,93-99,,
0:16.0,Personal take foul by J. Ennis (drawn by R. Westbrook),,93-99,,
0:16.0,,,93-100,1,R. Westbrook makes free throw 1 of 2
0:16.0,,,93-101,1,R. Westbrook makes free throw 2 of 2
0:07.0,M. Conley makes 2-pt shot from 1 ft (assist by M. Gasol),2,95-101,,
0:07.0,,,95-101,,Oklahoma City full timeout
0:07.0,,,95-101,,A. Abrines enters the game for J. Grant
0:06.0,Personal take foul by M. Conley (drawn by V. Oladipo),,95-101,,
0:06.0,,,95-102,1,V. Oladipo makes free throw 1 of 2
0:06.0,,,95-102,,V. Oladipo misses free throw 2 of 2
0:05.0,,,95-102,,Offensive rebound by Team
0:03.0,Personal take foul by J. Ennis (drawn by R. Westbrook),,95-102,,
0:03.0,,,95-102,,R. Westbrook misses free throw 1 of 2
0:03.0,,,95-102,,Offensive rebound by Team
0:03.0,,,95-103,1,R. Westbrook makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
