time,LA Lakers,pts.away,score,pts.home,Golden State
6:18.0,T. Robinson enters the game for L. Williams,,93-126,,
6:00.0,T. Robinson misses 2-pt shot from 17 ft,,93-126,,
6:00.0,,,93-126,,Defensive rebound by J. McGee
5:42.0,,,93-126,,Turnover by I. Clark (traveling)
5:29.0,M. Huertas makes 2-pt shot from 11 ft,2,95-126,,
5:18.0,,,95-126,,Shooting foul by M. World Peace (drawn by J. McGee)
5:18.0,,,95-127,1,J. McGee makes free throw 1 of 2
5:18.0,,,95-128,1,J. McGee makes free throw 2 of 2
5:01.0,B. Ingram makes 2-pt shot from 15 ft (assist by M. Huertas),2,97-128,,
4:41.0,,,97-128,,I. Clark misses 2-pt shot from 8 ft
4:41.0,,,97-128,,Offensive rebound by K. Looney
4:41.0,,,97-130,2,K. Looney makes 2-pt shot at rim
4:27.0,M. World Peace makes 3-pt shot from 26 ft (assist by B. Ingram),3,100-130,,
4:21.0,,,100-130,,Turnover by J. McGee (bad pass; steal by M. Huertas)
4:15.0,T. Robinson misses 2-pt shot from 2 ft,,100-130,,
4:14.0,,,100-130,,Defensive rebound by J. McGee
4:06.0,,,100-132,2,S. Livingston makes 2-pt shot from 10 ft
3:45.0,M. World Peace misses 3-pt shot from 23 ft,,100-132,,
3:44.0,,,100-132,,Defensive rebound by S. Livingston
3:41.0,,,100-134,2,J. McGee makes 2-pt shot at rim (assist by P. McCaw)
3:41.0,LA Lakers full timeout,,100-134,,
3:41.0,,,100-134,,A. Varejao enters the game for S. Livingston
3:41.0,T. Black enters the game for J. Clarkson,,100-134,,
3:32.0,,,100-134,,Personal foul by K. Looney (drawn by B. Ingram)
3:32.0,,,100-134,,Personal foul by J. McGee (drawn by T. Black)
3:23.0,M. Huertas makes 2-pt shot from 16 ft,2,102-134,,
3:03.0,,,102-134,,Turnover by P. McCaw (bad pass; steal by T. Black)
2:54.0,B. Ingram misses 3-pt shot from 24 ft,,102-134,,
2:54.0,,,102-134,,Defensive rebound by K. Looney
2:38.0,,,102-137,3,K. Looney makes 3-pt shot from 26 ft (assist by P. McCaw)
2:27.0,Shooting foul by A. Varejao (drawn by T. Black),,102-137,,
2:27.0,T. Black makes free throw 1 of 2,1,103-137,,
2:27.0,T. Black makes free throw 2 of 2,1,104-137,,
2:05.0,,,104-140,3,I. Clark makes 3-pt shot from 26 ft (assist by A. Varejao)
1:53.0,T. Black misses 2-pt shot from 18 ft,,104-140,,
1:53.0,,,104-140,,Defensive rebound by K. Looney
1:45.0,Personal foul by T. Black (drawn by J. McGee),,104-140,,
1:31.0,,,104-143,3,I. Clark makes 3-pt shot from 25 ft (assist by A. Varejao)
1:25.0,M. Huertas misses 2-pt shot from 13 ft,,104-143,,
1:23.0,,,104-143,,Defensive rebound by K. Looney
1:18.0,,,104-143,,Shooting foul by M. World Peace (drawn by A. Varejao)
1:18.0,,,104-144,1,A. Varejao makes free throw 1 of 2
1:18.0,,,104-145,1,A. Varejao makes free throw 2 of 2
1:05.0,T. Black makes 2-pt shot from 14 ft (assist by M. Huertas),2,106-145,,
0:55.0,,,106-147,2,A. Varejao makes 2-pt shot from 11 ft (assist by I. Clark)
0:46.0,B. Ingram misses 3-pt shot from 24 ft,,106-147,,
0:45.0,,,106-147,,Defensive rebound by A. Varejao
0:24.0,,,106-147,,J. McGee misses 2-pt shot from 14 ft
0:24.0,,,106-147,,Offensive rebound by A. Varejao
0:03.0,,,106-147,,Shooting foul by T. Robinson (drawn by A. Varejao)
0:03.0,,,106-148,1,A. Varejao makes free throw 1 of 2
0:03.0,,,106-149,1,A. Varejao makes free throw 2 of 2
0:01.0,T. Black misses 3-pt shot from 49 ft,,106-149,,
0:00.0,Offensive rebound by Team,,106-149,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
