time,Cleveland,pts.away,score,pts.home,Golden State
4:23.0,,,14-22,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Curry)
4:04.0,L. James misses 2-pt shot from 2 ft,,14-22,,
4:03.0,,,14-22,,Defensive rebound by J. McGee
3:58.0,,,14-25,3,S. Curry makes 3-pt shot from 28 ft (assist by A. Iguodala)
3:58.0,Cleveland full timeout,,14-25,,
3:41.0,L. James misses 3-pt shot from 26 ft,,14-25,,
3:40.0,Offensive rebound by K. Love,,14-25,,
3:36.0,Shooting foul by J. McGee (drawn by L. James),,14-25,,
3:36.0,L. James misses free throw 1 of 2,,14-25,,
3:36.0,Offensive rebound by Team,,14-25,,
3:36.0,L. James makes free throw 2 of 2,1,15-25,,
3:22.0,,,15-25,,Turnover by K. Durant (bad pass; steal by L. James)
3:11.0,K. Korver misses 3-pt shot from 26 ft,,15-25,,
3:10.0,,,15-25,,Defensive rebound by K. Durant
2:56.0,,,15-27,2,J. McGee makes 2-pt shot at rim (assist by A. Iguodala)
2:36.0,K. Love misses 3-pt shot from 27 ft,,15-27,,
2:36.0,,,15-27,,Defensive rebound by K. Durant
2:28.0,,,15-29,2,J. McGee makes 2-pt shot at rim (assist by K. Durant)
2:03.0,Shooting foul by J. McGee (drawn by L. James),,15-29,,
2:03.0,L. James makes free throw 1 of 2,1,16-29,,
2:03.0,L. James makes free throw 2 of 2,1,17-29,,
2:03.0,R. Jefferson enters the game for K. Love,,16-29,,
2:03.0,,,16-29,,I. Clark enters the game for K. Thompson
2:03.0,,,16-29,,D. Green enters the game for K. Durant
1:52.0,,,17-29,,Turnover by J. McGee (lost ball)
1:39.0,K. Korver misses 3-pt shot from 26 ft,,17-29,,
1:38.0,,,17-29,,Defensive rebound by J. McGee
1:27.0,,,17-29,,I. Clark misses 3-pt shot from 24 ft
1:27.0,Defensive rebound by I. Shumpert,,17-29,,
1:16.0,K. Korver misses 3-pt shot from 26 ft (block by D. Green),,17-29,,
1:14.0,,,17-29,,Defensive rebound by A. Iguodala
1:11.0,,,17-31,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
0:58.0,I. Shumpert makes 3-pt shot from 25 ft,3,20-31,,
0:45.0,,,20-34,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry)
0:31.0,R. Jefferson misses 3-pt shot from 23 ft,,20-34,,
0:30.0,Offensive rebound by L. James,,20-34,,
0:29.0,L. James makes 2-pt shot at rim,2,22-34,,
0:12.0,,,22-37,3,S. Curry makes 3-pt shot from 26 ft
0:01.0,L. James misses 2-pt shot from 15 ft,,22-37,,
0:00.0,Offensive rebound by Team,,22-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,22-37,,Personal foul by K. Thompson (drawn by K. Irving)
11:40.0,R. Jefferson misses 2-pt shot from 2 ft,,22-37,,
11:39.0,,,22-37,,Defensive rebound by D. West
11:34.0,Violation by K. Korver (def goaltending),,22-37,,
11:34.0,,,22-39,2,D. Green makes 2-pt shot from 1 ft
11:21.0,K. Irving misses 2-pt shot from 1 ft,,22-39,,
11:21.0,,,22-39,,Defensive rebound by S. Livingston
11:17.0,,,22-41,2,S. Livingston makes 2-pt shot from 12 ft
11:17.0,,,22-41,,Shooting foul by K. Korver (drawn by S. Livingston)
11:17.0,,,22-42,1,S. Livingston makes free throw 1 of 1
11:17.0,T. Thompson enters the game for C. Frye,,22-41,,
10:58.0,K. Irving makes 2-pt shot from 1 ft,2,24-42,,
10:41.0,,,24-44,2,D. Green makes 2-pt shot from 17 ft (assist by A. Iguodala)
10:28.0,K. Irving misses 2-pt shot from 15 ft,,24-44,,
10:27.0,Offensive rebound by T. Thompson,,24-44,,
10:27.0,T. Thompson makes 2-pt shot from 1 ft,2,26-44,,
10:08.0,,,26-46,2,S. Livingston makes 2-pt shot from 12 ft (assist by D. Green)
9:51.0,K. Irving misses 2-pt shot from 4 ft (block by A. Iguodala),,26-46,,
9:50.0,,,26-46,,Defensive rebound by D. West
9:45.0,,,26-46,,Turnover by A. Iguodala (bad pass; steal by K. Irving)
9:35.0,D. Liggins misses 2-pt shot from 5 ft (block by D. Green),,26-46,,
9:33.0,,,26-46,,Defensive rebound by S. Livingston
9:27.0,,,26-48,2,A. Iguodala makes 2-pt shot from 2 ft
9:22.0,Cleveland full timeout,,26-48,,
9:08.0,K. Korver makes 2-pt shot from 20 ft (assist by R. Jefferson),2,28-48,,
8:42.0,,,28-48,,S. Livingston misses 2-pt shot from 17 ft
8:42.0,Defensive rebound by D. Liggins,,28-48,,
8:33.0,R. Jefferson makes 3-pt shot from 23 ft (assist by K. Irving),3,31-48,,
8:24.0,,,31-48,,Golden State full timeout
8:24.0,,,31-48,,K. Durant enters the game for K. Thompson
8:16.0,,,31-50,2,D. West makes 2-pt shot from 7 ft (assist by D. Green)
8:01.0,Shooting foul by S. Livingston (drawn by K. Irving),,31-50,,
8:01.0,K. Irving misses free throw 1 of 3,,31-50,,
8:01.0,Offensive rebound by Team,,31-50,,
8:01.0,K. Irving makes free throw 2 of 3,1,32-50,,
8:01.0,K. Irving makes free throw 3 of 3,1,33-50,,
8:01.0,L. James enters the game for D. Liggins,,32-50,,
7:43.0,,,33-50,,K. Durant misses 3-pt shot from 26 ft
7:42.0,,,33-50,,Offensive rebound by D. Green
7:32.0,,,33-52,2,D. West makes 2-pt shot from 2 ft (assist by D. Green)
7:17.0,K. Irving misses 3-pt shot from 24 ft,,33-52,,
7:17.0,Offensive rebound by Team,,33-52,,
7:17.0,,,33-52,,Personal foul by D. West (drawn by T. Thompson)
7:08.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,35-52,,
6:57.0,,,35-52,,Turnover by S. Livingston (bad pass; steal by R. Jefferson)
6:55.0,,,35-52,,Flagrant foul type 1 by D. Green (drawn by L. James)
6:55.0,,,35-52,,Technical foul by D. Green (drawn by L. James)
6:55.0,Technical foul by R. Jefferson,,35-52,,
6:55.0,L. James makes flagrant free throw 1 of 2,1,36-52,,
6:55.0,L. James misses flagrant free throw 2 of 2,,36-52,,
6:55.0,Offensive rebound by Team,,36-52,,
6:55.0,,,35-52,,S. Curry enters the game for D. Green
6:46.0,,,36-52,,Def 3 sec tech foul by D. West
6:46.0,K. Irving makes technical free throw,1,37-52,,
6:46.0,K. Love enters the game for K. Korver,,37-52,,
6:39.0,K. Irving misses 2-pt shot from 14 ft,,37-52,,
6:38.0,,,37-52,,Defensive rebound by A. Iguodala
6:31.0,,,37-54,2,S. Livingston makes 2-pt shot from 7 ft (assist by A. Iguodala)
6:10.0,Offensive foul by L. James,,37-54,,
6:10.0,Turnover by L. James (offensive foul),,37-54,,
5:52.0,,,37-54,,K. Durant misses 2-pt shot from 12 ft
5:52.0,Defensive rebound by R. Jefferson,,37-54,,
5:44.0,K. Irving makes 2-pt shot from 21 ft,2,39-54,,
5:26.0,,,39-56,2,K. Durant makes 2-pt shot from 3 ft (assist by S. Curry)
5:21.0,L. James makes 2-pt shot from 2 ft,2,41-56,,
5:21.0,Shooting foul by S. Livingston (drawn by L. James),,41-56,,
5:21.0,Official timeout,,41-56,,
5:21.0,L. James makes free throw 1 of 1,1,42-56,,
5:21.0,,,41-56,,Z. Pachulia enters the game for D. West
5:08.0,,,42-58,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Curry)
4:50.0,K. Love misses 3-pt shot from 23 ft,,42-58,,
4:48.0,Offensive rebound by T. Thompson,,42-58,,
4:45.0,Shooting foul by S. Livingston (drawn by R. Jefferson),,42-58,,
4:45.0,R. Jefferson makes free throw 1 of 2,1,43-58,,
4:45.0,R. Jefferson makes free throw 2 of 2,1,44-58,,
4:45.0,,,43-58,,K. Thompson enters the game for S. Livingston
4:45.0,,,43-58,,D. Green enters the game for A. Iguodala
4:31.0,,,44-58,,S. Curry misses 3-pt shot from 26 ft
4:30.0,Defensive rebound by T. Thompson,,44-58,,
4:24.0,Turnover by K. Irving (bad pass; steal by S. Curry),,44-58,,
4:18.0,,,44-58,,S. Curry misses 2-pt shot at rim
4:17.0,,,44-58,,Offensive rebound by K. Durant
4:17.0,,,44-60,2,K. Durant makes 2-pt shot at rim
4:07.0,Shooting foul by Z. Pachulia (drawn by L. James),,44-60,,
4:07.0,L. James makes free throw 1 of 2,1,45-60,,
4:07.0,L. James makes free throw 2 of 2,1,46-60,,
3:51.0,,,46-60,,D. Green misses 2-pt shot from 7 ft (block by T. Thompson)
3:50.0,Defensive rebound by L. James,,46-60,,
3:38.0,Turnover by L. James (lost ball; steal by S. Curry),,46-60,,
3:31.0,,,46-63,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
3:16.0,K. Irving misses 2-pt shot from 11 ft (block by K. Thompson),,46-63,,
3:15.0,,,46-63,,Defensive rebound by K. Thompson
3:10.0,,,46-65,2,K. Durant makes 2-pt shot at rim (assist by S. Curry)
3:10.0,Cleveland full timeout,,46-65,,
2:52.0,K. Love misses 2-pt shot from 8 ft,,46-65,,
2:52.0,,,46-65,,Defensive rebound by Z. Pachulia
2:52.0,Loose ball foul by T. Thompson (drawn by Z. Pachulia),,46-65,,
2:52.0,I. Shumpert enters the game for R. Jefferson,,46-65,,
2:34.0,,,46-67,2,S. Curry makes 2-pt shot from 22 ft (assist by D. Green)
2:13.0,L. James misses 2-pt shot from 9 ft,,46-67,,
2:13.0,,,46-67,,Defensive rebound by K. Durant
2:06.0,,,46-70,3,K. Durant makes 3-pt shot from 25 ft
1:49.0,Turnover by K. Irving (bad pass; steal by S. Curry),,46-70,,
1:43.0,,,46-72,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
1:18.0,L. James makes 3-pt shot from 25 ft,3,49-72,,
1:03.0,,,49-74,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by S. Curry)
0:54.0,Turnover by L. James (bad pass; steal by K. Durant),,49-74,,
0:39.0,Personal foul by K. Love (drawn by K. Durant),,49-74,,
0:39.0,D. Liggins enters the game for K. Irving,,49-74,,
0:39.0,,,49-74,,A. Iguodala enters the game for K. Thompson
0:33.0,,,49-74,,Shooting foul by D. Liggins (drawn by S. Curry)
0:33.0,,,49-75,1,S. Curry makes free throw 1 of 2
0:33.0,,,49-75,,S. Curry misses free throw 2 of 2
0:33.0,R. Jefferson enters the game for K. Love,,49-75,,
0:33.0,,,49-75,,D. West enters the game for Z. Pachulia
0:32.0,Defensive rebound by T. Thompson,,49-75,,
0:11.0,L. James misses 2-pt shot from 3 ft (block by K. Durant),,49-75,,
0:09.0,Offensive rebound by L. James,,49-75,,
0:08.0,L. James misses 2-pt shot from 2 ft (block by D. Green),,49-75,,
0:06.0,,,49-75,,Defensive rebound by S. Curry
0:02.0,,,49-78,3,S. Curry makes 3-pt shot from 27 ft (assist by K. Durant)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,I. Shumpert misses 3-pt shot from 26 ft,,49-78,,
11:40.0,,,49-78,,Defensive rebound by D. Green
11:26.0,,,49-78,,Turnover by S. Curry (bad pass; steal by I. Shumpert)
11:20.0,K. Korver misses 3-pt shot from 26 ft,,49-78,,
11:19.0,,,49-78,,Defensive rebound by D. Green
11:08.0,,,49-81,3,K. Thompson makes 3-pt shot from 23 ft (assist by Z. Pachulia)
10:54.0,Turnover by K. Irving (bad pass; steal by K. Durant),,49-81,,
10:49.0,,,49-84,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
10:48.0,Cleveland full timeout,,49-84,,
10:29.0,L. James misses 2-pt shot from 12 ft,,49-84,,
10:28.0,,,49-84,,Defensive rebound by Z. Pachulia
10:18.0,,,49-84,,K. Thompson misses 3-pt shot from 22 ft
10:18.0,Defensive rebound by I. Shumpert,,49-84,,
10:12.0,K. Irving misses 2-pt shot from 1 ft,,49-84,,
10:12.0,,,49-84,,Defensive rebound by Z. Pachulia
10:04.0,,,49-84,,K. Thompson misses 3-pt shot from 24 ft
10:03.0,Defensive rebound by I. Shumpert,,49-84,,
9:48.0,L. James misses 2-pt shot from 3 ft (block by K. Durant),,49-84,,
9:47.0,,,49-84,,Defensive rebound by D. Green
9:32.0,,,49-84,,S. Curry misses 2-pt shot from 19 ft
9:32.0,Defensive rebound by I. Shumpert,,49-84,,
9:23.0,I. Shumpert makes 3-pt shot from 26 ft,3,52-84,,
8:54.0,,,52-84,,K. Thompson misses 2-pt shot from 3 ft
8:54.0,,,52-84,,Offensive rebound by Team
8:54.0,,,52-84,,Turnover by Team (shot clock)
8:41.0,Shooting foul by Z. Pachulia (drawn by I. Shumpert),,52-84,,
8:41.0,I. Shumpert makes free throw 1 of 2,1,53-84,,
8:41.0,I. Shumpert misses free throw 2 of 2,,53-84,,
8:40.0,,,53-84,,Defensive rebound by D. Green
8:28.0,,,53-86,2,K. Durant makes 2-pt shot from 17 ft (assist by S. Curry)
8:20.0,I. Shumpert makes 2-pt shot from 1 ft (assist by L. James),2,55-86,,
8:10.0,,,55-86,,S. Curry misses 2-pt shot from 3 ft
8:10.0,Defensive rebound by Team,,55-86,,
8:00.0,L. James misses 3-pt shot from 26 ft,,55-86,,
8:00.0,,,55-86,,Defensive rebound by Team
7:46.0,,,55-89,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
7:31.0,K. Irving misses 3-pt shot from 25 ft,,55-89,,
7:31.0,,,55-89,,Defensive rebound by Z. Pachulia
7:23.0,,,55-89,,K. Durant misses 3-pt shot from 27 ft
7:23.0,Defensive rebound by Team,,55-89,,
7:10.0,K. Korver makes 3-pt shot from 23 ft (assist by L. James),3,58-89,,
6:53.0,,,58-89,,Offensive charge foul by K. Thompson
6:53.0,,,58-89,,Turnover by K. Thompson (offensive foul)
6:38.0,K. Irving misses 2-pt shot from 15 ft,,58-89,,
6:38.0,,,58-89,,Defensive rebound by D. Green
6:23.0,,,58-89,,S. Curry misses 3-pt shot from 23 ft
6:22.0,,,58-89,,Offensive rebound by Team
6:20.0,,,58-89,,Offensive foul by K. Thompson
6:20.0,,,58-89,,Turnover by K. Thompson (offensive foul)
6:02.0,Turnover by I. Shumpert (bad pass; steal by S. Curry),,58-89,,
5:55.0,,,58-89,,Turnover by S. Curry (lost ball; steal by I. Shumpert)
5:49.0,K. Irving misses 2-pt shot from 1 ft,,58-89,,
5:48.0,,,58-89,,Defensive rebound by Z. Pachulia
5:48.0,,,58-89,,Golden State full timeout
5:48.0,,,58-89,,A. Iguodala enters the game for K. Thompson
5:31.0,,,58-89,,Z. Pachulia misses 2-pt shot from 4 ft (block by T. Thompson)
5:30.0,,,58-89,,Offensive rebound by Z. Pachulia
5:27.0,,,58-89,,Turnover by Z. Pachulia (bad pass; steal by I. Shumpert)
5:26.0,Turnover by L. James (bad pass),,58-89,,
5:15.0,,,58-92,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
4:48.0,K. Irving misses 2-pt shot from 7 ft,,58-92,,
4:48.0,,,58-92,,Defensive rebound by Team
4:48.0,Loose ball foul by T. Thompson (drawn by Z. Pachulia),,58-92,,
4:36.0,,,58-92,,Shooting foul by K. Korver (drawn by A. Iguodala)
4:36.0,,,58-93,1,A. Iguodala makes free throw 1 of 2
4:36.0,,,58-94,1,A. Iguodala makes free throw 2 of 2
4:25.0,T. Thompson misses 2-pt shot from 4 ft (block by D. Green),,58-94,,
4:24.0,,,58-94,,Defensive rebound by K. Durant
4:04.0,,,58-94,,Z. Pachulia misses 2-pt shot from 11 ft
4:03.0,Defensive rebound by K. Korver,,58-94,,
3:53.0,I. Shumpert misses 2-pt shot from 17 ft,,58-94,,
3:53.0,,,58-94,,Defensive rebound by Z. Pachulia
3:42.0,Violation by T. Thompson (kicked ball),,58-94,,
3:42.0,,,58-94,,I. Clark enters the game for D. Green
3:42.0,,,58-94,,J. McGee enters the game for Z. Pachulia
3:42.0,C. Frye enters the game for T. Thompson,,58-94,,
3:36.0,,,58-94,,Turnover by J. McGee (bad pass)
3:29.0,C. Frye misses 3-pt shot from 28 ft,,58-94,,
3:29.0,,,58-94,,Defensive rebound by Team
3:13.0,,,58-94,,I. Clark misses 2-pt shot from 11 ft
3:13.0,Defensive rebound by I. Shumpert,,58-94,,
3:03.0,K. Korver makes 3-pt shot from 26 ft (assist by C. Frye),3,61-94,,
3:03.0,,,61-94,,Golden State full timeout
3:03.0,,,61-94,,K. Looney enters the game for J. McGee
2:48.0,,,61-94,,S. Curry misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by L. James,,61-94,,
2:42.0,L. James makes 2-pt shot from 2 ft,2,63-94,,
2:27.0,,,63-94,,K. Durant misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by L. James,,63-94,,
2:14.0,K. Irving makes 2-pt shot from 8 ft,2,65-94,,
1:48.0,,,65-94,,K. Durant misses 2-pt shot from 18 ft
1:46.0,Defensive rebound by K. Korver,,65-94,,
1:41.0,K. Irving makes 2-pt shot from 3 ft,2,67-94,,
1:41.0,Shooting foul by S. Curry (drawn by K. Irving),,67-94,,
1:41.0,K. Irving makes free throw 1 of 1,1,68-94,,
1:41.0,,,67-94,,D. Green enters the game for K. Durant
1:28.0,,,68-94,,S. Curry misses 3-pt shot from 26 ft
1:25.0,,,68-94,,Offensive rebound by K. Looney
1:24.0,,,68-94,,K. Looney misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by C. Frye,,68-94,,
1:18.0,Turnover by K. Irving (lost ball; steal by I. Clark),,68-94,,
1:14.0,,,68-94,,Turnover by S. Curry (traveling)
1:14.0,R. Jefferson enters the game for L. James,,68-94,,
1:01.0,K. Irving makes 3-pt shot from 26 ft,3,71-94,,
0:50.0,,,71-94,,Shooting foul by K. Irving (drawn by D. Green)
0:50.0,,,71-95,1,D. Green makes free throw 1 of 2
0:50.0,,,71-95,,D. Green misses free throw 2 of 2
0:49.0,Defensive rebound by I. Shumpert,,71-95,,
0:31.0,I. Shumpert misses 2-pt shot from 16 ft,,71-95,,
0:30.0,,,71-95,,Defensive rebound by D. Green
0:11.0,,,71-95,,S. Curry misses 2-pt shot from 3 ft
0:10.0,,,71-95,,Offensive rebound by K. Looney
0:10.0,,,71-95,,K. Looney misses 2-pt shot from 1 ft
0:08.0,Defensive rebound by R. Jefferson,,71-95,,
0:06.0,Turnover by K. Irving (lost ball),,71-95,,
0:06.0,,,71-95,,K. Thompson enters the game for K. Looney
0:06.0,D. Liggins enters the game for C. Frye,,71-95,,
0:02.0,,,71-95,,S. Curry misses 3-pt shot from 26 ft
0:00.0,,,71-95,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,71-95,,Shooting foul by R. Jefferson (drawn by D. Green)
11:44.0,,,71-96,1,D. Green makes free throw 1 of 2
11:44.0,,,71-97,1,D. Green makes free throw 2 of 2
11:31.0,K. Irving misses 3-pt shot from 25 ft,,71-97,,
11:31.0,,,71-97,,Defensive rebound by D. Green
11:21.0,,,71-97,,K. Thompson misses 3-pt shot from 26 ft
11:21.0,Defensive rebound by I. Shumpert,,71-97,,
11:10.0,I. Shumpert makes 2-pt shot from 2 ft,2,73-97,,
10:52.0,,,73-97,,Shooting foul by D. Liggins (drawn by K. Thompson)
10:52.0,,,73-98,1,K. Thompson makes free throw 1 of 2
10:52.0,,,73-99,1,K. Thompson makes free throw 2 of 2
10:52.0,L. James enters the game for K. Irving,,73-98,,
10:34.0,Shooting foul by S. Livingston (drawn by I. Shumpert),,73-99,,
10:34.0,I. Shumpert makes free throw 1 of 2,1,74-99,,
10:34.0,I. Shumpert makes free throw 2 of 2,1,75-99,,
10:21.0,,,75-99,,Turnover by D. West (traveling)
10:09.0,,,75-99,,Violation by A. Iguodala (kicked ball)
10:06.0,L. James makes 2-pt shot from 2 ft,2,77-99,,
10:06.0,Shooting foul by D. West (drawn by L. James),,77-99,,
10:06.0,L. James misses free throw 1 of 1,,77-99,,
10:04.0,,,77-99,,Defensive rebound by D. Green
9:57.0,,,77-99,,D. West misses 2-pt shot from 16 ft
9:56.0,,,77-99,,Offensive rebound by A. Iguodala
9:39.0,,,77-101,2,A. Iguodala makes 2-pt shot from 1 ft (assist by D. West)
9:27.0,Offensive foul by R. Jefferson,,77-101,,
9:27.0,Turnover by R. Jefferson (offensive foul),,77-101,,
9:14.0,,,77-101,,Shooting foul by D. Liggins (drawn by K. Thompson)
9:14.0,,,77-103,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. West)
9:14.0,,,77-104,1,K. Thompson makes free throw 1 of 1
9:14.0,T. Thompson enters the game for R. Jefferson,,77-103,,
9:14.0,K. Korver enters the game for I. Shumpert,,77-103,,
8:55.0,K. Korver misses 2-pt shot from 15 ft,,77-104,,
8:54.0,,,77-104,,Defensive rebound by D. Green
8:51.0,Violation by D. Liggins (kicked ball),,77-104,,
8:51.0,Official timeout,,77-104,,
8:42.0,,,77-104,,K. Thompson misses 2-pt shot from 15 ft
8:41.0,Defensive rebound by L. James,,77-104,,
8:34.0,C. Frye misses 2-pt shot from 2 ft,,77-104,,
8:34.0,,,77-104,,Defensive rebound by D. Green
8:16.0,,,77-106,2,D. West makes 2-pt shot from 16 ft (assist by A. Iguodala)
7:57.0,C. Frye misses 3-pt shot from 26 ft,,77-106,,
7:56.0,,,77-106,,Defensive rebound by Team
7:36.0,,,77-108,2,S. Livingston makes 2-pt shot from 13 ft (assist by D. West)
7:14.0,L. James misses 3-pt shot from 27 ft,,77-108,,
7:14.0,,,77-108,,Defensive rebound by D. Green
6:59.0,,,77-108,,D. Green misses 2-pt shot at rim (block by T. Thompson)
6:57.0,Defensive rebound by C. Frye,,77-108,,
6:55.0,Turnover by L. James (bad pass; steal by D. West),,77-108,,
6:39.0,,,77-111,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
6:39.0,Cleveland full timeout,,77-111,,
6:39.0,J. Jones enters the game for K. Korver,,77-111,,
6:39.0,K. Felder enters the game for T. Thompson,,77-111,,
6:39.0,J. McRae enters the game for L. James,,77-111,,
6:22.0,K. Felder misses 2-pt shot from 19 ft,,77-111,,
6:22.0,,,77-111,,Defensive rebound by K. Thompson
6:09.0,,,77-111,,Shooting foul by D. Liggins (drawn by K. Thompson)
6:09.0,,,77-112,1,K. Thompson makes free throw 1 of 2
6:09.0,,,77-113,1,K. Thompson makes free throw 2 of 2
6:09.0,,,77-112,,I. Clark enters the game for A. Iguodala
6:09.0,,,77-112,,K. Looney enters the game for D. Green
5:57.0,J. McRae makes 2-pt shot from 20 ft (assist by C. Frye),2,79-113,,
