time,San Antonio,pts.away,score,pts.home,Memphis
1:02.0,,,91-92,2,Z. Randolph makes 2-pt shot from 2 ft (assist by V. Carter)
0:43.0,K. Leonard makes 3-pt shot from 23 ft (assist by P. Mills),3,94-92,,
0:32.0,Personal foul by L. Aldridge (drawn by M. Gasol),,94-92,,
0:32.0,,,94-93,1,M. Gasol makes free throw 1 of 2
0:32.0,,,94-94,1,M. Gasol makes free throw 2 of 2
0:32.0,,,94-93,,A. Harrison enters the game for T. Daniels
0:32.0,,,94-93,,J. Green enters the game for Z. Randolph
0:32.0,D. Bertans enters the game for D. Lee,,94-93,,
0:12.0,K. Leonard makes 2-pt shot from 19 ft,2,96-94,,
0:12.0,,,96-94,,Memphis full timeout
0:12.0,D. Lee enters the game for P. Mills,,96-94,,
0:12.0,D. Green enters the game for D. Bertans,,96-94,,
0:12.0,,,96-94,,T. Daniels enters the game for J. Green
0:12.0,,,96-94,,Z. Randolph enters the game for A. Harrison
0:05.0,,,96-96,2,M. Conley makes 2-pt shot from 12 ft
0:05.0,San Antonio full timeout,,96-96,,
0:05.0,,,96-96,,J. Green enters the game for Z. Randolph
0:05.0,,,96-96,,A. Harrison enters the game for V. Carter
0:05.0,,,96-96,,J. Ennis enters the game for T. Daniels
0:05.0,P. Mills enters the game for D. Lee,,96-96,,
0:05.0,D. Bertans enters the game for T. Parker,,96-96,,
0:01.0,K. Leonard misses 2-pt shot from 21 ft,,96-96,,
0:00.0,Offensive rebound by Team,,96-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:39.0,,,96-98,2,M. Conley makes 2-pt shot from 2 ft
4:25.0,T. Parker makes 2-pt shot from 1 ft,2,98-98,,
4:13.0,,,98-98,,Shooting foul by D. Lee (drawn by J. Ennis)
4:13.0,,,98-99,1,J. Ennis makes free throw 1 of 2
4:13.0,,,98-100,1,J. Ennis makes free throw 2 of 2
4:13.0,P. Mills enters the game for D. Green,,98-99,,
3:58.0,L. Aldridge makes 2-pt shot from 20 ft,2,100-100,,
3:41.0,,,100-100,,M. Conley misses 3-pt shot from 25 ft
3:40.0,Defensive rebound by D. Lee,,100-100,,
3:32.0,Turnover by T. Parker (lost ball; steal by T. Daniels),,100-100,,
3:23.0,Personal foul by L. Aldridge (drawn by Z. Randolph),,100-100,,
3:17.0,,,100-100,,Turnover by Z. Randolph (bad pass)
3:00.0,K. Leonard misses 3-pt shot from 25 ft,,100-100,,
2:59.0,,,100-100,,Defensive rebound by M. Conley
2:45.0,,,100-100,,M. Gasol misses 2-pt shot from 12 ft
2:43.0,,,100-100,,Offensive rebound by T. Daniels
2:41.0,Personal foul by L. Aldridge (drawn by Z. Randolph),,100-100,,
2:41.0,,,100-100,,A. Harrison enters the game for T. Daniels
2:28.0,,,100-100,,M. Conley misses 3-pt shot from 27 ft
2:27.0,Defensive rebound by Team,,100-100,,
2:18.0,,,100-100,,Personal foul by A. Harrison
2:04.0,K. Leonard makes 2-pt shot from 8 ft,2,102-100,,
1:41.0,,,102-100,,Turnover by M. Conley (bad pass; steal by T. Parker)
1:36.0,P. Mills misses 2-pt shot from 1 ft (block by A. Harrison),,102-100,,
1:33.0,,,102-100,,Defensive rebound by J. Ennis
1:32.0,,,102-102,2,M. Gasol makes 2-pt shot at rim (assist by M. Conley)
1:32.0,,,102-102,,Shooting foul by D. Lee (drawn by M. Gasol)
1:32.0,,,102-103,1,M. Gasol makes free throw 1 of 1
1:32.0,,,102-102,,J. Green enters the game for Z. Randolph
1:07.0,K. Leonard misses 2-pt shot from 13 ft,,102-103,,
1:06.0,,,102-103,,Defensive rebound by M. Conley
0:47.0,,,102-105,2,M. Conley makes 2-pt shot from 11 ft
0:47.0,San Antonio full timeout,,102-105,,
0:47.0,San Antonio full timeout,,102-105,,
0:47.0,P. Gasol enters the game for D. Lee,,102-105,,
0:44.0,Turnover by K. Leonard (lost ball),,102-105,,
0:44.0,,,102-105,,Z. Randolph enters the game for J. Green
0:44.0,D. Lee enters the game for P. Gasol,,102-105,,
0:31.0,Personal foul by K. Leonard (drawn by M. Conley),,102-105,,
0:31.0,,,102-105,,M. Conley misses free throw 1 of 2
0:31.0,,,102-105,,Offensive rebound by Team
0:31.0,,,102-106,1,M. Conley makes free throw 2 of 2
0:31.0,,,102-105,,J. Green enters the game for Z. Randolph
0:23.0,K. Leonard makes 3-pt shot from 26 ft (assist by D. Lee),3,105-106,,
0:22.0,Personal take foul by T. Parker (drawn by A. Harrison),,105-106,,
0:22.0,,,105-107,1,A. Harrison makes free throw 1 of 2
0:22.0,,,105-108,1,A. Harrison makes free throw 2 of 2
0:22.0,San Antonio full timeout,,105-108,,
0:22.0,P. Gasol enters the game for D. Lee,,105-108,,
0:12.0,K. Leonard makes 3-pt shot from 23 ft (assist by P. Mills),3,108-108,,
0:07.0,,,108-108,,Memphis full timeout
0:07.0,D. Lee enters the game for P. Gasol,,108-108,,
0:07.0,,,108-108,,Z. Randolph enters the game for J. Green
0:07.0,D. Green enters the game for P. Mills,,108-108,,
0:07.0,J. Simmons enters the game for T. Parker,,108-108,,
0:07.0,,,108-108,,T. Daniels enters the game for A. Harrison
0:01.0,,,108-110,2,M. Gasol makes 2-pt shot from 12 ft
0:01.0,D. Green misses 3-pt shot from 59 ft,,108-110,,
0:00.0,Offensive rebound by Team,,108-110,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
