time,Memphis,pts.away,score,pts.home,San Antonio
0:20.0,,,90-95,,San Antonio full timeout
0:20.0,J. Green enters the game for M. Conley,,90-95,,
0:20.0,T. Allen enters the game for T. Daniels,,90-95,,
0:20.0,J. Ennis enters the game for Z. Randolph,,90-95,,
0:20.0,,,90-95,,P. Gasol enters the game for D. Lee
0:20.0,,,90-95,,D. Green enters the game for T. Parker
0:18.0,Personal foul by J. Green (drawn by K. Leonard),,90-95,,
0:18.0,,,90-96,1,K. Leonard makes free throw 1 of 2
0:18.0,,,90-97,1,K. Leonard makes free throw 2 of 2
0:18.0,,,90-96,,T. Parker enters the game for P. Gasol
0:18.0,,,90-96,,D. Lee enters the game for D. Green
0:18.0,T. Daniels enters the game for J. Ennis,,90-96,,
0:18.0,M. Conley enters the game for T. Allen,,90-96,,
0:05.0,T. Daniels misses 3-pt shot from 29 ft,,90-97,,
0:01.0,Offensive rebound by V. Carter,,90-97,,
0:00.0,V. Carter misses 2-pt shot from 4 ft (block by P. Mills),,90-97,,
0:00.0,,,90-97,,Defensive rebound by L. Aldridge
0:00.0,End of 4th quarter,,,,End of 4th quarter
