time,Oklahoma City,pts.away,score,pts.home,San Antonio
11:44.0,,,75-81,,Shooting foul by J. Grant (drawn by D. Bertans)
11:44.0,,,75-81,,D. Bertans misses free throw 1 of 1
11:43.0,,,75-81,,Offensive rebound by D. Bertans
11:27.0,,,75-81,,D. Lee misses 2-pt shot from 7 ft
11:26.0,Defensive rebound by J. Lauvergne,,75-81,,
11:11.0,J. Lauvergne makes 2-pt shot at rim (assist by C. Payne),2,77-81,,
10:53.0,,,77-83,2,J. Simmons makes 2-pt shot from 3 ft (assist by P. Mills)
10:42.0,C. Payne misses 3-pt shot from 25 ft,,77-83,,
10:41.0,,,77-83,,Defensive rebound by M. Ginobili
10:34.0,,,77-83,,M. Ginobili misses 3-pt shot from 26 ft
10:33.0,Defensive rebound by J. Grant,,77-83,,
10:17.0,C. Payne misses 2-pt shot from 10 ft,,77-83,,
10:15.0,Offensive rebound by J. Lauvergne,,77-83,,
10:12.0,J. Lauvergne misses 2-pt shot from 3 ft (block by M. Ginobili),,77-83,,
10:11.0,,,77-83,,Defensive rebound by D. Lee
9:59.0,,,77-83,,J. Simmons misses 2-pt shot from 5 ft (block by C. Payne)
9:54.0,Defensive rebound by S. Christon,,77-83,,
9:52.0,S. Christon misses 2-pt shot from 2 ft (block by J. Simmons),,77-83,,
9:45.0,,,77-83,,Defensive rebound by D. Lee
9:34.0,,,77-85,2,D. Lee makes 2-pt shot at rim (assist by M. Ginobili)
9:34.0,Oklahoma City full timeout,,77-85,,
9:34.0,Technical foul by Team,,77-85,,
9:34.0,,,77-86,1,P. Mills makes technical free throw
9:34.0,,,77-86,,T. Parker enters the game for P. Mills
9:34.0,,,77-86,,K. Leonard enters the game for D. Lee
9:34.0,,,77-86,,L. Aldridge enters the game for M. Ginobili
9:21.0,J. Lauvergne misses 2-pt shot from 4 ft (block by L. Aldridge),,77-86,,
9:19.0,,,77-86,,Defensive rebound by L. Aldridge
9:15.0,,,77-88,2,K. Leonard makes 2-pt shot from 17 ft
8:58.0,A. Morrow misses 3-pt shot from 27 ft,,77-88,,
8:56.0,,,77-88,,Defensive rebound by T. Parker
8:44.0,,,77-88,,K. Leonard misses 2-pt shot from 11 ft
8:42.0,,,77-88,,Offensive rebound by Team
8:42.0,S. Adams enters the game for A. Morrow,,77-88,,
8:42.0,V. Oladipo enters the game for S. Christon,,77-88,,
8:42.0,R. Westbrook enters the game for J. Lauvergne,,77-88,,
8:39.0,,,77-88,,Turnover by D. Bertans (bad pass)
8:24.0,S. Adams makes 2-pt shot from 7 ft (assist by R. Westbrook),2,79-88,,
8:00.0,,,79-88,,J. Simmons misses 2-pt shot from 3 ft (block by S. Adams)
7:58.0,Defensive rebound by R. Westbrook,,79-88,,
7:52.0,C. Payne misses 3-pt shot from 24 ft,,79-88,,
7:50.0,,,79-88,,Defensive rebound by T. Parker
7:48.0,,,79-88,,Turnover by T. Parker (bad pass; steal by C. Payne)
7:36.0,Turnover by R. Westbrook (lost ball; steal by J. Simmons),,79-88,,
7:27.0,,,79-90,2,K. Leonard makes 2-pt shot from 3 ft
7:27.0,,,79-90,,Shooting foul by S. Adams (drawn by K. Leonard)
7:27.0,,,79-91,1,K. Leonard makes free throw 1 of 1
7:22.0,Shooting foul by L. Aldridge (drawn by J. Grant),,79-91,,
7:22.0,J. Grant makes free throw 1 of 2,1,80-91,,
7:22.0,J. Grant misses free throw 2 of 2,,80-91,,
7:22.0,,,80-91,,Defensive rebound by L. Aldridge
7:03.0,,,80-93,2,K. Leonard makes 2-pt shot from 11 ft
6:50.0,Turnover by R. Westbrook (bad pass; steal by J. Simmons),,80-93,,
6:42.0,,,80-93,,K. Leonard misses 2-pt shot at rim
6:41.0,,,80-93,,Offensive rebound by J. Simmons
6:38.0,,,80-93,,D. Bertans misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by C. Payne,,80-93,,
6:32.0,,,80-93,,Shooting block foul by T. Parker (drawn by C. Payne)
6:32.0,C. Payne makes free throw 1 of 2,1,81-93,,
6:32.0,,,81-93,,San Antonio full timeout
6:32.0,C. Payne makes free throw 2 of 2,1,82-93,,
6:32.0,D. Sabonis enters the game for J. Grant,,81-93,,
6:32.0,,,81-93,,D. Green enters the game for J. Simmons
6:20.0,Personal foul by R. Westbrook (drawn by K. Leonard),,82-93,,
6:07.0,,,82-96,3,K. Leonard makes 3-pt shot from 29 ft
5:55.0,R. Westbrook misses 2-pt shot from 2 ft (block by L. Aldridge),,82-96,,
5:55.0,,,82-96,,Defensive rebound by Team
5:36.0,,,82-99,3,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard)
5:17.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,84-99,,
5:00.0,,,84-101,2,K. Leonard makes 2-pt shot at rim
4:49.0,V. Oladipo misses 3-pt shot from 25 ft,,84-101,,
4:47.0,,,84-101,,Defensive rebound by T. Parker
4:23.0,,,84-101,,K. Leonard misses 3-pt shot from 27 ft
4:21.0,Defensive rebound by R. Westbrook,,84-101,,
4:13.0,A. Morrow enters the game for C. Payne,,84-101,,
4:13.0,,,84-101,,D. Lee enters the game for D. Bertans
4:05.0,D. Sabonis misses 2-pt shot from 6 ft,,84-101,,
4:03.0,,,84-101,,Defensive rebound by T. Parker
3:55.0,,,84-103,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Leonard)
3:55.0,,,84-103,,Shooting foul by D. Sabonis (drawn by L. Aldridge)
3:55.0,,,84-104,1,L. Aldridge makes free throw 1 of 1
3:39.0,D. Sabonis makes 3-pt shot from 24 ft (assist by R. Westbrook),3,87-104,,
3:16.0,,,87-104,,K. Leonard misses 2-pt shot from 11 ft
3:15.0,Defensive rebound by D. Sabonis,,87-104,,
3:06.0,D. Sabonis makes 3-pt shot from 25 ft (assist by R. Westbrook),3,90-104,,
2:46.0,,,90-104,,Turnover by K. Leonard (bad pass)
2:46.0,Official timeout,,90-104,,
2:36.0,,,90-104,,Personal foul by D. Green (drawn by A. Morrow)
2:29.0,,,90-104,,Personal foul by D. Green (drawn by S. Adams)
2:24.0,R. Westbrook misses 3-pt shot from 25 ft,,90-104,,
2:22.0,,,90-104,,Defensive rebound by T. Parker
2:19.0,,,90-104,,Turnover by T. Parker (lost ball; steal by S. Adams)
2:15.0,R. Westbrook misses 3-pt shot from 26 ft,,90-104,,
2:15.0,,,90-104,,Defensive rebound by L. Aldridge
2:15.0,Loose ball foul by S. Adams (drawn by L. Aldridge),,90-104,,
2:15.0,,,90-105,1,L. Aldridge makes free throw 1 of 2
2:15.0,,,90-106,1,L. Aldridge makes free throw 2 of 2
2:08.0,R. Westbrook misses 2-pt shot from 2 ft,,90-106,,
2:06.0,Offensive rebound by S. Adams,,90-106,,
2:04.0,Turnover by S. Adams (lost ball; steal by D. Green),,90-106,,
2:04.0,Personal foul by R. Westbrook (drawn by T. Parker),,90-106,,
2:04.0,,,90-107,1,T. Parker makes free throw 1 of 2
2:04.0,,,90-108,1,T. Parker makes free throw 2 of 2
2:04.0,J. Lauvergne enters the game for S. Adams,,90-107,,
2:04.0,S. Christon enters the game for R. Westbrook,,90-107,,
2:04.0,C. Payne enters the game for V. Oladipo,,90-107,,
2:04.0,,,90-107,,J. Anthony enters the game for K. Leonard
2:04.0,,,90-107,,D. Bertans enters the game for L. Aldridge
2:04.0,,,90-107,,D. Murray enters the game for D. Green
2:04.0,,,90-107,,K. Anderson enters the game for D. Lee
2:01.0,,,90-108,,Personal take foul by D. Murray (drawn by S. Christon)
2:01.0,S. Christon makes free throw 1 of 2,1,91-108,,
2:01.0,S. Christon makes free throw 2 of 2,1,92-108,,
2:01.0,,,91-108,,J. Simmons enters the game for T. Parker
1:36.0,,,92-108,,J. Simmons misses 2-pt shot from 8 ft
1:36.0,Defensive rebound by Team,,92-108,,
1:27.0,A. Morrow makes 2-pt shot from 24 ft (assist by S. Christon),2,94-108,,
1:16.0,,,94-108,,D. Murray misses 2-pt shot from 5 ft
1:15.0,Defensive rebound by J. Lauvergne,,94-108,,
1:06.0,D. Sabonis misses 3-pt shot from 25 ft,,94-108,,
1:05.0,,,94-108,,Defensive rebound by J. Simmons
0:49.0,,,94-108,,San Antonio full timeout
0:49.0,,,94-108,,D. Dedmon enters the game for D. Murray
0:41.0,,,94-108,,J. Simmons misses 2-pt shot from 9 ft (block by C. Payne)
0:39.0,Defensive rebound by C. Payne,,94-108,,
0:34.0,A. Morrow misses 3-pt shot from 24 ft,,94-108,,
0:32.0,,,94-108,,Defensive rebound by K. Anderson
0:13.0,,,94-108,,Turnover by K. Anderson (bad pass; steal by A. Morrow)
0:05.0,S. Christon misses 2-pt shot from 17 ft,,94-108,,
0:03.0,,,94-108,,Defensive rebound by J. Simmons
0:00.0,End of 4th quarter,,,,End of 4th quarter
