time,Cleveland,pts.away,score,pts.home,Golden State
8:34.0,Turnover by K. Irving (bad pass),,34-41,,
8:34.0,Official timeout,,34-41,,
8:25.0,,,34-41,,D. Green misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by K. Love,,34-41,,
8:12.0,Offensive foul by R. Jefferson,,34-41,,
8:12.0,Turnover by R. Jefferson (offensive foul),,34-41,,
7:53.0,,,34-41,,K. Thompson misses 2-pt shot from 4 ft
7:52.0,,,34-41,,Offensive rebound by K. Thompson
7:52.0,,,34-41,,K. Thompson misses 2-pt shot from 2 ft (block by K. Love)
7:52.0,Defensive rebound by R. Jefferson,,34-41,,
7:45.0,K. Irving misses 2-pt shot from 20 ft,,34-41,,
7:45.0,,,34-41,,Defensive rebound by D. Green
7:26.0,,,34-41,,K. Thompson misses 2-pt shot from 3 ft (block by K. Love)
7:26.0,,,34-41,,Offensive rebound by Team
7:26.0,,,34-41,,K. Durant enters the game for A. Iguodala
7:26.0,,,34-41,,S. Curry enters the game for K. Thompson
7:26.0,L. James enters the game for R. Jefferson,,34-41,,
7:22.0,,,34-41,,K. Durant misses 2-pt shot from 16 ft
7:22.0,Defensive rebound by K. Love,,34-41,,
7:16.0,K. Korver misses 3-pt shot from 26 ft,,34-41,,
7:15.0,,,34-41,,Defensive rebound by K. Durant
7:10.0,,,34-43,2,K. Durant makes 2-pt shot at rim
6:57.0,Turnover by K. Irving (lost ball; steal by S. Curry),,34-43,,
6:48.0,,,34-43,,D. Green misses 2-pt shot from 2 ft
6:47.0,,,34-43,,Offensive rebound by K. Durant
6:46.0,,,34-43,,K. Durant misses 2-pt shot from 2 ft
6:45.0,Defensive rebound by L. James,,34-43,,
6:40.0,I. Shumpert misses 2-pt shot from 19 ft,,34-43,,
6:39.0,,,34-43,,Defensive rebound by K. Durant
6:28.0,,,34-43,,S. Curry misses 2-pt shot from 21 ft
6:28.0,Defensive rebound by K. Love,,34-43,,
6:22.0,L. James makes 2-pt shot from 1 ft,2,36-43,,
6:22.0,,,36-43,,Golden State full timeout
6:22.0,,,36-43,,S. Livingston enters the game for D. West
6:00.0,,,36-43,,D. Green misses 2-pt shot from 1 ft
6:00.0,Defensive rebound by K. Korver,,36-43,,
5:52.0,K. Korver misses 3-pt shot from 26 ft,,36-43,,
5:52.0,Offensive rebound by K. Love,,36-43,,
5:47.0,K. Love misses 2-pt shot from 3 ft (block by D. Green),,36-43,,
5:46.0,Offensive rebound by K. Love,,36-43,,
5:45.0,K. Love misses 2-pt shot from 2 ft,,36-43,,
5:44.0,Offensive rebound by K. Love,,36-43,,
5:44.0,K. Love misses 2-pt shot from 2 ft,,36-43,,
5:42.0,,,36-43,,Defensive rebound by D. Green
5:38.0,,,36-45,2,K. Durant makes 2-pt shot at rim (assist by S. Livingston)
5:21.0,I. Shumpert makes 3-pt shot from 26 ft (assist by L. James),3,39-45,,
5:08.0,,,39-47,2,K. Durant makes 2-pt shot from 3 ft (assist by S. Curry)
5:01.0,L. James misses 3-pt shot from 26 ft,,39-47,,
5:01.0,,,39-47,,Defensive rebound by S. Curry
4:53.0,,,39-47,,Shooting foul by K. Love (drawn by K. Durant)
4:53.0,,,39-48,1,K. Durant makes free throw 1 of 2
4:53.0,,,39-49,1,K. Durant makes free throw 2 of 2
4:53.0,,,39-48,,K. Thompson enters the game for I. Clark
4:53.0,J. Smith enters the game for K. Korver,,39-48,,
4:53.0,T. Thompson enters the game for K. Love,,39-48,,
4:46.0,K. Irving makes 3-pt shot from 27 ft (assist by T. Thompson),3,42-49,,
4:46.0,Shooting foul by K. Thompson (drawn by K. Irving),,42-49,,
4:46.0,K. Irving makes free throw 1 of 1,1,43-49,,
4:27.0,,,43-51,2,S. Livingston makes 2-pt shot from 7 ft (assist by K. Durant)
4:14.0,K. Irving misses 2-pt shot from 19 ft,,43-51,,
4:14.0,,,43-51,,Defensive rebound by D. Green
4:05.0,,,43-53,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
3:44.0,K. Irving makes 2-pt shot from 1 ft,2,45-53,,
3:36.0,Personal foul by L. James (drawn by K. Durant),,45-53,,
3:32.0,,,45-53,,K. Thompson misses 2-pt shot from 16 ft
3:31.0,Defensive rebound by L. James,,45-53,,
3:24.0,Turnover by L. James (bad pass; steal by K. Thompson),,45-53,,
3:18.0,,,45-55,2,K. Durant makes 2-pt shot at rim (assist by K. Thompson)
3:15.0,Cleveland full timeout,,45-55,,
3:15.0,K. Love enters the game for I. Shumpert,,45-55,,
3:04.0,Turnover by L. James (bad pass),,45-55,,
2:48.0,,,45-55,,S. Curry misses 2-pt shot from 3 ft
2:48.0,Defensive rebound by K. Love,,45-55,,
2:38.0,K. Love makes 3-pt shot from 25 ft (assist by K. Irving),3,48-55,,
2:28.0,,,48-55,,S. Livingston misses 2-pt shot from 16 ft
2:28.0,Defensive rebound by L. James,,48-55,,
2:23.0,,,48-55,,Personal foul by S. Livingston (drawn by K. Love)
2:23.0,,,48-55,,A. Iguodala enters the game for S. Livingston
2:15.0,Turnover by L. James (bad pass; steal by D. Green),,48-55,,
1:54.0,,,48-57,2,S. Curry makes 2-pt shot from 2 ft
1:35.0,K. Irving makes 2-pt shot from 2 ft,2,50-57,,
1:21.0,,,50-57,,K. Durant misses 3-pt shot from 27 ft
1:19.0,,,50-57,,Offensive rebound by S. Curry
1:12.0,,,50-59,2,K. Durant makes 2-pt shot from 2 ft (assist by S. Curry)
1:00.0,Shooting foul by A. Iguodala (drawn by L. James),,50-59,,
1:00.0,L. James makes free throw 1 of 2,1,51-59,,
1:00.0,L. James makes free throw 2 of 2,1,52-59,,
0:40.0,,,52-59,,Shooting foul by K. Irving (drawn by K. Durant)
0:40.0,,,52-60,1,K. Durant makes free throw 1 of 2
0:40.0,,,52-60,,K. Durant misses free throw 2 of 2
0:40.0,,,52-60,,J. McAdoo enters the game for D. Green
0:40.0,I. Shumpert enters the game for K. Irving,,52-60,,
0:40.0,K. Korver enters the game for T. Thompson,,52-60,,
0:39.0,Defensive rebound by L. James,,52-60,,
0:34.0,Offensive charge foul by L. James,,52-60,,
0:34.0,Turnover by L. James (offensive foul),,52-60,,
0:34.0,,,52-60,,D. Green enters the game for J. McAdoo
0:34.0,T. Thompson enters the game for L. James,,52-60,,
0:34.0,R. Jefferson enters the game for K. Korver,,52-60,,
0:28.0,,,52-60,,S. Curry misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by K. Love,,52-60,,
0:21.0,Cleveland full timeout,,52-60,,
0:21.0,,,52-60,,S. Livingston enters the game for D. Green
0:21.0,,,52-60,,J. McAdoo enters the game for A. Iguodala
0:21.0,L. James enters the game for T. Thompson,,52-60,,
0:21.0,K. Korver enters the game for R. Jefferson,,52-60,,
0:03.0,K. Korver misses 3-pt shot from 25 ft,,52-60,,
0:02.0,,,52-60,,Defensive rebound by J. McAdoo
0:00.0,,,52-60,,K. Thompson misses 3-pt shot from 30 ft
0:00.0,,,52-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,Turnover by J. Smith (lost ball; steal by S. Curry),,52-60,,
11:32.0,,,52-63,3,K. Durant makes 3-pt shot from 26 ft (assist by K. Thompson)
11:04.0,K. Love misses 3-pt shot from 23 ft,,52-63,,
11:03.0,,,52-63,,Defensive rebound by D. Green
10:58.0,,,52-65,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Thompson)
10:58.0,,,52-65,,Shooting foul by K. Love (drawn by Z. Pachulia)
10:58.0,,,52-65,,Z. Pachulia misses free throw 1 of 1
10:57.0,Defensive rebound by L. James,,52-65,,
10:46.0,Offensive foul by J. Smith,,52-65,,
10:46.0,Turnover by J. Smith (offensive foul),,52-65,,
10:32.0,,,52-65,,Turnover by D. Green (lost ball)
10:21.0,Jump ball: Z. Pachulia vs. T. Thompson (K. Durant gains possession),,,,Jump ball: Z. Pachulia vs. T. Thompson (K. Durant gains possession)
10:21.0,Turnover by T. Thompson (lost ball; steal by Z. Pachulia),,52-65,,
10:08.0,,,52-65,,K. Durant misses 3-pt shot from 26 ft
10:07.0,Defensive rebound by T. Thompson,,52-65,,
9:59.0,J. Smith misses 2-pt shot from 1 ft,,52-65,,
9:59.0,,,52-65,,Defensive rebound by Team
9:59.0,Loose ball foul by T. Thompson (drawn by Z. Pachulia),,52-65,,
9:46.0,,,52-67,2,S. Curry makes 2-pt shot from 17 ft
9:46.0,Cleveland full timeout,,52-67,,
9:33.0,K. Irving misses 2-pt shot from 4 ft,,52-67,,
9:32.0,,,52-67,,Defensive rebound by D. Green
9:17.0,,,52-67,,K. Thompson misses 2-pt shot from 8 ft
9:16.0,Defensive rebound by L. James,,52-67,,
9:09.0,L. James misses 2-pt shot from 3 ft,,52-67,,
9:09.0,,,52-67,,Defensive rebound by Z. Pachulia
9:03.0,,,52-70,3,S. Curry makes 3-pt shot from 27 ft (assist by K. Durant)
8:42.0,Turnover by K. Irving (lost ball; steal by Z. Pachulia),,52-70,,
8:34.0,Personal foul by K. Love (drawn by K. Durant),,52-70,,
8:20.0,,,52-70,,K. Durant misses 2-pt shot from 14 ft
8:19.0,,,52-70,,Offensive rebound by Z. Pachulia
8:04.0,,,52-73,3,S. Curry makes 3-pt shot from 26 ft
7:53.0,L. James makes 3-pt shot from 26 ft,3,55-73,,
7:43.0,,,55-73,,K. Thompson misses 2-pt shot from 16 ft
7:42.0,Defensive rebound by L. James,,55-73,,
7:26.0,K. Love misses 3-pt shot from 26 ft,,55-73,,
7:26.0,Offensive rebound by T. Thompson,,55-73,,
7:19.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,58-73,,
7:01.0,,,58-75,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by S. Curry)
6:43.0,L. James misses 3-pt shot from 30 ft,,58-75,,
6:42.0,Offensive rebound by T. Thompson,,58-75,,
6:38.0,K. Irving misses 2-pt shot from 3 ft,,58-75,,
6:38.0,,,58-75,,Defensive rebound by Z. Pachulia
6:31.0,,,58-75,,S. Curry misses 3-pt shot from 26 ft
6:31.0,Defensive rebound by K. Love,,58-75,,
6:27.0,L. James misses 2-pt shot from 17 ft,,58-75,,
6:26.0,Offensive rebound by L. James,,58-75,,
6:24.0,L. James makes 2-pt shot at rim,2,60-75,,
6:22.0,,,60-75,,Golden State full timeout
6:13.0,,,60-78,3,S. Curry makes 3-pt shot from 26 ft
6:00.0,,,60-78,,Personal foul by Z. Pachulia (drawn by K. Love)
6:00.0,R. Jefferson enters the game for T. Thompson,,60-78,,
5:49.0,,,60-78,,Personal foul by S. Curry (drawn by K. Irving)
5:38.0,R. Jefferson misses 2-pt shot from 4 ft,,60-78,,
5:38.0,Offensive rebound by K. Love,,60-78,,
5:33.0,K. Love misses 2-pt shot from 1 ft,,60-78,,
5:31.0,,,60-78,,Defensive rebound by D. Green
5:24.0,,,60-78,,S. Curry misses 2-pt shot from 2 ft
5:23.0,Defensive rebound by K. Love,,60-78,,
5:19.0,K. Irving misses 2-pt shot from 3 ft,,60-78,,
5:19.0,,,60-78,,Defensive rebound by Team
5:19.0,Loose ball foul by K. Irving (drawn by K. Durant),,60-78,,
5:10.0,,,60-78,,Turnover by S. Curry (bad pass)
4:57.0,R. Jefferson makes 2-pt shot at rim (assist by L. James),2,62-78,,
4:37.0,,,62-80,2,K. Thompson makes 2-pt shot from 9 ft
4:14.0,L. James makes 2-pt shot from 1 ft,2,64-80,,
4:02.0,,,64-80,,Turnover by S. Curry (back court)
4:02.0,,,64-80,,A. Iguodala enters the game for D. Green
4:02.0,,,64-80,,J. McAdoo enters the game for Z. Pachulia
3:56.0,,,64-80,,Personal foul by J. McAdoo (drawn by K. Love)
3:47.0,,,64-80,,Personal foul by S. Curry
3:32.0,R. Jefferson makes 2-pt shot from 2 ft,2,66-80,,
3:17.0,,,66-80,,K. Thompson misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by R. Jefferson,,66-80,,
3:06.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,68-80,,
2:49.0,,,68-82,2,K. Durant makes 2-pt shot from 18 ft
2:25.0,L. James misses 2-pt shot from 10 ft,,68-82,,
2:24.0,Offensive rebound by K. Irving,,68-82,,
2:24.0,K. Irving misses 2-pt shot from 2 ft,,68-82,,
2:24.0,,,68-82,,Defensive rebound by K. Durant
2:24.0,Personal take foul by R. Jefferson (drawn by K. Durant),,68-82,,
2:24.0,,,68-83,1,K. Durant makes free throw 1 of 2
2:24.0,,,68-84,1,K. Durant makes free throw 2 of 2
2:24.0,,,68-83,,S. Livingston enters the game for K. Thompson
2:24.0,,,68-83,,D. Green enters the game for J. McAdoo
2:24.0,K. Korver enters the game for K. Love,,68-83,,
2:08.0,K. Irving misses 2-pt shot from 7 ft (block by A. Iguodala),,68-84,,
2:07.0,Offensive rebound by K. Irving,,68-84,,
1:59.0,L. James misses 2-pt shot from 3 ft,,68-84,,
1:58.0,,,68-84,,Defensive rebound by S. Curry
1:54.0,,,68-87,3,S. Curry makes 3-pt shot from 28 ft
1:46.0,,,68-87,,Personal foul by K. Durant (drawn by L. James)
1:46.0,L. James misses free throw 1 of 2,,68-87,,
1:46.0,Offensive rebound by Team,,68-87,,
1:46.0,L. James misses free throw 2 of 2,,68-87,,
1:46.0,D. Williams enters the game for J. Smith,,68-87,,
1:45.0,,,68-87,,Defensive rebound by K. Durant
1:28.0,,,68-87,,Shooting foul by L. James (drawn by D. Green)
1:28.0,,,68-89,2,D. Green makes 2-pt shot from 3 ft (assist by S. Curry)
1:28.0,,,68-90,1,D. Green makes free throw 1 of 1
1:28.0,I. Shumpert enters the game for L. James,,68-89,,
1:13.0,K. Irving misses 2-pt shot from 10 ft,,68-90,,
1:12.0,Offensive rebound by R. Jefferson,,68-90,,
1:12.0,Shooting foul by D. Green (drawn by R. Jefferson),,68-90,,
1:12.0,R. Jefferson makes free throw 1 of 2,1,69-90,,
1:12.0,R. Jefferson misses free throw 2 of 2,,69-90,,
1:12.0,,,69-90,,P. McCaw enters the game for K. Durant
1:10.0,,,69-90,,Defensive rebound by D. Green
0:46.0,,,69-90,,P. McCaw misses 2-pt shot from 14 ft
0:46.0,Defensive rebound by D. Williams,,69-90,,
0:32.0,D. Williams misses 2-pt shot from 15 ft,,69-90,,
0:32.0,,,69-90,,Defensive rebound by D. Green
0:14.0,,,69-93,3,D. Green makes 3-pt shot from 24 ft (assist by P. McCaw)
0:04.0,K. Irving makes 3-pt shot from 27 ft,3,72-93,,
0:01.0,,,72-93,,S. Curry misses 3-pt shot from 62 ft
0:00.0,,,72-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Personal foul by I. Shumpert (drawn by K. Thompson),,72-93,,
11:43.0,,,72-93,,D. West misses 2-pt shot from 3 ft
11:43.0,Defensive rebound by I. Shumpert,,72-93,,
11:30.0,I. Shumpert misses 3-pt shot from 26 ft,,72-93,,
11:30.0,,,72-93,,Defensive rebound by A. Iguodala
11:21.0,,,72-95,2,I. Clark makes 2-pt shot from 2 ft
11:09.0,Shooting foul by D. West (drawn by R. Jefferson),,72-95,,
11:09.0,R. Jefferson makes free throw 1 of 2,1,73-95,,
11:09.0,R. Jefferson makes free throw 2 of 2,1,74-95,,
10:52.0,,,74-95,,D. Green misses 3-pt shot from 26 ft
10:52.0,,,74-95,,Offensive rebound by D. West
10:52.0,Personal foul by R. Jefferson (drawn by D. West),,74-95,,
10:44.0,,,74-95,,Shooting foul by R. Jefferson (drawn by D. Green)
10:44.0,,,74-95,,D. Green misses free throw 1 of 2
10:44.0,,,74-95,,Offensive rebound by Team
10:44.0,,,74-96,1,D. Green makes free throw 2 of 2
10:44.0,K. Love enters the game for R. Jefferson,,74-95,,
10:23.0,L. James misses 2-pt shot from 5 ft,,74-96,,
10:23.0,,,74-96,,Defensive rebound by D. Green
10:16.0,,,74-96,,I. Clark misses 3-pt shot from 23 ft
10:15.0,,,74-96,,Offensive rebound by A. Iguodala
10:07.0,,,74-96,,I. Clark misses 3-pt shot from 23 ft
10:07.0,Defensive rebound by K. Korver,,74-96,,
10:03.0,Turnover by D. Williams (bad pass),,74-96,,
9:51.0,Personal foul by D. Williams (drawn by I. Clark),,74-96,,
9:46.0,,,74-96,,K. Thompson misses 2-pt shot from 3 ft
9:46.0,Defensive rebound by I. Shumpert,,74-96,,
9:35.0,,,74-96,,Personal foul by A. Iguodala (drawn by K. Love)
9:35.0,,,74-96,,K. Durant enters the game for D. West
9:19.0,I. Shumpert misses 2-pt shot from 21 ft,,74-96,,
9:18.0,,,74-96,,Defensive rebound by D. Green
9:05.0,,,74-96,,K. Thompson misses 3-pt shot from 27 ft
9:05.0,Defensive rebound by I. Shumpert,,74-96,,
8:57.0,Shooting foul by K. Thompson (drawn by K. Love),,74-96,,
8:57.0,Official timeout,,74-96,,
8:57.0,K. Love makes free throw 1 of 2,1,75-96,,
8:57.0,K. Love makes free throw 2 of 2,1,76-96,,
8:41.0,Personal foul by L. James (drawn by K. Durant),,76-96,,
8:41.0,,,76-97,1,K. Durant makes free throw 1 of 2
8:41.0,,,76-98,1,K. Durant makes free throw 2 of 2
8:23.0,L. James makes 2-pt shot from 15 ft,2,78-98,,
7:52.0,,,78-98,,A. Iguodala misses 2-pt shot from 13 ft
