time,Boston,pts.away,score,pts.home,Cleveland
2:34.0,A. Bradley misses 3-pt shot from 25 ft,,110-113,,
2:33.0,,,110-113,,Defensive rebound by T. Thompson
2:20.0,,,110-113,,Turnover by K. Irving (bad pass; steal by J. Crowder)
2:15.0,A. Bradley makes 2-pt shot at rim (assist by A. Horford),2,112-113,,
2:00.0,,,112-115,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
1:37.0,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas),2,114-115,,
1:20.0,,,114-117,2,K. Irving makes 2-pt shot from 2 ft
1:08.0,I. Thomas makes 2-pt shot from 1 ft,2,116-117,,
0:53.0,,,116-119,2,K. Irving makes 2-pt shot at rim (assist by L. James)
0:53.0,Boston full timeout,,116-119,,
0:53.0,,,116-119,,R. Jefferson enters the game for K. Irving
0:47.0,,,116-119,,Shooting block foul by L. James (drawn by I. Thomas)
0:47.0,I. Thomas makes free throw 1 of 2,1,117-119,,
0:47.0,I. Thomas makes free throw 2 of 2,1,118-119,,
0:32.0,Personal foul by A. Horford (drawn by L. James),,118-119,,
0:21.0,Personal foul by M. Smart (drawn by L. James),,118-119,,
0:21.0,,,118-119,,L. James misses free throw 1 of 2
0:21.0,,,118-119,,Offensive rebound by Team
0:21.0,,,118-120,1,L. James makes free throw 2 of 2
0:09.0,J. Crowder misses 3-pt shot from 25 ft,,118-120,,
0:09.0,,,118-120,,Defensive rebound by R. Jefferson
0:09.0,Personal foul by A. Bradley (drawn by R. Jefferson),,118-120,,
0:09.0,,,118-121,1,R. Jefferson makes free throw 1 of 2
0:09.0,,,118-122,1,R. Jefferson makes free throw 2 of 2
0:09.0,Boston full timeout,,118-122,,
0:09.0,T. Zeller enters the game for I. Thomas,,118-121,,
0:09.0,I. Thomas enters the game for T. Zeller,,118-122,,
0:03.0,A. Horford misses 2-pt shot from 7 ft (block by L. James),,118-122,,
0:03.0,,,118-122,,Defensive rebound by K. Love
0:03.0,Personal foul by A. Horford (drawn by K. Love),,118-122,,
0:03.0,,,118-123,1,K. Love makes free throw 1 of 2
0:03.0,,,118-124,1,K. Love makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
