time,Golden State,pts.away,score,pts.home,Houston
6:02.0,,,108-88,,C. Capela enters the game for M. Harrell
6:02.0,S. Curry enters the game for D. Green,,108-88,,
5:51.0,Shooting foul by C. Capela (drawn by K. Durant),,108-88,,
5:51.0,Official timeout,,108-88,,
5:51.0,Violation by Team (jump ball),,108-88,,
5:51.0,K. Durant misses free throw 1 of 3,,108-88,,
5:51.0,Offensive rebound by Team,,108-88,,
5:51.0,K. Durant makes free throw 2 of 3,1,109-88,,
5:51.0,K. Durant makes free throw 3 of 3,1,110-88,,
5:51.0,,,108-88,,S. Dekker enters the game for C. Brewer
5:40.0,,,110-91,3,S. Dekker makes 3-pt shot from 23 ft (assist by C. Capela)
5:15.0,S. Curry misses 2-pt shot from 19 ft,,110-91,,
5:13.0,,,110-91,,Defensive rebound by E. Gordon
5:09.0,,,110-91,,Turnover by E. Gordon (bad pass)
4:50.0,S. Curry misses 2-pt shot from 19 ft,,110-91,,
4:48.0,,,110-91,,Defensive rebound by C. Capela
4:35.0,,,110-91,,S. Dekker misses 3-pt shot from 23 ft
4:34.0,Defensive rebound by S. Livingston,,110-91,,
4:18.0,S. Livingston makes 2-pt shot from 8 ft (assist by K. Durant),2,112-91,,
3:58.0,,,112-93,2,E. Gordon makes 2-pt shot from 8 ft
3:40.0,K. Durant makes 2-pt shot from 21 ft,2,114-93,,
3:27.0,,,114-93,,C. Capela misses 2-pt shot from 2 ft
3:26.0,Defensive rebound by A. Iguodala,,114-93,,
3:20.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,117-93,,
3:20.0,,,117-93,,Houston full timeout
3:20.0,P. McCaw enters the game for K. Durant,,117-93,,
3:20.0,K. Looney enters the game for Z. Pachulia,,117-93,,
3:20.0,I. Clark enters the game for S. Curry,,117-93,,
3:20.0,K. Thompson enters the game for A. Iguodala,,117-93,,
3:20.0,J. McAdoo enters the game for S. Livingston,,117-93,,
3:20.0,,,117-93,,C. Brewer enters the game for T. Ariza
3:20.0,,,117-93,,K. McDaniels enters the game for J. Harden
3:20.0,,,117-93,,T. Ennis enters the game for S. Dekker
3:20.0,,,117-93,,B. Brown enters the game for E. Gordon
2:58.0,,,117-95,2,C. Capela makes 2-pt shot at rim (assist by K. McDaniels)
2:39.0,Turnover by I. Clark (bad pass; steal by T. Ennis),,117-95,,
2:29.0,,,117-97,2,T. Ennis makes 2-pt shot from 1 ft
2:19.0,Turnover by J. McAdoo (bad pass),,117-97,,
2:06.0,,,117-99,2,B. Brown makes 2-pt shot from 8 ft (assist by T. Ennis)
1:45.0,P. McCaw makes 3-pt shot from 26 ft (assist by K. Looney),3,120-99,,
1:36.0,,,120-101,2,B. Brown makes 2-pt shot from 21 ft
1:15.0,Turnover by J. McAdoo (lost ball),,120-101,,
1:00.0,,,120-103,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Brewer)
0:45.0,P. McCaw makes 3-pt shot from 26 ft,3,123-103,,
0:33.0,,,123-106,3,B. Brown makes 3-pt shot from 26 ft (assist by T. Ennis)
0:18.0,P. McCaw makes 2-pt shot from 3 ft (assist by K. Looney),2,125-106,,
0:06.0,,,125-106,,B. Brown misses 3-pt shot from 26 ft
0:04.0,,,125-106,,Offensive rebound by C. Capela
0:03.0,,,125-106,,C. Capela misses 2-pt shot from 1 ft
0:03.0,,,125-106,,Offensive rebound by C. Capela
0:03.0,,,125-108,2,C. Capela makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
