time,New Orleans,pts.away,score,pts.home,Golden State
1:43.0,A. Davis makes 2-pt shot from 7 ft (assist by B. Hield),2,99-109,,
1:28.0,,,99-109,,S. Curry misses 2-pt shot from 6 ft
1:27.0,Defensive rebound by A. Davis,,99-109,,
1:20.0,E. Moore misses 3-pt shot from 26 ft,,99-109,,
1:20.0,,,99-109,,Defensive rebound by Team
1:20.0,Loose ball foul by T. Frazier (drawn by A. Iguodala),,99-109,,
1:20.0,,,99-110,1,A. Iguodala makes free throw 1 of 2
1:20.0,,,99-111,1,A. Iguodala makes free throw 2 of 2
1:10.0,B. Hield misses 3-pt shot from 26 ft,,99-111,,
1:10.0,Offensive rebound by T. Frazier,,99-111,,
1:08.0,A. Davis makes 3-pt shot from 25 ft (assist by T. Frazier),3,102-111,,
0:55.0,,,102-114,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
0:45.0,Shooting foul by A. Iguodala (drawn by A. Davis),,102-114,,
0:45.0,A. Davis misses free throw 1 of 2,,102-114,,
0:45.0,Offensive rebound by Team,,102-114,,
0:45.0,A. Davis makes free throw 2 of 2,1,103-114,,
0:23.0,,,103-116,2,K. Durant makes 2-pt shot at rim
0:07.0,T. Frazier makes 3-pt shot from 25 ft (assist by E. Moore),3,106-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
