time,Golden State,pts.away,score,pts.home,LA Lakers
5:07.0,Turnover by Z. Pachulia (lost ball; steal by T. Robinson),,95-80,,
5:02.0,,,95-82,2,T. Robinson makes 2-pt shot at rim
4:49.0,Turnover by S. Livingston (bad pass; steal by B. Ingram),,95-82,,
4:35.0,,,95-82,,B. Ingram misses 2-pt shot from 5 ft (block by Z. Pachulia)
4:34.0,,,95-82,,Offensive rebound by Team
4:34.0,K. Durant enters the game for P. McCaw,,95-82,,
4:34.0,A. Iguodala enters the game for Z. Pachulia,,95-82,,
4:29.0,,,95-82,,T. Robinson misses 2-pt shot from 1 ft (block by K. Durant)
4:27.0,Defensive rebound by S. Curry,,95-82,,
4:24.0,,,95-82,,Personal foul by J. Calderon (drawn by S. Curry)
4:07.0,S. Livingston misses 2-pt shot from 15 ft,,95-82,,
4:03.0,,,95-82,,Defensive rebound by B. Ingram
3:45.0,,,95-82,,B. Ingram misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by K. Durant,,95-82,,
3:31.0,K. Durant makes 2-pt shot from 2 ft,2,97-82,,
3:31.0,Shooting foul by T. Robinson (drawn by K. Durant),,97-82,,
3:31.0,,,97-82,,LA Lakers full timeout
3:31.0,K. Durant makes free throw 1 of 1,1,98-82,,
3:31.0,K. Thompson enters the game for S. Livingston,,97-82,,
3:20.0,,,98-82,,T. Robinson misses 2-pt shot from 1 ft
3:19.0,Defensive rebound by K. Thompson,,98-82,,
3:02.0,K. Looney makes 2-pt shot at rim (assist by K. Durant),2,100-82,,
2:50.0,,,100-82,,J. Calderon misses 3-pt shot from 24 ft
2:49.0,,,100-82,,Offensive rebound by T. Robinson
2:47.0,,,100-82,,T. Robinson misses 2-pt shot from 2 ft
2:42.0,Defensive rebound by K. Durant,,100-82,,
2:31.0,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant),2,102-82,,
2:16.0,,,102-85,3,J. Clarkson makes 3-pt shot from 24 ft
1:56.0,K. Thompson misses 3-pt shot from 25 ft,,102-85,,
1:56.0,Offensive rebound by S. Curry,,102-85,,
1:56.0,S. Curry makes 2-pt shot from 2 ft,2,104-85,,
1:56.0,Shooting foul by T. Robinson (drawn by S. Curry),,104-85,,
1:56.0,S. Curry makes free throw 1 of 1,1,105-85,,
1:56.0,J. McGee enters the game for K. Durant,,104-85,,
1:56.0,P. McCaw enters the game for K. Thompson,,104-85,,
1:56.0,J. McAdoo enters the game for A. Iguodala,,104-85,,
1:56.0,,,104-85,,M. Huertas enters the game for L. Williams
1:43.0,,,105-85,,J. Clarkson misses 2-pt shot from 14 ft
1:43.0,,,105-85,,Offensive rebound by T. Robinson
1:43.0,,,105-85,,Shooting foul by J. McGee (drawn by T. Robinson)
1:43.0,,,105-85,,T. Robinson misses free throw 1 of 2
1:43.0,,,105-85,,Offensive rebound by Team
1:43.0,,,105-85,,T. Robinson misses free throw 2 of 2
1:43.0,S. Livingston enters the game for S. Curry,,105-85,,
1:41.0,Defensive rebound by J. McGee,,105-85,,
1:19.0,S. Livingston misses 2-pt shot from 15 ft,,105-85,,
1:19.0,Offensive rebound by Team,,105-85,,
1:15.0,K. Looney makes 2-pt shot from 2 ft (assist by P. McCaw),2,107-85,,
1:02.0,,,107-85,,M. Huertas misses 2-pt shot at rim (block by J. McAdoo)
1:02.0,,,107-85,,Offensive rebound by Team
0:54.0,,,107-85,,B. Ingram misses 2-pt shot from 15 ft
0:51.0,Defensive rebound by J. McGee,,107-85,,
0:38.0,J. McAdoo makes 2-pt shot from 20 ft,2,109-85,,
0:16.0,,,109-85,,J. Clarkson misses 3-pt shot from 26 ft
0:15.0,Defensive rebound by S. Livingston,,109-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
