time,Houston,pts.away,score,pts.home,Dallas
4:05.0,,,115-95,,P. Jackson misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by K. McDaniels,,115-95,,
3:54.0,C. Brewer makes 3-pt shot from 23 ft (assist by K. McDaniels),3,118-95,,
3:33.0,,,118-95,,N. Brussino misses 3-pt shot from 26 ft
3:32.0,,,118-95,,Offensive rebound by J. Anderson
3:29.0,,,118-95,,Shooting foul by K. McDaniels (drawn by J. Anderson)
3:29.0,,,118-95,,J. Anderson misses free throw 1 of 2
3:29.0,,,118-95,,Offensive rebound by Team
3:29.0,,,118-96,1,J. Anderson makes free throw 2 of 2
3:29.0,K. Wiltjer enters the game for M. Harrell,,118-95,,
3:29.0,B. Brown enters the game for C. Brewer,,118-95,,
3:12.0,K. McDaniels misses 2-pt shot from 11 ft,,118-96,,
3:10.0,,,118-96,,Defensive rebound by J. Anderson
2:55.0,,,118-96,,P. Jackson misses 2-pt shot from 2 ft
2:53.0,Defensive rebound by T. Ennis,,118-96,,
2:47.0,T. Ennis makes 2-pt shot from 2 ft,2,120-96,,
2:47.0,,,120-96,,Dallas full timeout
2:38.0,,,120-96,,Shooting foul by T. Ennis (drawn by D. Powell)
2:38.0,,,120-96,,D. Powell misses free throw 1 of 2
2:38.0,,,120-96,,Offensive rebound by Team
2:38.0,,,120-96,,D. Powell misses free throw 2 of 2
2:37.0,,,120-96,,Offensive rebound by J. Anderson
2:37.0,,,120-96,,Shooting foul by K. McDaniels (drawn by J. Anderson)
2:37.0,,,120-97,1,J. Anderson makes free throw 1 of 2
2:37.0,,,120-98,1,J. Anderson makes free throw 2 of 2
2:20.0,K. Wiltjer misses 3-pt shot from 27 ft,,120-98,,
2:19.0,,,120-98,,Defensive rebound by J. Anderson
2:04.0,,,120-101,3,P. Jackson makes 3-pt shot from 23 ft (assist by D. Powell)
1:39.0,Turnover by K. McDaniels (bad pass; steal by N. Brussino),,120-101,,
1:23.0,,,120-101,,D. Powell misses 2-pt shot from 11 ft
1:21.0,,,120-101,,Offensive rebound by N. Brussino
1:19.0,,,120-101,,Dallas full timeout
1:11.0,,,120-104,3,J. Anderson makes 3-pt shot from 26 ft (assist by D. Powell)
0:48.0,S. Dekker misses 2-pt shot from 12 ft,,120-104,,
0:46.0,,,120-104,,Defensive rebound by J. Anderson
0:38.0,,,120-104,,P. Jackson misses 2-pt shot from 21 ft
0:37.0,Defensive rebound by B. Brown,,120-104,,
0:15.0,S. Dekker makes 3-pt shot from 26 ft,3,123-104,,
0:06.0,,,123-107,3,J. Anderson makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
