time,Miami,pts.away,score,pts.home,Washington
3:19.0,,,110-98,2,J. Wall makes 2-pt shot from 7 ft
2:58.0,Turnover by D. Waiters (bad pass; steal by M. Thornton),,110-98,,
2:55.0,Shooting block foul by G. Dragic (drawn by J. Wall),,110-98,,
2:55.0,Official timeout,,110-98,,
2:55.0,,,110-98,,J. Wall misses free throw 1 of 2
2:55.0,,,110-98,,Offensive rebound by Team
2:55.0,,,110-98,,J. Wall misses free throw 2 of 2
2:55.0,,,110-98,,T. Satoransky enters the game for M. Thornton
2:54.0,Defensive rebound by H. Whiteside,,110-98,,
2:36.0,D. Waiters misses 3-pt shot from 27 ft,,110-98,,
2:35.0,,,110-98,,Defensive rebound by M. Gortat
2:10.0,,,110-98,,Turnover by Team (shot clock)
1:50.0,G. Dragic misses 2-pt shot from 18 ft,,110-98,,
1:50.0,,,110-98,,Defensive rebound by M. Gortat
1:44.0,,,110-101,3,J. Wall makes 3-pt shot from 26 ft (assist by M. Gortat)
1:44.0,D. Waiters makes 3-pt shot from 23 ft (assist by G. Dragic),3,113-101,,
1:22.0,,,113-101,,T. Satoransky misses 2-pt shot from 1 ft
1:22.0,Defensive rebound by Team,,113-101,,
1:22.0,,,113-101,,Loose ball foul by M. Gortat (drawn by G. Dragic)
1:22.0,G. Dragic misses free throw 1 of 2,,113-101,,
1:22.0,Offensive rebound by Team,,113-101,,
1:22.0,G. Dragic misses free throw 2 of 2,,113-101,,
1:21.0,,,113-101,,Defensive rebound by M. Gortat
1:14.0,,,113-101,,J. Wall misses 2-pt shot from 4 ft
1:14.0,,,113-101,,Offensive rebound by Team
1:11.0,,,113-104,3,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall)
1:06.0,,,113-104,,Personal foul by O. Porter (drawn by J. Johnson)
1:06.0,J. Johnson misses free throw 1 of 2,,113-104,,
1:06.0,Offensive rebound by Team,,113-104,,
1:06.0,J. Johnson misses free throw 2 of 2,,113-104,,
1:05.0,,,113-104,,Defensive rebound by M. Gortat
1:01.0,Personal take foul by G. Dragic (drawn by J. Wall),,113-104,,
1:01.0,,,113-105,1,J. Wall makes free throw 1 of 2
1:01.0,,,113-105,,J. Wall misses free throw 2 of 2
1:01.0,Defensive rebound by D. Waiters,,113-105,,
0:49.0,G. Dragic misses 3-pt shot from 24 ft,,113-105,,
0:48.0,,,113-105,,Defensive rebound by B. Beal
0:42.0,,,113-108,3,J. Wall makes 3-pt shot from 27 ft (assist by B. Beal)
0:42.0,Miami full timeout,,113-108,,
0:42.0,T. Johnson enters the game for J. Johnson,,113-108,,
0:22.0,D. Waiters misses 3-pt shot from 26 ft,,113-108,,
0:20.0,,,113-108,,Defensive rebound by M. Gortat
0:18.0,,,113-108,,Washington full timeout
0:18.0,J. Johnson enters the game for T. Johnson,,113-108,,
0:15.0,,,113-108,,B. Beal misses 3-pt shot from 27 ft
0:14.0,Defensive rebound by D. Waiters,,113-108,,
0:10.0,,,113-108,,Personal take foul by B. Beal (drawn by D. Waiters)
0:10.0,D. Waiters makes free throw 1 of 2,1,114-108,,
0:10.0,D. Waiters misses free throw 2 of 2,,114-108,,
0:10.0,,,114-108,,Defensive rebound by O. Porter
0:01.0,,,114-111,3,J. Wall makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
