time,Portland,pts.away,score,pts.home,San Antonio
2:55.0,Defensive rebound by C. McCollum,,86-104,,
2:55.0,Portland full timeout,,86-104,,
2:55.0,P. Connaughton enters the game for M. Harkless,,86-104,,
2:55.0,M. Leonard enters the game for A. Aminu,,86-104,,
2:55.0,T. Quarterman enters the game for A. Crabbe,,86-104,,
2:55.0,N. Vonleh enters the game for C. McCollum,,86-104,,
2:55.0,J. Layman enters the game for E. Turner,,86-104,,
2:55.0,,,86-104,,D. Murray enters the game for D. Green
2:55.0,,,86-104,,D. Bertans enters the game for T. Parker
2:41.0,M. Leonard makes 3-pt shot from 24 ft (assist by P. Connaughton),3,89-104,,
2:26.0,,,89-104,,D. Murray misses 2-pt shot from 8 ft
2:24.0,Defensive rebound by N. Vonleh,,89-104,,
2:12.0,M. Leonard misses 2-pt shot from 14 ft,,89-104,,
2:11.0,,,89-104,,Defensive rebound by D. Dedmon
1:49.0,,,89-104,,D. Bertans misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by T. Quarterman,,89-104,,
1:39.0,N. Vonleh makes 2-pt shot at rim (assist by T. Quarterman),2,91-104,,
1:24.0,,,91-104,,D. Murray misses 2-pt shot from 4 ft
1:23.0,,,91-104,,Offensive rebound by D. Dedmon
1:22.0,,,91-106,2,D. Dedmon makes 2-pt shot from 2 ft
1:05.0,Turnover by T. Quarterman (bad pass; steal by D. Murray),,91-106,,
1:02.0,,,91-108,2,D. Murray makes 2-pt shot from 2 ft
0:50.0,Turnover by P. Connaughton (bad pass; steal by D. Bertans),,91-108,,
0:49.0,,,91-110,2,J. Simmons makes 2-pt shot at rim (assist by D. Murray)
0:29.0,P. Connaughton makes 3-pt shot from 24 ft (assist by T. Quarterman),3,94-110,,
0:11.0,,,94-110,,J. Simmons misses 3-pt shot from 23 ft
0:10.0,Defensive rebound by M. Leonard,,94-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
