time,Oklahoma City,pts.away,score,pts.home,Houston
5:52.0,,,100-101,,Houston full timeout
5:52.0,V. Oladipo enters the game for E. Kanter,,100-101,,
5:52.0,T. Gibson enters the game for D. McDermott,,100-101,,
5:52.0,,,100-101,,T. Ariza enters the game for L. Williams
5:45.0,,,100-101,,Personal foul by J. Harden (drawn by R. Westbrook)
5:39.0,R. Westbrook misses 2-pt shot from 22 ft,,100-101,,
5:38.0,,,100-101,,Defensive rebound by P. Beverley
5:16.0,,,100-104,3,J. Harden makes 3-pt shot from 27 ft
5:01.0,A. Roberson misses 3-pt shot from 24 ft,,100-104,,
5:01.0,,,100-104,,Defensive rebound by P. Beverley
4:40.0,,,100-104,,Turnover by J. Harden (bad pass; steal by R. Westbrook)
4:35.0,R. Westbrook misses 2-pt shot from 2 ft,,100-104,,
4:34.0,Offensive rebound by V. Oladipo,,100-104,,
4:17.0,R. Westbrook misses 3-pt shot from 23 ft,,100-104,,
4:16.0,Offensive rebound by A. Roberson,,100-104,,
4:16.0,A. Roberson misses 2-pt shot from 1 ft,,100-104,,
4:15.0,Offensive rebound by A. Roberson,,100-104,,
4:15.0,A. Roberson makes 2-pt shot from 1 ft,2,102-104,,
3:48.0,,,102-104,,J. Harden misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by V. Oladipo,,102-104,,
3:40.0,,,102-104,,Personal foul by J. Harden (drawn by R. Westbrook)
3:40.0,S. Adams enters the game for J. Grant,,102-104,,
3:27.0,R. Westbrook misses 2-pt shot from 3 ft,,102-104,,
3:26.0,,,102-104,,Defensive rebound by N. Hilario
3:17.0,,,102-104,,R. Anderson misses 3-pt shot from 26 ft
3:16.0,Defensive rebound by Team,,102-104,,
3:16.0,,,102-104,,Loose ball foul by P. Beverley (drawn by R. Westbrook)
3:16.0,R. Westbrook makes free throw 1 of 2,1,103-104,,
3:16.0,R. Westbrook makes free throw 2 of 2,1,104-104,,
3:16.0,,,102-104,,E. Gordon enters the game for R. Anderson
3:16.0,J. Grant enters the game for T. Gibson,,103-104,,
3:01.0,,,104-104,,Shooting foul by V. Oladipo (drawn by J. Harden)
3:01.0,,,104-105,1,J. Harden makes free throw 1 of 2
3:01.0,,,104-106,1,J. Harden makes free throw 2 of 2
2:46.0,R. Westbrook misses 2-pt shot from 11 ft,,104-106,,
2:45.0,,,104-106,,Defensive rebound by N. Hilario
2:26.0,,,104-109,3,P. Beverley makes 3-pt shot from 24 ft (assist by E. Gordon)
2:10.0,R. Westbrook misses 3-pt shot from 25 ft,,104-109,,
2:09.0,,,104-109,,Defensive rebound by Team
2:09.0,Oklahoma City full timeout,,104-109,,
1:48.0,,,104-112,3,E. Gordon makes 3-pt shot from 28 ft (assist by J. Harden)
1:30.0,V. Oladipo misses 3-pt shot from 24 ft,,104-112,,
1:29.0,Offensive rebound by J. Grant,,104-112,,
1:23.0,R. Westbrook misses 3-pt shot from 25 ft,,104-112,,
1:23.0,,,104-112,,Defensive rebound by P. Beverley
1:22.0,Violation by J. Grant (def goaltending),,104-112,,
1:22.0,,,104-114,2,E. Gordon makes 2-pt shot from 1 ft (assist by P. Beverley)
1:22.0,Oklahoma City full timeout,,104-114,,
1:15.0,R. Westbrook makes 3-pt shot from 27 ft,3,107-114,,
0:52.0,,,107-114,,J. Harden misses 2-pt shot from 3 ft (block by A. Roberson)
0:50.0,Defensive rebound by V. Oladipo,,107-114,,
0:49.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,107-114,,
0:49.0,R. Westbrook misses free throw 1 of 2,,107-114,,
0:49.0,Offensive rebound by Team,,107-114,,
0:49.0,R. Westbrook makes free throw 2 of 2,1,108-114,,
0:41.0,,,108-114,,Turnover by J. Harden (bad pass; steal by J. Grant)
0:34.0,R. Westbrook misses 3-pt shot from 26 ft,,108-114,,
0:30.0,Offensive rebound by A. Roberson,,108-114,,
0:23.0,R. Westbrook misses 3-pt shot from 25 ft,,108-114,,
0:23.0,,,108-114,,Defensive rebound by Team
0:19.0,Personal foul by R. Westbrook (drawn by E. Gordon),,108-114,,
0:19.0,,,108-114,,E. Gordon misses free throw 1 of 2
0:19.0,,,108-114,,Offensive rebound by Team
0:19.0,,,108-115,1,E. Gordon makes free throw 2 of 2
0:17.0,,,108-115,,Personal foul by T. Ariza (drawn by R. Westbrook)
0:17.0,R. Westbrook makes free throw 1 of 2,1,109-115,,
0:17.0,R. Westbrook misses free throw 2 of 2,,109-115,,
0:15.0,Offensive rebound by Team,,109-115,,
0:10.0,R. Westbrook makes 2-pt shot from 1 ft,2,111-115,,
0:02.0,Personal take foul by S. Adams (drawn by J. Harden),,111-115,,
0:02.0,,,111-115,,J. Harden misses free throw 1 of 2
0:02.0,,,111-115,,Offensive rebound by Team
0:02.0,,,111-115,,J. Harden misses free throw 2 of 2
0:02.0,Defensive rebound by J. Grant,,111-115,,
0:02.0,D. Sabonis enters the game for S. Adams,,111-115,,
0:00.0,J. Grant misses 3-pt shot from 82 ft (block by T. Ariza),,111-115,,
0:00.0,Offensive rebound by Team,,111-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
