time,Houston,pts.away,score,pts.home,Minnesota
4:15.0,J. Harden misses 3-pt shot from 26 ft,,76-87,,
4:14.0,,,76-87,,Defensive rebound by A. Wiggins
3:55.0,,,76-89,2,G. Dieng makes 2-pt shot from 2 ft (assist by R. Rubio)
3:36.0,,,76-89,,Violation by K. Towns (kicked ball)
3:24.0,P. Beverley makes 2-pt shot from 5 ft (assist by J. Harden),2,78-89,,
2:59.0,,,78-91,2,A. Wiggins makes 2-pt shot from 18 ft (assist by K. Towns)
2:40.0,J. Harden makes 3-pt shot from 25 ft,3,81-91,,
2:20.0,,,81-93,2,K. Towns makes 2-pt shot from 5 ft (assist by A. Wiggins)
2:10.0,,,81-93,,Personal foul by A. Wiggins (drawn by J. Harden)
2:10.0,Houston full timeout,,81-93,,
2:05.0,R. Anderson makes 3-pt shot from 25 ft (assist by E. Gordon),3,84-93,,
1:37.0,,,84-93,,Offensive charge foul by K. Towns
1:37.0,,,84-93,,Turnover by K. Towns (offensive foul)
1:37.0,Houston full timeout,,84-93,,
1:37.0,,,84-93,,N. Bjelica enters the game for G. Dieng
1:27.0,T. Ariza misses 3-pt shot from 23 ft,,84-93,,
1:25.0,,,84-93,,Defensive rebound by Team
1:25.0,,,84-93,,Minnesota full timeout
1:02.0,,,84-93,,K. Towns misses 2-pt shot from 10 ft
1:01.0,Defensive rebound by E. Gordon,,84-93,,
0:56.0,E. Gordon makes 2-pt shot from 2 ft,2,86-93,,
0:45.0,,,86-93,,Turnover by K. Towns (bad pass; steal by R. Anderson)
0:38.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,89-93,,
0:38.0,,,89-93,,Minnesota full timeout
0:38.0,M. Harrell enters the game for R. Anderson,,89-93,,
0:37.0,,,89-93,,Shooting foul by M. Harrell (drawn by K. Towns)
0:37.0,,,89-94,1,K. Towns makes free throw 1 of 2
0:37.0,,,89-95,1,K. Towns makes free throw 2 of 2
0:37.0,Houston full timeout,,89-95,,
0:37.0,R. Anderson enters the game for M. Harrell,,89-94,,
0:37.0,,,89-95,,K. Dunn enters the game for N. Bjelica
0:33.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,92-95,,
0:15.0,,,92-95,,Z. LaVine misses 2-pt shot from 4 ft
0:14.0,,,92-95,,Offensive rebound by A. Wiggins
0:13.0,,,92-95,,A. Wiggins misses 2-pt shot at rim (block by J. Harden)
0:12.0,Defensive rebound by P. Beverley,,92-95,,
0:11.0,Houston full timeout,,92-95,,
0:07.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,95-95,,
0:00.0,,,95-95,,A. Wiggins misses 3-pt shot from 45 ft
0:00.0,,,95-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:49.0,,,95-95,,A. Wiggins misses 2-pt shot from 20 ft
4:48.0,Defensive rebound by J. Harden,,95-95,,
4:33.0,J. Harden makes 3-pt shot from 25 ft,3,98-95,,
4:10.0,,,98-95,,Shooting foul by P. Beverley (drawn by R. Rubio)
4:10.0,,,98-96,1,R. Rubio makes free throw 1 of 2
4:10.0,,,98-97,1,R. Rubio makes free throw 2 of 2
4:10.0,,,98-96,,N. Bjelica enters the game for G. Dieng
4:00.0,J. Harden makes 2-pt shot from 1 ft,2,100-97,,
3:47.0,,,100-97,,Turnover by K. Towns (bad pass; steal by R. Anderson)
3:32.0,R. Anderson misses 3-pt shot from 25 ft,,100-97,,
3:31.0,,,100-97,,Defensive rebound by K. Towns
3:19.0,,,100-97,,K. Towns misses 2-pt shot from 15 ft
3:18.0,Defensive rebound by J. Harden,,100-97,,
3:03.0,J. Harden makes 2-pt shot from 2 ft,2,102-97,,
3:01.0,,,102-97,,Minnesota full timeout
2:52.0,Personal foul by E. Gordon (drawn by A. Wiggins),,102-97,,
2:46.0,,,102-99,2,K. Towns makes 2-pt shot from 2 ft
2:46.0,,,102-99,,Shooting foul by P. Beverley (drawn by K. Towns)
2:46.0,,,102-99,,K. Towns misses free throw 1 of 1
2:45.0,Defensive rebound by T. Ariza,,102-99,,
2:22.0,T. Ariza misses 2-pt shot from 23 ft,,102-99,,
2:19.0,Offensive rebound by P. Beverley,,102-99,,
1:58.0,E. Gordon misses 3-pt shot from 25 ft,,102-99,,
1:57.0,,,102-99,,Defensive rebound by A. Wiggins
1:48.0,,,102-99,,A. Wiggins misses 2-pt shot from 18 ft
1:47.0,,,102-99,,Offensive rebound by K. Towns
1:45.0,,,102-99,,Shooting foul by J. Harden (drawn by K. Towns)
1:45.0,,,102-100,1,K. Towns makes free throw 1 of 2
1:45.0,,,102-101,1,K. Towns makes free throw 2 of 2
1:24.0,J. Harden misses 3-pt shot from 25 ft,,102-101,,
1:23.0,,,102-101,,Defensive rebound by K. Towns
1:10.0,Jump ball: P. Beverley vs. N. Bjelica (R. Rubio gains possession),,,,Jump ball: P. Beverley vs. N. Bjelica (R. Rubio gains possession)
0:57.0,,,102-101,,Turnover by A. Wiggins (bad pass; steal by T. Ariza)
0:44.0,E. Gordon makes 3-pt shot from 28 ft (assist by J. Harden),3,105-101,,
0:33.0,,,105-101,,Turnover by N. Bjelica (bad pass)
0:25.0,,,105-101,,Personal take foul by A. Wiggins (drawn by T. Ariza)
0:24.0,,,105-101,,Personal take foul by K. Towns (drawn by J. Harden)
0:24.0,J. Harden makes free throw 1 of 2,1,106-101,,
0:24.0,J. Harden makes free throw 2 of 2,1,107-101,,
0:24.0,,,107-101,,Minnesota full timeout
0:19.0,,,107-103,2,A. Wiggins makes 2-pt shot from 1 ft (assist by R. Rubio)
0:17.0,,,107-103,,Personal take foul by A. Wiggins (drawn by R. Anderson)
0:17.0,R. Anderson makes free throw 1 of 2,1,108-103,,
0:17.0,R. Anderson misses free throw 2 of 2,,108-103,,
0:17.0,,,108-103,,Defensive rebound by K. Towns
0:17.0,,,108-103,,Minnesota full timeout
0:17.0,M. Harrell enters the game for R. Anderson,,108-103,,
0:14.0,,,108-106,3,N. Bjelica makes 3-pt shot from 23 ft (assist by A. Wiggins)
0:10.0,,,108-106,,Personal take foul by N. Bjelica (drawn by P. Beverley)
0:10.0,P. Beverley makes free throw 1 of 2,1,109-106,,
0:10.0,P. Beverley makes free throw 2 of 2,1,110-106,,
0:06.0,,,110-109,3,Z. LaVine makes 3-pt shot from 25 ft
0:03.0,,,110-109,,Personal take foul by R. Rubio (drawn by J. Harden)
0:03.0,J. Harden misses free throw 1 of 2,,110-109,,
0:03.0,Offensive rebound by Team,,110-109,,
0:03.0,J. Harden makes free throw 2 of 2,1,111-109,,
0:01.0,,,111-109,,Turnover by Z. LaVine (step out of bounds)
0:01.0,Houston full timeout,,111-109,,
0:01.0,,,111-109,,G. Dieng enters the game for N. Bjelica
0:00.0,End of 1st overtime,,,,End of 1st overtime
