time,Golden State,pts.away,score,pts.home,Cleveland
5:23.0,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala),2,15-29,,
5:13.0,,,15-29,,Offensive foul by L. James
5:13.0,,,15-29,,Turnover by L. James (offensive foul)
5:13.0,,,15-29,,R. Jefferson enters the game for K. Love
4:55.0,K. Durant makes 3-pt shot from 26 ft,3,18-29,,
4:44.0,Personal foul by K. Durant (drawn by K. Irving),,18-29,,
4:44.0,,,18-29,,K. Irving misses free throw 1 of 2
4:44.0,,,18-29,,Offensive rebound by Team
4:44.0,,,18-30,1,K. Irving makes free throw 2 of 2
4:25.0,Shooting foul by T. Thompson (drawn by K. Durant),,18-30,,
4:25.0,K. Durant makes free throw 1 of 2,1,19-30,,
4:25.0,K. Durant makes free throw 2 of 2,1,20-30,,
4:13.0,Personal foul by A. Iguodala (drawn by L. James),,20-30,,
4:13.0,,,20-31,1,L. James makes free throw 1 of 2
4:13.0,,,20-31,,L. James misses free throw 2 of 2
4:13.0,J. McGee enters the game for D. Green,,20-31,,
4:13.0,,,20-31,,K. Love enters the game for T. Thompson
4:11.0,,,20-31,,Offensive rebound by R. Jefferson
4:01.0,Shooting block foul by K. Thompson (drawn by R. Jefferson),,20-31,,
4:01.0,,,20-31,,R. Jefferson misses free throw 1 of 2
4:01.0,,,20-31,,Offensive rebound by Team
4:01.0,,,20-31,,R. Jefferson misses free throw 2 of 2
4:01.0,S. Livingston enters the game for K. Thompson,,20-31,,
4:00.0,Defensive rebound by K. Durant,,20-31,,
3:52.0,K. Durant makes 2-pt shot from 17 ft,2,22-31,,
3:40.0,,,22-31,,J. Smith misses 3-pt shot from 22 ft
3:39.0,Defensive rebound by S. Livingston,,22-31,,
3:34.0,Shooting foul by R. Jefferson (drawn by K. Durant),,22-31,,
3:34.0,K. Durant makes free throw 1 of 3,1,23-31,,
3:34.0,K. Durant makes free throw 2 of 3,1,24-31,,
3:34.0,K. Durant makes free throw 3 of 3,1,25-31,,
3:34.0,,,24-31,,I. Shumpert enters the game for J. Smith
3:18.0,,,25-34,3,K. Irving makes 3-pt shot from 27 ft
3:02.0,K. Durant misses 2-pt shot from 16 ft,,25-34,,
3:00.0,Offensive rebound by S. Livingston,,25-34,,
2:48.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,27-34,,
2:35.0,Personal foul by A. Iguodala (drawn by R. Jefferson),,27-34,,
2:35.0,,,27-35,1,R. Jefferson makes free throw 1 of 2
2:35.0,,,27-36,1,R. Jefferson makes free throw 2 of 2
2:35.0,,,27-35,,D. Williams enters the game for K. Irving
2:21.0,S. Curry misses 3-pt shot from 25 ft,,27-36,,
2:21.0,,,27-36,,Defensive rebound by K. Love
2:21.0,Personal foul by S. Curry (drawn by I. Shumpert),,27-36,,
2:21.0,,,27-36,,I. Shumpert misses free throw 1 of 2
2:21.0,,,27-36,,Offensive rebound by Team
2:21.0,,,27-37,1,I. Shumpert makes free throw 2 of 2
2:21.0,D. Green enters the game for A. Iguodala,,27-36,,
2:05.0,S. Curry misses 2-pt shot from 5 ft,,27-37,,
2:03.0,,,27-37,,Defensive rebound by K. Love
1:56.0,,,27-37,,L. James misses 3-pt shot from 27 ft
1:56.0,Defensive rebound by Team,,27-37,,
1:56.0,Jump ball: L. James vs. J. McGee,,,,Jump ball: L. James vs. J. McGee
1:55.0,Personal foul by D. Green (drawn by I. Shumpert),,27-37,,
1:55.0,Technical foul by Team,,27-37,,
1:55.0,,,27-38,1,K. Love makes technical free throw
1:55.0,,,27-39,1,I. Shumpert makes free throw 1 of 2
1:55.0,,,27-39,,I. Shumpert misses free throw 2 of 2
1:54.0,Offensive rebound by J. McGee,,27-39,,
1:45.0,Turnover by S. Curry (lost ball; steal by K. Love),,27-39,,
1:43.0,,,27-39,,Shooting foul by J. McGee (drawn by R. Jefferson)
1:43.0,,,27-40,1,R. Jefferson makes free throw 1 of 2
1:43.0,,,27-41,1,R. Jefferson makes free throw 2 of 2
1:22.0,J. McGee makes 2-pt shot from 1 ft (assist by S. Livingston),2,29-41,,
1:08.0,,,29-44,3,K. Love makes 3-pt shot from 22 ft (assist by R. Jefferson)
1:00.0,Turnover by K. Durant (lost ball; steal by L. James),,29-44,,
0:57.0,,,29-46,2,R. Jefferson makes 2-pt shot at rim (assist by L. James)
0:57.0,,,29-46,,Violation by Team (jump ball)
0:47.0,S. Livingston makes 2-pt shot from 13 ft,2,31-46,,
0:32.0,,,31-48,2,L. James makes 2-pt shot at rim (assist by K. Love)
0:24.0,S. Curry misses 3-pt shot from 27 ft,,31-48,,
0:22.0,Offensive rebound by J. McGee,,31-48,,
0:21.0,Shooting foul by D. Williams (drawn by S. Curry),,31-48,,
0:21.0,S. Curry makes free throw 1 of 2,1,32-48,,
0:21.0,S. Curry makes free throw 2 of 2,1,33-48,,
0:21.0,,,32-48,,K. Korver enters the game for R. Jefferson
0:21.0,P. McCaw enters the game for K. Durant,,32-48,,
0:21.0,J. McAdoo enters the game for D. Green,,32-48,,
0:21.0,M. Barnes enters the game for J. McGee,,32-48,,
0:03.0,,,33-48,,Shooting foul by S. Livingston (drawn by L. James)
0:03.0,,,33-48,,L. James misses free throw 1 of 2
0:03.0,,,33-48,,Offensive rebound by Team
0:03.0,,,33-49,1,L. James makes free throw 2 of 2
0:03.0,K. Thompson enters the game for P. McCaw,,33-48,,
0:03.0,K. Durant enters the game for K. Thompson,,33-48,,
0:03.0,,,33-48,,T. Thompson enters the game for K. Love
0:03.0,,,33-48,,J. Smith enters the game for K. Korver
0:00.0,S. Curry misses 3-pt shot from 59 ft,,33-49,,
0:00.0,Offensive rebound by Team,,33-49,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. West makes 2-pt shot from 18 ft (assist by A. Iguodala),2,35-49,,
11:30.0,,,35-49,,K. Irving misses 2-pt shot from 16 ft (block by D. West)
11:29.0,Defensive rebound by K. Thompson,,35-49,,
11:22.0,,,35-49,,K. Love enters the game for I. Shumpert
11:17.0,K. Thompson misses 3-pt shot from 23 ft,,35-49,,
11:17.0,,,35-49,,Defensive rebound by K. Irving
11:07.0,,,35-51,2,K. Irving makes 2-pt shot at rim
10:57.0,I. Clark misses 3-pt shot from 25 ft,,35-51,,
10:57.0,,,35-51,,Defensive rebound by Team
10:47.0,,,35-54,3,K. Irving makes 3-pt shot from 28 ft
10:36.0,D. Green misses 3-pt shot from 26 ft,,35-54,,
10:34.0,Offensive rebound by D. Green,,35-54,,
10:23.0,I. Clark makes 2-pt shot from 13 ft (assist by D. Green),2,37-54,,
10:10.0,Personal foul by I. Clark (drawn by K. Love),,37-54,,
10:03.0,,,37-54,,Turnover by K. Irving (lost ball)
9:51.0,Turnover by A. Iguodala (bad pass),,37-54,,
9:42.0,,,37-54,,K. Korver misses 3-pt shot from 23 ft
9:42.0,Defensive rebound by K. Thompson,,37-54,,
9:32.0,D. Green misses 2-pt shot from 5 ft,,37-54,,
9:31.0,,,37-54,,Defensive rebound by Team
9:11.0,,,37-54,,Turnover by K. Korver (lost ball)
9:11.0,K. Durant enters the game for I. Clark,,37-54,,
8:58.0,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant),3,40-54,,
8:47.0,,,40-54,,K. Love misses 2-pt shot at rim
8:46.0,,,40-54,,Offensive rebound by K. Love
8:46.0,,,40-54,,K. Love misses 2-pt shot from 1 ft (block by A. Iguodala)
8:46.0,,,40-54,,Offensive rebound by K. Love
8:45.0,,,40-54,,K. Love misses 2-pt shot from 1 ft (block by A. Iguodala)
8:42.0,Defensive rebound by D. Green,,40-54,,
8:39.0,K. Durant makes 2-pt shot from 15 ft (assist by D. Green),2,42-54,,
8:39.0,Shooting foul by K. Korver (drawn by K. Durant),,42-54,,
8:39.0,Official timeout,,42-54,,
8:39.0,K. Durant makes free throw 1 of 1,1,43-54,,
8:39.0,,,42-54,,J. Smith enters the game for K. Love
8:39.0,,,42-54,,L. James enters the game for D. Williams
8:25.0,,,43-57,3,L. James makes 3-pt shot from 27 ft (assist by K. Irving)
7:58.0,D. West misses 2-pt shot from 14 ft,,43-57,,
7:58.0,Offensive rebound by Team,,43-57,,
7:58.0,,,43-57,,Loose ball foul by K. Korver (drawn by D. Green)
7:58.0,,,43-57,,R. Jefferson enters the game for K. Korver
7:54.0,D. West makes 2-pt shot from 2 ft (assist by K. Thompson),2,45-57,,
7:54.0,Shooting foul by J. Smith (drawn by D. West),,45-57,,
7:54.0,D. West misses free throw 1 of 1,,45-57,,
7:53.0,,,45-57,,Defensive rebound by L. James
7:26.0,,,45-60,3,J. Smith makes 3-pt shot from 30 ft (assist by L. James)
7:19.0,Turnover by D. West (offensive foul),,45-60,,
7:19.0,Offensive foul by D. West,,45-60,,
7:19.0,,,45-60,,Technical foul by D. Jones
7:19.0,S. Curry makes technical free throw,1,46-60,,
7:19.0,S. Curry enters the game for A. Iguodala,,45-60,,
7:19.0,S. Livingston enters the game for K. Thompson,,45-60,,
7:04.0,Personal foul by D. West (drawn by L. James),,46-60,,
6:55.0,,,46-62,2,L. James makes 2-pt shot at rim
6:39.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,49-62,,
6:28.0,,,49-64,2,K. Irving makes 2-pt shot from 13 ft
6:17.0,D. Green misses 3-pt shot from 25 ft,,49-64,,
6:16.0,,,49-64,,Defensive rebound by J. Smith
5:59.0,,,49-67,3,K. Irving makes 3-pt shot from 25 ft (assist by T. Thompson)
5:45.0,Turnover by S. Curry (lost ball; steal by K. Irving),,49-67,,
5:38.0,,,49-69,2,L. James makes 2-pt shot from 7 ft (assist by K. Irving)
5:38.0,Golden State full timeout,,49-69,,
5:38.0,K. Thompson enters the game for D. West,,49-69,,
5:21.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,51-69,,
5:06.0,,,51-69,,R. Jefferson misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by K. Durant,,51-69,,
4:49.0,S. Livingston makes 2-pt shot from 12 ft,2,53-69,,
4:34.0,,,53-71,2,K. Irving makes 2-pt shot from 5 ft
4:23.0,S. Curry misses 2-pt shot from 10 ft,,53-71,,
4:22.0,Offensive rebound by D. Green,,53-71,,
4:22.0,D. Green makes 2-pt shot at rim,2,55-71,,
4:02.0,,,55-73,2,K. Irving makes 2-pt shot from 9 ft (assist by J. Smith)
3:50.0,K. Durant misses 2-pt shot from 10 ft,,55-73,,
3:48.0,,,55-73,,Defensive rebound by T. Thompson
3:27.0,,,55-73,,L. James misses 3-pt shot from 27 ft
3:27.0,Defensive rebound by D. Green,,55-73,,
3:26.0,,,55-73,,K. Love enters the game for T. Thompson
3:26.0,,,55-73,,Cleveland full timeout
3:13.0,,,55-73,,Personal foul by J. Smith
3:05.0,S. Livingston makes 2-pt shot at rim (assist by S. Curry),2,57-73,,
2:46.0,,,57-73,,Turnover by K. Love (bad pass; steal by D. Green)
2:34.0,Turnover by D. Green (bad pass; steal by K. Love),,57-73,,
2:31.0,,,57-75,2,L. James makes 2-pt shot at rim (assist by K. Irving)
2:31.0,,,57-75,,Shooting foul by K. Thompson (drawn by L. James)
2:31.0,,,57-76,1,L. James makes free throw 1 of 1
2:23.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,59-76,,
2:05.0,,,59-76,,Shooting foul by K. Durant (drawn by L. James)
2:05.0,,,59-76,,L. James misses free throw 1 of 2
2:05.0,,,59-76,,Offensive rebound by Team
2:05.0,,,59-77,1,L. James makes free throw 2 of 2
2:05.0,A. Iguodala enters the game for K. Thompson,,59-76,,
2:05.0,,,59-76,,I. Shumpert enters the game for J. Smith
1:56.0,,,59-77,,Personal foul by R. Jefferson (drawn by K. Durant)
1:56.0,K. Durant makes free throw 1 of 2,1,60-77,,
1:56.0,K. Durant makes free throw 2 of 2,1,61-77,,
1:37.0,,,61-80,3,L. James makes 3-pt shot from 25 ft (assist by K. Irving)
1:21.0,S. Livingston misses 2-pt shot from 14 ft,,61-80,,
1:20.0,Offensive rebound by D. Green,,61-80,,
1:19.0,,,61-80,,Personal foul by I. Shumpert (drawn by A. Iguodala)
1:19.0,A. Iguodala misses free throw 1 of 2,,61-80,,
1:19.0,Offensive rebound by Team,,61-80,,
1:19.0,A. Iguodala misses free throw 2 of 2,,61-80,,
1:19.0,,,61-80,,T. Thompson enters the game for R. Jefferson
1:18.0,,,61-80,,Defensive rebound by L. James
1:07.0,,,61-82,2,K. Irving makes 2-pt shot from 1 ft
1:07.0,,,61-82,,Shooting foul by A. Iguodala (drawn by K. Irving)
1:07.0,,,61-83,1,K. Irving makes free throw 1 of 1
0:58.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,63-83,,
0:46.0,,,63-83,,K. Irving misses 3-pt shot from 28 ft
0:45.0,Defensive rebound by S. Curry,,63-83,,
0:34.0,S. Livingston makes 2-pt shot at rim (assist by K. Durant),2,65-83,,
0:15.0,,,65-86,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
0:00.0,K. Durant makes 3-pt shot from 27 ft,3,68-86,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,S. Curry makes 2-pt shot from 14 ft,2,70-86,,
11:25.0,,,70-86,,L. James misses 2-pt shot from 11 ft
11:23.0,Defensive rebound by D. Green,,70-86,,
11:15.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,72-86,,
11:15.0,,,72-86,,Cleveland full timeout
10:58.0,,,72-86,,K. Irving misses 2-pt shot from 16 ft
10:56.0,,,72-86,,Offensive rebound by K. Irving
10:53.0,,,72-89,3,K. Irving makes 3-pt shot from 25 ft
10:31.0,K. Durant misses 3-pt shot from 24 ft,,72-89,,
10:30.0,,,72-89,,Defensive rebound by T. Thompson
10:13.0,,,72-92,3,K. Love makes 3-pt shot from 25 ft (assist by T. Thompson)
10:02.0,Shooting foul by K. Love (drawn by D. Green),,72-92,,
10:02.0,D. Green misses free throw 1 of 2,,72-92,,
10:02.0,Offensive rebound by Team,,72-92,,
10:02.0,D. Green makes free throw 2 of 2,1,73-92,,
9:50.0,,,73-94,2,L. James makes 2-pt shot from 2 ft
9:37.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry),2,75-94,,
9:19.0,,,75-94,,Turnover by L. James (bad pass; steal by S. Curry)
9:12.0,K. Durant misses 3-pt shot from 25 ft,,75-94,,
9:11.0,,,75-94,,Defensive rebound by K. Love
9:03.0,,,75-96,2,L. James makes 2-pt shot at rim
8:50.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,77-96,,
8:27.0,,,77-96,,K. Irving misses 2-pt shot from 19 ft
8:27.0,Defensive rebound by D. Green,,77-96,,
8:25.0,,,77-96,,Personal foul by L. James (drawn by S. Curry)
8:15.0,Turnover by K. Thompson (bad pass; steal by K. Love),,77-96,,
8:12.0,,,77-96,,L. James misses 2-pt shot from 1 ft (block by K. Durant)
8:12.0,Defensive rebound by D. Green,,77-96,,
8:07.0,,,77-96,,Personal foul by J. Smith
8:04.0,K. Thompson makes 3-pt shot from 28 ft (assist by K. Durant),3,80-96,,
7:45.0,,,80-96,,K. Irving misses 3-pt shot from 24 ft
7:45.0,,,80-96,,Offensive rebound by Team
7:45.0,Loose ball foul by Z. Pachulia (drawn by L. James),,80-96,,
7:35.0,,,80-99,3,K. Love makes 3-pt shot from 23 ft (assist by T. Thompson)
7:26.0,,,80-99,,Flagrant foul type 1 by K. Love (drawn by K. Durant)
7:26.0,,,80-99,,Technical foul by L. James
7:26.0,Technical foul by K. Durant,,80-99,,
7:26.0,K. Durant makes flagrant free throw 1 of 2,1,81-99,,
7:26.0,K. Durant misses flagrant free throw 2 of 2,,81-99,,
7:26.0,Offensive rebound by Team,,81-99,,
7:14.0,D. Green makes 2-pt shot from 4 ft,2,83-99,,
6:55.0,,,83-99,,K. Love misses 3-pt shot from 24 ft
6:54.0,Defensive rebound by S. Curry,,83-99,,
6:46.0,D. Green misses 2-pt shot from 1 ft,,83-99,,
6:46.0,,,83-99,,Defensive rebound by T. Thompson
6:39.0,,,83-99,,J. Smith misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by D. Green,,83-99,,
6:33.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,85-99,,
6:18.0,Personal foul by D. Green (drawn by K. Love),,85-99,,
6:18.0,Technical foul by D. Green (drawn by K. Love),,85-99,,
6:18.0,,,85-100,1,K. Irving makes technical free throw
6:01.0,,,85-100,,Turnover by T. Thompson (lost ball; steal by S. Curry)
5:55.0,K. Thompson misses 3-pt shot from 26 ft,,85-100,,
5:53.0,,,85-100,,Defensive rebound by L. James
5:38.0,,,85-103,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
5:21.0,K. Thompson misses 3-pt shot from 24 ft,,85-103,,
5:20.0,Offensive rebound by Z. Pachulia,,85-103,,
5:12.0,K. Durant misses 2-pt shot from 2 ft,,85-103,,
5:10.0,Offensive rebound by K. Durant,,85-103,,
5:08.0,K. Durant misses 2-pt shot from 3 ft (block by K. Love),,85-103,,
5:04.0,Offensive rebound by K. Durant,,85-103,,
5:02.0,K. Durant makes 2-pt shot from 1 ft,2,87-103,,
4:45.0,,,87-103,,Turnover by T. Thompson (lost ball)
4:20.0,K. Durant misses 2-pt shot from 11 ft,,87-103,,
4:17.0,Offensive rebound by D. Green,,87-103,,
4:17.0,D. Green misses 2-pt shot at rim,,87-103,,
4:15.0,,,87-103,,Defensive rebound by K. Irving
4:02.0,,,87-103,,Shooting foul by D. Green (drawn by T. Thompson)
4:02.0,,,87-103,,T. Thompson misses free throw 1 of 2
4:02.0,,,87-103,,Offensive rebound by Team
4:02.0,,,87-104,1,T. Thompson makes free throw 2 of 2
4:02.0,,,87-103,,R. Jefferson enters the game for K. Love
4:02.0,A. Iguodala enters the game for D. Green,,87-103,,
3:38.0,Shooting foul by T. Thompson (drawn by K. Durant),,87-104,,
3:38.0,K. Durant makes free throw 1 of 2,1,88-104,,
3:38.0,K. Durant makes free throw 2 of 2,1,89-104,,
3:38.0,,,88-104,,I. Shumpert enters the game for J. Smith
3:38.0,S. Livingston enters the game for K. Thompson,,88-104,,
3:15.0,,,89-104,,L. James misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by S. Curry,,89-104,,
3:09.0,S. Curry makes 2-pt shot from 2 ft,2,91-104,,
2:49.0,,,91-104,,Turnover by K. Irving (lost ball)
2:49.0,Golden State full timeout,,91-104,,
2:49.0,,,91-104,,K. Korver enters the game for T. Thompson
2:38.0,,,91-104,,Personal foul by I. Shumpert (drawn by S. Curry)
2:38.0,S. Curry misses free throw 1 of 2,,91-104,,
2:38.0,Offensive rebound by Team,,91-104,,
2:38.0,S. Curry makes free throw 2 of 2,1,92-104,,
2:38.0,,,91-104,,D. Williams enters the game for K. Irving
2:18.0,,,92-106,2,D. Williams makes 2-pt shot from 1 ft (assist by I. Shumpert)
1:56.0,S. Livingston misses 2-pt shot from 11 ft,,92-106,,
1:56.0,Offensive rebound by Team,,92-106,,
1:56.0,,,92-106,,Personal foul by K. Korver (drawn by Z. Pachulia)
1:56.0,Z. Pachulia makes free throw 1 of 2,1,93-106,,
1:56.0,Z. Pachulia misses free throw 2 of 2,,93-106,,
1:55.0,,,93-106,,Defensive rebound by I. Shumpert
1:33.0,,,93-109,3,K. Korver makes 3-pt shot from 26 ft (assist by I. Shumpert)
1:16.0,K. Durant misses 3-pt shot from 26 ft,,93-109,,
1:15.0,Offensive rebound by Z. Pachulia,,93-109,,
1:10.0,,,93-109,,Technical foul by I. Shumpert
1:10.0,Technical foul by Z. Pachulia,,93-109,,
1:08.0,Jump ball: K. Korver vs. Z. Pachulia (S. Curry gains possession),,,,Jump ball: K. Korver vs. Z. Pachulia (S. Curry gains possession)
1:04.0,K. Durant misses 3-pt shot from 27 ft (block by R. Jefferson),,93-109,,
1:03.0,Offensive rebound by S. Curry,,93-109,,
0:54.0,S. Curry misses 3-pt shot from 26 ft,,93-109,,
0:51.0,,,93-109,,Defensive rebound by Team
0:51.0,P. McCaw enters the game for Z. Pachulia,,93-109,,
0:33.0,,,93-112,3,D. Williams makes 3-pt shot from 26 ft (assist by I. Shumpert)
0:12.0,S. Curry makes 3-pt shot from 27 ft,3,96-112,,
0:03.0,,,96-115,3,L. James makes 3-pt shot from 25 ft
0:00.0,K. Durant misses 3-pt shot from 59 ft,,96-115,,
0:00.0,Offensive rebound by Team,,96-115,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,96-115,,Turnover by D. Williams (lost ball; steal by D. Green)
11:48.0,Turnover by D. Green (bad pass),,96-115,,
11:29.0,,,96-115,,K. Irving misses 2-pt shot from 5 ft
11:27.0,Defensive rebound by D. West,,96-115,,
11:21.0,P. McCaw makes 3-pt shot from 24 ft (assist by K. Thompson),3,99-115,,
11:08.0,,,99-115,,K. Irving misses 2-pt shot from 14 ft
11:05.0,Defensive rebound by A. Iguodala,,99-115,,
10:56.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,102-115,,
10:55.0,,,102-115,,Cleveland full timeout
10:32.0,,,102-115,,D. Williams misses 3-pt shot from 26 ft
10:31.0,Defensive rebound by P. McCaw,,102-115,,
10:24.0,K. Thompson misses 3-pt shot from 25 ft,,102-115,,
10:23.0,Offensive rebound by Team,,102-115,,
10:23.0,,,102-115,,L. James enters the game for D. Williams
10:10.0,K. Thompson misses 3-pt shot from 27 ft (block by K. Korver),,102-115,,
10:08.0,Offensive rebound by P. McCaw,,102-115,,
10:01.0,D. Green misses 3-pt shot from 26 ft,,102-115,,
10:01.0,,,102-115,,Defensive rebound by K. Irving
9:50.0,,,102-115,,K. Love misses 2-pt shot from 1 ft
9:48.0,Defensive rebound by D. Green,,102-115,,
9:41.0,P. McCaw misses 2-pt shot from 18 ft,,102-115,,
9:39.0,Offensive rebound by D. West,,102-115,,
9:39.0,D. West makes 2-pt shot from 1 ft,2,104-115,,
9:24.0,,,104-118,3,K. Irving makes 3-pt shot from 25 ft
8:56.0,A. Iguodala misses 2-pt shot from 18 ft,,104-118,,
8:56.0,,,104-118,,Defensive rebound by K. Korver
8:42.0,,,104-120,2,K. Irving makes 2-pt shot from 6 ft
8:42.0,Golden State full timeout,,104-120,,
8:42.0,S. Curry enters the game for A. Iguodala,,104-120,,
8:42.0,K. Durant enters the game for P. McCaw,,104-120,,
8:42.0,S. Livingston enters the game for D. West,,104-120,,
8:42.0,,,104-120,,R. Jefferson enters the game for K. Love
8:28.0,K. Durant misses 2-pt shot from 9 ft,,104-120,,
8:26.0,,,104-120,,Defensive rebound by R. Jefferson
8:23.0,,,104-120,,Turnover by K. Irving (bad pass)
7:58.0,S. Curry misses 3-pt shot from 26 ft,,104-120,,
7:58.0,,,104-120,,Defensive rebound by L. James
7:44.0,,,104-122,2,R. Jefferson makes 2-pt shot from 1 ft (assist by L. James)
7:27.0,Shooting foul by K. Irving (drawn by K. Thompson),,104-122,,
7:27.0,K. Thompson makes free throw 1 of 2,1,105-122,,
7:27.0,K. Thompson misses free throw 2 of 2,,105-122,,
7:27.0,,,105-122,,J. Smith enters the game for K. Korver
