time,San Antonio,pts.away,score,pts.home,Golden State
1:28.0,,,55-44,,K. Durant misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by M. Ginobili,,55-44,,
1:21.0,,,55-44,,Violation by D. Green (kicked ball)
1:15.0,M. Ginobili misses 3-pt shot from 24 ft,,55-44,,
1:14.0,Offensive rebound by L. Aldridge,,55-44,,
1:02.0,L. Aldridge makes 2-pt shot at rim (assist by K. Leonard),2,57-44,,
0:47.0,,,57-44,,K. Durant misses 2-pt shot from 2 ft
0:47.0,Defensive rebound by L. Aldridge,,57-44,,
0:42.0,P. Mills makes 2-pt shot from 1 ft,2,59-44,,
0:42.0,,,59-44,,Golden State full timeout
0:33.0,,,59-44,,Turnover by S. Curry (bad pass)
0:20.0,K. Leonard makes 2-pt shot from 10 ft (assist by M. Ginobili),2,61-44,,
0:06.0,,,61-46,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
0:01.0,J. Simmons makes 3-pt shot from 26 ft (assist by P. Mills),3,64-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,64-48,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Thompson)
11:29.0,K. Leonard misses 3-pt shot from 27 ft,,64-48,,
11:29.0,,,64-48,,Defensive rebound by K. Thompson
11:18.0,,,64-48,,K. Durant misses 2-pt shot from 7 ft
11:16.0,,,64-48,,Offensive rebound by D. Green
11:16.0,,,64-50,2,D. Green makes 2-pt shot from 1 ft
10:50.0,T. Parker misses 2-pt shot from 7 ft,,64-50,,
10:50.0,,,64-50,,Defensive rebound by Z. Pachulia
10:41.0,,,64-52,2,K. Durant makes 2-pt shot from 2 ft (assist by D. Green)
10:41.0,San Antonio full timeout,,64-52,,
10:31.0,K. Leonard misses 2-pt shot from 14 ft,,64-52,,
10:27.0,Offensive rebound by K. Leonard,,64-52,,
10:27.0,K. Leonard makes 2-pt shot from 2 ft,2,66-52,,
10:12.0,,,66-54,2,K. Thompson makes 2-pt shot from 18 ft (assist by K. Durant)
9:44.0,T. Parker makes 2-pt shot from 2 ft,2,68-54,,
9:26.0,,,68-56,2,K. Thompson makes 2-pt shot from 4 ft
9:12.0,,,68-56,,Personal foul by K. Durant (drawn by K. Anderson)
9:12.0,J. Simmons enters the game for P. Gasol,,68-56,,
9:12.0,D. Dedmon enters the game for K. Anderson,,68-56,,
9:01.0,Turnover by J. Simmons (lost ball; steal by D. Green),,68-56,,
8:56.0,,,68-58,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
8:56.0,,,68-58,,Technical foul by D. Green
8:56.0,K. Leonard makes technical free throw,1,69-58,,
8:48.0,T. Parker makes 2-pt shot from 9 ft,2,71-58,,
8:36.0,,,71-58,,S. Curry misses 3-pt shot from 31 ft
8:35.0,,,71-58,,Offensive rebound by D. Green
8:35.0,,,71-58,,D. Green misses 2-pt shot from 1 ft (block by D. Dedmon)
8:33.0,,,71-58,,Offensive rebound by D. Green
8:31.0,,,71-58,,K. Thompson misses 3-pt shot from 26 ft
8:31.0,,,71-58,,Offensive rebound by Z. Pachulia
8:31.0,Personal foul by T. Parker (drawn by Z. Pachulia),,71-58,,
8:19.0,,,71-58,,K. Durant misses 2-pt shot from 9 ft (block by D. Dedmon)
8:17.0,Defensive rebound by D. Dedmon,,71-58,,
8:04.0,L. Aldridge makes 2-pt shot from 21 ft,2,73-58,,
7:57.0,Personal foul by D. Dedmon (drawn by Z. Pachulia),,73-58,,
7:47.0,,,73-61,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
7:29.0,K. Leonard misses 2-pt shot from 8 ft,,73-61,,
7:28.0,Offensive rebound by L. Aldridge,,73-61,,
7:28.0,L. Aldridge makes 2-pt shot from 2 ft,2,75-61,,
7:16.0,,,75-64,3,D. Green makes 3-pt shot from 24 ft (assist by K. Thompson)
7:02.0,T. Parker misses 3-pt shot from 23 ft,,75-64,,
7:02.0,,,75-64,,Defensive rebound by D. Green
6:49.0,,,75-64,,K. Durant misses 2-pt shot from 7 ft
6:48.0,Defensive rebound by J. Simmons,,75-64,,
6:41.0,K. Leonard misses 3-pt shot from 26 ft,,75-64,,
6:41.0,Offensive rebound by L. Aldridge,,75-64,,
6:41.0,,,75-64,,Personal foul by K. Thompson (drawn by L. Aldridge)
6:25.0,L. Aldridge makes 3-pt shot from 23 ft (assist by T. Parker),3,78-64,,
6:11.0,,,78-64,,D. Green misses 3-pt shot from 28 ft
6:10.0,Defensive rebound by Team,,78-64,,
5:54.0,K. Leonard makes 2-pt shot from 10 ft (assist by J. Simmons),2,80-64,,
5:51.0,,,80-64,,Golden State full timeout
5:51.0,,,80-64,,A. Iguodala enters the game for K. Durant
5:40.0,,,80-64,,Turnover by Z. Pachulia (bad pass; steal by K. Leonard)
5:28.0,,,80-64,,Personal foul by A. Iguodala (drawn by K. Leonard)
5:28.0,,,80-64,,D. West enters the game for Z. Pachulia
5:16.0,L. Aldridge misses 2-pt shot from 13 ft,,80-64,,
5:16.0,,,80-64,,Defensive rebound by S. Curry
5:08.0,,,80-64,,S. Curry misses 3-pt shot from 30 ft
5:06.0,,,80-64,,Offensive rebound by D. Green
5:06.0,,,80-64,,D. Green misses 2-pt shot from 2 ft
4:57.0,,,80-64,,Offensive rebound by D. Green
4:55.0,,,80-64,,Turnover by K. Thompson (bad pass; steal by L. Aldridge)
4:39.0,Turnover by T. Parker (bad pass; steal by A. Iguodala),,80-64,,
4:34.0,,,80-64,,S. Curry misses 2-pt shot from 1 ft (block by J. Simmons)
4:32.0,Defensive rebound by K. Leonard,,80-64,,
4:25.0,T. Parker misses 2-pt shot from 11 ft (block by D. West),,80-64,,
4:23.0,Offensive rebound by L. Aldridge,,80-64,,
4:23.0,L. Aldridge misses 2-pt shot from 2 ft (block by D. Green),,80-64,,
4:23.0,Offensive rebound by L. Aldridge,,80-64,,
4:23.0,Shooting foul by K. Thompson (drawn by L. Aldridge),,80-64,,
4:23.0,L. Aldridge makes free throw 1 of 2,1,81-64,,
4:23.0,L. Aldridge makes free throw 2 of 2,1,82-64,,
4:23.0,D. Lee enters the game for D. Dedmon,,81-64,,
4:23.0,P. Mills enters the game for T. Parker,,81-64,,
4:23.0,,,81-64,,P. McCaw enters the game for K. Thompson
4:06.0,,,82-64,,S. Curry misses 3-pt shot from 23 ft
4:05.0,,,82-64,,Offensive rebound by D. West
4:04.0,,,82-64,,D. West misses 2-pt shot from 3 ft
4:02.0,Defensive rebound by Team,,82-64,,
4:02.0,M. Ginobili enters the game for K. Leonard,,82-64,,
3:47.0,,,82-64,,Personal foul by D. Green (drawn by L. Aldridge)
3:47.0,L. Aldridge makes free throw 1 of 2,1,83-64,,
3:47.0,L. Aldridge makes free throw 2 of 2,1,84-64,,
3:35.0,,,84-66,2,S. Curry makes 2-pt shot from 1 ft (assist by P. McCaw)
3:17.0,L. Aldridge makes 2-pt shot from 9 ft (assist by P. Mills),2,86-66,,
3:02.0,,,86-69,3,D. Green makes 3-pt shot from 25 ft (assist by P. McCaw)
3:02.0,,,86-69,,Personal foul by D. West (drawn by J. Simmons)
3:02.0,J. Simmons misses free throw 1 of 2,,86-69,,
3:02.0,Offensive rebound by Team,,86-69,,
3:02.0,J. Simmons makes free throw 2 of 2,1,87-69,,
3:02.0,,,86-69,,K. Durant enters the game for D. Green
2:46.0,,,87-69,,P. McCaw misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by M. Ginobili,,87-69,,
2:23.0,J. Simmons misses 2-pt shot from 2 ft,,87-69,,
2:23.0,,,87-69,,Defensive rebound by Team
2:23.0,P. Gasol enters the game for L. Aldridge,,87-69,,
2:07.0,,,87-71,2,K. Durant makes 2-pt shot from 22 ft
1:52.0,M. Ginobili misses 3-pt shot from 25 ft,,87-71,,
1:52.0,,,87-71,,Defensive rebound by K. Durant
1:43.0,,,87-71,,P. McCaw misses 3-pt shot from 27 ft
1:41.0,Defensive rebound by D. Lee,,87-71,,
1:33.0,P. Gasol misses 2-pt shot from 10 ft,,87-71,,
1:32.0,,,87-71,,Defensive rebound by D. West
1:29.0,,,87-71,,Turnover by D. West (bad pass; steal by P. Mills)
1:24.0,D. Lee makes 2-pt shot from 2 ft (assist by P. Mills),2,89-71,,
1:16.0,,,89-73,2,S. Curry makes 2-pt shot from 2 ft
1:16.0,,,89-73,,Shooting foul by P. Gasol (drawn by S. Curry)
1:16.0,,,89-73,,S. Curry misses free throw 1 of 1
1:16.0,K. Anderson enters the game for J. Simmons,,89-73,,
1:16.0,K. Leonard enters the game for K. Anderson,,89-73,,
1:11.0,Defensive rebound by K. Leonard,,89-73,,
1:00.0,K. Leonard makes 2-pt shot from 19 ft,2,91-73,,
0:51.0,,,91-75,2,S. Curry makes 2-pt shot from 22 ft
0:37.0,,,91-75,,Personal foul by A. Iguodala (drawn by K. Leonard)
0:37.0,K. Leonard makes free throw 1 of 2,1,92-75,,
0:37.0,K. Leonard makes free throw 2 of 2,1,93-75,,
0:37.0,,,91-75,,I. Clark enters the game for P. McCaw
0:37.0,K. Anderson enters the game for P. Gasol,,91-75,,
0:33.0,,,93-75,,Turnover by S. Curry (lost ball; steal by K. Leonard)
0:30.0,K. Leonard makes 2-pt shot at rim,2,95-75,,
0:29.0,,,95-75,,Turnover by D. West (bad pass; steal by P. Mills)
0:11.0,K. Leonard makes 2-pt shot from 17 ft,2,97-75,,
0:06.0,,,97-77,2,I. Clark makes 2-pt shot from 8 ft (assist by S. Curry)
0:01.0,P. Mills misses 2-pt shot from 6 ft,,97-77,,
0:00.0,Offensive rebound by Team,,97-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili),3,100-77,,
11:43.0,Personal foul by P. Mills,,100-77,,
11:27.0,,,100-79,2,K. Durant makes 2-pt shot from 10 ft
11:21.0,K. Leonard makes 2-pt shot from 9 ft,2,102-79,,
11:16.0,Personal foul by M. Ginobili (drawn by A. Varejao),,102-79,,
11:04.0,,,102-81,2,I. Clark makes 2-pt shot from 11 ft
11:04.0,,,102-81,,Violation by Team (jump ball)
10:43.0,M. Ginobili misses 2-pt shot from 2 ft,,102-81,,
10:42.0,Offensive rebound by D. Lee,,102-81,,
10:39.0,M. Ginobili makes 2-pt shot from 2 ft (assist by D. Lee),2,104-81,,
10:26.0,,,104-81,,Shooting foul by D. Lee (drawn by A. Varejao)
10:26.0,,,104-81,,A. Varejao misses free throw 1 of 2
10:26.0,,,104-81,,Offensive rebound by Team
10:26.0,,,104-82,1,A. Varejao makes free throw 2 of 2
10:26.0,L. Aldridge enters the game for D. Lee,,104-81,,
10:08.0,P. Mills makes 3-pt shot from 24 ft (assist by K. Leonard),3,107-82,,
9:56.0,,,107-82,,K. Thompson misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by Team,,107-82,,
9:56.0,,,107-82,,Loose ball foul by A. Varejao (drawn by K. Leonard)
9:56.0,J. Simmons enters the game for M. Ginobili,,107-82,,
9:41.0,P. Mills misses 3-pt shot from 25 ft,,107-82,,
9:41.0,Offensive rebound by L. Aldridge,,107-82,,
9:41.0,Shooting foul by A. Varejao (drawn by L. Aldridge),,107-82,,
9:41.0,L. Aldridge makes free throw 1 of 2,1,108-82,,
9:41.0,L. Aldridge misses free throw 2 of 2,,108-82,,
9:39.0,Offensive rebound by K. Anderson,,108-82,,
9:31.0,Shooting foul by A. Varejao (drawn by K. Leonard),,108-82,,
9:31.0,K. Leonard makes free throw 1 of 2,1,109-82,,
9:31.0,K. Leonard makes free throw 2 of 2,1,110-82,,
9:15.0,,,110-82,,I. Clark misses 3-pt shot from 26 ft
9:15.0,Defensive rebound by L. Aldridge,,110-82,,
8:52.0,J. Simmons misses 3-pt shot from 27 ft (block by I. Clark),,110-82,,
8:50.0,Offensive rebound by Team,,110-82,,
8:50.0,Turnover by Team (shot clock),,110-82,,
8:50.0,Official timeout,,110-82,,
8:50.0,,,110-82,,D. Green enters the game for I. Clark
8:50.0,,,110-82,,S. Curry enters the game for A. Varejao
8:50.0,T. Parker enters the game for P. Mills,,110-82,,
8:40.0,,,110-82,,Turnover by D. Green (bad pass; steal by K. Leonard)
8:31.0,Turnover by L. Aldridge (bad pass; steal by D. Green),,110-82,,
8:31.0,Personal foul by L. Aldridge (drawn by D. Green),,110-82,,
8:16.0,,,110-84,2,K. Durant makes 2-pt shot from 6 ft
8:16.0,,,110-84,,Shooting foul by J. Simmons (drawn by K. Durant)
8:16.0,,,110-85,1,K. Durant makes free throw 1 of 1
7:55.0,K. Leonard misses 2-pt shot from 21 ft,,110-85,,
7:54.0,,,110-85,,Defensive rebound by D. Green
7:46.0,,,110-87,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
7:46.0,San Antonio full timeout,,110-87,,
7:29.0,J. Simmons makes 2-pt shot from 2 ft,2,112-87,,
7:29.0,Shooting foul by K. Thompson (drawn by J. Simmons),,112-87,,
7:29.0,J. Simmons misses free throw 1 of 1,,112-87,,
7:27.0,,,112-87,,Defensive rebound by D. Green
7:21.0,Personal foul by T. Parker (drawn by D. Green),,112-87,,
7:21.0,,,112-88,1,D. Green makes free throw 1 of 2
7:21.0,,,112-89,1,D. Green makes free throw 2 of 2
7:21.0,M. Ginobili enters the game for K. Leonard,,112-88,,
6:59.0,T. Parker makes 3-pt shot from 25 ft (assist by J. Simmons),3,115-89,,
