time,San Antonio,pts.away,score,pts.home,Golden State
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: P. Gasol vs. Z. Pachulia (L. Aldridge gains possession),,,,Jump ball: P. Gasol vs. Z. Pachulia (L. Aldridge gains possession)
11:36.0,L. Aldridge misses 2-pt shot from 19 ft,,0-0,,
11:36.0,,,0-0,,Defensive rebound by K. Durant
11:21.0,,,0-0,,D. Green misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by T. Parker,,0-0,,
11:11.0,T. Parker makes 2-pt shot from 1 ft,2,2-0,,
10:55.0,,,2-2,2,K. Durant makes 2-pt shot from 15 ft (assist by Z. Pachulia)
10:26.0,L. Aldridge makes 2-pt shot from 5 ft,2,4-2,,
10:20.0,,,4-2,,K. Thompson misses 2-pt shot from 2 ft
10:19.0,Defensive rebound by P. Gasol,,4-2,,
10:06.0,P. Gasol makes 2-pt shot from 19 ft (assist by T. Parker),2,6-2,,
9:52.0,,,6-2,,Turnover by Z. Pachulia (bad pass; steal by K. Leonard)
9:41.0,K. Leonard misses 3-pt shot from 25 ft,,6-2,,
9:41.0,,,6-2,,Defensive rebound by K. Durant
9:28.0,,,6-2,,D. Green misses 2-pt shot from 2 ft
9:28.0,Defensive rebound by L. Aldridge,,6-2,,
9:11.0,P. Gasol misses 2-pt shot from 18 ft,,6-2,,
9:10.0,,,6-2,,Defensive rebound by D. Green
9:02.0,,,6-2,,S. Curry misses 3-pt shot from 29 ft
9:01.0,Defensive rebound by P. Gasol,,6-2,,
8:40.0,L. Aldridge makes 2-pt shot from 6 ft (assist by P. Gasol),2,8-2,,
8:32.0,,,8-2,,Shooting foul by P. Gasol (drawn by S. Curry)
8:32.0,,,8-3,1,S. Curry makes free throw 1 of 2
8:32.0,,,8-4,1,S. Curry makes free throw 2 of 2
8:19.0,K. Leonard makes 2-pt shot from 2 ft (assist by T. Parker),2,10-4,,
8:06.0,,,10-7,3,S. Curry makes 3-pt shot from 26 ft
8:06.0,San Antonio full timeout,,10-7,,
7:44.0,T. Parker misses 2-pt shot from 20 ft,,10-7,,
7:44.0,,,10-7,,Defensive rebound by K. Durant
7:26.0,,,10-7,,K. Thompson misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by L. Aldridge,,10-7,,
7:14.0,Turnover by K. Leonard (bad pass; steal by D. Green),,10-7,,
7:13.0,Personal foul by K. Leonard (drawn by D. Green),,10-7,,
6:59.0,,,10-9,2,K. Durant makes 2-pt shot from 17 ft
6:40.0,Shooting foul by Z. Pachulia (drawn by K. Leonard),,10-9,,
6:40.0,K. Leonard makes free throw 1 of 2,1,11-9,,
6:40.0,K. Leonard makes free throw 2 of 2,1,12-9,,
6:26.0,,,12-11,2,K. Durant makes 2-pt shot from 17 ft
6:08.0,T. Parker misses 2-pt shot from 11 ft,,12-11,,
6:08.0,,,12-11,,Defensive rebound by D. Green
6:01.0,,,12-14,3,K. Durant makes 3-pt shot from 26 ft (assist by D. Green)
5:35.0,P. Gasol misses 2-pt shot from 16 ft,,12-14,,
5:34.0,,,12-14,,Defensive rebound by K. Durant
5:23.0,,,12-14,,K. Thompson misses 3-pt shot from 23 ft
5:23.0,Defensive rebound by L. Aldridge,,12-14,,
5:12.0,L. Aldridge misses 2-pt shot from 18 ft,,12-14,,
5:11.0,,,12-14,,Defensive rebound by K. Durant
5:08.0,,,12-14,,Turnover by S. Curry (bad pass; steal by K. Leonard)
4:58.0,Turnover by L. Aldridge (bad pass; steal by K. Durant),,12-14,,
4:50.0,,,12-14,,K. Thompson misses 2-pt shot from 1 ft
4:50.0,Defensive rebound by P. Gasol,,12-14,,
4:28.0,K. Leonard misses 2-pt shot from 17 ft,,12-14,,
4:28.0,,,12-14,,Defensive rebound by S. Curry
4:21.0,,,12-14,,Shooting foul by P. Gasol (drawn by S. Curry)
4:21.0,,,12-15,1,S. Curry makes free throw 1 of 2
4:21.0,,,12-16,1,S. Curry makes free throw 2 of 2
4:21.0,P. Mills enters the game for T. Parker,,12-15,,
4:21.0,J. Simmons enters the game for P. Gasol,,12-15,,
4:21.0,D. Dedmon enters the game for K. Anderson,,12-15,,
4:21.0,,,12-15,,A. Iguodala enters the game for K. Durant
4:21.0,,,12-15,,I. Clark enters the game for K. Thompson
4:08.0,P. Mills misses 2-pt shot from 19 ft,,12-16,,
4:07.0,Offensive rebound by D. Dedmon,,12-16,,
3:49.0,J. Simmons makes 2-pt shot from 6 ft (assist by L. Aldridge),2,14-16,,
3:30.0,,,14-16,,I. Clark misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by P. Mills,,14-16,,
3:25.0,J. Simmons makes 2-pt shot from 1 ft (assist by P. Mills),2,16-16,,
3:17.0,,,16-16,,Turnover by S. Curry (lost ball; steal by P. Mills)
3:10.0,P. Mills misses 2-pt shot from 2 ft,,16-16,,
3:10.0,Offensive rebound by K. Leonard,,16-16,,
3:10.0,K. Leonard misses 2-pt shot from 1 ft,,16-16,,
3:10.0,Offensive rebound by L. Aldridge,,16-16,,
3:10.0,L. Aldridge makes 2-pt shot from 1 ft,2,18-16,,
3:10.0,,,18-16,,Golden State full timeout
3:10.0,M. Ginobili enters the game for L. Aldridge,,18-16,,
3:10.0,D. Lee enters the game for K. Leonard,,18-16,,
3:10.0,,,18-16,,D. West enters the game for Z. Pachulia
2:58.0,,,18-18,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
2:38.0,Turnover by D. Lee (bad pass; steal by D. West),,18-18,,
2:23.0,,,18-18,,S. Curry misses 3-pt shot from 28 ft
2:23.0,Defensive rebound by M. Ginobili,,18-18,,
2:14.0,M. Ginobili makes 3-pt shot from 27 ft,3,21-18,,
2:01.0,,,21-18,,S. Curry misses 2-pt shot from 22 ft
2:00.0,Defensive rebound by D. Lee,,21-18,,
1:47.0,Shooting foul by D. West (drawn by D. Lee),,21-18,,
1:47.0,D. Lee makes free throw 1 of 2,1,22-18,,
1:47.0,D. Lee makes free throw 2 of 2,1,23-18,,
1:47.0,,,22-18,,S. Livingston enters the game for S. Curry
1:47.0,,,22-18,,K. Durant enters the game for D. Green
1:28.0,,,23-20,2,D. West makes 2-pt shot at rim (assist by A. Iguodala)
1:19.0,D. Lee misses 2-pt shot from 2 ft (block by K. Durant),,23-20,,
1:18.0,Offensive rebound by Team,,23-20,,
1:13.0,M. Ginobili misses 2-pt shot from 18 ft,,23-20,,
1:13.0,Offensive rebound by J. Simmons,,23-20,,
1:10.0,D. Dedmon misses 2-pt shot at rim,,23-20,,
1:09.0,Offensive rebound by D. Lee,,23-20,,
1:08.0,D. Lee makes 2-pt shot from 2 ft,2,25-20,,
0:54.0,,,25-20,,K. Durant misses 2-pt shot from 14 ft
0:54.0,Defensive rebound by D. Dedmon,,25-20,,
0:43.0,D. Dedmon misses 2-pt shot from 1 ft (block by K. Durant),,25-20,,
0:42.0,,,25-20,,Defensive rebound by S. Livingston
0:32.0,,,25-20,,I. Clark misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by M. Ginobili,,25-20,,
0:09.0,P. Mills makes 3-pt shot from 26 ft (assist by J. Simmons),3,28-20,,
0:07.0,,,28-20,,Turnover by D. West (bad pass; steal by M. Ginobili)
0:03.0,J. Simmons makes 3-pt shot from 26 ft (assist by D. Lee),3,31-20,,
0:00.0,,,31-20,,S. Livingston misses 3-pt shot from 69 ft
0:00.0,,,31-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,31-20,,K. Thompson misses 2-pt shot from 17 ft
11:44.0,Defensive rebound by D. Lee,,31-20,,
11:32.0,P. Mills misses 3-pt shot from 24 ft,,31-20,,
11:32.0,Offensive rebound by D. Dedmon,,31-20,,
11:20.0,D. Lee misses 2-pt shot from 10 ft,,31-20,,
11:20.0,Offensive rebound by D. Lee,,31-20,,
11:18.0,Turnover by D. Lee (bad pass; steal by K. Durant),,31-20,,
11:09.0,,,31-20,,Turnover by A. Iguodala (lost ball; steal by P. Mills)
10:51.0,J. Simmons makes 2-pt shot from 17 ft,2,33-20,,
10:33.0,,,33-20,,Turnover by D. West (bad pass)
10:16.0,M. Ginobili misses 3-pt shot from 26 ft,,33-20,,
10:15.0,,,33-20,,Defensive rebound by K. Durant
10:06.0,,,33-22,2,S. Livingston makes 2-pt shot from 15 ft
9:59.0,,,33-22,,Z. Pachulia enters the game for D. West
9:59.0,L. Aldridge enters the game for D. Lee,,33-22,,
9:56.0,L. Aldridge misses 2-pt shot from 19 ft,,33-22,,
9:55.0,,,33-22,,Defensive rebound by K. Durant
9:52.0,,,33-22,,Shooting foul by J. Simmons (drawn by K. Durant)
9:52.0,,,33-22,,K. Durant misses free throw 1 of 2
9:52.0,,,33-22,,Offensive rebound by Team
9:52.0,,,33-23,1,K. Durant makes free throw 2 of 2
9:30.0,J. Simmons makes 3-pt shot from 25 ft (assist by P. Mills),3,36-23,,
9:20.0,Personal foul by D. Dedmon (drawn by Z. Pachulia),,36-23,,
9:20.0,K. Leonard enters the game for M. Ginobili,,36-23,,
9:07.0,,,36-23,,A. Iguodala misses 3-pt shot from 24 ft
9:06.0,Defensive rebound by J. Simmons,,36-23,,
8:51.0,L. Aldridge misses 2-pt shot from 12 ft,,36-23,,
8:50.0,,,36-23,,Defensive rebound by Z. Pachulia
8:35.0,,,36-25,2,K. Thompson makes 2-pt shot from 16 ft
8:17.0,Shooting foul by K. Durant (drawn by K. Leonard),,36-25,,
8:17.0,Official timeout,,36-25,,
8:17.0,K. Leonard makes free throw 1 of 2,1,37-25,,
8:17.0,K. Leonard makes free throw 2 of 2,1,38-25,,
8:17.0,P. Gasol enters the game for P. Mills,,36-25,,
8:17.0,K. Anderson enters the game for J. Simmons,,36-25,,
8:17.0,T. Parker enters the game for D. Dedmon,,36-25,,
8:17.0,,,36-25,,S. Curry enters the game for K. Thompson
8:17.0,,,36-25,,D. Green enters the game for A. Iguodala
7:56.0,,,38-25,,S. Livingston misses 2-pt shot from 13 ft
7:55.0,Defensive rebound by T. Parker,,38-25,,
7:47.0,K. Leonard makes 2-pt shot from 20 ft (assist by T. Parker),2,40-25,,
7:36.0,Personal foul by K. Anderson (drawn by D. Green),,40-25,,
7:36.0,,,40-25,,K. Thompson enters the game for K. Durant
7:27.0,,,40-25,,D. Green misses 3-pt shot from 25 ft
7:26.0,,,40-25,,Offensive rebound by Team
7:22.0,,,40-25,,D. Green misses 2-pt shot from 6 ft
7:21.0,Defensive rebound by K. Anderson,,40-25,,
7:08.0,L. Aldridge misses 2-pt shot from 8 ft,,40-25,,
7:07.0,,,40-25,,Defensive rebound by D. Green
7:05.0,,,40-25,,Turnover by D. Green (bad pass; steal by K. Anderson)
6:56.0,Shooting foul by D. Green (drawn by K. Leonard),,40-25,,
6:56.0,K. Leonard makes free throw 1 of 2,1,41-25,,
6:56.0,K. Leonard makes free throw 2 of 2,1,42-25,,
6:47.0,,,42-28,3,S. Curry makes 3-pt shot from 27 ft
6:46.0,San Antonio full timeout,,42-28,,
6:29.0,L. Aldridge makes 2-pt shot from 19 ft (assist by K. Leonard),2,44-28,,
6:14.0,,,44-30,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
6:07.0,Shooting foul by K. Thompson (drawn by K. Leonard),,44-30,,
6:07.0,K. Leonard makes free throw 1 of 2,1,45-30,,
6:07.0,K. Leonard makes free throw 2 of 2,1,46-30,,
6:07.0,,,45-30,,A. Iguodala enters the game for S. Livingston
5:58.0,,,46-30,,Turnover by Z. Pachulia (offensive foul)
5:58.0,,,46-30,,Offensive foul by Z. Pachulia
5:45.0,,,46-30,,Personal foul by A. Iguodala (drawn by P. Gasol)
5:38.0,K. Leonard misses 2-pt shot from 6 ft,,46-30,,
5:37.0,,,46-30,,Defensive rebound by A. Iguodala
5:31.0,,,46-32,2,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala)
5:16.0,Turnover by K. Leonard (bad pass),,46-32,,
5:16.0,,,46-32,,K. Durant enters the game for Z. Pachulia
5:16.0,M. Ginobili enters the game for K. Anderson,,46-32,,
4:58.0,,,46-34,2,S. Curry makes 2-pt shot from 7 ft
4:40.0,Turnover by P. Gasol (bad pass; steal by D. Green),,46-34,,
4:31.0,,,46-34,,K. Durant misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by M. Ginobili,,46-34,,
4:08.0,L. Aldridge makes 2-pt shot from 14 ft,2,48-34,,
3:56.0,,,48-34,,A. Iguodala misses 3-pt shot from 23 ft
3:55.0,Defensive rebound by T. Parker,,48-34,,
3:50.0,K. Leonard misses 2-pt shot from 2 ft,,48-34,,
3:48.0,Offensive rebound by K. Leonard,,48-34,,
3:47.0,K. Leonard makes 2-pt shot from 2 ft,2,50-34,,
3:47.0,,,50-34,,Golden State full timeout
3:34.0,,,50-34,,Shooting foul by T. Parker (drawn by S. Curry)
3:34.0,,,50-36,2,S. Curry makes 2-pt shot from 1 ft
3:34.0,,,50-37,1,S. Curry makes free throw 1 of 1
3:22.0,Turnover by T. Parker (lost ball; steal by D. Green),,50-37,,
3:17.0,,,50-40,3,S. Curry makes 3-pt shot from 27 ft (assist by K. Durant)
3:17.0,San Antonio full timeout,,50-40,,
3:03.0,L. Aldridge misses 2-pt shot from 19 ft,,50-40,,
3:03.0,,,50-40,,Defensive rebound by S. Curry
2:55.0,,,50-40,,S. Curry misses 3-pt shot from 28 ft
2:55.0,,,50-40,,Offensive rebound by A. Iguodala
2:47.0,,,50-42,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
2:31.0,K. Leonard misses 2-pt shot from 21 ft,,50-42,,
2:30.0,,,50-42,,Defensive rebound by K. Durant
2:23.0,,,50-42,,K. Thompson misses 3-pt shot from 23 ft
2:23.0,Defensive rebound by P. Gasol,,50-42,,
2:14.0,,,50-42,,Personal foul by S. Curry (drawn by K. Leonard)
2:14.0,K. Leonard makes free throw 1 of 2,1,51-42,,
2:14.0,K. Leonard makes free throw 2 of 2,1,52-42,,
2:14.0,J. Simmons enters the game for P. Gasol,,51-42,,
2:14.0,P. Mills enters the game for T. Parker,,51-42,,
2:03.0,,,52-44,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
1:44.0,M. Ginobili makes 3-pt shot from 25 ft,3,55-44,,
