time,Charlotte,pts.away,score,pts.home,Toronto
2:54.0,M. Kidd-Gilchrist misses 2-pt shot from 5 ft,,13-12,,
2:54.0,Offensive rebound by Team,,13-12,,
2:54.0,Charlotte full timeout,,13-12,,
2:54.0,,,13-12,,J. Poeltl enters the game for J. Valanciunas
2:54.0,,,13-12,,D. Wright enters the game for C. Joseph
2:54.0,F. Kaminsky enters the game for C. Zeller,,13-12,,
2:54.0,B. Roberts enters the game for K. Walker,,13-12,,
2:42.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by B. Roberts),3,16-12,,
2:22.0,,,16-12,,P. Patterson misses 3-pt shot from 25 ft
2:22.0,,,16-12,,Offensive rebound by J. Poeltl
2:15.0,,,16-12,,Offensive foul by P. Patterson
2:15.0,,,16-12,,Turnover by P. Patterson (offensive foul)
1:59.0,,,16-12,,Personal foul by P. Patterson (drawn by M. Kidd-Gilchrist)
1:50.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by M. Belinelli),3,19-12,,
1:35.0,,,19-14,2,D. DeRozan makes 2-pt shot from 2 ft
1:17.0,Turnover by B. Roberts (lost ball),,19-14,,
1:03.0,,,19-14,,Turnover by D. DeRozan (bad pass; steal by M. Belinelli)
0:44.0,F. Kaminsky misses 3-pt shot from 26 ft,,19-14,,
0:44.0,,,19-14,,Defensive rebound by J. Poeltl
0:29.0,,,19-16,2,P. Patterson makes 2-pt shot at rim (assist by D. Wright)
0:29.0,,,19-16,,Shooting foul by F. Kaminsky (drawn by P. Patterson)
0:29.0,,,19-17,1,P. Patterson makes free throw 1 of 1
0:11.0,B. Roberts makes 3-pt shot from 24 ft (assist by M. Belinelli),3,22-17,,
0:00.0,,,22-19,2,D. DeRozan makes 2-pt shot from 16 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,M. Belinelli misses 2-pt shot from 19 ft,,22-19,,
11:40.0,,,22-19,,Defensive rebound by N. Powell
11:20.0,,,22-21,2,P. Patterson makes 2-pt shot from 16 ft (assist by P. Tucker)
10:59.0,M. Plumlee makes 2-pt shot at rim (assist by J. Lamb),2,24-21,,
10:46.0,,,24-21,,Offensive foul by N. Powell
10:46.0,,,24-21,,Turnover by N. Powell (offensive foul)
10:29.0,M. Plumlee makes 2-pt shot from 5 ft (assist by J. Lamb),2,26-21,,
10:14.0,Shooting block foul by J. Lamb (drawn by N. Powell),,26-21,,
10:14.0,,,26-22,1,N. Powell makes free throw 1 of 2
10:14.0,,,26-23,1,N. Powell makes free throw 2 of 2
9:55.0,F. Kaminsky makes 3-pt shot from 24 ft (assist by M. Belinelli),3,29-23,,
9:45.0,,,29-23,,Turnover by N. Powell (bad pass; steal by M. Plumlee)
9:40.0,J. Lamb makes 2-pt shot from 2 ft (assist by B. Roberts),2,31-23,,
9:33.0,,,31-23,,Toronto full timeout
9:21.0,,,31-23,,D. Wright misses 2-pt shot from 2 ft
9:20.0,,,31-23,,Offensive rebound by P. Tucker
9:20.0,,,31-23,,P. Tucker misses 2-pt shot from 2 ft
9:18.0,,,31-23,,Offensive rebound by J. Poeltl
9:18.0,,,31-23,,J. Poeltl misses 2-pt shot from 1 ft
9:18.0,,,31-23,,Offensive rebound by P. Tucker
9:11.0,Personal block foul by B. Roberts (drawn by D. Wright),,31-23,,
9:11.0,M. Williams enters the game for M. Plumlee,,31-23,,
9:05.0,,,31-23,,N. Powell misses 3-pt shot from 27 ft
9:05.0,,,31-23,,Offensive rebound by J. Poeltl
9:02.0,,,31-23,,Shooting foul by F. Kaminsky (drawn by N. Powell)
9:02.0,,,31-23,,N. Powell misses free throw 1 of 2
9:02.0,,,31-23,,Offensive rebound by Team
9:02.0,,,31-24,1,N. Powell makes free throw 2 of 2
8:46.0,F. Kaminsky makes 2-pt shot from 3 ft,2,33-24,,
8:46.0,Shooting foul by J. Poeltl (drawn by F. Kaminsky),,33-24,,
8:46.0,F. Kaminsky makes free throw 1 of 1,1,34-24,,
8:46.0,,,33-24,,S. Ibaka enters the game for J. Poeltl
8:23.0,,,34-24,,N. Powell misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by M. Williams,,34-24,,
8:09.0,B. Roberts misses 2-pt shot from 19 ft,,34-24,,
8:09.0,,,34-24,,Defensive rebound by N. Powell
7:52.0,,,34-24,,Shooting foul by J. Lamb (drawn by S. Ibaka)
7:52.0,,,34-25,1,S. Ibaka makes free throw 1 of 2
7:52.0,,,34-26,1,S. Ibaka makes free throw 2 of 2
7:52.0,,,34-25,,D. Carroll enters the game for P. Tucker
7:52.0,,,34-25,,C. Joseph enters the game for P. Patterson
7:52.0,K. Walker enters the game for B. Roberts,,34-25,,
7:40.0,Offensive foul by F. Kaminsky,,34-26,,
7:40.0,Turnover by F. Kaminsky (offensive foul),,34-26,,
7:40.0,C. Zeller enters the game for F. Kaminsky,,34-26,,
7:25.0,,,34-26,,C. Joseph misses 2-pt shot from 4 ft (block by M. Belinelli)
7:25.0,,,34-26,,Offensive rebound by Team
7:23.0,,,34-28,2,C. Joseph makes 2-pt shot from 10 ft (assist by D. Wright)
7:00.0,M. Belinelli makes 2-pt shot from 18 ft (assist by J. Lamb),2,36-28,,
6:51.0,Personal foul by J. Lamb (drawn by N. Powell),,36-28,,
6:51.0,,,36-28,,N. Powell misses free throw 1 of 2
6:51.0,,,36-28,,Offensive rebound by Team
6:51.0,,,36-29,1,N. Powell makes free throw 2 of 2
6:51.0,N. Batum enters the game for J. Lamb,,36-28,,
6:51.0,,,36-28,,D. DeRozan enters the game for D. Wright
6:30.0,K. Walker misses 3-pt shot from 26 ft,,36-29,,
6:30.0,,,36-29,,Defensive rebound by N. Powell
6:07.0,,,36-31,2,C. Joseph makes 2-pt shot from 20 ft
5:45.0,M. Belinelli makes 2-pt shot from 2 ft (assist by N. Batum),2,38-31,,
5:33.0,,,38-34,3,S. Ibaka makes 3-pt shot from 25 ft (assist by D. DeRozan)
5:12.0,M. Belinelli misses 2-pt shot from 16 ft,,38-34,,
5:11.0,,,38-34,,Defensive rebound by D. DeRozan
5:05.0,,,38-34,,D. Carroll misses 3-pt shot from 26 ft
5:04.0,Defensive rebound by M. Williams,,38-34,,
4:55.0,M. Williams makes 3-pt shot from 26 ft (assist by N. Batum),3,41-34,,
4:39.0,,,41-34,,Offensive foul by D. Carroll
4:39.0,,,41-34,,Turnover by D. Carroll (offensive foul)
4:39.0,Official timeout,,41-34,,
4:39.0,,,41-34,,J. Valanciunas enters the game for N. Powell
4:39.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,41-34,,
4:27.0,N. Batum misses 3-pt shot from 25 ft,,41-34,,
4:27.0,,,41-34,,Defensive rebound by C. Joseph
4:06.0,,,41-37,3,C. Joseph makes 3-pt shot from 26 ft (assist by S. Ibaka)
3:39.0,K. Walker misses 2-pt shot from 16 ft,,41-37,,
3:38.0,,,41-37,,Defensive rebound by D. Carroll
3:31.0,,,41-39,2,D. DeRozan makes 2-pt shot from 17 ft
3:13.0,M. Kidd-Gilchrist makes 2-pt shot from 16 ft (assist by M. Williams),2,43-39,,
2:55.0,,,43-39,,D. DeRozan misses 2-pt shot from 22 ft
2:55.0,,,43-39,,Offensive rebound by C. Joseph
2:50.0,,,43-39,,S. Ibaka misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by M. Kidd-Gilchrist,,43-39,,
2:44.0,Turnover by C. Zeller (step out of bounds),,43-39,,
2:44.0,Charlotte full timeout,,43-39,,
2:44.0,M. Plumlee enters the game for C. Zeller,,43-39,,
2:44.0,,,43-39,,P. Tucker enters the game for D. Carroll
2:33.0,,,43-39,,Offensive foul by P. Tucker
2:33.0,,,43-39,,Turnover by P. Tucker (offensive foul)
2:22.0,M. Williams misses 3-pt shot from 25 ft,,43-39,,
2:22.0,Offensive rebound by K. Walker,,43-39,,
2:16.0,K. Walker makes 2-pt shot from 18 ft,2,45-39,,
2:00.0,,,45-39,,D. DeRozan misses 3-pt shot from 23 ft
1:59.0,Defensive rebound by Team,,45-39,,
1:48.0,K. Walker misses 3-pt shot from 25 ft,,45-39,,
1:47.0,Offensive rebound by K. Walker,,45-39,,
1:45.0,K. Walker misses 2-pt shot from 16 ft (block by C. Joseph),,45-39,,
1:44.0,,,45-39,,Defensive rebound by S. Ibaka
1:32.0,,,45-39,,S. Ibaka misses 2-pt shot from 11 ft
1:32.0,Defensive rebound by M. Plumlee,,45-39,,
1:23.0,K. Walker misses 2-pt shot from 4 ft,,45-39,,
1:23.0,Offensive rebound by K. Walker,,45-39,,
1:23.0,Shooting foul by J. Valanciunas (drawn by K. Walker),,45-39,,
1:23.0,K. Walker makes free throw 1 of 2,1,46-39,,
1:23.0,K. Walker makes free throw 2 of 2,1,47-39,,
1:17.0,Personal foul by M. Kidd-Gilchrist (drawn by D. DeRozan),,47-39,,
1:17.0,,,47-40,1,D. DeRozan makes free throw 1 of 2
1:17.0,,,47-41,1,D. DeRozan makes free throw 2 of 2
1:03.0,N. Batum misses 2-pt shot from 14 ft,,47-41,,
1:02.0,Offensive rebound by M. Williams,,47-41,,
1:00.0,M. Williams makes 2-pt shot from 1 ft,2,49-41,,
0:50.0,,,49-44,3,P. Tucker makes 3-pt shot from 24 ft (assist by S. Ibaka)
0:37.0,K. Walker misses 2-pt shot from 1 ft,,49-44,,
0:37.0,,,49-44,,Defensive rebound by P. Tucker
0:30.0,,,49-44,,D. DeRozan misses 2-pt shot from 15 ft
0:30.0,,,49-44,,Offensive rebound by Team
0:30.0,Loose ball foul by M. Williams (drawn by S. Ibaka),,49-44,,
0:30.0,,,49-44,,S. Ibaka misses free throw 1 of 2
0:30.0,,,49-44,,Offensive rebound by Team
0:30.0,,,49-45,1,S. Ibaka makes free throw 2 of 2
0:13.0,,,49-45,,Personal foul by J. Valanciunas (drawn by M. Plumlee)
0:13.0,M. Plumlee misses free throw 1 of 2,,49-45,,
0:13.0,Offensive rebound by Team,,49-45,,
0:13.0,M. Plumlee makes free throw 2 of 2,1,50-45,,
0:00.0,,,50-47,2,D. DeRozan makes 2-pt shot from 19 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,N. Batum makes 2-pt shot from 19 ft,2,52-47,,
11:41.0,Shooting foul by S. Ibaka (drawn by N. Batum),,52-47,,
11:41.0,N. Batum makes free throw 1 of 1,1,53-47,,
11:30.0,,,53-47,,D. DeRozan misses 2-pt shot from 19 ft
11:29.0,,,53-47,,Offensive rebound by D. DeRozan
11:26.0,,,53-47,,D. DeRozan misses 2-pt shot from 10 ft (block by C. Zeller)
11:25.0,,,53-47,,Offensive rebound by J. Valanciunas
11:13.0,,,53-47,,Turnover by D. DeRozan (bad pass; steal by N. Batum)
10:56.0,M. Kidd-Gilchrist misses 2-pt shot from 8 ft,,53-47,,
10:55.0,,,53-47,,Defensive rebound by J. Valanciunas
10:41.0,,,53-47,,D. DeRozan misses 2-pt shot from 19 ft
10:41.0,Defensive rebound by M. Williams,,53-47,,
10:24.0,K. Walker misses 3-pt shot from 27 ft,,53-47,,
10:23.0,,,53-47,,Defensive rebound by S. Ibaka
10:14.0,,,53-47,,C. Joseph misses 2-pt shot from 4 ft
10:14.0,Defensive rebound by M. Williams,,53-47,,
10:01.0,C. Zeller misses 2-pt shot from 20 ft,,53-47,,
10:01.0,,,53-47,,Defensive rebound by D. Carroll
9:44.0,,,53-47,,Shooting foul by C. Zeller (drawn by J. Valanciunas)
9:44.0,,,53-48,1,J. Valanciunas makes free throw 1 of 2
9:44.0,,,53-49,1,J. Valanciunas makes free throw 2 of 2
9:27.0,Turnover by M. Williams (bad pass; steal by C. Joseph),,53-49,,
9:22.0,,,53-51,2,C. Joseph makes 2-pt shot from 14 ft (assist by D. Carroll)
9:03.0,M. Kidd-Gilchrist misses 2-pt shot from 5 ft (block by J. Valanciunas),,53-51,,
9:02.0,,,53-51,,Defensive rebound by D. Carroll
8:55.0,,,53-51,,D. Carroll misses 2-pt shot from 2 ft
8:55.0,Defensive rebound by M. Williams,,53-51,,
8:39.0,M. Williams misses 2-pt shot from 10 ft,,53-51,,
8:38.0,Offensive rebound by M. Williams,,53-51,,
8:35.0,M. Kidd-Gilchrist misses 2-pt shot from 17 ft,,53-51,,
8:34.0,,,53-51,,Defensive rebound by C. Joseph
8:21.0,,,53-51,,D. DeRozan misses 2-pt shot from 20 ft
8:21.0,Defensive rebound by C. Zeller,,53-51,,
8:12.0,N. Batum misses 3-pt shot from 27 ft,,53-51,,
8:11.0,,,53-51,,Defensive rebound by Team
7:59.0,,,53-54,3,D. Carroll makes 3-pt shot from 26 ft (assist by D. DeRozan)
7:43.0,K. Walker misses 2-pt shot from 6 ft,,53-54,,
7:42.0,,,53-54,,Defensive rebound by Team
7:30.0,,,53-54,,S. Ibaka misses 3-pt shot from 26 ft
7:30.0,Defensive rebound by M. Kidd-Gilchrist,,53-54,,
7:21.0,M. Kidd-Gilchrist misses 2-pt shot from 4 ft (block by J. Valanciunas),,53-54,,
7:20.0,,,53-54,,Defensive rebound by D. DeRozan
7:16.0,,,53-56,2,D. DeRozan makes 2-pt shot from 1 ft
7:16.0,Charlotte full timeout,,53-56,,
7:06.0,N. Batum misses 2-pt shot from 4 ft (block by J. Valanciunas),,53-56,,
7:06.0,Offensive rebound by Team,,53-56,,
6:59.0,K. Walker misses 3-pt shot from 26 ft,,53-56,,
6:59.0,,,53-56,,Defensive rebound by J. Valanciunas
6:34.0,,,53-56,,D. DeRozan misses 3-pt shot from 28 ft
6:34.0,,,53-56,,Offensive rebound by C. Joseph
6:33.0,,,53-56,,Turnover by Team (shot clock)
6:16.0,M. Williams misses 2-pt shot from 8 ft,,53-56,,
6:15.0,,,53-56,,Defensive rebound by J. Valanciunas
6:02.0,,,53-59,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan)
5:44.0,Shooting foul by S. Ibaka (drawn by M. Williams),,53-59,,
5:44.0,M. Williams makes free throw 1 of 3,1,54-59,,
5:44.0,M. Williams misses free throw 2 of 3,,54-59,,
5:44.0,Offensive rebound by Team,,54-59,,
5:44.0,M. Williams makes free throw 3 of 3,1,55-59,,
5:25.0,,,55-61,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by C. Joseph)
5:11.0,N. Batum makes 3-pt shot from 26 ft (assist by K. Walker),3,58-61,,
5:01.0,,,58-61,,Offensive foul by S. Ibaka
5:01.0,,,58-61,,Turnover by S. Ibaka (offensive foul)
5:01.0,M. Belinelli enters the game for N. Batum,,58-61,,
5:01.0,F. Kaminsky enters the game for M. Williams,,58-61,,
5:01.0,,,58-61,,P. Patterson enters the game for S. Ibaka
4:46.0,K. Walker makes 2-pt shot from 3 ft (assist by C. Zeller),2,60-61,,
4:38.0,,,60-63,2,D. DeRozan makes 2-pt shot from 15 ft
4:15.0,M. Belinelli makes 2-pt shot from 21 ft,2,62-63,,
4:02.0,,,62-63,,D. Carroll misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by Team,,62-63,,
3:53.0,K. Walker misses 3-pt shot from 27 ft,,62-63,,
3:53.0,,,62-63,,Defensive rebound by P. Patterson
3:44.0,,,62-63,,D. DeRozan misses 2-pt shot from 18 ft
3:44.0,,,62-63,,Offensive rebound by Team
3:42.0,Loose ball foul by C. Zeller (drawn by D. Carroll),,62-63,,
3:42.0,,,62-63,,P. Tucker enters the game for D. Carroll
3:42.0,M. Plumlee enters the game for C. Zeller,,62-63,,
3:35.0,,,62-63,,Turnover by C. Joseph (bad pass; steal by M. Plumlee)
3:25.0,K. Walker misses 2-pt shot from 14 ft,,62-63,,
3:24.0,,,62-63,,Defensive rebound by D. DeRozan
3:12.0,,,62-66,3,P. Tucker makes 3-pt shot from 25 ft (assist by C. Joseph)
2:51.0,Turnover by M. Belinelli (lost ball; steal by J. Valanciunas),,62-66,,
2:39.0,,,62-66,,C. Joseph misses 2-pt shot from 7 ft
2:38.0,,,62-66,,Offensive rebound by C. Joseph
2:37.0,,,62-68,2,C. Joseph makes 2-pt shot at rim
2:12.0,F. Kaminsky misses 3-pt shot from 29 ft,,62-68,,
2:12.0,,,62-68,,Defensive rebound by J. Valanciunas
1:50.0,,,62-68,,P. Patterson misses 2-pt shot from 5 ft
1:50.0,,,62-68,,Offensive rebound by J. Valanciunas
1:50.0,,,62-68,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Valanciunas)
1:50.0,,,62-68,,Toronto full timeout
1:50.0,,,62-69,1,J. Valanciunas makes free throw 1 of 2
1:50.0,,,62-70,1,J. Valanciunas makes free throw 2 of 2
1:50.0,,,62-68,,D. Wright enters the game for C. Joseph
1:36.0,Shooting foul by P. Tucker (drawn by M. Belinelli),,62-70,,
1:36.0,M. Belinelli misses free throw 1 of 2,,62-70,,
1:36.0,Offensive rebound by Team,,62-70,,
1:36.0,M. Belinelli makes free throw 2 of 2,1,63-70,,
1:24.0,,,63-72,2,D. DeRozan makes 2-pt shot from 8 ft
1:07.0,K. Walker misses 2-pt shot from 13 ft,,63-72,,
1:06.0,Offensive rebound by K. Walker,,63-72,,
1:04.0,K. Walker misses 2-pt shot from 8 ft,,63-72,,
1:04.0,,,63-72,,Defensive rebound by J. Valanciunas
0:54.0,,,63-72,,P. Patterson misses 3-pt shot from 23 ft
0:53.0,,,63-72,,Offensive rebound by J. Valanciunas
0:46.0,,,63-74,2,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan)
0:28.0,M. Belinelli makes 3-pt shot from 24 ft (assist by F. Kaminsky),3,66-74,,
0:03.0,,,66-74,,D. Wright misses 3-pt shot from 26 ft
0:01.0,,,66-74,,Offensive rebound by J. Valanciunas
0:00.0,,,66-74,,D. DeRozan misses 2-pt shot from 17 ft
0:00.0,,,66-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,66-74,,P. Tucker misses 3-pt shot from 24 ft
11:44.0,Defensive rebound by J. Lamb,,66-74,,
11:29.0,B. Roberts makes 3-pt shot from 26 ft (assist by F. Kaminsky),3,69-74,,
11:08.0,,,69-74,,Turnover by N. Powell (bad pass; steal by J. Lamb)
10:57.0,,,69-74,,Shooting block foul by D. Wright (drawn by M. Belinelli)
10:57.0,M. Belinelli makes free throw 1 of 2,1,70-74,,
10:57.0,M. Belinelli makes free throw 2 of 2,1,71-74,,
10:44.0,,,71-74,,Offensive foul by S. Ibaka
10:44.0,,,71-74,,Turnover by S. Ibaka (offensive foul)
10:44.0,,,71-74,,D. Carroll enters the game for S. Ibaka
10:21.0,M. Belinelli makes 2-pt shot from 15 ft,2,73-74,,
10:10.0,,,73-77,3,P. Patterson makes 3-pt shot from 25 ft (assist by D. Wright)
9:46.0,M. Belinelli makes 2-pt shot from 17 ft,2,75-77,,
9:33.0,,,75-79,2,D. Wright makes 2-pt shot from 1 ft
9:13.0,M. Belinelli makes 3-pt shot from 26 ft (assist by B. Roberts),3,78-79,,
8:57.0,,,78-82,3,N. Powell makes 3-pt shot from 24 ft (assist by D. Wright)
8:31.0,B. Roberts makes 2-pt shot from 8 ft,2,80-82,,
8:16.0,,,80-82,,N. Powell misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by F. Kaminsky,,80-82,,
8:02.0,M. Belinelli misses 3-pt shot from 28 ft,,80-82,,
8:02.0,Offensive rebound by B. Roberts,,80-82,,
7:47.0,J. Lamb makes 2-pt shot from 3 ft,2,82-82,,
7:46.0,,,82-82,,Toronto full timeout
7:46.0,,,82-82,,D. DeRozan enters the game for P. Tucker
7:46.0,,,82-82,,C. Joseph enters the game for D. Wright
7:46.0,M. Kidd-Gilchrist enters the game for J. Lamb,,82-82,,
7:36.0,,,82-84,2,D. DeRozan makes 2-pt shot from 4 ft
7:36.0,,,82-84,,Shooting foul by F. Kaminsky (drawn by D. DeRozan)
7:36.0,,,82-85,1,D. DeRozan makes free throw 1 of 1
7:17.0,Turnover by F. Kaminsky (lost ball; steal by N. Powell),,82-85,,
7:13.0,,,82-87,2,N. Powell makes 2-pt shot at rim
7:01.0,Shooting foul by P. Patterson (drawn by B. Roberts),,82-87,,
7:01.0,B. Roberts misses free throw 1 of 2,,82-87,,
7:01.0,Offensive rebound by Team,,82-87,,
7:01.0,B. Roberts makes free throw 2 of 2,1,83-87,,
7:01.0,C. Zeller enters the game for F. Kaminsky,,82-87,,
6:45.0,,,83-87,,D. DeRozan misses 2-pt shot from 17 ft
6:45.0,Defensive rebound by M. Williams,,83-87,,
6:30.0,Shooting foul by D. DeRozan (drawn by M. Belinelli),,83-87,,
6:30.0,M. Belinelli makes free throw 1 of 2,1,84-87,,
6:30.0,M. Belinelli makes free throw 2 of 2,1,85-87,,
6:30.0,K. Walker enters the game for B. Roberts,,84-87,,
6:15.0,,,85-90,3,C. Joseph makes 3-pt shot from 25 ft (assist by D. DeRozan)
5:47.0,K. Walker misses 2-pt shot from 6 ft,,85-90,,
5:47.0,Offensive rebound by M. Williams,,85-90,,
5:41.0,M. Williams makes 3-pt shot from 24 ft (assist by M. Belinelli),3,88-90,,
5:26.0,,,88-92,2,D. DeRozan makes 2-pt shot from 18 ft
5:25.0,Charlotte full timeout,,88-92,,
5:25.0,,,88-92,,J. Valanciunas enters the game for D. Carroll
5:25.0,N. Batum enters the game for M. Kidd-Gilchrist,,88-92,,
5:03.0,K. Walker makes 2-pt shot from 1 ft,2,90-92,,
4:39.0,,,90-94,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by D. DeRozan)
4:21.0,M. Williams makes 2-pt shot from 2 ft (assist by C. Zeller),2,92-94,,
4:04.0,,,92-96,2,P. Patterson makes 2-pt shot from 2 ft (assist by D. DeRozan)
3:51.0,,,92-96,,Personal block foul by P. Patterson (drawn by M. Williams)
3:44.0,K. Walker makes 3-pt shot from 26 ft,3,95-96,,
3:24.0,,,95-96,,C. Joseph misses 2-pt shot from 5 ft
3:23.0,Defensive rebound by C. Zeller,,95-96,,
3:13.0,K. Walker misses 3-pt shot from 25 ft,,95-96,,
3:13.0,,,95-96,,Defensive rebound by D. DeRozan
2:58.0,,,95-98,2,C. Joseph makes 2-pt shot from 20 ft (assist by P. Patterson)
2:43.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,98-98,,
2:22.0,Personal block foul by M. Williams (drawn by P. Patterson),,98-98,,
2:22.0,Official timeout,,98-98,,
