time,San Antonio,pts.away,score,pts.home,Memphis
2:04.0,,,87-98,,Loose ball foul by J. Green (drawn by K. Leonard)
2:04.0,K. Leonard makes free throw 1 of 2,1,88-98,,
2:04.0,K. Leonard makes free throw 2 of 2,1,89-98,,
2:04.0,,,88-98,,Z. Randolph enters the game for J. Green
1:47.0,,,89-98,,Turnover by Z. Randolph (lost ball)
1:47.0,,,89-98,,J. Green enters the game for Z. Randolph
1:36.0,K. Leonard misses 3-pt shot from 26 ft,,89-98,,
1:34.0,,,89-98,,Defensive rebound by T. Allen
1:27.0,,,89-98,,Shooting foul by D. Green (drawn by J. Green)
1:27.0,,,89-99,1,J. Green makes free throw 1 of 2
1:27.0,,,89-100,1,J. Green makes free throw 2 of 2
1:27.0,D. Bertans enters the game for K. Leonard,,89-99,,
1:27.0,K. Anderson enters the game for L. Aldridge,,89-99,,
1:27.0,D. Dedmon enters the game for D. Green,,89-99,,
1:27.0,J. Simmons enters the game for P. Mills,,89-99,,
1:27.0,B. Forbes enters the game for P. Gasol,,89-99,,
1:09.0,,,89-100,,Personal foul by M. Gasol (drawn by J. Simmons)
1:09.0,J. Simmons makes free throw 1 of 2,1,90-100,,
1:09.0,J. Simmons makes free throw 2 of 2,1,91-100,,
1:09.0,,,90-100,,A. Harrison enters the game for V. Carter
1:09.0,,,90-100,,W. Selden enters the game for M. Gasol
1:09.0,,,90-100,,T. Daniels enters the game for T. Allen
1:09.0,,,90-100,,D. Davis enters the game for M. Conley
0:48.0,,,91-100,,Turnover by A. Harrison (bad pass)
0:38.0,B. Forbes makes 3-pt shot from 24 ft (assist by J. Simmons),3,94-100,,
0:28.0,Personal foul by J. Simmons (drawn by A. Harrison),,94-100,,
0:28.0,,,94-101,1,A. Harrison makes free throw 1 of 2
0:28.0,,,94-102,1,A. Harrison makes free throw 2 of 2
0:20.0,K. Anderson makes 2-pt shot from 7 ft,2,96-102,,
0:16.0,Personal take foul by K. Anderson (drawn by W. Selden),,96-102,,
0:16.0,,,96-103,1,W. Selden makes free throw 1 of 2
0:16.0,,,96-104,1,W. Selden makes free throw 2 of 2
0:08.0,J. Simmons misses 3-pt shot from 25 ft,,96-104,,
0:08.0,,,96-104,,Defensive rebound by J. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
