time,Brooklyn,pts.away,score,pts.home,Philadelphia
7:52.0,,,124-89,2,S. Long makes 2-pt shot at rim (assist by A. Poythress)
7:45.0,Turnover by S. Dinwiddie (bad pass; steal by T. McConnell),,124-89,,
7:40.0,,,124-91,2,T. McConnell makes 2-pt shot from 2 ft
7:38.0,Brooklyn full timeout,,124-91,,
7:16.0,,,124-91,,Shooting block foul by A. Poythress (drawn by A. Goodwin)
7:16.0,A. Goodwin makes free throw 1 of 2,1,125-91,,
7:16.0,A. Goodwin makes free throw 2 of 2,1,126-91,,
7:03.0,,,126-94,3,T. Luwawu-Cabarrot makes 3-pt shot from 24 ft (assist by J. Anderson)
6:45.0,Jump ball: A. Goodwin vs. A. Poythress (S. Dinwiddie gains possession),,,,Jump ball: A. Goodwin vs. A. Poythress (S. Dinwiddie gains possession)
6:37.0,S. Dinwiddie misses 3-pt shot from 32 ft,,126-94,,
6:35.0,,,126-94,,Defensive rebound by T. Luwawu-Cabarrot
6:28.0,Personal foul by A. Nicholson (drawn by T. Luwawu-Cabarrot),,126-94,,
6:28.0,,,126-94,,N. Stauskas enters the game for T. McConnell
6:22.0,Def 3 sec tech foul by A. Nicholson,,126-94,,
6:22.0,,,126-95,1,T. Luwawu-Cabarrot makes technical free throw
6:12.0,,,126-97,2,S. Long makes 2-pt shot at rim (assist by N. Stauskas)
5:44.0,S. Dinwiddie makes 2-pt shot from 2 ft,2,128-97,,
5:31.0,,,128-99,2,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft
5:07.0,K. McDaniels makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,131-99,,
4:53.0,,,131-101,2,A. Poythress makes 2-pt shot from 4 ft (assist by N. Stauskas)
4:53.0,,,131-101,,Shooting foul by A. Nicholson (drawn by A. Poythress)
4:53.0,Technical foul by A. Nicholson (drawn by A. Poythress),,131-101,,
4:53.0,,,131-102,1,T. Luwawu-Cabarrot makes technical free throw
4:53.0,,,131-102,,A. Poythress misses free throw 1 of 1
4:52.0,,,131-102,,Offensive rebound by S. Long
4:52.0,,,131-102,,Shooting foul by J. Hamilton (drawn by S. Long)
4:52.0,,,131-104,2,S. Long makes 2-pt shot from 3 ft
4:52.0,Brooklyn full timeout,,131-104,,
4:52.0,Violation by S. Dinwiddie (lane),,131-104,,
4:52.0,,,131-104,,S. Long misses free throw 1 of 1
4:52.0,,,131-104,,T. Splitter enters the game for A. Poythress
4:51.0,Defensive rebound by A. Goodwin,,131-104,,
4:26.0,A. Nicholson makes 2-pt shot from 2 ft (assist by J. Hamilton),2,133-104,,
4:09.0,,,133-104,,Shooting foul by J. Hamilton (drawn by S. Long)
4:09.0,,,133-105,1,S. Long makes free throw 1 of 2
4:09.0,,,133-105,,S. Long misses free throw 2 of 2
4:08.0,Defensive rebound by A. Goodwin,,133-105,,
3:55.0,Shooting foul by T. Luwawu-Cabarrot,,133-105,,
3:55.0,K. McDaniels misses free throw 1 of 2,,133-105,,
3:55.0,Offensive rebound by Team,,133-105,,
3:55.0,K. McDaniels makes free throw 2 of 2,1,134-105,,
3:55.0,,,133-105,,A. Poythress enters the game for S. Long
3:32.0,,,134-108,3,A. Poythress makes 3-pt shot from 24 ft (assist by N. Stauskas)
3:18.0,J. Hamilton misses 2-pt shot from 12 ft,,134-108,,
3:17.0,,,134-108,,Defensive rebound by T. Luwawu-Cabarrot
3:10.0,,,134-108,,N. Stauskas misses 3-pt shot from 25 ft
3:09.0,,,134-108,,Offensive rebound by J. Anderson
3:08.0,,,134-108,,Shooting foul by K. McDaniels (drawn by J. Anderson)
3:08.0,,,134-109,1,J. Anderson makes free throw 1 of 2
3:08.0,,,134-110,1,J. Anderson makes free throw 2 of 2
2:57.0,A. Goodwin misses 3-pt shot from 25 ft,,134-110,,
2:56.0,,,134-110,,Defensive rebound by N. Stauskas
2:38.0,,,134-110,,T. Splitter misses 2-pt shot from 2 ft
2:37.0,Defensive rebound by Team,,134-110,,
2:32.0,Turnover by S. Dinwiddie (bad pass),,134-110,,
2:16.0,,,134-112,2,T. Splitter makes 2-pt shot from 1 ft (assist by J. Anderson)
2:02.0,K. McDaniels makes 2-pt shot at rim,2,136-112,,
1:45.0,,,136-112,,N. Stauskas misses 3-pt shot from 23 ft
1:45.0,,,136-112,,Offensive rebound by T. Splitter
1:44.0,,,136-112,,Shooting foul by A. Nicholson (drawn by T. Splitter)
1:44.0,,,136-113,1,T. Splitter makes free throw 1 of 2
1:44.0,,,136-114,1,T. Splitter makes free throw 2 of 2
1:26.0,A. Goodwin makes 2-pt shot from 2 ft,2,138-114,,
1:12.0,,,138-114,,Shooting foul by K. McDaniels (drawn by T. Splitter)
1:12.0,,,138-115,1,T. Splitter makes free throw 1 of 2
1:12.0,,,138-116,1,T. Splitter makes free throw 2 of 2
0:49.0,K. McDaniels misses 3-pt shot from 25 ft,,138-116,,
0:48.0,,,138-116,,Defensive rebound by N. Stauskas
0:41.0,,,138-116,,Turnover by N. Stauskas (bad pass; steal by S. Dinwiddie)
0:38.0,J. Hamilton makes 2-pt shot at rim (assist by S. Dinwiddie),2,140-116,,
0:38.0,Shooting foul by A. Poythress (drawn by J. Hamilton),,140-116,,
0:38.0,J. Hamilton makes free throw 1 of 1,1,141-116,,
0:25.0,,,141-118,2,J. Anderson makes 2-pt shot from 2 ft
0:01.0,Turnover by Team (shot clock),,141-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
