time,Utah,pts.away,score,pts.home,Oklahoma City
0:16.0,,,106-107,2,R. Westbrook makes 2-pt shot from 4 ft
0:16.0,,,106-107,,Shooting foul by G. Hill (drawn by R. Westbrook)
0:16.0,,,106-108,1,R. Westbrook makes free throw 1 of 1
0:16.0,Utah full timeout,,106-108,,
0:16.0,D. Favors enters the game for J. Johnson,,106-107,,
0:16.0,J. Johnson enters the game for D. Favors,,106-108,,
0:11.0,G. Hill misses 3-pt shot from 26 ft,,106-108,,
0:10.0,Offensive rebound by J. Johnson,,106-108,,
0:06.0,Utah full timeout,,106-108,,
0:01.0,Turnover by J. Johnson (bad pass; steal by J. Grant),,106-108,,
0:01.0,Personal take foul by G. Hayward (drawn by J. Grant),,106-108,,
0:01.0,,,106-109,1,J. Grant makes free throw 1 of 2
0:01.0,,,106-109,,J. Grant misses free throw 2 of 2
0:01.0,Defensive rebound by Team,,106-109,,
0:01.0,Utah full timeout,,106-109,,
0:01.0,,,106-109,,Oklahoma City full timeout
0:01.0,D. Favors enters the game for J. Johnson,,106-109,,
0:01.0,J. Johnson enters the game for D. Favors,,106-109,,
0:00.0,G. Hayward misses 3-pt shot from 36 ft,,106-109,,
0:00.0,Offensive rebound by Team,,106-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
