time,Houston,pts.away,score,pts.home,Golden State
7:02.0,,,97-92,2,D. Green makes 2-pt shot from 1 ft
6:42.0,E. Gordon misses 3-pt shot from 27 ft,,97-92,,
6:41.0,,,97-92,,Defensive rebound by K. Durant
6:30.0,,,97-92,,Shooting foul by E. Gordon (drawn by S. Curry)
6:30.0,,,97-93,1,S. Curry makes free throw 1 of 2
6:30.0,,,97-94,1,S. Curry makes free throw 2 of 2
6:30.0,C. Capela enters the game for M. Harrell,,97-93,,
6:30.0,T. Ariza enters the game for E. Gordon,,97-93,,
6:30.0,,,97-93,,K. Thompson enters the game for K. Durant
6:14.0,J. Harden misses 3-pt shot from 28 ft,,97-94,,
6:14.0,,,97-94,,Defensive rebound by S. Livingston
6:08.0,,,97-94,,Shooting foul by R. Anderson (drawn by K. Thompson)
6:08.0,,,97-94,,K. Thompson misses free throw 1 of 2
6:08.0,,,97-94,,Offensive rebound by Team
6:08.0,,,97-95,1,K. Thompson makes free throw 2 of 2
5:42.0,R. Anderson misses 2-pt shot from 8 ft,,97-95,,
5:42.0,Offensive rebound by C. Capela,,97-95,,
5:42.0,Shooting foul by S. Livingston (drawn by C. Capela),,97-95,,
5:42.0,,,97-95,,Golden State full timeout
5:42.0,C. Capela misses free throw 1 of 2,,97-95,,
5:42.0,Offensive rebound by Team,,97-95,,
5:42.0,C. Capela misses free throw 2 of 2,,97-95,,
5:41.0,,,97-95,,Defensive rebound by D. Green
5:22.0,,,97-95,,K. Thompson misses 2-pt shot from 2 ft
5:22.0,Defensive rebound by S. Dekker,,97-95,,
5:15.0,Turnover by C. Capela (lost ball; steal by S. Curry),,97-95,,
5:09.0,,,97-97,2,D. Green makes 2-pt shot from 1 ft
4:53.0,,,97-97,,Personal foul by S. Curry (drawn by J. Harden)
4:42.0,S. Dekker makes 3-pt shot from 23 ft (assist by J. Harden),3,100-97,,
4:25.0,,,100-100,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
4:20.0,Shooting foul by D. Green (drawn by S. Dekker),,100-100,,
4:20.0,S. Dekker misses free throw 1 of 2,,100-100,,
4:20.0,Offensive rebound by Team,,100-100,,
4:20.0,S. Dekker makes free throw 2 of 2,1,101-100,,
4:20.0,,,100-100,,K. Durant enters the game for S. Livingston
4:07.0,,,101-102,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
3:42.0,J. Harden misses 2-pt shot from 7 ft,,101-102,,
3:41.0,,,101-102,,Defensive rebound by A. Iguodala
3:28.0,Personal foul by R. Anderson (drawn by S. Curry),,101-102,,
3:28.0,Houston full timeout,,101-102,,
3:28.0,,,101-103,1,S. Curry makes free throw 1 of 2
3:28.0,,,101-104,1,S. Curry makes free throw 2 of 2
3:28.0,E. Gordon enters the game for C. Capela,,101-102,,
3:10.0,S. Dekker makes 2-pt shot from 3 ft (assist by E. Gordon),2,103-104,,
2:46.0,,,103-104,,S. Curry misses 3-pt shot from 23 ft
2:45.0,Defensive rebound by R. Anderson,,103-104,,
2:37.0,E. Gordon makes 3-pt shot from 24 ft (assist by J. Harden),3,106-104,,
2:22.0,,,106-104,,K. Durant misses 3-pt shot from 25 ft
2:22.0,,,106-104,,Offensive rebound by K. Durant
2:22.0,,,106-106,2,K. Durant makes 2-pt shot from 25 ft
2:22.0,,,106-106,,Shooting foul by J. Harden (drawn by K. Durant)
2:22.0,,,106-107,1,K. Durant makes free throw 1 of 1
1:56.0,R. Anderson makes 2-pt shot from 21 ft (assist by J. Harden),2,108-107,,
1:49.0,,,108-109,2,S. Curry makes 2-pt shot from 20 ft
1:25.0,R. Anderson makes 3-pt shot from 23 ft (assist by J. Harden),3,111-109,,
1:10.0,,,111-109,,S. Curry misses 3-pt shot from 27 ft
1:10.0,,,111-109,,Offensive rebound by D. Green
1:08.0,,,111-109,,K. Durant misses 3-pt shot from 26 ft
1:08.0,,,111-109,,Offensive rebound by Team
1:08.0,Loose ball foul by J. Harden (drawn by D. Green),,111-109,,
1:08.0,,,111-109,,D. Green misses free throw 1 of 2
1:08.0,,,111-109,,Offensive rebound by Team
1:08.0,,,111-109,,D. Green misses free throw 2 of 2
1:07.0,Defensive rebound by T. Ariza,,111-109,,
0:52.0,Turnover by J. Harden (bad pass; steal by K. Durant),,111-109,,
0:45.0,,,111-109,,Shooting foul by S. Dekker (drawn by K. Durant)
0:45.0,,,111-110,1,K. Durant makes free throw 1 of 2
0:45.0,,,111-111,1,K. Durant makes free throw 2 of 2
0:23.0,Shooting foul by D. Green (drawn by R. Anderson),,111-111,,
0:23.0,R. Anderson makes free throw 1 of 2,1,112-111,,
0:23.0,R. Anderson makes free throw 2 of 2,1,113-111,,
0:23.0,,,113-111,,Golden State full timeout
0:23.0,P. Beverley enters the game for R. Anderson,,113-111,,
0:23.0,C. Capela enters the game for S. Dekker,,113-111,,
0:19.0,,,113-111,,Shooting foul by E. Gordon (drawn by K. Durant)
0:19.0,,,113-112,1,K. Durant makes free throw 1 of 2
0:19.0,,,113-113,1,K. Durant makes free throw 2 of 2
0:19.0,Houston full timeout,,113-113,,
0:19.0,,,113-112,,S. Livingston enters the game for S. Curry
0:19.0,R. Anderson enters the game for P. Beverley,,113-112,,
0:19.0,S. Dekker enters the game for C. Capela,,113-113,,
0:02.0,J. Harden misses 3-pt shot from 24 ft,,113-113,,
0:00.0,,,113-113,,Defensive rebound by K. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,,,113-115,2,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala)
4:45.0,,,113-115,,Shooting foul by C. Capela (drawn by S. Curry)
4:45.0,,,113-116,1,S. Curry makes free throw 1 of 1
4:45.0,S. Dekker enters the game for C. Capela,,113-115,,
4:29.0,R. Anderson makes 2-pt shot from 2 ft (assist by J. Harden),2,115-116,,
4:11.0,,,115-119,3,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala)
3:54.0,Shooting foul by S. Curry (drawn by J. Harden),,115-119,,
3:54.0,J. Harden makes free throw 1 of 3,1,116-119,,
3:54.0,J. Harden makes free throw 2 of 3,1,117-119,,
3:54.0,J. Harden makes free throw 3 of 3,1,118-119,,
3:32.0,,,118-119,,K. Thompson misses 3-pt shot from 26 ft
3:32.0,Defensive rebound by Team,,118-119,,
3:12.0,J. Harden misses 3-pt shot from 33 ft,,118-119,,
3:12.0,,,118-119,,Defensive rebound by K. Thompson
3:06.0,,,118-121,2,K. Durant makes 2-pt shot at rim (assist by K. Thompson)
2:54.0,Turnover by R. Anderson (bad pass),,118-121,,
2:33.0,,,118-121,,S. Curry misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by S. Dekker,,118-121,,
2:07.0,E. Gordon misses 3-pt shot from 25 ft,,118-121,,
2:06.0,,,118-121,,Defensive rebound by K. Durant
1:49.0,,,118-121,,S. Curry misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by S. Dekker,,118-121,,
1:28.0,R. Anderson misses 3-pt shot from 27 ft,,118-121,,
1:28.0,Offensive rebound by S. Dekker,,118-121,,
1:25.0,E. Gordon makes 3-pt shot from 27 ft (assist by S. Dekker),3,121-121,,
1:25.0,,,121-121,,Golden State full timeout
1:08.0,,,121-121,,K. Durant misses 2-pt shot from 15 ft
1:08.0,Defensive rebound by J. Harden,,121-121,,
0:45.0,S. Dekker makes 2-pt shot from 1 ft (assist by J. Harden),2,123-121,,
0:27.0,,,123-123,2,K. Thompson makes 2-pt shot from 15 ft (assist by A. Iguodala)
0:05.0,Houston full timeout,,123-123,,
0:05.0,,,123-123,,S. Livingston enters the game for S. Curry
0:05.0,Houston full timeout,,123-123,,
0:03.0,Turnover by Team (shot clock),,123-123,,
0:03.0,,,123-123,,Golden State full timeout
0:03.0,P. Beverley enters the game for R. Anderson,,123-123,,
0:03.0,,,123-123,,S. Curry enters the game for S. Livingston
0:02.0,Personal foul by T. Ariza (drawn by D. Green),,123-123,,
0:02.0,,,123-123,,Golden State full timeout
0:02.0,,,123-123,,K. Durant misses 3-pt shot from 24 ft
0:00.0,,,123-123,,Offensive rebound by S. Curry
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: K. Durant vs. M. Harrell (S. Curry gains possession),,,,Jump ball: K. Durant vs. M. Harrell (S. Curry gains possession)
4:46.0,Personal foul by T. Ariza (drawn by K. Durant),,123-123,,
4:35.0,,,123-123,,K. Durant misses 2-pt shot from 14 ft
4:34.0,Defensive rebound by J. Harden,,123-123,,
4:24.0,R. Anderson misses 3-pt shot from 30 ft,,123-123,,
4:24.0,,,123-123,,Defensive rebound by K. Durant
4:07.0,,,123-123,,S. Curry misses 2-pt shot from 2 ft
4:07.0,,,123-123,,Offensive rebound by A. Iguodala
4:03.0,,,123-123,,K. Thompson misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by M. Harrell,,123-123,,
3:37.0,T. Ariza misses 3-pt shot from 24 ft,,123-123,,
3:36.0,,,123-123,,Defensive rebound by K. Durant
3:25.0,,,123-123,,Offensive charge foul by S. Curry
3:25.0,,,123-123,,Turnover by S. Curry (offensive foul)
3:25.0,,,123-123,,S. Livingston enters the game for S. Curry
3:12.0,J. Harden makes 3-pt shot from 30 ft,3,126-123,,
2:53.0,,,126-123,,K. Durant misses 2-pt shot from 15 ft
2:52.0,Defensive rebound by R. Anderson,,126-123,,
2:42.0,Jump ball: D. Green vs. J. Harden (R. Anderson gains possession),,,,Jump ball: D. Green vs. J. Harden (R. Anderson gains possession)
2:27.0,J. Harden misses 2-pt shot from 20 ft,,126-123,,
2:27.0,,,126-123,,Defensive rebound by K. Thompson
2:12.0,,,126-123,,K. Durant misses 3-pt shot from 25 ft
2:11.0,,,126-123,,Offensive rebound by D. Green
2:10.0,Personal foul by J. Harden (drawn by D. Green),,126-123,,
2:10.0,,,126-124,1,D. Green makes free throw 1 of 2
2:10.0,,,126-124,,D. Green misses free throw 2 of 2
2:10.0,Defensive rebound by Team,,126-124,,
2:10.0,,,126-124,,Flagrant foul type 1 by D. Green (drawn by J. Harden)
2:10.0,J. Harden makes flagrant free throw 1 of 2,1,127-124,,
2:10.0,J. Harden makes flagrant free throw 2 of 2,1,128-124,,
1:53.0,E. Gordon makes 2-pt shot from 9 ft,2,130-124,,
1:29.0,,,130-124,,K. Durant misses 3-pt shot from 27 ft
1:29.0,Defensive rebound by J. Harden,,130-124,,
1:28.0,Turnover by J. Harden (bad pass; steal by D. Green),,130-124,,
1:15.0,,,130-124,,S. Livingston misses 2-pt shot from 15 ft
1:14.0,Defensive rebound by J. Harden,,130-124,,
0:53.0,J. Harden misses 3-pt shot from 26 ft,,130-124,,
0:52.0,Offensive rebound by M. Harrell,,130-124,,
0:27.0,J. Harden misses 3-pt shot from 27 ft,,130-124,,
0:26.0,Offensive rebound by M. Harrell,,130-124,,
0:26.0,M. Harrell misses 2-pt shot at rim,,130-124,,
0:26.0,,,130-124,,Defensive rebound by D. Green
0:26.0,,,130-124,,Golden State full timeout
0:26.0,P. Beverley enters the game for R. Anderson,,130-124,,
0:26.0,,,130-124,,I. Clark enters the game for S. Livingston
0:21.0,,,130-124,,K. Thompson misses 3-pt shot from 25 ft
0:21.0,,,130-124,,Offensive rebound by D. Green
0:20.0,,,130-126,2,D. Green makes 2-pt shot from 2 ft
0:20.0,,,130-126,,Shooting foul by M. Harrell (drawn by D. Green)
0:20.0,,,130-127,1,D. Green makes free throw 1 of 1
0:20.0,R. Anderson enters the game for M. Harrell,,130-126,,
0:20.0,,,130-126,,S. Livingston enters the game for I. Clark
0:16.0,,,130-127,,Personal take foul by K. Durant (drawn by P. Beverley)
0:16.0,Houston full timeout,,130-127,,
0:08.0,,,130-127,,Personal foul by D. Green (drawn by T. Ariza)
0:08.0,T. Ariza makes free throw 1 of 2,1,131-127,,
0:08.0,T. Ariza makes free throw 2 of 2,1,132-127,,
0:08.0,,,132-127,,Golden State full timeout
0:08.0,,,130-127,,K. Looney enters the game for D. Green
0:08.0,,,132-127,,I. Clark enters the game for K. Looney
0:08.0,M. Harrell enters the game for R. Anderson,,132-127,,
0:06.0,,,132-127,,K. Thompson misses 3-pt shot from 26 ft
0:03.0,,,132-127,,Offensive rebound by I. Clark
0:02.0,,,132-127,,I. Clark misses 2-pt shot from 16 ft
0:01.0,Defensive rebound by J. Harden,,132-127,,
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
