time,Indiana,pts.away,score,pts.home,Cleveland
3:05.0,Offensive rebound by M. Ellis,,106-109,,
3:05.0,M. Ellis makes 2-pt shot from 1 ft,2,108-109,,
2:53.0,,,108-111,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
2:45.0,P. George misses 3-pt shot from 25 ft,,108-111,,
2:44.0,,,108-111,,Defensive rebound by T. Thompson
2:34.0,,,108-111,,K. Irving misses 2-pt shot from 15 ft
2:33.0,Defensive rebound by P. George,,108-111,,
2:30.0,,,108-111,,Personal foul by L. James (drawn by M. Ellis)
2:30.0,,,108-111,,Cleveland full timeout
2:30.0,C. Miles enters the game for T. Young,,108-111,,
2:09.0,P. George makes 2-pt shot at rim,2,110-111,,
1:45.0,,,110-111,,J. Smith misses 2-pt shot from 6 ft
1:45.0,,,110-111,,Offensive rebound by Team
1:45.0,,,110-111,,Turnover by Team (shot clock)
1:33.0,P. George makes 3-pt shot from 24 ft (assist by M. Turner),3,113-111,,
1:16.0,,,113-111,,K. Irving misses 2-pt shot from 9 ft
1:14.0,,,113-111,,Offensive rebound by K. Love
1:02.0,,,113-111,,L. James misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by M. Ellis,,113-111,,
0:39.0,Turnover by Team (shot clock),,113-111,,
0:39.0,,,113-111,,Cleveland full timeout
0:39.0,T. Young enters the game for C. Miles,,113-111,,
0:39.0,,,113-111,,I. Shumpert enters the game for T. Thompson
0:37.0,,,113-111,,Turnover by K. Love (bad pass; steal by P. George)
0:31.0,Indiana full timeout,,113-111,,
0:31.0,,,113-111,,T. Thompson enters the game for K. Love
0:31.0,C. Miles enters the game for T. Young,,113-111,,
0:17.0,P. George misses 2-pt shot from 16 ft,,113-111,,
0:15.0,,,113-111,,Defensive rebound by K. Irving
0:03.0,,,113-114,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
0:03.0,Indiana full timeout,,113-114,,
0:02.0,Shooting foul by T. Thompson (drawn by P. George),,113-114,,
0:02.0,P. George misses free throw 1 of 2,,113-114,,
0:02.0,Offensive rebound by Team,,113-114,,
0:02.0,P. George makes free throw 2 of 2,1,114-114,,
0:02.0,,,114-114,,Cleveland full timeout
0:02.0,,,114-114,,Turnover by K. Love (bad pass; steal by P. George)
0:02.0,T. Young enters the game for C. Miles,,114-114,,
0:02.0,,,114-114,,K. Love enters the game for T. Thompson
0:01.0,Indiana full timeout,,114-114,,
0:01.0,C. Miles enters the game for T. Young,,114-114,,
0:01.0,,,114-114,,T. Thompson enters the game for K. Irving
0:00.0,P. George misses 3-pt shot from 25 ft,,114-114,,
0:00.0,Offensive rebound by Team,,114-114,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
4:59.0,Jump ball: T. Thompson vs. M. Turner (J. Teague gains possession),,,,Jump ball: T. Thompson vs. M. Turner (J. Teague gains possession)
4:51.0,M. Ellis misses 2-pt shot from 17 ft,,114-114,,
4:51.0,,,114-114,,Defensive rebound by K. Love
4:38.0,,,114-114,,K. Irving misses 2-pt shot from 24 ft
4:37.0,,,114-114,,Offensive rebound by J. Smith
4:32.0,,,114-114,,K. Irving misses 2-pt shot from 6 ft
4:31.0,,,114-114,,Offensive rebound by T. Thompson
4:31.0,,,114-116,2,T. Thompson makes 2-pt shot at rim
4:03.0,P. George misses 2-pt shot from 12 ft,,114-116,,
4:01.0,,,114-116,,Defensive rebound by K. Love
3:53.0,,,114-116,,L. James misses 2-pt shot at rim
3:52.0,Defensive rebound by P. George,,114-116,,
3:35.0,P. George makes 2-pt shot from 14 ft,2,116-116,,
3:35.0,Shooting foul by K. Irving (drawn by P. George),,116-116,,
3:35.0,P. George makes free throw 1 of 1,1,117-116,,
3:17.0,,,117-118,2,K. Love makes 2-pt shot from 6 ft (assist by L. James)
2:59.0,J. Teague misses 3-pt shot from 26 ft,,117-118,,
2:58.0,,,117-118,,Defensive rebound by L. James
2:37.0,,,117-118,,L. James misses 3-pt shot from 25 ft
2:36.0,,,117-118,,Offensive rebound by K. Love
2:36.0,,,117-120,2,K. Love makes 2-pt shot at rim
2:36.0,Indiana full timeout,,117-120,,
2:36.0,T. Young enters the game for M. Ellis,,117-120,,
2:25.0,P. George makes 3-pt shot from 24 ft (assist by M. Turner),3,120-120,,
2:06.0,,,120-123,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
1:47.0,P. George makes 2-pt shot from 19 ft (assist by J. Teague),2,122-123,,
1:27.0,,,122-125,2,K. Love makes 2-pt shot from 8 ft
1:12.0,P. George makes 2-pt shot from 14 ft (assist by J. Teague),2,124-125,,
1:12.0,,,124-125,,Cleveland full timeout
0:58.0,,,124-128,3,L. James makes 3-pt shot from 27 ft (assist by K. Irving)
0:50.0,P. George makes 3-pt shot from 26 ft (assist by J. Teague),3,127-128,,
0:27.0,,,127-131,3,K. Love makes 3-pt shot from 26 ft (assist by L. James)
0:27.0,Indiana full timeout,,127-131,,
0:17.0,C. Miles misses 3-pt shot from 25 ft,,127-131,,
0:17.0,,,127-131,,Defensive rebound by L. James
0:17.0,Personal foul by M. Turner (drawn by L. James),,127-131,,
0:17.0,,,127-131,,Cleveland full timeout
0:17.0,M. Ellis enters the game for P. George,,127-131,,
0:17.0,,,127-131,,I. Shumpert enters the game for T. Thompson
0:16.0,Personal foul by J. Teague (drawn by K. Irving),,127-131,,
0:16.0,,,127-132,1,K. Irving makes free throw 1 of 2
0:16.0,,,127-133,1,K. Irving makes free throw 2 of 2
0:16.0,Indiana full timeout,,127-133,,
0:16.0,,,127-132,,T. Thompson enters the game for K. Love
0:16.0,P. George enters the game for T. Young,,127-133,,
0:11.0,P. George misses 3-pt shot from 25 ft,,127-133,,
0:10.0,Offensive rebound by J. Teague,,127-133,,
0:08.0,Shooting foul by I. Shumpert,,127-133,,
0:08.0,C. Miles makes free throw 1 of 3,1,128-133,,
0:08.0,C. Miles makes free throw 2 of 3,1,129-133,,
0:08.0,C. Miles makes free throw 3 of 3,1,130-133,,
0:08.0,,,129-133,,K. Love enters the game for I. Shumpert
0:08.0,T. Young enters the game for P. George,,129-133,,
0:07.0,Personal foul by T. Young (drawn by K. Irving),,130-133,,
0:07.0,,,130-134,1,K. Irving makes free throw 1 of 2
0:07.0,,,130-135,1,K. Irving makes free throw 2 of 2
0:07.0,P. George enters the game for T. Young,,130-134,,
0:07.0,,,130-134,,I. Shumpert enters the game for K. Love
0:03.0,J. Teague misses 3-pt shot from 28 ft,,130-135,,
0:02.0,,,130-135,,Defensive rebound by L. James
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
