time,San Antonio,pts.away,score,pts.home,Golden State
5:18.0,Personal foul by D. Dedmon (drawn by S. Curry),,66-87,,
5:18.0,,,66-87,,P. McCaw enters the game for D. Green
5:18.0,D. Murray enters the game for P. Mills,,66-87,,
5:13.0,,,66-90,3,P. McCaw makes 3-pt shot from 23 ft (assist by K. Thompson)
5:04.0,J. Simmons misses 2-pt shot from 13 ft,,66-90,,
5:04.0,,,66-90,,Defensive rebound by J. McGee
4:57.0,,,66-93,3,S. Curry makes 3-pt shot from 30 ft
4:56.0,San Antonio full timeout,,66-93,,
4:56.0,K. Anderson enters the game for J. Simmons,,66-93,,
4:56.0,D. Bertans enters the game for L. Aldridge,,66-93,,
4:47.0,B. Forbes misses 3-pt shot from 27 ft,,66-93,,
4:47.0,,,66-93,,Defensive rebound by J. McGee
4:31.0,,,66-95,2,J. McGee makes 2-pt shot from 2 ft (assist by S. Curry)
4:17.0,D. Dedmon makes 2-pt shot at rim (assist by D. Murray),2,68-95,,
4:02.0,,,68-95,,Turnover by S. Curry (lost ball; steal by D. Murray)
3:42.0,K. Anderson misses 3-pt shot from 24 ft,,68-95,,
3:41.0,Offensive rebound by D. Dedmon,,68-95,,
3:40.0,D. Dedmon misses 2-pt shot from 2 ft,,68-95,,
3:39.0,Offensive rebound by K. Anderson,,68-95,,
3:38.0,K. Anderson makes 2-pt shot from 1 ft,2,70-95,,
3:18.0,,,70-97,2,J. McGee makes 2-pt shot from 6 ft (assist by P. McCaw)
3:03.0,Turnover by D. Dedmon (lost ball; steal by P. McCaw),,70-97,,
3:01.0,Personal foul by B. Forbes (drawn by S. Curry),,70-97,,
3:01.0,,,70-98,1,S. Curry makes free throw 1 of 2
3:01.0,,,70-99,1,S. Curry makes free throw 2 of 2
3:01.0,,,70-98,,S. Livingston enters the game for K. Thompson
3:01.0,,,70-98,,D. Green enters the game for K. Durant
2:48.0,Turnover by D. Murray (bad pass),,70-99,,
2:36.0,,,70-101,2,P. McCaw makes 2-pt shot from 21 ft (assist by S. Curry)
2:20.0,B. Forbes misses 2-pt shot from 19 ft,,70-101,,
2:20.0,,,70-101,,Defensive rebound by Team
2:20.0,Loose ball foul by D. Bertans (drawn by D. Green),,70-101,,
2:20.0,,,70-102,1,D. Green makes free throw 1 of 2
2:20.0,,,70-103,1,D. Green makes free throw 2 of 2
2:01.0,Shooting foul by P. McCaw (drawn by D. Murray),,70-103,,
2:01.0,D. Murray makes free throw 1 of 2,1,71-103,,
2:01.0,D. Murray makes free throw 2 of 2,1,72-103,,
1:45.0,,,72-103,,S. Livingston misses 2-pt shot from 10 ft
1:45.0,Defensive rebound by D. Dedmon,,72-103,,
1:35.0,D. Murray misses 2-pt shot from 8 ft,,72-103,,
1:34.0,Offensive rebound by K. Anderson,,72-103,,
1:34.0,K. Anderson misses 2-pt shot from 1 ft,,72-103,,
1:33.0,Offensive rebound by D. Dedmon,,72-103,,
1:33.0,Shooting foul by P. McCaw (drawn by D. Dedmon),,72-103,,
1:33.0,D. Dedmon makes free throw 1 of 2,1,73-103,,
1:33.0,D. Dedmon misses free throw 2 of 2,,73-103,,
1:32.0,,,73-103,,Defensive rebound by D. Green
1:26.0,,,73-103,,S. Livingston misses 2-pt shot from 11 ft
1:25.0,Defensive rebound by D. Murray,,73-103,,
1:09.0,,,73-103,,Personal foul by P. McCaw (drawn by D. Bertans)
1:09.0,D. Bertans makes free throw 1 of 2,1,74-103,,
1:09.0,D. Bertans makes free throw 2 of 2,1,75-103,,
1:09.0,,,74-103,,I. Clark enters the game for P. McCaw
0:54.0,,,75-105,2,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston)
0:39.0,Turnover by D. Murray (bad pass; steal by S. Curry),,75-105,,
0:34.0,,,75-105,,S. Curry misses 3-pt shot from 29 ft
0:33.0,Defensive rebound by D. Dedmon,,75-105,,
0:20.0,D. Murray misses 2-pt shot from 5 ft (block by D. Green),,75-105,,
0:19.0,,,75-105,,Defensive rebound by D. Green
0:19.0,Personal foul by D. Dedmon (drawn by D. Green),,75-105,,
0:19.0,,,75-106,1,D. Green makes free throw 1 of 2
0:19.0,,,75-106,,D. Green misses free throw 2 of 2
0:19.0,,,75-106,,M. Barnes enters the game for S. Curry
0:19.0,,,75-106,,J. McAdoo enters the game for J. McGee
0:18.0,Defensive rebound by K. Anderson,,75-106,,
0:04.0,D. Dedmon misses 2-pt shot from 6 ft,,75-106,,
0:03.0,,,75-106,,Defensive rebound by D. Green
0:00.0,,,75-106,,D. Green misses 3-pt shot from 58 ft
0:00.0,,,75-106,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,75-108,2,S. Livingston makes 2-pt shot at rim (assist by D. West)
11:23.0,J. Anthony makes 2-pt shot at rim (assist by K. Anderson),2,77-108,,
11:02.0,,,77-111,3,I. Clark makes 3-pt shot from 23 ft (assist by D. West)
10:49.0,Turnover by D. Bertans (bad pass; steal by I. Clark),,77-111,,
10:40.0,Violation by D. Bertans (kicked ball),,77-111,,
10:40.0,,,77-111,,J. McAdoo enters the game for D. Green
10:38.0,,,77-113,2,K. Thompson makes 2-pt shot from 8 ft (assist by I. Clark)
10:38.0,,,77-113,,Shooting foul by J. Simmons (drawn by K. Thompson)
10:38.0,,,77-114,1,K. Thompson makes free throw 1 of 1
10:25.0,J. Simmons misses 2-pt shot from 19 ft,,77-114,,
10:23.0,,,77-114,,Defensive rebound by J. McAdoo
10:18.0,,,77-114,,K. Thompson misses 3-pt shot from 27 ft
10:17.0,Defensive rebound by D. Murray,,77-114,,
10:07.0,D. Murray misses 2-pt shot from 14 ft,,77-114,,
10:07.0,Offensive rebound by D. Bertans,,77-114,,
9:51.0,J. Simmons misses 2-pt shot from 11 ft,,77-114,,
9:51.0,Offensive rebound by J. Anthony,,77-114,,
9:49.0,J. Anthony misses 2-pt shot from 6 ft,,77-114,,
9:47.0,Offensive rebound by K. Anderson,,77-114,,
9:46.0,K. Anderson misses 2-pt shot from 3 ft,,77-114,,
9:46.0,,,77-114,,Defensive rebound by Team
9:30.0,,,77-116,2,S. Livingston makes 2-pt shot from 14 ft
9:11.0,K. Anderson misses 3-pt shot from 23 ft,,77-116,,
9:11.0,,,77-116,,Defensive rebound by K. Thompson
9:05.0,,,77-116,,Turnover by K. Thompson (lost ball; steal by D. Bertans)
8:57.0,J. Anthony makes 2-pt shot from 2 ft (assist by D. Murray),2,79-116,,
8:56.0,,,79-116,,Golden State full timeout
8:56.0,B. Forbes enters the game for J. Simmons,,79-116,,
8:56.0,,,79-116,,P. McCaw enters the game for K. Thompson
8:56.0,,,79-116,,M. Barnes enters the game for S. Livingston
8:33.0,,,79-116,,M. Barnes misses 3-pt shot from 24 ft
8:32.0,,,79-116,,Offensive rebound by J. McAdoo
8:22.0,,,79-116,,P. McCaw misses 2-pt shot from 10 ft
8:22.0,Defensive rebound by D. Bertans,,79-116,,
8:14.0,B. Forbes misses 2-pt shot from 15 ft,,79-116,,
8:14.0,Offensive rebound by J. Anthony,,79-116,,
8:04.0,Turnover by D. Murray (bad pass; steal by P. McCaw),,79-116,,
7:58.0,,,79-116,,J. McAdoo misses 2-pt shot at rim
7:57.0,Defensive rebound by J. Anthony,,79-116,,
7:48.0,D. Bertans makes 3-pt shot from 26 ft (assist by D. Murray),3,82-116,,
7:32.0,,,82-116,,Turnover by I. Clark (bad pass; steal by K. Anderson)
7:20.0,K. Anderson makes 2-pt shot from 8 ft (assist by D. Bertans),2,84-116,,
7:03.0,,,84-118,2,I. Clark makes 2-pt shot from 8 ft (assist by M. Barnes)
6:57.0,San Antonio full timeout,,84-118,,
6:55.0,D. Bertans makes 2-pt shot from 1 ft (assist by K. Anderson),2,86-118,,
6:40.0,,,86-120,2,J. McAdoo makes 2-pt shot at rim (assist by D. West)
6:32.0,San Antonio full timeout,,86-120,,
6:32.0,,,86-120,,D. Jones enters the game for D. West
6:16.0,Turnover by D. Bertans (bad pass; steal by D. Jones),,86-120,,
6:13.0,Personal foul by J. Anthony (drawn by D. Jones),,86-120,,
