time,Charlotte,pts.away,score,pts.home,New York
3:36.0,M. Belinelli makes 3-pt shot from 25 ft (assist by F. Kaminsky),3,96-94,,
3:15.0,,,96-94,,K. Porzingis misses 3-pt shot from 26 ft
3:14.0,Defensive rebound by N. Batum,,96-94,,
3:07.0,C. Zeller misses 2-pt shot from 2 ft (block by K. Porzingis),,96-94,,
3:06.0,,,96-94,,Defensive rebound by K. O'Quinn
3:03.0,,,96-94,,D. Rose misses 2-pt shot from 6 ft (block by N. Batum)
3:03.0,Defensive rebound by Team,,96-94,,
3:03.0,,,96-94,,W. Hernangomez enters the game for K. O'Quinn
2:54.0,F. Kaminsky misses 3-pt shot from 25 ft,,96-94,,
2:54.0,,,96-94,,Defensive rebound by C. Anthony
2:45.0,,,96-96,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by C. Anthony)
2:27.0,N. Batum misses 2-pt shot from 10 ft,,96-96,,
2:27.0,,,96-96,,Defensive rebound by K. Porzingis
2:06.0,,,96-98,2,W. Hernangomez makes 2-pt shot at rim (assist by C. Anthony)
1:54.0,K. Walker makes 2-pt shot from 1 ft,2,98-98,,
1:35.0,,,98-100,2,D. Rose makes 2-pt shot from 2 ft
1:22.0,M. Belinelli makes 3-pt shot from 26 ft (assist by F. Kaminsky),3,101-100,,
1:05.0,,,101-102,2,C. Anthony makes 2-pt shot from 9 ft
0:45.0,N. Batum misses 3-pt shot from 26 ft,,101-102,,
0:45.0,,,101-102,,Defensive rebound by W. Hernangomez
0:23.0,,,101-104,2,D. Rose makes 2-pt shot from 12 ft
0:23.0,Charlotte full timeout,,101-104,,
0:23.0,,,101-104,,New York full timeout
0:20.0,K. Walker makes 2-pt shot from 1 ft (assist by M. Belinelli),2,103-104,,
0:20.0,Shooting foul by W. Hernangomez (drawn by K. Walker),,103-104,,
0:20.0,K. Walker makes free throw 1 of 1,1,104-104,,
0:20.0,,,104-104,,New York full timeout
0:20.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,103-104,,
0:20.0,,,104-104,,M. Kuzminskas enters the game for W. Hernangomez
0:20.0,M. Belinelli enters the game for C. Zeller,,104-104,,
0:01.0,,,104-104,,C. Anthony misses 2-pt shot from 12 ft
0:00.0,Defensive rebound by K. Walker,,104-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:43.0,,,104-104,,New York full timeout
4:34.0,,,104-106,2,D. Rose makes 2-pt shot from 2 ft
4:15.0,F. Kaminsky misses 2-pt shot from 2 ft,,104-106,,
4:14.0,Offensive rebound by F. Kaminsky,,104-106,,
4:12.0,F. Kaminsky misses 2-pt shot from 2 ft,,104-106,,
4:11.0,,,104-106,,Defensive rebound by C. Anthony
3:54.0,,,104-106,,D. Rose misses 2-pt shot from 3 ft (block by M. Kidd-Gilchrist)
3:53.0,,,104-106,,Offensive rebound by Team
3:53.0,Loose ball foul by M. Kidd-Gilchrist (drawn by D. Rose),,104-106,,
3:41.0,,,104-106,,C. Anthony misses 2-pt shot from 9 ft
3:40.0,,,104-106,,Offensive rebound by D. Rose
3:30.0,,,104-106,,K. Porzingis misses 2-pt shot from 5 ft
3:29.0,Defensive rebound by F. Kaminsky,,104-106,,
3:17.0,K. Walker misses 3-pt shot from 25 ft,,104-106,,
3:17.0,,,104-106,,Defensive rebound by C. Anthony
2:58.0,,,104-106,,Turnover by D. Rose (lost ball)
2:45.0,F. Kaminsky misses 2-pt shot from 2 ft (block by K. Porzingis),,104-106,,
2:44.0,,,104-106,,Defensive rebound by C. Anthony
2:26.0,,,104-108,2,C. Anthony makes 2-pt shot from 20 ft (assist by K. Porzingis)
2:03.0,N. Batum makes 2-pt shot from 18 ft,2,106-108,,
1:35.0,,,106-108,,K. Porzingis misses 2-pt shot from 16 ft
1:34.0,Defensive rebound by K. Walker,,106-108,,
1:21.0,K. Walker misses 2-pt shot from 3 ft (block by C. Anthony),,106-108,,
1:19.0,,,106-108,,Defensive rebound by M. Kuzminskas
1:12.0,,,106-108,,M. Kuzminskas misses 3-pt shot from 23 ft
1:10.0,Defensive rebound by F. Kaminsky,,106-108,,
1:02.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Belinelli),2,108-108,,
1:02.0,Shooting foul by C. Lee (drawn by M. Kidd-Gilchrist),,108-108,,
1:02.0,M. Kidd-Gilchrist makes free throw 1 of 1,1,109-108,,
0:45.0,,,109-111,3,K. Porzingis makes 3-pt shot from 24 ft (assist by C. Anthony)
0:27.0,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by N. Batum),2,111-111,,
0:03.0,,,111-113,2,C. Anthony makes 2-pt shot from 12 ft
0:03.0,Charlotte full timeout,,111-113,,
0:03.0,S. Hawes enters the game for M. Kidd-Gilchrist,,111-113,,
0:03.0,C. Zeller enters the game for F. Kaminsky,,111-113,,
0:03.0,,,111-113,,J. Holiday enters the game for M. Kuzminskas
0:01.0,K. Walker misses 3-pt shot from 23 ft (block by D. Rose),,111-113,,
0:00.0,Offensive rebound by Team,,111-113,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
