time,Portland,pts.away,score,pts.home,Phoenix
7:50.0,,,6-13,,T. Warren misses 3-pt shot from 27 ft
7:50.0,Defensive rebound by C. McCollum,,6-13,,
7:42.0,C. McCollum makes 2-pt shot from 4 ft,2,8-13,,
7:37.0,,,8-13,,Turnover by E. Bledsoe (bad pass)
7:24.0,C. McCollum makes 2-pt shot from 18 ft,2,10-13,,
7:16.0,,,10-13,,E. Bledsoe misses 2-pt shot from 2 ft (block by J. Nurkic)
7:15.0,Defensive rebound by C. McCollum,,10-13,,
7:11.0,D. Lillard misses 3-pt shot from 31 ft,,10-13,,
7:11.0,,,10-13,,Defensive rebound by Team
6:47.0,,,10-15,2,D. Booker makes 2-pt shot from 22 ft
6:47.0,Portland full timeout,,10-15,,
6:35.0,,,10-15,,Personal foul by M. Chriss (drawn by J. Nurkic)
6:31.0,C. McCollum misses 2-pt shot from 13 ft,,10-15,,
6:31.0,,,10-15,,Defensive rebound by M. Chriss
6:17.0,,,10-15,,D. Booker misses 2-pt shot from 13 ft
6:17.0,Defensive rebound by D. Lillard,,10-15,,
6:08.0,Turnover by J. Nurkic (offensive foul),,10-15,,
6:08.0,Offensive foul by J. Nurkic,,10-15,,
5:56.0,,,10-15,,M. Chriss misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by J. Nurkic,,10-15,,
5:43.0,D. Lillard makes 2-pt shot from 2 ft,2,12-15,,
5:33.0,Def 3 sec tech foul by J. Nurkic,,12-15,,
5:33.0,,,12-16,1,E. Bledsoe makes technical free throw
5:33.0,A. Crabbe enters the game for C. McCollum,,12-16,,
5:24.0,Personal foul by A. Crabbe (drawn by D. Booker),,12-16,,
5:14.0,,,12-16,,D. Booker misses 2-pt shot from 22 ft
5:14.0,Defensive rebound by A. Crabbe,,12-16,,
5:02.0,M. Harkless makes 2-pt shot from 1 ft (assist by N. Vonleh),2,14-16,,
4:44.0,,,14-16,,Turnover by E. Bledsoe (bad pass; steal by A. Crabbe)
4:39.0,A. Crabbe makes 2-pt shot from 2 ft,2,16-16,,
4:21.0,,,16-16,,E. Bledsoe misses 2-pt shot from 7 ft (block by J. Nurkic)
4:19.0,,,16-16,,Offensive rebound by M. Chriss
4:18.0,,,16-16,,Turnover by M. Chriss (lost ball; steal by N. Vonleh)
4:12.0,J. Nurkic makes 2-pt shot from 2 ft,2,18-16,,
4:12.0,,,18-16,,Phoenix full timeout
4:12.0,,,18-16,,T. Ulis enters the game for D. Jones
4:12.0,,,18-16,,A. Williams enters the game for E. Bledsoe
4:01.0,,,18-16,,T. Warren misses 2-pt shot from 11 ft
3:59.0,Defensive rebound by N. Vonleh,,18-16,,
3:49.0,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Lillard),2,20-16,,
3:37.0,,,20-16,,M. Chriss misses 2-pt shot from 17 ft
3:36.0,Defensive rebound by D. Lillard,,20-16,,
3:27.0,D. Lillard makes 2-pt shot from 19 ft,2,22-16,,
3:14.0,Def 3 sec tech foul by J. Nurkic,,22-16,,
3:14.0,,,22-16,,D. Booker misses technical free throw
3:14.0,,,22-16,,Offensive rebound by Team
3:14.0,,,22-16,,J. Dudley enters the game for M. Chriss
3:14.0,S. Napier enters the game for M. Harkless,,22-16,,
3:03.0,,,22-16,,D. Booker misses 2-pt shot from 11 ft
3:01.0,Defensive rebound by J. Nurkic,,22-16,,
2:54.0,D. Lillard makes 3-pt shot from 25 ft,3,25-16,,
2:42.0,,,25-16,,A. Williams misses 2-pt shot from 5 ft (block by J. Nurkic)
2:42.0,Defensive rebound by Team,,25-16,,
2:42.0,A. Aminu enters the game for J. Nurkic,,25-16,,
2:20.0,D. Lillard misses 2-pt shot from 1 ft,,25-16,,
2:17.0,,,25-16,,Defensive rebound by J. Dudley
1:57.0,,,25-16,,Turnover by J. Dudley (lost ball; steal by S. Napier)
1:51.0,D. Lillard makes 2-pt shot from 11 ft,2,27-16,,
1:49.0,,,27-16,,Phoenix full timeout
1:30.0,,,27-18,2,A. Williams makes 2-pt shot from 5 ft
1:17.0,Shooting foul by A. Williams (drawn by D. Lillard),,27-18,,
1:17.0,D. Lillard makes free throw 1 of 2,1,28-18,,
1:17.0,D. Lillard makes free throw 2 of 2,1,29-18,,
1:17.0,M. Leonard enters the game for N. Vonleh,,28-18,,
1:08.0,,,29-18,,Turnover by T. Ulis (lost ball; steal by S. Napier)
0:46.0,M. Leonard makes 2-pt shot from 1 ft (assist by A. Crabbe),2,31-18,,
0:39.0,,,31-18,,Turnover by D. Booker (lost ball)
0:30.0,M. Leonard misses 3-pt shot from 29 ft,,31-18,,
0:29.0,,,31-18,,Defensive rebound by T. Warren
0:26.0,Personal foul by M. Leonard (drawn by A. Williams),,31-18,,
0:26.0,N. Vonleh enters the game for M. Leonard,,31-18,,
0:08.0,,,31-18,,D. Booker misses 2-pt shot from 1 ft
0:06.0,Defensive rebound by A. Aminu,,31-18,,
0:01.0,,,31-18,,Shooting block foul by A. Williams (drawn by D. Lillard)
0:01.0,D. Lillard makes free throw 1 of 2,1,32-18,,
0:01.0,D. Lillard makes free throw 2 of 2,1,33-18,,
0:01.0,,,33-18,,T. Ulis misses 3-pt shot from 72 ft
0:00.0,,,33-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,33-18,,L. Barbosa misses 3-pt shot from 28 ft
11:37.0,,,33-18,,Offensive rebound by T. Ulis
11:33.0,,,33-20,2,L. Barbosa makes 2-pt shot from 1 ft (assist by T. Ulis)
11:17.0,M. Leonard misses 3-pt shot from 26 ft,,33-20,,
11:17.0,,,33-20,,Defensive rebound by J. Dudley
11:04.0,,,33-22,2,T. Ulis makes 2-pt shot from 15 ft
10:57.0,Offensive foul by C. McCollum,,33-22,,
10:57.0,Turnover by C. McCollum (offensive foul),,33-22,,
10:40.0,,,33-22,,L. Barbosa misses 2-pt shot from 13 ft
10:39.0,Defensive rebound by Team,,33-22,,
10:24.0,C. McCollum misses 2-pt shot from 18 ft,,33-22,,
10:22.0,,,33-22,,Defensive rebound by D. Jones
10:17.0,Personal foul by M. Leonard (drawn by A. Williams),,33-22,,
10:17.0,Technical foul by M. Leonard (drawn by A. Williams),,33-22,,
10:17.0,,,33-23,1,L. Barbosa makes technical free throw
10:04.0,,,33-23,,A. Williams misses 2-pt shot from 7 ft
10:02.0,Defensive rebound by A. Aminu,,33-23,,
9:50.0,Turnover by A. Aminu (traveling),,33-23,,
9:26.0,,,33-23,,Turnover by Team (shot clock)
9:16.0,,,33-23,,Personal foul by L. Barbosa (drawn by A. Crabbe)
9:05.0,A. Crabbe makes 2-pt shot from 18 ft,2,35-23,,
8:41.0,,,35-23,,L. Barbosa misses 2-pt shot from 12 ft
8:41.0,Defensive rebound by Team,,35-23,,
8:41.0,,,35-23,,Loose ball foul by A. Williams (drawn by A. Aminu)
8:41.0,Official timeout,,35-23,,
8:41.0,,,35-23,,M. Chriss enters the game for A. Williams
8:28.0,A. Crabbe misses 2-pt shot from 22 ft,,35-23,,
8:27.0,,,35-23,,Defensive rebound by J. Dudley
8:04.0,,,35-23,,T. Ulis misses 2-pt shot from 4 ft (block by M. Leonard)
8:03.0,Defensive rebound by A. Aminu,,35-23,,
7:57.0,C. McCollum makes 2-pt shot from 2 ft,2,37-23,,
7:46.0,,,37-25,2,T. Ulis makes 2-pt shot from 18 ft
7:27.0,S. Napier makes 2-pt shot from 19 ft,2,39-25,,
7:19.0,,,39-28,3,J. Dudley makes 3-pt shot from 25 ft (assist by T. Ulis)
7:03.0,Offensive foul by A. Crabbe,,39-28,,
7:03.0,Turnover by A. Crabbe (offensive foul),,39-28,,
7:03.0,M. Harkless enters the game for S. Napier,,39-28,,
6:48.0,,,39-30,2,D. Jones makes 2-pt shot at rim (assist by T. Ulis)
6:26.0,M. Leonard makes 2-pt shot at rim (assist by A. Aminu),2,41-30,,
6:19.0,,,41-30,,Shooting foul by M. Leonard (drawn by M. Chriss)
6:19.0,,,41-31,1,M. Chriss makes free throw 1 of 2
6:19.0,,,41-31,,M. Chriss misses free throw 2 of 2
6:19.0,J. Nurkic enters the game for M. Leonard,,41-31,,
6:18.0,Defensive rebound by A. Crabbe,,41-31,,
6:02.0,A. Aminu misses 2-pt shot from 19 ft,,41-31,,
6:02.0,,,41-31,,Defensive rebound by T. Ulis
5:56.0,,,41-33,2,L. Barbosa makes 2-pt shot from 2 ft (assist by T. Ulis)
5:56.0,Portland full timeout,,41-33,,
5:33.0,C. McCollum makes 3-pt shot from 26 ft (assist by M. Harkless),3,44-33,,
5:18.0,,,44-33,,T. Ulis misses 2-pt shot from 16 ft
5:17.0,Defensive rebound by A. Aminu,,44-33,,
5:14.0,,,44-33,,Shooting block foul by J. Dudley (drawn by M. Harkless)
5:14.0,M. Harkless misses free throw 1 of 2,,44-33,,
5:14.0,Offensive rebound by Team,,44-33,,
5:14.0,M. Harkless misses free throw 2 of 2,,44-33,,
5:14.0,D. Lillard enters the game for A. Crabbe,,44-33,,
5:14.0,,,44-33,,E. Bledsoe enters the game for T. Ulis
5:13.0,,,44-33,,Defensive rebound by M. Chriss
5:05.0,Personal foul by D. Lillard (drawn by L. Barbosa),,44-33,,
4:59.0,,,44-35,2,M. Chriss makes 2-pt shot from 19 ft (assist by L. Barbosa)
4:48.0,A. Aminu misses 2-pt shot at rim (block by M. Chriss),,44-35,,
4:46.0,,,44-35,,Defensive rebound by J. Dudley
4:37.0,,,44-37,2,E. Bledsoe makes 2-pt shot from 22 ft
4:30.0,,,44-37,,Personal foul by M. Chriss (drawn by J. Nurkic)
4:30.0,,,44-37,,D. Booker enters the game for J. Dudley
4:30.0,,,44-37,,T. Warren enters the game for L. Barbosa
4:24.0,D. Lillard makes 2-pt shot from 1 ft (assist by J. Nurkic),2,46-37,,
4:06.0,,,46-40,3,M. Chriss makes 3-pt shot from 25 ft (assist by D. Booker)
3:43.0,Shooting foul by D. Jones (drawn by D. Lillard),,46-40,,
3:43.0,D. Lillard makes free throw 1 of 3,1,47-40,,
3:43.0,D. Lillard makes free throw 2 of 3,1,48-40,,
3:43.0,D. Lillard makes free throw 3 of 3,1,49-40,,
3:35.0,,,49-40,,M. Chriss misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by A. Aminu,,49-40,,
3:29.0,Offensive foul by J. Nurkic,,49-40,,
3:29.0,Turnover by J. Nurkic (offensive foul),,49-40,,
3:24.0,,,49-42,2,E. Bledsoe makes 2-pt shot from 15 ft
3:24.0,Shooting block foul by D. Lillard (drawn by E. Bledsoe),,49-42,,
3:24.0,,,49-42,,E. Bledsoe misses free throw 1 of 1
3:23.0,Defensive rebound by J. Nurkic,,49-42,,
3:09.0,A. Aminu makes 2-pt shot from 2 ft (assist by M. Harkless),2,51-42,,
3:09.0,Shooting foul by M. Chriss (drawn by A. Aminu),,51-42,,
3:09.0,A. Aminu misses free throw 1 of 1,,51-42,,
3:08.0,,,51-42,,Defensive rebound by M. Chriss
2:53.0,,,51-42,,D. Booker misses 2-pt shot from 19 ft
2:53.0,Defensive rebound by D. Lillard,,51-42,,
2:43.0,D. Lillard makes 3-pt shot from 27 ft,3,54-42,,
2:23.0,,,54-44,2,T. Warren makes 2-pt shot from 6 ft
2:14.0,C. McCollum makes 2-pt shot from 3 ft,2,56-44,,
1:59.0,,,56-46,2,D. Booker makes 2-pt shot from 7 ft (assist by T. Warren)
1:49.0,J. Nurkic makes 2-pt shot at rim (assist by C. McCollum),2,58-46,,
1:38.0,,,58-46,,Shooting foul by M. Harkless (drawn by D. Jones)
1:38.0,,,58-46,,Phoenix full timeout
1:38.0,,,58-47,1,D. Jones makes free throw 1 of 2
1:38.0,,,58-48,1,D. Jones makes free throw 2 of 2
1:38.0,,,58-46,,A. Williams enters the game for M. Chriss
1:38.0,A. Crabbe enters the game for M. Harkless,,58-46,,
1:38.0,N. Vonleh enters the game for A. Aminu,,58-46,,
1:27.0,D. Lillard makes 3-pt shot from 25 ft,3,61-48,,
1:10.0,,,61-48,,E. Bledsoe misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by J. Nurkic,,61-48,,
0:58.0,D. Lillard misses 3-pt shot from 25 ft,,61-48,,
0:57.0,,,61-48,,Defensive rebound by E. Bledsoe
0:53.0,,,61-50,2,E. Bledsoe makes 2-pt shot from 1 ft
0:34.0,D. Lillard misses 2-pt shot from 12 ft,,61-50,,
0:34.0,Offensive rebound by N. Vonleh,,61-50,,
0:34.0,Shooting foul by T. Warren (drawn by N. Vonleh),,61-50,,
0:34.0,N. Vonleh makes 2-pt shot from 1 ft,2,63-50,,
0:34.0,N. Vonleh makes free throw 1 of 1,1,64-50,,
0:27.0,,,64-50,,Turnover by A. Williams (bad pass; steal by D. Lillard)
0:24.0,D. Lillard makes 2-pt shot at rim,2,66-50,,
0:00.0,,,66-50,,E. Bledsoe misses 2-pt shot from 12 ft
0:00.0,,,66-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,66-50,,E. Bledsoe misses 2-pt shot from 9 ft
11:44.0,Defensive rebound by D. Lillard,,66-50,,
11:37.0,N. Vonleh misses 2-pt shot from 1 ft,,66-50,,
11:36.0,Offensive rebound by N. Vonleh,,66-50,,
11:36.0,N. Vonleh makes 2-pt shot from 1 ft,2,68-50,,
11:10.0,,,68-53,3,E. Bledsoe makes 3-pt shot from 26 ft (assist by D. Jones)
10:44.0,D. Lillard misses 2-pt shot from 17 ft,,68-53,,
10:42.0,Offensive rebound by D. Lillard,,68-53,,
10:26.0,J. Nurkic misses 2-pt shot from 1 ft,,68-53,,
10:25.0,,,68-53,,Defensive rebound by T. Warren
10:15.0,,,68-53,,Shooting foul by M. Harkless
10:15.0,,,68-54,1,T. Warren makes free throw 1 of 2
10:15.0,,,68-55,1,T. Warren makes free throw 2 of 2
9:53.0,C. McCollum misses 2-pt shot from 5 ft,,68-55,,
9:52.0,Offensive rebound by C. McCollum,,68-55,,
9:52.0,Shooting foul by M. Chriss,,68-55,,
9:52.0,C. McCollum misses free throw 1 of 2,,68-55,,
9:52.0,Offensive rebound by Team,,68-55,,
9:52.0,C. McCollum makes free throw 2 of 2,1,69-55,,
9:52.0,,,68-55,,A. Williams enters the game for M. Chriss
9:35.0,,,69-55,,E. Bledsoe misses 2-pt shot from 18 ft
9:34.0,Defensive rebound by J. Nurkic,,69-55,,
9:28.0,,,69-55,,Personal foul by D. Jones (drawn by D. Lillard)
9:24.0,C. McCollum misses 2-pt shot at rim (block by A. Williams),,69-55,,
9:23.0,,,69-55,,Defensive rebound by D. Jones
9:16.0,,,69-57,2,D. Booker makes 2-pt shot from 4 ft (assist by E. Bledsoe)
9:09.0,Turnover by D. Lillard (offensive foul),,69-57,,
9:09.0,Offensive foul by D. Lillard,,69-57,,
8:56.0,,,69-59,2,D. Booker makes 2-pt shot from 20 ft (assist by E. Bledsoe)
8:31.0,C. McCollum misses 2-pt shot from 11 ft,,69-59,,
8:30.0,,,69-59,,Defensive rebound by A. Williams
8:25.0,,,69-59,,D. Jones misses 2-pt shot from 1 ft
8:24.0,,,69-59,,Offensive rebound by E. Bledsoe
8:24.0,Personal foul by C. McCollum,,69-59,,
8:17.0,,,69-59,,E. Bledsoe misses 2-pt shot from 15 ft
8:17.0,Defensive rebound by N. Vonleh,,69-59,,
8:07.0,C. McCollum misses 3-pt shot from 26 ft,,69-59,,
8:06.0,,,69-59,,Defensive rebound by A. Williams
8:01.0,,,69-61,2,T. Warren makes 2-pt shot from 1 ft (assist by D. Jones)
7:58.0,Portland full timeout,,69-61,,
7:58.0,A. Crabbe enters the game for C. McCollum,,69-61,,
7:53.0,Turnover by A. Crabbe (lost ball; steal by T. Warren),,69-61,,
7:51.0,Personal foul by A. Crabbe (drawn by D. Booker),,69-61,,
7:40.0,,,69-61,,T. Warren misses 2-pt shot from 2 ft
7:39.0,Defensive rebound by J. Nurkic,,69-61,,
7:30.0,D. Lillard makes 2-pt shot from 10 ft,2,71-61,,
7:11.0,,,71-63,2,D. Booker makes 2-pt shot from 4 ft
7:11.0,,,71-63,,Shooting foul by A. Crabbe (drawn by D. Booker)
7:11.0,,,71-64,1,D. Booker makes free throw 1 of 1
6:54.0,Shooting foul by D. Jones (drawn by D. Lillard),,71-64,,
6:54.0,D. Lillard makes free throw 1 of 2,1,72-64,,
6:54.0,D. Lillard makes free throw 2 of 2,1,73-64,,
6:36.0,,,73-64,,A. Williams misses 2-pt shot from 4 ft
6:35.0,,,73-64,,Offensive rebound by Team
6:35.0,,,73-64,,J. Dudley enters the game for D. Jones
6:27.0,,,73-64,,E. Bledsoe misses 2-pt shot from 8 ft
6:26.0,,,73-64,,Offensive rebound by A. Williams
6:26.0,,,73-64,,Shooting foul by N. Vonleh (drawn by A. Williams)
6:26.0,,,73-65,1,A. Williams makes free throw 1 of 2
6:26.0,,,73-66,1,A. Williams makes free throw 2 of 2
6:10.0,N. Vonleh misses 2-pt shot at rim,,73-66,,
6:09.0,Offensive rebound by N. Vonleh,,73-66,,
6:09.0,N. Vonleh misses 2-pt shot from 1 ft,,73-66,,
6:07.0,,,73-66,,Defensive rebound by E. Bledsoe
5:52.0,,,73-68,2,D. Booker makes 2-pt shot from 2 ft
5:32.0,M. Harkless misses 2-pt shot from 1 ft,,73-68,,
5:30.0,,,73-68,,Defensive rebound by A. Williams
5:23.0,,,73-70,2,A. Williams makes 2-pt shot from 6 ft (assist by E. Bledsoe)
5:05.0,D. Lillard misses 3-pt shot from 28 ft,,73-70,,
5:05.0,,,73-70,,Defensive rebound by A. Williams
4:53.0,,,73-70,,J. Dudley misses 3-pt shot from 26 ft
4:53.0,,,73-70,,Offensive rebound by D. Booker
4:49.0,,,73-70,,D. Booker misses 2-pt shot from 3 ft
4:48.0,Defensive rebound by N. Vonleh,,73-70,,
4:38.0,A. Crabbe misses 3-pt shot from 24 ft,,73-70,,
4:37.0,,,73-70,,Defensive rebound by Team
4:37.0,Loose ball foul by J. Nurkic (drawn by A. Williams),,73-70,,
4:37.0,,,73-71,1,A. Williams makes free throw 1 of 2
4:37.0,,,73-72,1,A. Williams makes free throw 2 of 2
4:37.0,C. McCollum enters the game for N. Vonleh,,73-71,,
4:37.0,A. Aminu enters the game for M. Harkless,,73-71,,
4:19.0,D. Lillard misses 2-pt shot from 2 ft,,73-72,,
4:17.0,Offensive rebound by J. Nurkic,,73-72,,
4:17.0,J. Nurkic makes 2-pt shot from 1 ft,2,75-72,,
4:13.0,,,75-72,,Shooting foul by J. Nurkic (drawn by E. Bledsoe)
4:13.0,,,75-72,,E. Bledsoe misses free throw 1 of 2
4:13.0,,,75-72,,Offensive rebound by Team
4:13.0,,,75-73,1,E. Bledsoe makes free throw 2 of 2
4:13.0,M. Leonard enters the game for J. Nurkic,,75-72,,
4:00.0,D. Lillard misses 2-pt shot from 14 ft,,75-73,,
4:00.0,,,75-73,,Defensive rebound by A. Williams
3:52.0,,,75-73,,A. Williams misses 2-pt shot from 8 ft
3:51.0,,,75-73,,Offensive rebound by T. Warren
3:49.0,,,75-73,,T. Warren misses 2-pt shot from 1 ft
3:48.0,Defensive rebound by M. Leonard,,75-73,,
3:31.0,C. McCollum makes 2-pt shot from 20 ft,2,77-73,,
3:16.0,,,77-73,,Shooting foul by C. McCollum (drawn by D. Booker)
3:16.0,,,77-73,,D. Booker misses free throw 1 of 2
3:16.0,,,77-73,,Offensive rebound by Team
3:16.0,,,77-74,1,D. Booker makes free throw 2 of 2
3:01.0,C. McCollum misses 3-pt shot from 26 ft,,77-74,,
3:01.0,,,77-74,,Defensive rebound by J. Dudley
2:54.0,,,77-77,3,E. Bledsoe makes 3-pt shot from 25 ft
2:33.0,Turnover by A. Aminu (bad pass; steal by A. Williams),,77-77,,
2:29.0,,,77-77,,D. Booker misses 2-pt shot from 2 ft (block by A. Aminu)
2:27.0,Defensive rebound by A. Aminu,,77-77,,
2:21.0,D. Lillard makes 3-pt shot from 27 ft (assist by A. Crabbe),3,80-77,,
1:59.0,,,80-77,,E. Bledsoe misses 2-pt shot from 1 ft
1:58.0,Defensive rebound by M. Leonard,,80-77,,
1:44.0,A. Crabbe misses 3-pt shot from 26 ft,,80-77,,
1:44.0,,,80-77,,Defensive rebound by A. Williams
1:37.0,,,80-79,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
1:15.0,A. Aminu makes 2-pt shot from 19 ft,2,82-79,,
1:00.0,,,82-79,,D. Booker misses 2-pt shot from 6 ft (block by C. McCollum)
1:00.0,Defensive rebound by D. Lillard,,82-79,,
0:57.0,Turnover by D. Lillard (lost ball; steal by E. Bledsoe),,82-79,,
0:52.0,,,82-79,,T. Warren misses 2-pt shot from 18 ft
0:51.0,Defensive rebound by A. Crabbe,,82-79,,
0:34.0,D. Lillard misses 2-pt shot from 2 ft,,82-79,,
0:31.0,,,82-79,,Defensive rebound by T. Warren
0:27.0,,,82-79,,E. Bledsoe misses 2-pt shot from 22 ft
0:25.0,Defensive rebound by A. Aminu,,82-79,,
0:05.0,Turnover by D. Lillard (bad pass; steal by E. Bledsoe),,82-79,,
0:03.0,,,82-79,,Phoenix full timeout
0:03.0,S. Napier enters the game for D. Lillard,,82-79,,
0:03.0,N. Vonleh enters the game for M. Leonard,,82-79,,
0:03.0,M. Harkless enters the game for A. Crabbe,,82-79,,
0:01.0,,,82-79,,T. Warren misses 3-pt shot from 28 ft
0:00.0,,,82-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,82-79,,Personal foul by L. Barbosa (drawn by A. Aminu)
11:35.0,M. Leonard makes 2-pt shot from 18 ft (assist by C. McCollum),2,84-79,,
11:15.0,,,84-81,2,D. Booker makes 2-pt shot from 14 ft
11:04.0,S. Napier misses 2-pt shot from 2 ft (block by T. Ulis),,84-81,,
11:04.0,Offensive rebound by Team,,84-81,,
10:52.0,A. Aminu misses 3-pt shot from 26 ft,,84-81,,
10:52.0,,,84-81,,Defensive rebound by A. Williams
10:41.0,,,84-83,2,A. Williams makes 2-pt shot from 1 ft (assist by T. Ulis)
10:21.0,A. Crabbe misses 2-pt shot from 1 ft,,84-83,,
10:19.0,Offensive rebound by S. Napier,,84-83,,
10:12.0,C. McCollum makes 2-pt shot from 5 ft,2,86-83,,
10:12.0,Shooting foul by D. Booker,,86-83,,
10:12.0,C. McCollum makes free throw 1 of 1,1,87-83,,
9:58.0,,,87-85,2,T. Ulis makes 2-pt shot from 14 ft
9:34.0,S. Napier misses 2-pt shot from 2 ft,,87-85,,
9:33.0,,,87-85,,Defensive rebound by J. Dudley
9:33.0,Personal foul by S. Napier (drawn by J. Dudley),,87-85,,
9:15.0,,,87-85,,A. Williams misses 2-pt shot from 10 ft
9:14.0,,,87-85,,Offensive rebound by A. Williams
9:14.0,,,87-85,,A. Williams misses 2-pt shot from 1 ft
9:13.0,Defensive rebound by A. Aminu,,87-85,,
8:50.0,A. Aminu misses 2-pt shot from 18 ft,,87-85,,
8:50.0,,,87-85,,Defensive rebound by D. Booker
8:43.0,,,87-87,2,T. Ulis makes 2-pt shot from 7 ft
8:43.0,Portland full timeout,,87-87,,
8:43.0,D. Lillard enters the game for S. Napier,,87-87,,
8:43.0,N. Vonleh enters the game for M. Leonard,,87-87,,
8:26.0,A. Aminu makes 3-pt shot from 22 ft (assist by C. McCollum),3,90-87,,
8:06.0,,,90-89,2,A. Williams makes 2-pt shot from 3 ft (assist by T. Ulis)
8:06.0,,,90-89,,Shooting foul by N. Vonleh (drawn by A. Williams)
8:06.0,,,90-89,,A. Williams misses free throw 1 of 1
8:05.0,Defensive rebound by A. Aminu,,90-89,,
7:52.0,Shooting foul by A. Williams (drawn by A. Aminu),,90-89,,
7:52.0,A. Aminu makes free throw 1 of 2,1,91-89,,
7:52.0,A. Aminu makes free throw 2 of 2,1,92-89,,
7:32.0,,,92-89,,Turnover by D. Booker (bad pass; steal by A. Aminu)
7:09.0,A. Crabbe misses 3-pt shot from 26 ft,,92-89,,
7:08.0,,,92-89,,Defensive rebound by A. Williams
7:02.0,,,92-91,2,L. Barbosa makes 2-pt shot at rim (assist by A. Williams)
6:46.0,D. Lillard misses 3-pt shot from 30 ft,,92-91,,
6:45.0,,,92-91,,Defensive rebound by J. Dudley
6:37.0,,,92-93,2,T. Ulis makes 2-pt shot from 17 ft
6:19.0,Turnover by A. Aminu (bad pass),,92-93,,
6:19.0,J. Nurkic enters the game for N. Vonleh,,92-93,,
6:03.0,,,92-93,,A. Williams misses 2-pt shot from 3 ft
6:03.0,Defensive rebound by Team,,92-93,,
6:03.0,,,92-93,,Loose ball foul by A. Williams (drawn by J. Nurkic)
5:51.0,J. Nurkic makes 2-pt shot at rim,2,94-93,,
5:34.0,Personal foul by A. Crabbe (drawn by D. Booker),,94-93,,
5:34.0,Official timeout,,94-93,,
5:34.0,,,94-93,,T. Warren enters the game for T. Ulis
5:34.0,,,94-93,,E. Bledsoe enters the game for J. Dudley
5:34.0,,,94-93,,M. Chriss enters the game for A. Williams
5:22.0,,,94-93,,D. Booker misses 2-pt shot from 16 ft
