time,Brooklyn,pts.away,score,pts.home,New York
6:57.0,,,107-97,,J. Holiday misses 2-pt shot from 2 ft
6:55.0,Defensive rebound by S. Dinwiddie,,107-97,,
6:48.0,Turnover by S. Dinwiddie (bad pass; steal by J. Holiday),,107-97,,
6:48.0,Personal foul by R. Foye (drawn by J. Holiday),,107-97,,
6:48.0,B. Lopez enters the game for J. Hamilton,,107-97,,
6:48.0,,,107-97,,New York full timeout
6:39.0,,,107-97,,C. Anthony misses 3-pt shot from 24 ft
6:37.0,Defensive rebound by B. Lopez,,107-97,,
6:21.0,C. LeVert misses 3-pt shot from 24 ft,,107-97,,
6:19.0,,,107-97,,Defensive rebound by D. Rose
6:12.0,,,107-97,,C. Anthony misses 2-pt shot from 17 ft
6:10.0,Defensive rebound by C. LeVert,,107-97,,
5:54.0,J. Lin enters the game for S. Dinwiddie,,107-97,,
5:54.0,R. Hollis-Jefferson enters the game for Q. Acy,,107-97,,
5:54.0,Violation by Team (jump ball),,107-97,,
5:54.0,Turnover by B. Lopez (jump ball violation.),,107-97,,
5:54.0,Jump ball: C. Anthony vs. B. Lopez,,,,Jump ball: C. Anthony vs. B. Lopez
5:54.0,Loose ball foul by B. Lopez (drawn by C. Anthony),,107-97,,
5:43.0,,,107-97,,D. Rose misses 2-pt shot from 2 ft
5:41.0,Defensive rebound by B. Lopez,,107-97,,
5:22.0,C. LeVert makes 2-pt shot from 2 ft,2,109-97,,
5:10.0,,,109-99,2,D. Rose makes 2-pt shot from 1 ft
4:53.0,,,109-99,,Personal foul by L. Thomas (drawn by B. Lopez)
4:53.0,B. Lopez makes free throw 1 of 2,1,110-99,,
4:53.0,B. Lopez makes free throw 2 of 2,1,111-99,,
4:53.0,,,110-99,,C. Lee enters the game for J. Holiday
4:53.0,,,110-99,,K. O'Quinn enters the game for R. Baker
4:33.0,,,111-99,,K. O'Quinn misses 2-pt shot from 15 ft
4:31.0,Defensive rebound by C. LeVert,,111-99,,
4:16.0,R. Hollis-Jefferson makes 2-pt shot from 16 ft,2,113-99,,
4:01.0,,,113-101,2,D. Rose makes 2-pt shot from 2 ft (assist by K. O'Quinn)
4:01.0,,,113-101,,Shooting foul by B. Lopez (drawn by D. Rose)
4:01.0,,,113-102,1,D. Rose makes free throw 1 of 1
3:52.0,J. Lin misses 3-pt shot from 25 ft,,113-102,,
3:50.0,,,113-102,,Defensive rebound by K. O'Quinn
3:39.0,,,113-102,,C. Anthony misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by J. Lin,,113-102,,
3:16.0,R. Foye misses 2-pt shot from 6 ft,,113-102,,
3:14.0,,,113-102,,Defensive rebound by K. O'Quinn
3:08.0,,,113-102,,Shooting foul by J. Lin (drawn by D. Rose)
3:08.0,,,113-103,1,D. Rose makes free throw 1 of 2
3:08.0,Brooklyn full timeout,,113-103,,
3:08.0,,,113-104,1,D. Rose makes free throw 2 of 2
3:08.0,,,113-103,,J. Holiday enters the game for L. Thomas
2:47.0,J. Lin misses 2-pt shot from 12 ft,,113-104,,
2:46.0,Offensive rebound by R. Hollis-Jefferson,,113-104,,
2:44.0,R. Hollis-Jefferson misses 2-pt shot from 6 ft,,113-104,,
2:42.0,,,113-104,,Defensive rebound by K. O'Quinn
2:35.0,,,113-104,,D. Rose misses 2-pt shot from 2 ft
2:33.0,Defensive rebound by R. Hollis-Jefferson,,113-104,,
2:31.0,,,113-104,,Personal foul by K. O'Quinn (drawn by R. Hollis-Jefferson)
2:31.0,R. Hollis-Jefferson makes free throw 1 of 2,1,114-104,,
2:31.0,R. Hollis-Jefferson makes free throw 2 of 2,1,115-104,,
2:15.0,,,115-106,2,K. O'Quinn makes 2-pt shot from 5 ft (assist by C. Anthony)
1:50.0,C. LeVert makes 2-pt shot from 7 ft,2,117-106,,
1:40.0,,,117-108,2,K. O'Quinn makes 2-pt shot from 2 ft
1:24.0,J. Lin misses 3-pt shot from 24 ft,,117-108,,
1:22.0,,,117-108,,Defensive rebound by K. O'Quinn
1:10.0,,,117-108,,Turnover by C. Lee (bad pass; steal by R. Foye)
1:10.0,,,117-108,,Personal foul by C. Anthony (drawn by R. Foye)
1:10.0,R. Foye makes free throw 1 of 2,1,118-108,,
1:10.0,R. Foye makes free throw 2 of 2,1,119-108,,
1:10.0,,,119-108,,New York full timeout
1:04.0,,,119-108,,J. Holiday misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by Team,,119-108,,
0:45.0,B. Lopez makes 2-pt shot from 1 ft,2,121-108,,
0:32.0,,,121-110,2,K. O'Quinn makes 2-pt shot from 1 ft
0:08.0,Turnover by Team (shot clock),,121-110,,
0:04.0,,,121-110,,K. O'Quinn misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by R. Hollis-Jefferson,,121-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
