time,Houston,pts.away,score,pts.home,Oklahoma City
4:18.0,,,56-59,1,R. Westbrook makes free throw 1 of 1
4:18.0,E. Gordon enters the game for S. Dekker,,56-58,,
4:06.0,R. Anderson makes 3-pt shot from 24 ft (assist by J. Harden),3,59-59,,
3:44.0,,,59-59,,S. Adams misses 2-pt shot from 6 ft
3:44.0,Defensive rebound by T. Ariza,,59-59,,
3:35.0,Turnover by N. Hilario (offensive foul),,59-59,,
3:35.0,Offensive foul by N. Hilario,,59-59,,
3:21.0,,,59-59,,Turnover by D. Sabonis (bad pass; steal by T. Ariza)
3:12.0,R. Anderson misses 3-pt shot from 24 ft,,59-59,,
3:11.0,,,59-59,,Defensive rebound by A. Roberson
3:01.0,,,59-61,2,V. Oladipo makes 2-pt shot from 15 ft
2:46.0,E. Gordon misses 3-pt shot from 26 ft,,59-61,,
2:46.0,,,59-61,,Defensive rebound by D. Sabonis
2:40.0,,,59-61,,Turnover by R. Westbrook (bad pass; steal by N. Hilario)
2:32.0,T. Ariza misses 3-pt shot from 25 ft,,59-61,,
2:32.0,,,59-61,,Defensive rebound by A. Roberson
2:24.0,,,59-61,,S. Adams misses 2-pt shot from 1 ft
2:24.0,Defensive rebound by Team,,59-61,,
2:24.0,Official timeout,,59-61,,
2:14.0,Turnover by N. Hilario (bad pass),,59-61,,
2:02.0,,,59-61,,R. Westbrook misses 2-pt shot from 19 ft
2:02.0,Defensive rebound by T. Ariza,,59-61,,
1:51.0,J. Harden misses 2-pt shot at rim,,59-61,,
1:51.0,,,59-61,,Defensive rebound by V. Oladipo
1:34.0,,,59-63,2,R. Westbrook makes 2-pt shot from 2 ft (assist by D. Sabonis)
1:21.0,N. Hilario makes 2-pt shot at rim (assist by E. Gordon),2,61-63,,
1:08.0,,,61-63,,V. Oladipo misses 3-pt shot from 22 ft
1:07.0,Defensive rebound by J. Harden,,61-63,,
0:54.0,,,61-63,,Personal foul by D. Sabonis (drawn by J. Harden)
0:43.0,Turnover by J. Harden (lost ball),,61-63,,
0:37.0,,,61-63,,Shooting foul by E. Gordon (drawn by R. Westbrook)
0:37.0,,,61-64,1,R. Westbrook makes free throw 1 of 2
0:37.0,,,61-65,1,R. Westbrook makes free throw 2 of 2
0:24.0,N. Hilario misses 2-pt shot from 3 ft,,61-65,,
0:24.0,Offensive rebound by N. Hilario,,61-65,,
0:24.0,N. Hilario makes 2-pt shot from 3 ft,2,63-65,,
0:00.0,,,63-65,,A. Roberson misses 3-pt shot from 23 ft
0:00.0,,,63-65,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,T. Ariza makes 2-pt shot at rim (assist by E. Gordon),2,65-65,,
11:24.0,,,65-65,,R. Westbrook misses 2-pt shot from 16 ft
11:23.0,Defensive rebound by T. Ariza,,65-65,,
11:16.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,67-65,,
11:16.0,Shooting foul by V. Oladipo (drawn by T. Ariza),,67-65,,
11:16.0,T. Ariza makes free throw 1 of 1,1,68-65,,
10:51.0,,,68-65,,A. Roberson misses 2-pt shot at rim (block by C. Capela)
10:51.0,Defensive rebound by T. Ariza,,68-65,,
10:46.0,J. Harden makes 2-pt shot from 2 ft (assist by T. Ariza),2,70-65,,
10:26.0,,,70-67,2,D. Sabonis makes 2-pt shot from 1 ft (assist by R. Westbrook)
10:03.0,J. Harden misses 2-pt shot from 3 ft,,70-67,,
10:03.0,,,70-67,,Defensive rebound by S. Adams
9:55.0,,,70-70,3,V. Oladipo makes 3-pt shot from 22 ft (assist by S. Adams)
9:37.0,R. Anderson makes 3-pt shot from 23 ft (assist by J. Harden),3,73-70,,
9:18.0,,,73-70,,A. Roberson misses 3-pt shot from 23 ft
9:15.0,Defensive rebound by E. Gordon,,73-70,,
9:10.0,E. Gordon makes 2-pt shot from 1 ft,2,75-70,,
8:55.0,,,75-70,,R. Westbrook misses 2-pt shot from 7 ft
8:54.0,Defensive rebound by J. Harden,,75-70,,
8:47.0,R. Anderson misses 3-pt shot from 26 ft,,75-70,,
8:46.0,,,75-70,,Defensive rebound by V. Oladipo
8:34.0,Violation by R. Anderson (kicked ball),,75-70,,
8:27.0,,,75-70,,Turnover by V. Oladipo (bad pass; steal by J. Harden)
8:15.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,77-70,,
8:15.0,,,77-70,,Oklahoma City full timeout
7:56.0,,,77-70,,Shooting foul by R. Anderson (drawn by R. Westbrook)
7:56.0,,,77-71,1,R. Westbrook makes free throw 1 of 2
7:56.0,,,77-72,1,R. Westbrook makes free throw 2 of 2
7:38.0,E. Gordon misses 2-pt shot from 9 ft,,77-72,,
7:38.0,,,77-72,,Defensive rebound by D. Sabonis
7:32.0,,,77-72,,A. Roberson misses 2-pt shot from 2 ft
7:31.0,Defensive rebound by T. Ariza,,77-72,,
7:26.0,,,77-72,,Personal foul by A. Roberson (drawn by J. Harden)
7:13.0,C. Capela misses 2-pt shot from 2 ft,,77-72,,
7:12.0,Offensive rebound by C. Capela,,77-72,,
7:12.0,C. Capela misses 2-pt shot from 2 ft,,77-72,,
7:10.0,,,77-72,,Defensive rebound by V. Oladipo
6:59.0,,,77-74,2,V. Oladipo makes 2-pt shot from 16 ft
6:39.0,E. Gordon makes 3-pt shot from 25 ft (assist by T. Ariza),3,80-74,,
6:24.0,,,80-74,,Turnover by D. Sabonis (lost ball; steal by T. Ariza)
6:17.0,E. Gordon misses 3-pt shot from 25 ft,,80-74,,
6:17.0,,,80-74,,Defensive rebound by S. Adams
5:58.0,,,80-74,,S. Adams misses 2-pt shot from 4 ft
5:57.0,Defensive rebound by C. Capela,,80-74,,
5:43.0,,,80-74,,A. Abrines enters the game for D. Sabonis
5:43.0,,,80-74,,J. Grant enters the game for S. Adams
5:43.0,,,80-74,,E. Kanter enters the game for V. Oladipo
5:43.0,N. Hilario enters the game for C. Capela,,80-74,,
5:39.0,T. Ariza misses 3-pt shot from 23 ft,,80-74,,
5:39.0,,,80-74,,Defensive rebound by E. Kanter
5:31.0,,,80-74,,R. Westbrook misses 2-pt shot from 16 ft
5:30.0,Defensive rebound by R. Anderson,,80-74,,
5:23.0,J. Harden misses 2-pt shot from 9 ft,,80-74,,
5:23.0,Offensive rebound by N. Hilario,,80-74,,
5:23.0,Shooting foul by E. Kanter (drawn by N. Hilario),,80-74,,
5:23.0,N. Hilario makes free throw 1 of 2,1,81-74,,
5:23.0,N. Hilario misses free throw 2 of 2,,81-74,,
5:22.0,,,81-74,,Defensive rebound by R. Westbrook
5:09.0,,,81-76,2,E. Kanter makes 2-pt shot from 1 ft (assist by J. Grant)
4:53.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,83-76,,
4:41.0,,,83-76,,A. Abrines misses 3-pt shot from 26 ft
4:41.0,Defensive rebound by R. Anderson,,83-76,,
4:19.0,N. Hilario misses 2-pt shot from 3 ft (block by E. Kanter),,83-76,,
4:18.0,,,83-76,,Defensive rebound by J. Grant
4:04.0,,,83-76,,E. Kanter misses 2-pt shot from 16 ft
4:04.0,Defensive rebound by N. Hilario,,83-76,,
3:53.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,86-76,,
3:33.0,,,86-76,,A. Roberson misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by E. Gordon,,86-76,,
3:28.0,,,86-76,,Personal foul by A. Roberson (drawn by E. Gordon)
3:28.0,S. Dekker enters the game for E. Gordon,,86-76,,
3:28.0,,,86-76,,V. Oladipo enters the game for A. Roberson
3:20.0,Shooting foul by V. Oladipo (drawn by J. Harden),,86-76,,
3:20.0,J. Harden makes free throw 1 of 2,1,87-76,,
3:20.0,J. Harden misses free throw 2 of 2,,87-76,,
3:19.0,,,87-76,,Defensive rebound by R. Westbrook
3:10.0,,,87-78,2,R. Westbrook makes 2-pt shot from 2 ft
2:58.0,J. Harden misses 2-pt shot from 9 ft (block by E. Kanter),,87-78,,
2:58.0,,,87-78,,Defensive rebound by V. Oladipo
2:48.0,,,87-78,,J. Grant misses 3-pt shot from 23 ft
2:47.0,Defensive rebound by J. Harden,,87-78,,
2:33.0,R. Anderson misses 2-pt shot from 3 ft,,87-78,,
2:32.0,,,87-78,,Defensive rebound by E. Kanter
2:28.0,,,87-80,2,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook)
2:27.0,Houston full timeout,,87-80,,
2:27.0,C. Brewer enters the game for R. Anderson,,87-80,,
2:27.0,,,87-80,,S. Adams enters the game for R. Westbrook
2:27.0,,,87-80,,S. Christon enters the game for E. Kanter
2:19.0,Turnover by N. Hilario (bad pass; steal by A. Abrines),,87-80,,
1:58.0,,,87-80,,Turnover by S. Adams (lost ball)
1:45.0,,,87-80,,Def 3 sec tech foul by A. Abrines
1:45.0,J. Harden misses technical free throw,,87-80,,
1:45.0,Offensive rebound by Team,,87-80,,
1:41.0,J. Harden makes 3-pt shot from 25 ft (assist by N. Hilario),3,90-80,,
1:21.0,Personal foul by N. Hilario (drawn by S. Christon),,90-80,,
1:14.0,,,90-80,,Oklahoma City full timeout
1:07.0,,,90-80,,S. Christon misses 2-pt shot from 16 ft
1:05.0,Defensive rebound by T. Ariza,,90-80,,
0:46.0,J. Harden misses 3-pt shot from 25 ft,,90-80,,
0:45.0,,,90-80,,Defensive rebound by S. Adams
0:33.0,,,90-83,3,J. Grant makes 3-pt shot from 25 ft (assist by V. Oladipo)
0:08.0,J. Harden misses 3-pt shot from 25 ft,,90-83,,
0:08.0,,,90-83,,Defensive rebound by S. Adams
0:02.0,,,90-85,2,V. Oladipo makes 2-pt shot from 1 ft
0:00.0,T. Ariza misses 3-pt shot from 46 ft,,90-85,,
0:00.0,Offensive rebound by Team,,90-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,90-85,,J. Grant misses 2-pt shot from 3 ft
11:44.0,Defensive rebound by C. Capela,,90-85,,
11:27.0,S. Dekker makes 2-pt shot from 22 ft (assist by E. Gordon),2,92-85,,
11:06.0,,,92-88,3,A. Abrines makes 3-pt shot from 24 ft (assist by E. Kanter)
10:43.0,T. Ennis makes 2-pt shot from 4 ft,2,94-88,,
10:30.0,Def 3 sec tech foul by S. Dekker,,94-88,,
10:30.0,,,94-89,1,A. Abrines makes technical free throw
10:19.0,,,94-89,,V. Oladipo misses 2-pt shot from 5 ft (block by C. Capela)
10:18.0,Defensive rebound by T. Ennis,,94-89,,
10:11.0,E. Gordon misses 3-pt shot from 25 ft,,94-89,,
10:10.0,Offensive rebound by C. Brewer,,94-89,,
10:09.0,C. Brewer makes 2-pt shot from 1 ft,2,96-89,,
9:53.0,,,96-92,3,S. Christon makes 3-pt shot from 25 ft (assist by V. Oladipo)
9:31.0,S. Dekker misses 2-pt shot from 3 ft,,96-92,,
9:30.0,,,96-92,,Defensive rebound by E. Kanter
9:14.0,,,96-92,,E. Kanter misses 2-pt shot from 10 ft
9:14.0,Defensive rebound by T. Ennis,,96-92,,
9:01.0,,,96-92,,Personal foul by V. Oladipo (drawn by E. Gordon)
8:51.0,,,96-92,,Personal foul by E. Kanter (drawn by C. Capela)
8:51.0,Official timeout,,96-92,,
8:51.0,,,96-92,,R. Westbrook enters the game for V. Oladipo
8:41.0,E. Gordon misses 3-pt shot from 24 ft,,96-92,,
8:41.0,,,96-92,,Defensive rebound by E. Kanter
8:27.0,,,96-94,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
8:10.0,C. Brewer misses 3-pt shot from 23 ft,,96-94,,
8:10.0,,,96-94,,Defensive rebound by J. Grant
7:52.0,,,96-94,,R. Westbrook misses 2-pt shot from 15 ft (block by E. Gordon)
7:52.0,Defensive rebound by S. Dekker,,96-94,,
7:44.0,,,96-94,,Violation by S. Christon (kicked ball)
7:37.0,T. Ennis misses 2-pt shot from 19 ft,,96-94,,
7:37.0,,,96-94,,Defensive rebound by R. Westbrook
7:31.0,,,96-94,,R. Westbrook misses 2-pt shot from 1 ft
7:30.0,,,96-94,,Offensive rebound by E. Kanter
7:30.0,,,96-94,,E. Kanter misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by Team,,96-94,,
7:17.0,Turnover by E. Gordon (bad pass),,96-94,,
7:17.0,,,96-94,,D. Sabonis enters the game for E. Kanter
7:17.0,,,96-94,,S. Adams enters the game for J. Grant
7:17.0,R. Anderson enters the game for S. Dekker,,96-94,,
7:17.0,J. Harden enters the game for C. Brewer,,96-94,,
7:17.0,T. Ariza enters the game for T. Ennis,,96-94,,
7:00.0,,,96-94,,R. Westbrook misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by C. Capela,,96-94,,
6:47.0,J. Harden makes 2-pt shot from 4 ft,2,98-94,,
6:32.0,,,98-94,,S. Adams misses 2-pt shot from 1 ft
6:32.0,Defensive rebound by C. Capela,,98-94,,
6:27.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,100-94,,
6:27.0,,,100-94,,Oklahoma City full timeout
6:27.0,,,100-94,,V. Oladipo enters the game for A. Abrines
6:27.0,,,100-94,,A. Roberson enters the game for S. Christon
6:13.0,,,100-94,,A. Roberson misses 3-pt shot from 22 ft
6:12.0,Defensive rebound by T. Ariza,,100-94,,
5:53.0,R. Anderson misses 3-pt shot from 25 ft,,100-94,,
5:53.0,,,100-94,,Defensive rebound by V. Oladipo
5:44.0,,,100-94,,R. Westbrook misses 2-pt shot from 3 ft
5:44.0,,,100-94,,Offensive rebound by A. Roberson
5:41.0,,,100-97,3,R. Westbrook makes 3-pt shot from 23 ft (assist by A. Roberson)
5:16.0,R. Anderson misses 2-pt shot from 22 ft,,100-97,,
5:15.0,,,100-97,,Defensive rebound by R. Westbrook
4:53.0,,,100-97,,Turnover by R. Westbrook (bad pass; steal by T. Ariza)
4:52.0,Turnover by J. Harden (bad pass; steal by V. Oladipo),,100-97,,
4:48.0,,,100-97,,V. Oladipo misses 2-pt shot from 15 ft
4:47.0,Defensive rebound by C. Capela,,100-97,,
4:39.0,T. Ariza misses 3-pt shot from 23 ft,,100-97,,
4:38.0,,,100-97,,Defensive rebound by A. Roberson
4:24.0,,,100-97,,R. Westbrook misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by E. Gordon,,100-97,,
4:02.0,N. Hilario enters the game for C. Capela,,100-97,,
4:00.0,Turnover by T. Ariza (bad pass; steal by V. Oladipo),,100-97,,
3:54.0,,,100-97,,A. Roberson misses 2-pt shot from 2 ft
3:53.0,Defensive rebound by N. Hilario,,100-97,,
3:38.0,,,100-97,,Personal foul by S. Adams (drawn by J. Harden)
3:23.0,E. Gordon misses 3-pt shot from 26 ft,,100-97,,
3:22.0,,,100-97,,Defensive rebound by A. Roberson
3:00.0,,,100-100,3,V. Oladipo makes 3-pt shot from 23 ft (assist by A. Roberson)
2:32.0,E. Gordon misses 3-pt shot from 24 ft,,100-100,,
2:32.0,,,100-100,,Defensive rebound by R. Westbrook
2:17.0,,,100-100,,R. Westbrook misses 2-pt shot from 19 ft
2:16.0,Defensive rebound by R. Anderson,,100-100,,
1:58.0,J. Harden misses 2-pt shot from 15 ft (block by A. Roberson),,100-100,,
1:57.0,,,100-100,,Defensive rebound by V. Oladipo
1:43.0,,,100-102,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
1:43.0,Houston full timeout,,100-102,,
1:26.0,R. Anderson misses 3-pt shot from 24 ft,,100-102,,
1:24.0,Offensive rebound by J. Harden,,100-102,,
1:17.0,E. Gordon misses 2-pt shot from 1 ft (block by S. Adams),,100-102,,
