time,Houston,pts.away,score,pts.home,Oklahoma City
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: S. Adams vs. C. Capela (R. Westbrook gains possession),,,,Jump ball: S. Adams vs. C. Capela (R. Westbrook gains possession)
11:45.0,,,0-2,2,S. Adams makes 2-pt shot from 1 ft (assist by D. Sabonis)
11:20.0,J. Harden misses 3-pt shot from 25 ft,,0-2,,
11:19.0,,,0-2,,Defensive rebound by V. Oladipo
10:55.0,,,0-2,,A. Roberson misses 3-pt shot from 25 ft
10:55.0,Defensive rebound by J. Harden,,0-2,,
10:51.0,Turnover by J. Harden (lost ball; steal by R. Westbrook),,0-2,,
10:45.0,,,0-4,2,A. Roberson makes 2-pt shot at rim (assist by V. Oladipo)
10:32.0,Turnover by E. Gordon (step out of bounds),,0-4,,
10:21.0,,,0-6,2,V. Oladipo makes 2-pt shot from 20 ft (assist by R. Westbrook)
10:08.0,J. Harden makes 2-pt shot from 1 ft,2,2-6,,
9:51.0,Violation by C. Capela (def goaltending),,2-6,,
9:51.0,,,2-8,2,S. Adams makes 2-pt shot from 2 ft
9:36.0,E. Gordon misses 3-pt shot from 26 ft,,2-8,,
9:35.0,Offensive rebound by C. Capela,,2-8,,
9:35.0,C. Capela makes 2-pt shot from 1 ft,2,4-8,,
9:20.0,,,4-8,,V. Oladipo misses 2-pt shot from 17 ft
9:19.0,,,4-8,,Offensive rebound by D. Sabonis
9:19.0,,,4-10,2,D. Sabonis makes 2-pt shot from 1 ft
9:01.0,R. Anderson makes 2-pt shot from 18 ft,2,6-10,,
8:48.0,,,6-10,,Turnover by R. Westbrook (step out of bounds)
8:34.0,E. Gordon misses 2-pt shot from 2 ft,,6-10,,
8:34.0,,,6-10,,Defensive rebound by R. Westbrook
8:28.0,,,6-12,2,R. Westbrook makes 2-pt shot from 1 ft
8:16.0,T. Ariza misses 3-pt shot from 23 ft,,6-12,,
8:16.0,,,6-12,,Defensive rebound by V. Oladipo
8:07.0,,,6-14,2,S. Adams makes 2-pt shot from 10 ft (assist by V. Oladipo)
7:52.0,C. Capela misses 2-pt shot from 1 ft (block by S. Adams),,6-14,,
7:52.0,,,6-14,,Defensive rebound by S. Adams
7:46.0,,,6-17,3,V. Oladipo makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:43.0,Houston full timeout,,6-17,,
7:31.0,T. Ariza misses 3-pt shot from 24 ft,,6-17,,
7:29.0,,,6-17,,Defensive rebound by A. Roberson
7:07.0,,,6-19,2,V. Oladipo makes 2-pt shot from 1 ft
6:51.0,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon),2,8-19,,
6:39.0,,,8-21,2,D. Sabonis makes 2-pt shot from 8 ft (assist by R. Westbrook)
6:26.0,R. Anderson makes 3-pt shot from 27 ft (assist by J. Harden),3,11-21,,
6:02.0,,,11-21,,D. Sabonis misses 3-pt shot from 23 ft
6:02.0,Defensive rebound by C. Capela,,11-21,,
5:53.0,E. Gordon misses 3-pt shot from 25 ft,,11-21,,
5:52.0,Offensive rebound by E. Gordon,,11-21,,
5:38.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,13-21,,
5:24.0,,,13-21,,Turnover by S. Adams (3 sec)
5:24.0,,,13-21,,E. Kanter enters the game for S. Adams
5:24.0,N. Hilario enters the game for C. Capela,,13-21,,
5:14.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,15-21,,
4:56.0,,,15-21,,A. Roberson misses 2-pt shot from 2 ft
4:55.0,Defensive rebound by N. Hilario,,15-21,,
4:50.0,Turnover by J. Harden (bad pass),,15-21,,
4:50.0,,,15-21,,Oklahoma City full timeout
4:50.0,,,15-21,,N. Collison enters the game for D. Sabonis
4:50.0,S. Dekker enters the game for E. Gordon,,15-21,,
4:40.0,,,15-21,,Turnover by R. Westbrook (lost ball; steal by T. Ariza)
4:30.0,Turnover by N. Hilario (bad pass; steal by A. Roberson),,15-21,,
4:27.0,,,15-21,,Turnover by A. Roberson (lost ball; steal by J. Harden)
4:23.0,R. Anderson misses 3-pt shot from 23 ft,,15-21,,
4:22.0,Offensive rebound by J. Harden,,15-21,,
4:15.0,S. Dekker makes 3-pt shot from 25 ft (assist by T. Ariza),3,18-21,,
4:03.0,,,18-24,3,R. Westbrook makes 3-pt shot from 25 ft
3:49.0,Turnover by N. Hilario (lost ball; steal by R. Westbrook),,18-24,,
3:41.0,,,18-27,3,V. Oladipo makes 3-pt shot from 23 ft (assist by R. Westbrook)
3:27.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,21-27,,
3:07.0,,,21-27,,Shooting foul by J. Harden (drawn by R. Westbrook)
3:07.0,,,21-28,1,R. Westbrook makes free throw 1 of 2
3:07.0,,,21-29,1,R. Westbrook makes free throw 2 of 2
3:07.0,C. Brewer enters the game for R. Anderson,,21-28,,
3:07.0,,,21-28,,A. Abrines enters the game for V. Oladipo
2:47.0,N. Hilario misses 2-pt shot from 16 ft,,21-29,,
2:47.0,,,21-29,,Defensive rebound by E. Kanter
2:37.0,,,21-29,,R. Westbrook misses 2-pt shot from 15 ft
2:37.0,Defensive rebound by S. Dekker,,21-29,,
2:29.0,J. Harden misses 2-pt shot from 2 ft,,21-29,,
2:28.0,,,21-29,,Defensive rebound by E. Kanter
2:16.0,,,21-31,2,E. Kanter makes 2-pt shot from 1 ft (assist by A. Roberson)
1:57.0,T. Ariza makes 3-pt shot from 25 ft (assist by S. Dekker),3,24-31,,
1:43.0,,,24-31,,Shooting foul by C. Brewer (drawn by E. Kanter)
1:43.0,,,24-32,1,E. Kanter makes free throw 1 of 2
1:43.0,,,24-33,1,E. Kanter makes free throw 2 of 2
1:43.0,,,24-32,,S. Christon enters the game for R. Westbrook
1:43.0,,,24-32,,J. Grant enters the game for N. Collison
1:25.0,S. Dekker makes 3-pt shot from 23 ft (assist by J. Harden),3,27-33,,
1:13.0,,,27-33,,Turnover by S. Christon (traveling)
1:00.0,J. Harden misses 2-pt shot at rim,,27-33,,
1:00.0,Offensive rebound by Team,,27-33,,
0:46.0,C. Brewer makes 2-pt shot from 2 ft,2,29-33,,
0:31.0,,,29-36,3,A. Abrines makes 3-pt shot from 24 ft (assist by S. Christon)
0:26.0,J. Harden misses 2-pt shot from 11 ft,,29-36,,
0:26.0,Offensive rebound by J. Harden,,29-36,,
0:25.0,Shooting foul by E. Kanter (drawn by J. Harden),,29-36,,
0:25.0,J. Harden misses free throw 1 of 2,,29-36,,
0:25.0,Offensive rebound by Team,,29-36,,
0:25.0,J. Harden makes free throw 2 of 2,1,30-36,,
0:25.0,,,29-36,,A. Morrow enters the game for A. Roberson
0:03.0,,,30-38,2,S. Christon makes 2-pt shot from 16 ft
0:01.0,Shooting foul by A. Morrow (drawn by J. Harden),,30-38,,
0:01.0,J. Harden makes free throw 1 of 2,1,31-38,,
0:01.0,J. Harden makes free throw 2 of 2,1,32-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,E. Gordon misses 2-pt shot from 1 ft,,32-38,,
11:47.0,Offensive rebound by C. Capela,,32-38,,
11:47.0,Shooting foul by A. Morrow (drawn by C. Capela),,32-38,,
11:47.0,C. Capela makes free throw 1 of 2,1,33-38,,
11:47.0,C. Capela makes free throw 2 of 2,1,34-38,,
11:31.0,,,34-38,,Turnover by V. Oladipo (bad pass; steal by T. Ennis)
11:25.0,S. Dekker makes 2-pt shot from 1 ft,2,36-38,,
11:08.0,,,36-38,,A. Morrow misses 2-pt shot from 22 ft
11:07.0,Defensive rebound by E. Gordon,,36-38,,
11:01.0,E. Gordon makes 2-pt shot from 1 ft,2,38-38,,
10:59.0,,,38-38,,Oklahoma City full timeout
10:59.0,,,38-38,,S. Adams enters the game for E. Kanter
10:59.0,,,38-38,,J. Lauvergne enters the game for A. Morrow
10:48.0,Personal foul by C. Capela (drawn by S. Adams),,38-38,,
10:40.0,,,38-38,,Turnover by V. Oladipo (bad pass; steal by S. Dekker)
10:36.0,C. Brewer makes 2-pt shot at rim (assist by S. Dekker),2,40-38,,
10:14.0,,,40-38,,J. Grant misses 2-pt shot from 2 ft
10:14.0,Defensive rebound by C. Capela,,40-38,,
10:06.0,Turnover by S. Dekker (bad pass; steal by J. Lauvergne),,40-38,,
9:56.0,,,40-38,,V. Oladipo misses 2-pt shot from 4 ft
9:55.0,Defensive rebound by C. Capela,,40-38,,
9:49.0,E. Gordon misses 3-pt shot from 25 ft,,40-38,,
9:48.0,,,40-38,,Defensive rebound by J. Lauvergne
9:36.0,,,40-38,,S. Christon misses 2-pt shot from 8 ft
9:35.0,Defensive rebound by C. Capela,,40-38,,
9:17.0,E. Gordon misses 2-pt shot from 7 ft (block by S. Adams),,40-38,,
9:17.0,Offensive rebound by C. Capela,,40-38,,
9:17.0,Shooting foul by J. Lauvergne (drawn by C. Capela),,40-38,,
9:17.0,C. Capela misses free throw 1 of 2,,40-38,,
9:17.0,Offensive rebound by Team,,40-38,,
9:17.0,C. Capela makes free throw 2 of 2,1,41-38,,
9:02.0,,,41-40,2,J. Grant makes 2-pt shot from 2 ft
8:44.0,T. Ennis makes 2-pt shot from 3 ft,2,43-40,,
8:33.0,,,43-40,,J. Lauvergne misses 2-pt shot from 2 ft (block by C. Capela)
8:32.0,,,43-40,,Offensive rebound by V. Oladipo
8:26.0,,,43-43,3,J. Grant makes 3-pt shot from 22 ft (assist by V. Oladipo)
8:17.0,T. Ennis makes 3-pt shot from 25 ft,3,46-43,,
8:00.0,,,46-45,2,V. Oladipo makes 2-pt shot from 4 ft
7:49.0,E. Gordon makes 3-pt shot from 25 ft (assist by T. Ennis),3,49-45,,
7:35.0,,,49-45,,J. Lauvergne misses 3-pt shot from 25 ft
7:34.0,Defensive rebound by C. Capela,,49-45,,
7:27.0,E. Gordon misses 2-pt shot from 4 ft,,49-45,,
7:26.0,,,49-45,,Defensive rebound by V. Oladipo
7:25.0,,,49-45,,Offensive foul by S. Christon
7:25.0,,,49-45,,Turnover by S. Christon (offensive foul)
7:25.0,,,49-45,,R. Westbrook enters the game for S. Christon
7:25.0,R. Anderson enters the game for S. Dekker,,49-45,,
7:25.0,,,49-45,,D. Sabonis enters the game for J. Lauvergne
7:16.0,R. Anderson misses 2-pt shot from 18 ft,,49-45,,
7:15.0,,,49-45,,Defensive rebound by J. Grant
7:04.0,,,49-45,,Shooting foul by E. Gordon (drawn by R. Westbrook)
7:04.0,,,49-46,1,R. Westbrook makes free throw 1 of 2
7:04.0,,,49-47,1,R. Westbrook makes free throw 2 of 2
6:51.0,C. Brewer misses 2-pt shot from 5 ft (block by J. Grant),,49-47,,
6:51.0,Offensive rebound by C. Brewer,,49-47,,
6:45.0,,,49-47,,Personal foul by V. Oladipo (drawn by E. Gordon)
6:37.0,C. Brewer makes 3-pt shot from 23 ft (assist by T. Ennis),3,52-47,,
6:22.0,,,52-50,3,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook)
6:17.0,Turnover by C. Brewer (step out of bounds),,52-50,,
6:04.0,,,52-52,2,R. Westbrook makes 2-pt shot from 15 ft
5:52.0,T. Ennis makes 2-pt shot at rim,2,54-52,,
5:33.0,,,54-52,,V. Oladipo misses 3-pt shot from 23 ft
5:32.0,,,54-52,,Offensive rebound by R. Westbrook
5:28.0,,,54-54,2,R. Westbrook makes 2-pt shot from 1 ft
5:27.0,Houston full timeout,,54-54,,
5:27.0,,,54-54,,A. Roberson enters the game for J. Grant
5:27.0,J. Harden enters the game for C. Capela,,54-54,,
5:27.0,N. Hilario enters the game for E. Gordon,,54-54,,
5:27.0,T. Ariza enters the game for C. Brewer,,54-54,,
5:27.0,S. Dekker enters the game for T. Ennis,,54-54,,
5:04.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,56-54,,
4:40.0,,,56-56,2,D. Sabonis makes 2-pt shot from 4 ft (assist by A. Roberson)
4:30.0,Turnover by J. Harden (bad pass),,56-56,,
4:18.0,,,56-58,2,R. Westbrook makes 2-pt shot from 10 ft
4:18.0,,,56-58,,Shooting foul by S. Dekker (drawn by R. Westbrook)
