time,Sacramento,pts.away,score,pts.home,LA Clippers
2:10.0,,,93-96,,A. Rivers enters the game for W. Johnson
1:57.0,,,93-96,,Shooting foul by W. Cauley-Stein (drawn by B. Griffin)
1:57.0,,,93-97,1,B. Griffin makes free throw 1 of 2
1:57.0,,,93-97,,B. Griffin misses free throw 2 of 2
1:55.0,Defensive rebound by W. Cauley-Stein,,93-97,,
1:26.0,L. Galloway makes 3-pt shot from 26 ft (assist by G. Papagiannis),3,96-97,,
1:11.0,,,96-97,,Turnover by Team (shot clock)
1:11.0,A. Tolliver enters the game for G. Papagiannis,,96-97,,
1:11.0,,,96-97,,L. Mbah a Moute enters the game for J. Crawford
1:03.0,,,96-97,,Violation by C. Paul (kicked ball)
1:03.0,Sacramento full timeout,,96-97,,
0:59.0,Offensive foul by W. Cauley-Stein,,96-97,,
0:59.0,Turnover by W. Cauley-Stein (offensive foul),,96-97,,
0:59.0,,,96-97,,J. Crawford enters the game for L. Mbah a Moute
0:41.0,,,96-97,,C. Paul misses 2-pt shot from 23 ft
0:40.0,Defensive rebound by B. Hield,,96-97,,
0:30.0,B. Hield misses 2-pt shot from 13 ft,,96-97,,
0:28.0,,,96-97,,Defensive rebound by A. Rivers
0:09.0,,,96-97,,J. Crawford misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by B. Hield,,96-97,,
0:05.0,B. McLemore misses 2-pt shot from 4 ft,,96-97,,
0:04.0,Offensive rebound by W. Cauley-Stein,,96-97,,
0:03.0,W. Cauley-Stein makes 2-pt shot from 2 ft,2,98-97,,
0:02.0,,,98-97,,LA Clippers full timeout
0:02.0,,,98-97,,LA Clippers full timeout
0:02.0,G. Temple enters the game for B. McLemore,,98-97,,
0:02.0,,,98-97,,R. Felton enters the game for A. Rivers
0:01.0,,,98-97,,C. Paul misses 2-pt shot from 20 ft
0:00.0,,,98-97,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
