time,Portland,pts.away,score,pts.home,Oklahoma City
6:33.0,M. Plumlee makes free throw 2 of 2,1,85-85,,
6:21.0,Jump ball: S. Adams vs. M. Harkless (A. Aminu gains possession),,,,Jump ball: S. Adams vs. M. Harkless (A. Aminu gains possession)
6:21.0,,,85-85,,Turnover by S. Adams (lost ball; steal by M. Harkless)
6:16.0,A. Crabbe misses 3-pt shot from 23 ft,,85-85,,
6:16.0,,,85-85,,Defensive rebound by A. Roberson
6:10.0,,,85-87,2,R. Westbrook makes 2-pt shot from 12 ft (assist by A. Roberson)
5:54.0,D. Lillard misses 3-pt shot from 24 ft,,85-87,,
5:53.0,,,85-87,,Defensive rebound by D. Sabonis
5:39.0,,,85-89,2,R. Westbrook makes 2-pt shot from 14 ft
5:37.0,Portland full timeout,,85-89,,
5:37.0,E. Turner enters the game for A. Crabbe,,85-89,,
5:37.0,C. McCollum enters the game for M. Harkless,,85-89,,
5:10.0,A. Aminu misses 3-pt shot from 23 ft,,85-89,,
5:09.0,,,85-89,,Defensive rebound by S. Adams
4:56.0,,,85-91,2,R. Westbrook makes 2-pt shot from 20 ft
4:40.0,M. Plumlee misses 2-pt shot from 3 ft (block by D. Sabonis),,85-91,,
4:39.0,,,85-91,,Defensive rebound by S. Adams
4:36.0,,,85-91,,Shooting foul by D. Lillard (drawn by V. Oladipo)
4:36.0,,,85-92,1,V. Oladipo makes free throw 1 of 2
4:36.0,,,85-93,1,V. Oladipo makes free throw 2 of 2
4:25.0,,,85-93,,Personal foul by V. Oladipo (drawn by M. Plumlee)
4:25.0,M. Plumlee misses free throw 1 of 2,,85-93,,
4:25.0,Offensive rebound by Team,,85-93,,
4:25.0,M. Plumlee makes free throw 2 of 2,1,86-93,,
4:14.0,Shooting block foul by M. Plumlee (drawn by R. Westbrook),,86-93,,
4:14.0,,,86-94,1,R. Westbrook makes free throw 1 of 2
4:14.0,,,86-94,,R. Westbrook misses free throw 2 of 2
4:13.0,,,86-94,,Offensive rebound by R. Westbrook
4:05.0,,,86-94,,R. Westbrook misses 2-pt shot from 15 ft
4:04.0,Defensive rebound by C. McCollum,,86-94,,
3:45.0,Shooting foul by R. Westbrook (drawn by A. Aminu),,86-94,,
3:45.0,A. Aminu makes free throw 1 of 2,1,87-94,,
3:45.0,,,87-94,,Oklahoma City full timeout
3:45.0,A. Aminu makes free throw 2 of 2,1,88-94,,
3:33.0,,,88-94,,A. Roberson misses 2-pt shot from 1 ft (block by D. Lillard)
3:33.0,Defensive rebound by M. Plumlee,,88-94,,
3:22.0,D. Lillard makes 2-pt shot from 3 ft,2,90-94,,
3:08.0,,,90-96,2,R. Westbrook makes 2-pt shot from 16 ft
2:50.0,D. Lillard misses 3-pt shot from 26 ft,,90-96,,
2:50.0,,,90-96,,Defensive rebound by V. Oladipo
2:34.0,,,90-96,,R. Westbrook misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by C. McCollum,,90-96,,
2:23.0,C. McCollum makes 3-pt shot from 24 ft (assist by M. Plumlee),3,93-96,,
2:03.0,,,93-96,,D. Sabonis misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by C. McCollum,,93-96,,
1:51.0,Turnover by C. McCollum (lost ball; steal by A. Roberson),,93-96,,
1:51.0,Personal take foul by C. McCollum (drawn by V. Oladipo),,93-96,,
1:51.0,,,93-97,1,V. Oladipo makes free throw 1 of 2
1:51.0,,,93-97,,V. Oladipo misses free throw 2 of 2
1:50.0,Defensive rebound by C. McCollum,,93-97,,
1:33.0,D. Lillard misses 2-pt shot from 2 ft,,93-97,,
1:33.0,,,93-97,,Defensive rebound by A. Roberson
1:18.0,,,93-100,3,R. Westbrook makes 3-pt shot from 24 ft
1:18.0,Portland full timeout,,93-100,,
1:18.0,A. Crabbe enters the game for A. Aminu,,93-100,,
1:18.0,,,93-100,,J. Grant enters the game for D. Sabonis
1:14.0,C. McCollum misses 3-pt shot from 25 ft,,93-100,,
1:14.0,,,93-100,,Defensive rebound by S. Adams
0:58.0,,,93-100,,R. Westbrook misses 2-pt shot from 18 ft
0:57.0,,,93-100,,Offensive rebound by Team
0:46.0,Personal foul by E. Turner (drawn by R. Westbrook),,93-100,,
0:46.0,,,93-100,,R. Westbrook misses free throw 1 of 2
0:46.0,,,93-100,,Offensive rebound by Team
0:46.0,,,93-101,1,R. Westbrook makes free throw 2 of 2
0:46.0,Portland full timeout,,93-101,,
0:43.0,M. Plumlee makes 2-pt shot at rim (assist by E. Turner),2,95-101,,
0:39.0,Personal take foul by A. Crabbe (drawn by R. Westbrook),,95-101,,
0:39.0,,,95-102,1,R. Westbrook makes free throw 1 of 2
0:39.0,,,95-103,1,R. Westbrook makes free throw 2 of 2
0:31.0,D. Lillard misses 3-pt shot from 28 ft,,95-103,,
0:31.0,Offensive rebound by M. Plumlee,,95-103,,
0:29.0,M. Plumlee makes 2-pt shot from 1 ft,2,97-103,,
0:27.0,,,97-103,,Oklahoma City full timeout
0:27.0,,,97-103,,A. Morrow enters the game for J. Grant
0:27.0,,,97-103,,Oklahoma City full timeout
0:25.0,Personal take foul by M. Plumlee (drawn by R. Westbrook),,97-103,,
0:25.0,,,97-104,1,R. Westbrook makes free throw 1 of 2
0:25.0,,,97-105,1,R. Westbrook makes free throw 2 of 2
0:25.0,M. Leonard enters the game for M. Plumlee,,97-103,,
0:25.0,,,97-104,,J. Grant enters the game for A. Morrow
0:18.0,D. Lillard makes 2-pt shot from 5 ft,2,99-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
