time,Portland,pts.away,score,pts.home,Golden State
7:44.0,A. Aminu makes 3-pt shot from 24 ft (assist by A. Crabbe),3,103-108,,
7:28.0,,,103-108,,D. Green misses 3-pt shot from 26 ft
7:27.0,Defensive rebound by A. Crabbe,,103-108,,
7:15.0,C. McCollum misses 2-pt shot from 20 ft,,103-108,,
7:13.0,,,103-108,,Defensive rebound by A. Iguodala
7:09.0,,,103-108,,A. Iguodala misses 2-pt shot from 2 ft
7:08.0,Defensive rebound by M. Plumlee,,103-108,,
6:52.0,Turnover by C. McCollum (bad pass; steal by D. West),,103-108,,
6:48.0,,,103-108,,Shooting foul by E. Turner (drawn by A. Iguodala)
6:48.0,,,103-108,,A. Iguodala misses free throw 1 of 2
6:48.0,,,103-108,,Offensive rebound by Team
6:48.0,,,103-109,1,A. Iguodala makes free throw 2 of 2
6:48.0,,,103-108,,K. Durant enters the game for D. Green
6:48.0,M. Harkless enters the game for M. Plumlee,,103-108,,
6:31.0,E. Turner misses 2-pt shot from 11 ft,,103-109,,
6:30.0,,,103-109,,Defensive rebound by S. Livingston
6:25.0,,,103-111,2,S. Livingston makes 2-pt shot at rim
6:24.0,Portland full timeout,,103-111,,
6:24.0,,,103-111,,S. Curry enters the game for A. Iguodala
6:13.0,,,103-111,,Personal foul by D. West (drawn by A. Aminu)
5:59.0,A. Crabbe makes 2-pt shot from 11 ft (assist by M. Harkless),2,105-111,,
5:46.0,,,105-111,,Turnover by K. Thompson (bad pass; steal by A. Aminu)
5:35.0,C. McCollum misses 3-pt shot from 26 ft,,105-111,,
5:34.0,,,105-111,,Defensive rebound by S. Curry
5:25.0,,,105-111,,K. Durant misses 3-pt shot from 27 ft
5:24.0,,,105-111,,Offensive rebound by D. West
5:11.0,,,105-113,2,S. Curry makes 2-pt shot from 13 ft
4:53.0,C. McCollum makes 2-pt shot from 1 ft,2,107-113,,
4:43.0,,,107-113,,Golden State full timeout
4:43.0,M. Plumlee enters the game for E. Turner,,107-113,,
4:43.0,,,107-113,,D. Green enters the game for D. West
4:35.0,,,107-113,,K. Durant misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by C. McCollum,,107-113,,
4:16.0,Turnover by A. Aminu (lost ball; steal by S. Curry),,107-113,,
4:09.0,,,107-113,,S. Curry misses 3-pt shot from 28 ft
4:08.0,Defensive rebound by M. Plumlee,,107-113,,
3:59.0,M. Plumlee misses 2-pt shot from 21 ft,,107-113,,
3:58.0,,,107-113,,Defensive rebound by Team
3:58.0,Loose ball foul by A. Aminu (drawn by D. Green),,107-113,,
3:43.0,,,107-115,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
3:25.0,A. Crabbe misses 2-pt shot from 2 ft (block by D. Green),,107-115,,
3:23.0,,,107-115,,Defensive rebound by K. Durant
3:09.0,,,107-118,3,S. Curry makes 3-pt shot from 23 ft (assist by K. Durant)
3:09.0,Portland full timeout,,107-118,,
3:09.0,,,107-118,,A. Iguodala enters the game for S. Livingston
2:48.0,A. Aminu makes 3-pt shot from 26 ft (assist by C. McCollum),3,110-118,,
2:25.0,,,110-120,2,K. Thompson makes 2-pt shot from 17 ft (assist by K. Durant)
2:09.0,Turnover by M. Harkless (lost ball; steal by K. Durant),,110-120,,
2:06.0,,,110-122,2,K. Durant makes 2-pt shot from 1 ft
2:06.0,,,110-122,,Shooting foul by M. Harkless (drawn by K. Durant)
2:06.0,,,110-123,1,K. Durant makes free throw 1 of 1
1:52.0,C. McCollum makes 3-pt shot from 23 ft (assist by A. Aminu),3,113-123,,
1:52.0,,,113-123,,Golden State full timeout
1:37.0,,,113-123,,S. Curry misses 2-pt shot from 20 ft
1:36.0,Defensive rebound by M. Plumlee,,113-123,,
1:21.0,A. Aminu misses 2-pt shot from 4 ft,,113-123,,
1:19.0,Offensive rebound by M. Plumlee,,113-123,,
1:19.0,Shooting foul by K. Durant (drawn by M. Plumlee),,113-123,,
1:19.0,M. Plumlee makes free throw 1 of 2,1,114-123,,
1:19.0,M. Plumlee makes free throw 2 of 2,1,115-123,,
1:00.0,,,115-123,,K. Durant misses 2-pt shot from 13 ft
0:57.0,Defensive rebound by M. Plumlee,,115-123,,
0:51.0,A. Crabbe misses 3-pt shot from 25 ft,,115-123,,
0:47.0,,,115-123,,Defensive rebound by S. Curry
0:32.0,,,115-123,,S. Curry misses 2-pt shot from 24 ft
0:31.0,Defensive rebound by A. Crabbe,,115-123,,
0:23.0,Turnover by C. McCollum (bad pass; steal by D. Green),,115-123,,
0:18.0,,,115-123,,Golden State full timeout
0:16.0,Personal foul by A. Aminu (drawn by S. Curry),,115-123,,
0:16.0,,,115-124,1,S. Curry makes free throw 1 of 2
0:16.0,,,115-125,1,S. Curry makes free throw 2 of 2
0:16.0,P. Connaughton enters the game for A. Aminu,,115-123,,
0:08.0,M. Plumlee misses 3-pt shot from 26 ft,,115-125,,
0:07.0,Offensive rebound by C. McCollum,,115-125,,
0:06.0,C. McCollum misses 2-pt shot from 4 ft,,115-125,,
0:06.0,Offensive rebound by M. Harkless,,115-125,,
0:06.0,M. Harkless makes 2-pt shot from 2 ft,2,117-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
