time,Charlotte,pts.away,score,pts.home,Miami
11:31.0,,,22-22,1,J. Richardson makes flagrant free throw 2 of 2
11:27.0,,,22-22,,G. Dragic misses 2-pt shot from 1 ft
11:26.0,,,22-22,,Offensive rebound by W. Reed
11:26.0,,,22-22,,Shooting foul by J. O'Bryant (drawn by W. Reed)
11:26.0,,,22-23,1,W. Reed makes free throw 1 of 2
11:26.0,,,22-23,,W. Reed misses free throw 2 of 2
11:25.0,Defensive rebound by M. Williams,,22-23,,
11:01.0,J. O'Bryant misses 2-pt shot from 12 ft,,22-23,,
11:00.0,,,22-23,,Defensive rebound by G. Dragic
10:54.0,,,22-26,3,W. Ellington makes 3-pt shot from 26 ft (assist by G. Dragic)
10:49.0,Charlotte full timeout,,22-26,,
10:49.0,C. Zeller enters the game for J. O'Bryant,,22-26,,
10:41.0,M. Belinelli misses 2-pt shot from 16 ft,,22-26,,
10:40.0,,,22-26,,Defensive rebound by W. Reed
10:23.0,,,22-26,,W. Ellington misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by M. Williams,,22-26,,
10:10.0,Turnover by B. Roberts (bad pass; steal by W. Ellington),,22-26,,
10:07.0,,,22-26,,J. Richardson misses 2-pt shot from 2 ft
10:06.0,,,22-26,,Offensive rebound by G. Dragic
10:05.0,,,22-28,2,G. Dragic makes 2-pt shot from 1 ft
9:46.0,M. Belinelli makes 2-pt shot from 17 ft (assist by J. Lamb),2,24-28,,
9:34.0,,,24-30,2,W. Reed makes 2-pt shot at rim (assist by G. Dragic)
9:10.0,B. Roberts misses 3-pt shot from 24 ft,,24-30,,
9:09.0,,,24-30,,Defensive rebound by J. Johnson
8:57.0,,,24-30,,J. Richardson misses 2-pt shot from 21 ft (block by J. Lamb)
8:56.0,,,24-30,,Offensive rebound by J. Richardson
8:54.0,,,24-32,2,J. Richardson makes 2-pt shot from 15 ft
8:45.0,,,24-32,,Personal foul by W. Reed (drawn by C. Zeller)
8:41.0,,,24-32,,Personal foul by W. Ellington (drawn by M. Belinelli)
8:41.0,M. Belinelli makes free throw 1 of 3,1,25-32,,
8:41.0,M. Belinelli makes free throw 2 of 3,1,26-32,,
8:41.0,M. Belinelli makes free throw 3 of 3,1,27-32,,
8:41.0,K. Walker enters the game for B. Roberts,,24-32,,
8:28.0,,,27-32,,J. Richardson misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by M. Williams,,27-32,,
8:15.0,K. Walker makes 3-pt shot from 24 ft,3,30-32,,
7:57.0,,,30-35,3,W. Ellington makes 3-pt shot from 25 ft (assist by W. Reed)
7:52.0,Charlotte full timeout,,30-35,,
7:37.0,J. Lamb makes 2-pt shot from 14 ft,2,32-35,,
7:23.0,,,32-35,,W. Ellington misses 2-pt shot from 23 ft
7:22.0,Defensive rebound by M. Williams,,32-35,,
7:15.0,,,32-35,,Personal foul by J. Richardson (drawn by K. Walker)
7:15.0,,,32-35,,D. Waiters enters the game for W. Ellington
7:02.0,C. Zeller misses 2-pt shot from 16 ft,,32-35,,
7:01.0,Offensive rebound by M. Williams,,32-35,,
7:00.0,M. Williams makes 2-pt shot from 1 ft,2,34-35,,
6:54.0,,,34-35,,Miami full timeout
6:54.0,M. Kidd-Gilchrist enters the game for M. Williams,,34-35,,
6:54.0,,,34-35,,H. Whiteside enters the game for W. Reed
6:40.0,,,34-37,2,D. Waiters makes 2-pt shot from 21 ft
6:40.0,,,34-37,,Shooting foul by J. Lamb (drawn by D. Waiters)
6:40.0,,,34-38,1,D. Waiters makes free throw 1 of 1
6:40.0,N. Batum enters the game for J. Lamb,,34-37,,
6:27.0,M. Belinelli misses 2-pt shot from 20 ft,,34-38,,
6:26.0,Offensive rebound by M. Kidd-Gilchrist,,34-38,,
6:23.0,Turnover by K. Walker (lost ball),,34-38,,
6:12.0,,,34-41,3,G. Dragic makes 3-pt shot from 25 ft (assist by D. Waiters)
5:52.0,C. Zeller misses 2-pt shot from 11 ft,,34-41,,
5:51.0,,,34-41,,Defensive rebound by H. Whiteside
5:42.0,,,34-43,2,J. Richardson makes 2-pt shot from 2 ft (assist by J. Johnson)
5:25.0,N. Batum misses 2-pt shot from 1 ft (block by J. Johnson),,34-43,,
5:24.0,,,34-43,,Defensive rebound by D. Waiters
5:15.0,,,34-46,3,D. Waiters makes 3-pt shot from 23 ft (assist by G. Dragic)
5:15.0,Charlotte full timeout,,34-46,,
5:15.0,,,34-46,,L. Babbitt enters the game for J. Johnson
5:01.0,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum),3,37-46,,
4:44.0,,,37-46,,G. Dragic misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by M. Kidd-Gilchrist,,37-46,,
4:32.0,Turnover by M. Kidd-Gilchrist (bad pass),,37-46,,
4:14.0,,,37-46,,Offensive charge foul by G. Dragic
4:14.0,,,37-46,,Turnover by G. Dragic (offensive foul)
4:14.0,M. Williams enters the game for M. Belinelli,,37-46,,
4:01.0,K. Walker makes 2-pt shot from 2 ft (assist by C. Zeller),2,39-46,,
3:47.0,,,39-49,3,L. Babbitt makes 3-pt shot from 25 ft (assist by D. Waiters)
3:29.0,K. Walker makes 2-pt shot from 10 ft,2,41-49,,
3:10.0,,,41-49,,D. Waiters misses 2-pt shot from 3 ft
3:09.0,Defensive rebound by M. Williams,,41-49,,
3:03.0,M. Kidd-Gilchrist makes 2-pt shot from 15 ft (assist by K. Walker),2,43-49,,
2:47.0,,,43-49,,Turnover by L. Babbitt (bad pass; steal by N. Batum)
2:42.0,,,43-49,,Personal foul by G. Dragic (drawn by C. Zeller)
2:42.0,,,43-49,,T. Johnson enters the game for L. Babbitt
2:42.0,,,43-49,,J. Johnson enters the game for J. Richardson
2:32.0,Shooting foul by T. Johnson (drawn by K. Walker),,43-49,,
2:32.0,K. Walker makes free throw 1 of 3,1,44-49,,
2:32.0,K. Walker makes free throw 2 of 3,1,45-49,,
2:32.0,K. Walker makes free throw 3 of 3,1,46-49,,
2:20.0,,,46-49,,Turnover by J. Johnson (bad pass; steal by N. Batum)
2:11.0,,,46-49,,Shooting block foul by H. Whiteside (drawn by M. Kidd-Gilchrist)
2:11.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,47-49,,
2:11.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,48-49,,
1:53.0,,,48-49,,D. Waiters misses 3-pt shot from 24 ft
1:52.0,Defensive rebound by N. Batum,,48-49,,
1:44.0,K. Walker makes 2-pt shot from 16 ft,2,50-49,,
1:36.0,,,50-49,,Miami full timeout
1:36.0,,,50-49,,J. Richardson enters the game for D. Waiters
1:21.0,,,50-51,2,G. Dragic makes 2-pt shot from 1 ft
1:03.0,C. Zeller makes 2-pt shot at rim (assist by M. Williams),2,52-51,,
0:43.0,,,52-51,,G. Dragic misses 2-pt shot from 12 ft
0:42.0,Defensive rebound by M. Williams,,52-51,,
0:37.0,K. Walker makes 2-pt shot from 17 ft,2,54-51,,
0:24.0,,,54-54,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Johnson)
0:03.0,K. Walker misses 3-pt shot from 25 ft,,54-54,,
0:01.0,,,54-54,,Defensive rebound by J. Johnson
0:00.0,,,54-54,,J. Johnson misses 3-pt shot from 73 ft
0:00.0,,,54-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,M. Kidd-Gilchrist makes 2-pt shot from 13 ft,2,56-54,,
11:16.0,,,56-54,,L. Babbitt misses 3-pt shot from 27 ft
11:15.0,Defensive rebound by K. Walker,,56-54,,
10:57.0,M. Kidd-Gilchrist makes 2-pt shot from 14 ft,2,58-54,,
10:35.0,,,58-54,,L. Babbitt misses 3-pt shot from 25 ft (block by M. Williams)
10:34.0,Defensive rebound by Team,,58-54,,
10:26.0,M. Williams misses 3-pt shot from 24 ft,,58-54,,
10:25.0,,,58-54,,Defensive rebound by H. Whiteside
10:20.0,Personal foul by N. Batum (drawn by G. Dragic),,58-54,,
10:11.0,,,58-56,2,G. Dragic makes 2-pt shot from 2 ft (assist by D. Waiters)
10:11.0,,,58-56,,Shooting foul by C. Zeller (drawn by G. Dragic)
10:11.0,,,58-57,1,G. Dragic makes free throw 1 of 1
9:56.0,Turnover by K. Walker (lost ball; steal by H. Whiteside),,58-57,,
9:51.0,,,58-57,,G. Dragic misses 2-pt shot from 2 ft
9:50.0,Defensive rebound by N. Batum,,58-57,,
9:44.0,M. Williams makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist),3,61-57,,
9:32.0,,,61-57,,Turnover by D. Waiters (step out of bounds)
9:23.0,Shooting foul by R. McGruder (drawn by N. Batum),,61-57,,
9:23.0,N. Batum makes free throw 1 of 2,1,62-57,,
9:23.0,N. Batum makes free throw 2 of 2,1,63-57,,
9:05.0,,,63-60,3,L. Babbitt makes 3-pt shot from 25 ft (assist by G. Dragic)
8:55.0,,,63-60,,Personal foul by G. Dragic (drawn by M. Williams)
8:47.0,N. Batum misses 2-pt shot from 15 ft,,63-60,,
8:46.0,Offensive rebound by M. Williams,,63-60,,
8:45.0,Turnover by M. Williams (bad pass; steal by D. Waiters),,63-60,,
8:29.0,,,63-63,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. McGruder)
8:10.0,M. Williams makes 2-pt shot from 8 ft,2,65-63,,
7:59.0,,,65-63,,Turnover by D. Waiters (traveling)
7:47.0,Shooting foul by R. McGruder (drawn by N. Batum),,65-63,,
7:47.0,N. Batum makes free throw 1 of 3,1,66-63,,
7:47.0,N. Batum makes free throw 2 of 3,1,67-63,,
7:47.0,N. Batum makes free throw 3 of 3,1,68-63,,
7:41.0,Shooting block foul by M. Williams (drawn by G. Dragic),,68-63,,
7:41.0,,,68-64,1,G. Dragic makes free throw 1 of 3
7:41.0,,,68-65,1,G. Dragic makes free throw 2 of 3
7:41.0,,,68-66,1,G. Dragic makes free throw 3 of 3
7:32.0,Offensive foul by C. Zeller,,68-66,,
7:32.0,Turnover by C. Zeller (offensive foul),,68-66,,
7:18.0,,,68-66,,L. Babbitt misses 3-pt shot from 23 ft
7:17.0,,,68-66,,Offensive rebound by G. Dragic
7:07.0,J. Lamb enters the game for M. Williams,,68-66,,
6:58.0,,,68-66,,D. Waiters misses 2-pt shot from 1 ft
6:57.0,,,68-66,,Offensive rebound by H. Whiteside
6:55.0,,,68-66,,H. Whiteside misses 2-pt shot from 2 ft (block by C. Zeller)
6:54.0,Defensive rebound by Team,,68-66,,
6:40.0,N. Batum misses 2-pt shot from 1 ft (block by H. Whiteside),,68-66,,
6:39.0,,,68-66,,Defensive rebound by R. McGruder
6:34.0,,,68-68,2,D. Waiters makes 2-pt shot from 1 ft (assist by G. Dragic)
6:34.0,,,68-68,,Shooting foul by J. Lamb (drawn by D. Waiters)
6:34.0,,,68-69,1,D. Waiters makes free throw 1 of 1
6:34.0,,,68-68,,J. Richardson enters the game for G. Dragic
6:16.0,J. Lamb misses 2-pt shot from 12 ft,,68-69,,
6:15.0,Offensive rebound by Team,,68-69,,
6:15.0,,,68-69,,W. Ellington enters the game for R. McGruder
6:15.0,M. Belinelli enters the game for N. Batum,,68-69,,
6:10.0,K. Walker misses 3-pt shot from 24 ft,,68-69,,
6:09.0,,,68-69,,Defensive rebound by H. Whiteside
6:00.0,,,68-69,,D. Waiters misses 3-pt shot from 25 ft
5:59.0,,,68-69,,Offensive rebound by J. Richardson
5:51.0,,,68-69,,W. Ellington misses 3-pt shot from 24 ft
5:50.0,Defensive rebound by C. Zeller,,68-69,,
5:36.0,K. Walker misses 2-pt shot from 2 ft,,68-69,,
5:35.0,,,68-69,,Defensive rebound by H. Whiteside
5:26.0,,,68-72,3,L. Babbitt makes 3-pt shot from 24 ft (assist by D. Waiters)
5:00.0,M. Kidd-Gilchrist makes 2-pt shot from 6 ft (assist by M. Belinelli),2,70-72,,
4:45.0,,,70-74,2,H. Whiteside makes 2-pt shot from 19 ft (assist by D. Waiters)
4:23.0,M. Kidd-Gilchrist makes 2-pt shot from 9 ft,2,72-74,,
4:23.0,,,72-74,,Miami full timeout
4:23.0,,,72-74,,J. Johnson enters the game for L. Babbitt
4:04.0,,,72-74,,W. Ellington misses 2-pt shot from 20 ft
4:03.0,Defensive rebound by M. Kidd-Gilchrist,,72-74,,
3:56.0,,,72-74,,Personal foul by D. Waiters (drawn by J. Lamb)
3:56.0,M. Williams enters the game for M. Kidd-Gilchrist,,72-74,,
3:41.0,M. Williams makes 2-pt shot from 9 ft,2,74-74,,
3:26.0,,,74-77,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Johnson)
3:05.0,J. Lamb makes 2-pt shot from 2 ft,2,76-77,,
2:45.0,,,76-79,2,H. Whiteside makes 2-pt shot from 1 ft (assist by J. Johnson)
2:30.0,K. Walker makes 2-pt shot from 17 ft,2,78-79,,
2:13.0,,,78-79,,J. Richardson misses 2-pt shot from 2 ft (block by K. Walker)
2:12.0,Defensive rebound by K. Walker,,78-79,,
1:57.0,K. Walker makes 3-pt shot from 25 ft (assist by M. Belinelli),3,81-79,,
1:26.0,,,81-79,,D. Waiters misses 3-pt shot from 23 ft
1:25.0,,,81-79,,Offensive rebound by H. Whiteside
1:22.0,,,81-79,,H. Whiteside misses 2-pt shot from 5 ft
1:21.0,Defensive rebound by M. Williams,,81-79,,
1:12.0,K. Walker makes 3-pt shot from 24 ft,3,84-79,,
0:47.0,,,84-81,2,H. Whiteside makes 2-pt shot from 3 ft
0:36.0,Shooting foul by J. Richardson (drawn by K. Walker),,84-81,,
0:36.0,Charlotte full timeout,,84-81,,
0:36.0,K. Walker makes free throw 1 of 2,1,85-81,,
0:36.0,K. Walker makes free throw 2 of 2,1,86-81,,
0:36.0,C. Wood enters the game for C. Zeller,,84-81,,
0:36.0,,,84-81,,T. Johnson enters the game for H. Whiteside
0:36.0,,,84-81,,W. Reed enters the game for D. Waiters
0:15.0,,,86-81,,J. Johnson misses 2-pt shot from 6 ft
0:14.0,Defensive rebound by J. Lamb,,86-81,,
0:01.0,K. Walker misses 2-pt shot from 7 ft,,86-81,,
0:01.0,,,86-81,,Defensive rebound by J. Richardson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,86-81,,W. Ellington misses 3-pt shot from 25 ft
11:46.0,Defensive rebound by B. Roberts,,86-81,,
11:32.0,M. Belinelli misses 2-pt shot from 2 ft,,86-81,,
11:31.0,,,86-81,,Defensive rebound by W. Reed
11:26.0,,,86-81,,Turnover by J. Richardson (bad pass; steal by M. Belinelli)
11:24.0,Turnover by M. Williams (bad pass; steal by J. Richardson),,86-81,,
11:07.0,,,86-81,,T. Johnson misses 2-pt shot from 14 ft
11:06.0,Defensive rebound by C. Zeller,,86-81,,
10:56.0,J. Lamb misses 2-pt shot from 8 ft,,86-81,,
10:55.0,,,86-81,,Defensive rebound by Team
10:55.0,,,86-81,,G. Dragic enters the game for J. Richardson
10:34.0,,,86-84,3,J. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic)
10:15.0,M. Belinelli makes 3-pt shot from 25 ft (assist by M. Williams),3,89-84,,
9:46.0,,,89-87,3,J. Johnson makes 3-pt shot from 25 ft
9:27.0,M. Belinelli misses 3-pt shot from 24 ft,,89-87,,
9:26.0,,,89-87,,Defensive rebound by J. Johnson
9:03.0,,,89-89,2,G. Dragic makes 2-pt shot from 9 ft
8:48.0,M. Belinelli misses 2-pt shot from 8 ft,,89-89,,
8:47.0,,,89-89,,Defensive rebound by W. Reed
8:38.0,,,89-89,,W. Reed misses 2-pt shot from 1 ft (block by M. Williams)
8:38.0,,,89-89,,Offensive rebound by Team
8:38.0,Official timeout,,89-89,,
8:38.0,C. Wood enters the game for C. Zeller,,89-89,,
8:38.0,K. Walker enters the game for B. Roberts,,89-89,,
8:37.0,Jump ball: W. Reed vs. M. Williams (W. Ellington gains possession),,,,Jump ball: W. Reed vs. M. Williams (W. Ellington gains possession)
8:28.0,,,89-89,,W. Reed misses 2-pt shot from 2 ft
8:27.0,,,89-89,,Offensive rebound by W. Reed
8:26.0,,,89-91,2,W. Reed makes 2-pt shot from 1 ft
8:04.0,M. Williams misses 3-pt shot from 25 ft,,89-91,,
8:03.0,,,89-91,,Defensive rebound by W. Reed
7:53.0,,,89-93,2,W. Reed makes 2-pt shot at rim (assist by G. Dragic)
7:36.0,Turnover by C. Wood (lost ball; steal by G. Dragic),,89-93,,
7:30.0,,,89-93,,G. Dragic misses 2-pt shot from 2 ft (block by M. Williams)
7:29.0,Defensive rebound by M. Belinelli,,89-93,,
7:14.0,K. Walker misses 3-pt shot from 25 ft (block by J. Johnson),,89-93,,
7:13.0,,,89-93,,Defensive rebound by G. Dragic
7:03.0,,,89-93,,Shooting foul by J. Lamb (drawn by J. Johnson)
7:03.0,,,89-93,,J. Johnson misses free throw 1 of 2
7:03.0,,,89-93,,Offensive rebound by Team
7:03.0,,,89-93,,J. Johnson misses free throw 2 of 2
7:03.0,C. Zeller enters the game for C. Wood,,89-93,,
7:03.0,N. Batum enters the game for J. Lamb,,89-93,,
7:02.0,Defensive rebound by M. Williams,,89-93,,
6:37.0,K. Walker misses 2-pt shot from 20 ft,,89-93,,
6:36.0,,,89-93,,Defensive rebound by J. Johnson
6:31.0,,,89-93,,Shooting foul by C. Zeller (drawn by W. Reed)
6:31.0,,,89-93,,W. Reed misses free throw 1 of 2
6:31.0,,,89-93,,Offensive rebound by Team
6:31.0,,,89-93,,W. Reed misses free throw 2 of 2
6:31.0,M. Kidd-Gilchrist enters the game for M. Williams,,89-93,,
6:30.0,Defensive rebound by N. Batum,,89-93,,
6:06.0,C. Zeller misses 2-pt shot from 1 ft (block by J. Johnson),,89-93,,
6:05.0,,,89-93,,Defensive rebound by W. Ellington
5:56.0,,,89-96,3,T. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic)
5:56.0,Charlotte full timeout,,89-96,,
5:56.0,,,89-96,,H. Whiteside enters the game for W. Reed
5:33.0,N. Batum makes 2-pt shot from 20 ft,2,91-96,,
5:06.0,,,91-96,,Turnover by Team (shot clock)
4:52.0,M. Kidd-Gilchrist misses 2-pt shot from 7 ft,,91-96,,
4:51.0,,,91-96,,Defensive rebound by J. Johnson
4:40.0,,,91-96,,W. Ellington misses 3-pt shot from 24 ft
4:39.0,,,91-96,,Offensive rebound by G. Dragic
4:29.0,,,91-96,,Miami full timeout
4:29.0,M. Williams enters the game for M. Kidd-Gilchrist,,91-96,,
4:29.0,,,91-96,,D. Waiters enters the game for W. Ellington
4:14.0,,,91-99,3,D. Waiters makes 3-pt shot from 25 ft
3:56.0,N. Batum misses 3-pt shot from 25 ft,,91-99,,
3:55.0,,,91-99,,Defensive rebound by H. Whiteside
3:37.0,,,91-99,,T. Johnson misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by K. Walker,,91-99,,
3:25.0,K. Walker misses 2-pt shot from 2 ft (block by H. Whiteside),,91-99,,
3:24.0,,,91-99,,Defensive rebound by T. Johnson
3:05.0,,,91-99,,G. Dragic misses 3-pt shot from 25 ft
3:04.0,Defensive rebound by N. Batum,,91-99,,
2:51.0,N. Batum makes 2-pt shot from 1 ft,2,93-99,,
2:32.0,,,93-99,,Turnover by H. Whiteside (traveling)
2:22.0,N. Batum misses 3-pt shot from 24 ft,,93-99,,
2:21.0,Offensive rebound by C. Zeller,,93-99,,
2:20.0,C. Zeller makes 2-pt shot from 1 ft,2,95-99,,
