time,LA Lakers,pts.away,score,pts.home,Golden State
6:20.0,,,83-97,,J. McAdoo misses 2-pt shot from 14 ft
6:17.0,Defensive rebound by J. Randle,,83-97,,
6:17.0,J. Randle makes 2-pt shot from 2 ft,2,85-97,,
6:04.0,,,85-97,,J. McAdoo misses 2-pt shot from 5 ft (block by L. Nance)
6:04.0,,,85-97,,Offensive rebound by J. McAdoo
6:04.0,,,85-97,,Shooting foul by L. Nance (drawn by J. McAdoo)
6:04.0,,,85-98,1,J. McAdoo makes free throw 1 of 2
6:04.0,LA Lakers full timeout,,85-98,,
6:04.0,,,85-99,1,J. McAdoo makes free throw 2 of 2
6:04.0,,,85-98,,J. McGee enters the game for S. Livingston
5:49.0,T. Ennis misses 3-pt shot from 25 ft,,85-99,,
5:49.0,,,85-99,,Defensive rebound by I. Clark
5:34.0,,,85-101,2,I. Clark makes 2-pt shot from 9 ft (assist by J. McAdoo)
5:14.0,L. Nance misses 3-pt shot from 23 ft,,85-101,,
5:14.0,,,85-101,,Defensive rebound by P. McCaw
5:07.0,,,85-101,,Turnover by I. Clark (bad pass; steal by L. Nance)
4:56.0,C. Brewer makes 2-pt shot from 12 ft (assist by D. Nwaba),2,87-101,,
4:36.0,,,87-103,2,P. McCaw makes 2-pt shot at rim
4:30.0,L. Nance makes 2-pt shot from 1 ft (assist by T. Ennis),2,89-103,,
4:08.0,,,89-103,,P. McCaw misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by C. Brewer,,89-103,,
4:02.0,C. Brewer misses 2-pt shot at rim,,89-103,,
4:00.0,,,89-103,,Defensive rebound by D. Jones
3:49.0,,,89-105,2,D. Jones makes 2-pt shot at rim
3:45.0,LA Lakers full timeout,,89-105,,
3:45.0,J. Clarkson enters the game for J. Randle,,89-105,,
3:45.0,M. World Peace enters the game for D. Nwaba,,89-105,,
3:45.0,T. Robinson enters the game for C. Brewer,,89-105,,
3:33.0,L. Nance misses 2-pt shot at rim,,89-105,,
3:32.0,,,89-105,,Defensive rebound by D. Jones
3:10.0,,,89-105,,P. McCaw misses 2-pt shot from 17 ft
3:10.0,Defensive rebound by J. Clarkson,,89-105,,
3:02.0,Turnover by T. Robinson (lost ball; steal by J. McAdoo),,89-105,,
2:57.0,,,89-107,2,J. McAdoo makes 2-pt shot at rim
2:41.0,M. World Peace misses 2-pt shot from 19 ft,,89-107,,
2:41.0,Offensive rebound by L. Nance,,89-107,,
2:31.0,Turnover by T. Ennis (bad pass; steal by J. McGee),,89-107,,
2:15.0,,,89-107,,I. Clark misses 3-pt shot from 28 ft
2:15.0,Defensive rebound by Team,,89-107,,
2:14.0,,,89-107,,Loose ball foul by J. McGee (drawn by L. Nance)
1:54.0,T. Robinson misses 2-pt shot from 7 ft,,89-107,,
1:53.0,,,89-107,,Defensive rebound by D. Jones
1:34.0,,,89-107,,J. McGee misses 2-pt shot from 11 ft
1:34.0,Defensive rebound by L. Nance,,89-107,,
1:24.0,J. Clarkson makes 2-pt shot from 6 ft,2,91-107,,
1:06.0,,,91-107,,Turnover by J. McAdoo (lost ball; steal by L. Nance)
1:02.0,M. World Peace makes 2-pt shot at rim (assist by L. Nance),2,93-107,,
0:37.0,,,93-107,,J. McGee misses 2-pt shot from 10 ft
0:37.0,,,93-107,,Offensive rebound by J. McGee
0:37.0,,,93-109,2,J. McGee makes 2-pt shot from 10 ft
0:15.0,M. World Peace misses 3-pt shot from 27 ft,,93-109,,
0:14.0,,,93-109,,Defensive rebound by I. Clark
0:07.0,,,93-109,,Turnover by I. Clark (lost ball; steal by M. World Peace)
0:04.0,Shooting foul by D. Jones (drawn by M. World Peace),,93-109,,
0:04.0,M. World Peace misses free throw 1 of 2,,93-109,,
0:04.0,Offensive rebound by Team,,93-109,,
0:04.0,M. World Peace makes free throw 2 of 2,1,94-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
