time,Golden State,pts.away,score,pts.home,New Orleans
6:33.0,,,103-89,,Turnover by B. Hield (lost ball)
6:16.0,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green),2,105-89,,
6:10.0,,,105-91,2,L. Stephenson makes 2-pt shot from 2 ft
6:10.0,,,105-91,,Shooting foul by D. Green (drawn by L. Stephenson)
6:10.0,,,105-92,1,L. Stephenson makes free throw 1 of 1
6:01.0,,,105-92,,Personal foul by D. Cunningham (drawn by D. Green)
5:49.0,S. Curry makes 2-pt shot from 21 ft,2,107-92,,
5:43.0,,,107-92,,A. Davis misses 2-pt shot from 2 ft
5:43.0,Defensive rebound by D. Green,,107-92,,
5:43.0,Official timeout,,107-92,,
5:26.0,S. Curry misses 2-pt shot from 2 ft,,107-92,,
5:25.0,,,107-92,,Defensive rebound by A. Davis
5:12.0,,,107-95,3,D. Cunningham makes 3-pt shot from 25 ft (assist by T. Frazier)
4:52.0,S. Curry misses 3-pt shot from 26 ft,,107-95,,
4:52.0,,,107-95,,Defensive rebound by D. Cunningham
4:50.0,,,107-97,2,T. Frazier makes 2-pt shot from 3 ft
4:50.0,,,107-97,,Shooting foul by S. Livingston (drawn by T. Frazier)
4:50.0,,,107-97,,T. Frazier misses free throw 1 of 1
4:50.0,K. Durant enters the game for S. Livingston,,107-97,,
4:50.0,A. Iguodala enters the game for I. Clark,,107-97,,
4:48.0,Defensive rebound by D. Green,,107-97,,
4:41.0,S. Curry misses 2-pt shot from 2 ft,,107-97,,
4:40.0,,,107-97,,Defensive rebound by A. Davis
4:31.0,,,107-97,,D. Cunningham misses 3-pt shot from 26 ft
4:30.0,,,107-97,,Offensive rebound by L. Stephenson
4:26.0,,,107-99,2,A. Davis makes 2-pt shot at rim (assist by L. Stephenson)
4:17.0,,,107-99,,Personal foul by L. Stephenson (drawn by K. Durant)
4:17.0,Technical foul by K. Durant,,107-99,,
4:17.0,,,107-99,,A. Davis misses technical free throw
4:17.0,Offensive rebound by Team,,107-99,,
4:06.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,110-99,,
3:53.0,,,110-99,,L. Stephenson misses 3-pt shot from 26 ft
3:52.0,Defensive rebound by K. Durant,,110-99,,
3:49.0,,,110-99,,Personal foul by L. Stephenson (drawn by A. Iguodala)
3:38.0,Turnover by D. Green (bad pass; steal by A. Davis),,110-99,,
3:19.0,,,110-99,,New Orleans full timeout
3:19.0,,,110-99,,S. Hill enters the game for B. Hield
3:14.0,,,110-99,,A. Davis misses 2-pt shot from 12 ft
3:14.0,Defensive rebound by D. Green,,110-99,,
2:54.0,A. Iguodala misses 3-pt shot from 23 ft,,110-99,,
2:53.0,,,110-99,,Defensive rebound by L. Stephenson
2:49.0,,,110-99,,T. Frazier misses 2-pt shot from 2 ft
2:49.0,,,110-99,,Offensive rebound by A. Davis
2:49.0,Loose ball foul by A. Iguodala (drawn by A. Davis),,110-99,,
2:49.0,,,110-100,1,A. Davis makes free throw 1 of 2
2:49.0,,,110-101,1,A. Davis makes free throw 2 of 2
2:33.0,Turnover by K. Durant (bad pass; steal by S. Hill),,110-101,,
2:25.0,,,110-101,,Turnover by T. Frazier (bad pass; steal by D. Green)
2:21.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,112-101,,
2:21.0,,,112-101,,New Orleans full timeout
2:01.0,,,112-103,2,A. Davis makes 2-pt shot from 8 ft (assist by L. Stephenson)
1:47.0,S. Curry makes 2-pt shot from 1 ft,2,114-103,,
1:32.0,,,114-105,2,A. Davis makes 2-pt shot from 12 ft (assist by S. Hill)
1:32.0,,,114-105,,Shooting foul by D. Green (drawn by A. Davis)
1:32.0,Violation by S. Curry (lane),,114-105,,
1:32.0,,,114-105,,A. Davis misses free throw 1 of 1
1:29.0,Defensive rebound by D. Green,,114-105,,
1:22.0,S. Curry misses 3-pt shot from 26 ft,,114-105,,
1:20.0,,,114-105,,Defensive rebound by D. Cunningham
1:12.0,,,114-105,,A. Davis misses 2-pt shot from 3 ft (block by K. Durant)
1:12.0,,,114-105,,Offensive rebound by A. Davis
1:12.0,,,114-107,2,A. Davis makes 2-pt shot from 3 ft
1:12.0,,,114-107,,Shooting foul by K. Durant (drawn by A. Davis)
1:12.0,,,114-108,1,A. Davis makes free throw 1 of 1
0:59.0,,,114-108,,Personal foul by D. Cunningham (drawn by K. Durant)
0:59.0,K. Durant makes free throw 1 of 2,1,115-108,,
0:59.0,K. Durant makes free throw 2 of 2,1,116-108,,
0:59.0,,,116-108,,New Orleans full timeout
0:52.0,,,116-110,2,A. Davis makes 2-pt shot from 1 ft (assist by L. Stephenson)
0:49.0,Turnover by S. Curry (discontinued dribble),,116-110,,
0:42.0,,,116-110,,A. Davis misses 2-pt shot from 21 ft (block by K. Durant)
0:41.0,Defensive rebound by K. Durant,,116-110,,
0:38.0,K. Durant makes 2-pt shot from 2 ft,2,118-110,,
0:28.0,,,118-112,2,S. Hill makes 2-pt shot from 2 ft (assist by T. Frazier)
0:26.0,,,118-112,,Personal take foul by L. Stephenson (drawn by K. Thompson)
0:26.0,K. Thompson makes free throw 1 of 2,1,119-112,,
0:26.0,K. Thompson makes free throw 2 of 2,1,120-112,,
0:26.0,,,120-112,,New Orleans full timeout
0:22.0,,,120-112,,A. Davis misses 2-pt shot from 3 ft
0:22.0,,,120-112,,Offensive rebound by A. Davis
0:20.0,,,120-114,2,A. Davis makes 2-pt shot from 3 ft
0:19.0,,,120-114,,Personal take foul by T. Frazier (drawn by K. Thompson)
0:19.0,K. Thompson makes free throw 1 of 2,1,121-114,,
0:19.0,K. Thompson makes free throw 2 of 2,1,122-114,,
0:10.0,,,122-114,,Turnover by T. Frazier (bad pass; steal by S. Curry)
0:00.0,End of 4th quarter,,,,End of 4th quarter
