time,Portland,pts.away,score,pts.home,Denver
7:30.0,E. Davis misses 2-pt shot from 3 ft (block by W. Barton),,97-110,,
7:29.0,Offensive rebound by E. Davis,,97-110,,
7:29.0,Turnover by E. Davis (lost ball; steal by J. Nelson),,97-110,,
7:15.0,,,97-110,,Turnover by J. Nelson (lost ball)
7:15.0,Portland full timeout,,97-110,,
7:15.0,M. Plumlee enters the game for E. Davis,,97-110,,
7:04.0,Shooting foul by K. Faried (drawn by M. Plumlee),,97-110,,
7:04.0,M. Plumlee makes free throw 1 of 2,1,98-110,,
7:04.0,M. Plumlee misses free throw 2 of 2,,98-110,,
7:03.0,,,98-110,,Defensive rebound by K. Faried
6:50.0,,,98-110,,Shooting foul by C. McCollum (drawn by K. Faried)
6:50.0,,,98-111,1,K. Faried makes free throw 1 of 2
6:50.0,,,98-111,,K. Faried misses free throw 2 of 2
6:50.0,,,98-111,,W. Chandler enters the game for W. Barton
6:48.0,Defensive rebound by M. Harkless,,98-111,,
6:36.0,C. McCollum makes 2-pt shot from 2 ft (assist by D. Lillard),2,100-111,,
6:25.0,,,100-113,2,J. Nelson makes 2-pt shot from 18 ft
6:15.0,Turnover by D. Lillard (traveling),,100-113,,
5:51.0,,,100-116,3,D. Gallinari makes 3-pt shot from 23 ft (assist by W. Chandler)
5:39.0,Shooting foul by W. Chandler (drawn by M. Plumlee),,100-116,,
5:39.0,M. Plumlee misses free throw 1 of 2,,100-116,,
5:39.0,Offensive rebound by Team,,100-116,,
5:39.0,M. Plumlee makes free throw 2 of 2,1,101-116,,
5:39.0,A. Crabbe enters the game for E. Turner,,100-116,,
5:22.0,,,101-116,,G. Harris misses 3-pt shot from 24 ft
5:21.0,,,101-116,,Offensive rebound by K. Faried
5:08.0,,,101-118,2,J. Nelson makes 2-pt shot from 2 ft
4:55.0,D. Lillard makes 3-pt shot from 25 ft,3,104-118,,
4:36.0,,,104-118,,W. Chandler misses 2-pt shot from 9 ft
4:36.0,,,104-118,,Offensive rebound by Team
4:36.0,Loose ball foul by M. Plumlee (drawn by K. Faried),,104-118,,
4:28.0,,,104-118,,Shooting foul by M. Harkless (drawn by D. Gallinari)
4:28.0,,,104-119,1,D. Gallinari makes free throw 1 of 2
4:28.0,,,104-120,1,D. Gallinari makes free throw 2 of 2
4:19.0,C. McCollum misses 3-pt shot from 26 ft,,104-120,,
4:19.0,,,104-120,,Defensive rebound by G. Harris
4:04.0,,,104-120,,J. Nelson misses 2-pt shot from 7 ft
4:03.0,,,104-120,,Offensive rebound by Team
4:03.0,Loose ball foul by M. Plumlee (drawn by K. Faried),,104-120,,
4:03.0,,,104-121,1,K. Faried makes free throw 1 of 2
4:03.0,,,104-122,1,K. Faried makes free throw 2 of 2
3:56.0,Turnover by D. Lillard (bad pass),,104-122,,
3:56.0,M. Leonard enters the game for M. Plumlee,,104-122,,
3:34.0,,,104-122,,Offensive charge foul by W. Chandler
3:34.0,,,104-122,,Turnover by W. Chandler (offensive foul)
3:27.0,D. Lillard makes 3-pt shot from 27 ft,3,107-122,,
3:27.0,,,107-122,,Denver full timeout
3:07.0,,,107-122,,W. Chandler misses 2-pt shot from 14 ft
3:06.0,Defensive rebound by A. Crabbe,,107-122,,
2:56.0,C. McCollum misses 2-pt shot from 7 ft,,107-122,,
2:55.0,,,107-122,,Defensive rebound by K. Faried
2:54.0,,,107-122,,Turnover by K. Faried (back court)
2:49.0,D. Lillard makes 3-pt shot from 27 ft (assist by C. McCollum),3,110-122,,
2:31.0,,,110-124,2,J. Nelson makes 2-pt shot from 19 ft
2:20.0,M. Leonard makes 3-pt shot from 25 ft (assist by D. Lillard),3,113-124,,
1:59.0,,,113-126,2,J. Nelson makes 2-pt shot from 19 ft
1:54.0,Shooting foul by G. Harris (drawn by D. Lillard),,113-126,,
1:54.0,D. Lillard misses free throw 1 of 3,,113-126,,
1:54.0,Offensive rebound by Team,,113-126,,
1:54.0,D. Lillard makes free throw 2 of 3,1,114-126,,
1:54.0,D. Lillard makes free throw 3 of 3,1,115-126,,
1:54.0,,,114-126,,W. Barton enters the game for K. Faried
1:39.0,E. Turner enters the game for M. Leonard,,115-126,,
1:31.0,,,115-129,3,G. Harris makes 3-pt shot from 23 ft (assist by J. Nelson)
1:27.0,Shooting foul by G. Harris (drawn by D. Lillard),,115-129,,
1:27.0,D. Lillard makes free throw 1 of 3,1,116-129,,
1:27.0,D. Lillard makes free throw 2 of 3,1,117-129,,
1:27.0,D. Lillard makes free throw 3 of 3,1,118-129,,
1:23.0,Personal take foul by M. Harkless (drawn by J. Nelson),,118-129,,
1:23.0,,,118-130,1,J. Nelson makes free throw 1 of 2
1:23.0,,,118-131,1,J. Nelson makes free throw 2 of 2
1:16.0,C. McCollum misses 2-pt shot from 2 ft,,118-131,,
1:15.0,Offensive rebound by E. Turner,,118-131,,
1:14.0,E. Turner misses 2-pt shot from 2 ft,,118-131,,
1:13.0,,,118-131,,Defensive rebound by W. Chandler
1:12.0,Personal take foul by D. Lillard (drawn by W. Chandler),,118-131,,
1:12.0,,,118-131,,W. Chandler misses free throw 1 of 2
1:12.0,,,118-131,,Offensive rebound by Team
1:12.0,,,118-132,1,W. Chandler makes free throw 2 of 2
1:12.0,P. Connaughton enters the game for M. Harkless,,118-131,,
1:12.0,T. Quarterman enters the game for C. McCollum,,118-131,,
1:12.0,S. Napier enters the game for D. Lillard,,118-131,,
1:12.0,J. Layman enters the game for E. Turner,,118-131,,
1:12.0,N. Vonleh enters the game for A. Crabbe,,118-131,,
0:56.0,N. Vonleh makes 2-pt shot from 3 ft (assist by S. Napier),2,120-132,,
0:35.0,,,120-132,,J. Nelson misses 2-pt shot from 23 ft
0:34.0,Defensive rebound by Team,,120-132,,
0:34.0,,,120-132,,J. Murray enters the game for G. Harris
0:17.0,N. Vonleh misses 2-pt shot from 21 ft,,120-132,,
0:17.0,,,120-132,,Defensive rebound by D. Gallinari
0:00.0,End of 4th quarter,,,,End of 4th quarter
