time,Denver,pts.away,score,pts.home,Houston
8:11.0,,,87-91,2,C. Capela makes 2-pt shot from 2 ft
7:56.0,Turnover by E. Mudiay (bad pass; steal by P. Beverley),,87-91,,
7:47.0,,,87-91,,P. Beverley misses 2-pt shot from 7 ft
7:46.0,Defensive rebound by M. Plumlee,,87-91,,
7:38.0,,,87-91,,Personal foul by P. Beverley (drawn by J. Murray)
7:38.0,,,87-91,,J. Harden enters the game for P. Beverley
7:30.0,Shooting foul by L. Williams (drawn by J. Murray),,87-91,,
7:30.0,J. Murray makes free throw 1 of 2,1,88-91,,
7:30.0,J. Murray makes free throw 2 of 2,1,89-91,,
7:30.0,G. Harris enters the game for D. Gallinari,,88-91,,
7:19.0,,,89-91,,E. Gordon misses 3-pt shot from 24 ft
7:18.0,Defensive rebound by M. Plumlee,,89-91,,
7:11.0,W. Chandler misses 3-pt shot from 25 ft,,89-91,,
7:10.0,,,89-91,,Defensive rebound by E. Gordon
7:01.0,,,89-91,,L. Williams misses 3-pt shot from 27 ft
7:01.0,Defensive rebound by M. Plumlee,,89-91,,
6:48.0,W. Chandler misses 2-pt shot from 2 ft,,89-91,,
6:47.0,,,89-91,,Defensive rebound by J. Harden
6:40.0,,,89-91,,Shooting foul by M. Plumlee (drawn by E. Gordon)
6:40.0,,,89-92,1,E. Gordon makes free throw 1 of 2
6:40.0,,,89-93,1,E. Gordon makes free throw 2 of 2
6:40.0,N. Jokic enters the game for M. Plumlee,,89-92,,
6:26.0,E. Mudiay misses 3-pt shot from 26 ft,,89-93,,
6:25.0,Offensive rebound by W. Chandler,,89-93,,
6:23.0,W. Chandler makes 2-pt shot from 1 ft,2,91-93,,
6:05.0,,,91-95,2,J. Harden makes 2-pt shot from 7 ft
5:53.0,W. Chandler misses 3-pt shot from 23 ft,,91-95,,
5:51.0,Offensive rebound by E. Mudiay,,91-95,,
5:42.0,G. Harris makes 2-pt shot from 2 ft (assist by E. Mudiay),2,93-95,,
5:23.0,,,93-95,,Turnover by T. Ariza (traveling)
5:23.0,Denver full timeout,,93-95,,
5:23.0,J. Nelson enters the game for J. Murray,,93-95,,
5:23.0,D. Gallinari enters the game for E. Mudiay,,93-95,,
5:23.0,,,93-95,,P. Beverley enters the game for C. Capela
5:23.0,,,93-95,,N. Hilario enters the game for E. Gordon
5:12.0,J. Nelson misses 3-pt shot from 26 ft,,93-95,,
5:12.0,,,93-95,,Defensive rebound by T. Ariza
5:04.0,,,93-98,3,J. Harden makes 3-pt shot from 26 ft
4:43.0,Shooting foul by P. Beverley (drawn by W. Chandler),,93-98,,
4:43.0,W. Chandler makes free throw 1 of 2,1,94-98,,
4:43.0,W. Chandler makes free throw 2 of 2,1,95-98,,
4:34.0,,,95-98,,Turnover by J. Harden (lost ball; steal by N. Jokic)
4:29.0,W. Chandler makes 2-pt shot from 1 ft (assist by N. Jokic),2,97-98,,
4:19.0,,,97-98,,Shooting foul by W. Chandler (drawn by J. Harden)
4:19.0,,,97-99,1,J. Harden makes free throw 1 of 3
4:19.0,,,97-99,,J. Harden misses free throw 2 of 3
4:19.0,,,97-99,,Offensive rebound by Team
4:19.0,,,97-100,1,J. Harden makes free throw 3 of 3
3:57.0,N. Jokic makes 2-pt shot from 10 ft,2,99-100,,
3:45.0,,,99-100,,Turnover by T. Ariza (traveling)
3:23.0,D. Gallinari misses 3-pt shot from 25 ft,,99-100,,
3:22.0,,,99-100,,Defensive rebound by P. Beverley
3:16.0,,,99-100,,Shooting foul by W. Chandler (drawn by J. Harden)
3:16.0,,,99-101,1,J. Harden makes free throw 1 of 2
3:16.0,,,99-102,1,J. Harden makes free throw 2 of 2
3:03.0,N. Jokic misses 2-pt shot from 8 ft,,99-102,,
3:02.0,,,99-102,,Defensive rebound by P. Beverley
2:51.0,,,99-102,,T. Ariza misses 3-pt shot from 24 ft
2:48.0,,,99-102,,Offensive rebound by Team
2:48.0,,,99-102,,Houston full timeout
2:48.0,,,99-102,,E. Gordon enters the game for L. Williams
2:37.0,,,99-102,,J. Harden misses 2-pt shot from 1 ft
2:36.0,Defensive rebound by N. Jokic,,99-102,,
2:24.0,Turnover by D. Gallinari (bad pass; steal by T. Ariza),,99-102,,
2:14.0,,,99-102,,E. Gordon misses 3-pt shot from 23 ft
2:13.0,Defensive rebound by D. Gallinari,,99-102,,
2:01.0,G. Harris misses 2-pt shot from 1 ft,,99-102,,
2:00.0,,,99-102,,Defensive rebound by N. Hilario
1:54.0,Personal foul by W. Chandler (drawn by J. Harden),,99-102,,
1:54.0,Violation by Team (jump ball),,99-102,,
1:54.0,,,99-102,,J. Harden misses free throw 1 of 2
1:54.0,,,99-102,,Offensive rebound by Team
1:54.0,,,99-103,1,J. Harden makes free throw 2 of 2
1:42.0,N. Jokic misses 3-pt shot from 25 ft,,99-103,,
1:41.0,,,99-103,,Defensive rebound by T. Ariza
1:30.0,,,99-103,,J. Harden misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by N. Jokic,,99-103,,
1:20.0,W. Chandler misses 3-pt shot from 26 ft,,99-103,,
1:20.0,Offensive rebound by N. Jokic,,99-103,,
1:20.0,N. Jokic makes 2-pt shot from 1 ft,2,101-103,,
0:56.0,,,101-106,3,J. Harden makes 3-pt shot from 25 ft
0:56.0,Denver full timeout,,101-106,,
0:55.0,Turnover by J. Nelson (bad pass),,101-106,,
0:46.0,Personal foul by D. Gallinari (drawn by J. Harden),,101-106,,
0:46.0,,,101-106,,J. Harden misses free throw 1 of 2
0:46.0,,,101-106,,Offensive rebound by Team
0:46.0,,,101-107,1,J. Harden makes free throw 2 of 2
0:46.0,Denver full timeout,,101-107,,
0:45.0,,,101-107,,Away from play foul by T. Ariza (drawn by N. Jokic)
0:45.0,D. Gallinari makes free throw 1 of 1,1,102-107,,
0:37.0,D. Gallinari misses 3-pt shot from 25 ft,,102-107,,
0:36.0,,,102-107,,Defensive rebound by N. Hilario
0:32.0,Personal take foul by W. Chandler (drawn by J. Harden),,102-107,,
0:32.0,,,102-107,,J. Harden misses free throw 1 of 2
0:32.0,,,102-107,,Offensive rebound by Team
0:32.0,,,102-108,1,J. Harden makes free throw 2 of 2
0:32.0,Denver full timeout,,102-108,,
0:32.0,J. Murray enters the game for W. Chandler,,102-107,,
0:25.0,D. Gallinari makes 2-pt shot at rim (assist by J. Murray),2,104-108,,
0:25.0,Personal take foul by J. Nelson (drawn by E. Gordon),,104-108,,
0:25.0,,,104-109,1,E. Gordon makes free throw 1 of 2
0:25.0,,,104-110,1,E. Gordon makes free throw 2 of 2
0:17.0,Turnover by J. Nelson (bad pass),,104-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
