time,Oklahoma City,pts.away,score,pts.home,Dallas
1:31.0,,,25-24,,S. Mejri enters the game for N. Noel
1:31.0,E. Kanter enters the game for S. Adams,,25-24,,
1:30.0,,,25-24,,Defensive rebound by D. Nowitzki
1:12.0,,,25-26,2,D. Finney-Smith makes 2-pt shot from 5 ft
0:57.0,R. Westbrook misses 3-pt shot from 25 ft,,25-26,,
0:55.0,Offensive rebound by E. Kanter,,25-26,,
0:55.0,E. Kanter misses 2-pt shot at rim,,25-26,,
0:54.0,Offensive rebound by E. Kanter,,25-26,,
0:53.0,E. Kanter misses 2-pt shot from 2 ft (block by S. Mejri),,25-26,,
0:52.0,,,25-26,,Defensive rebound by D. Finney-Smith
0:44.0,,,25-28,2,D. Nowitzki makes 2-pt shot from 11 ft (assist by D. Harris)
0:32.0,R. Westbrook makes 2-pt shot from 1 ft,2,27-28,,
0:09.0,,,27-28,,Y. Ferrell misses 2-pt shot from 19 ft
0:08.0,Defensive rebound by A. Roberson,,27-28,,
0:03.0,,,27-28,,W. Matthews enters the game for D. Nowitzki
0:03.0,A. Abrines enters the game for A. Roberson,,27-28,,
0:01.0,R. Westbrook misses 2-pt shot from 2 ft,,27-28,,
0:00.0,,,27-28,,Defensive rebound by D. Finney-Smith
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,27-30,2,S. Mejri makes 2-pt shot at rim (assist by D. Harris)
11:29.0,T. Gibson misses 2-pt shot from 4 ft,,27-30,,
11:28.0,,,27-30,,Defensive rebound by S. Mejri
11:24.0,,,27-30,,Shooting foul by A. Abrines (drawn by D. Harris)
11:24.0,,,27-31,1,D. Harris makes free throw 1 of 2
11:24.0,,,27-32,1,D. Harris makes free throw 2 of 2
11:10.0,E. Kanter misses 2-pt shot from 2 ft,,27-32,,
11:07.0,,,27-32,,Defensive rebound by D. Nowitzki
10:58.0,,,27-32,,D. Finney-Smith misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by E. Kanter,,27-32,,
10:49.0,N. Cole misses 2-pt shot from 14 ft,,27-32,,
10:47.0,,,27-32,,Defensive rebound by S. Mejri
10:23.0,,,27-32,,D. Harris misses 3-pt shot from 26 ft
10:22.0,Defensive rebound by N. Cole,,27-32,,
10:14.0,,,27-32,,Personal foul by D. Harris (drawn by A. Abrines)
10:05.0,D. McDermott misses 2-pt shot from 7 ft,,27-32,,
10:04.0,Offensive rebound by E. Kanter,,27-32,,
10:02.0,E. Kanter misses 2-pt shot from 2 ft,,27-32,,
10:01.0,,,27-32,,Defensive rebound by D. Nowitzki
9:53.0,Personal block foul by T. Gibson (drawn by D. Harris),,27-32,,
9:47.0,,,27-34,2,D. Harris makes 2-pt shot at rim
9:28.0,E. Kanter misses 2-pt shot at rim (block by S. Mejri),,27-34,,
9:26.0,,,27-34,,Defensive rebound by D. Nowitzki
9:14.0,,,27-34,,Y. Ferrell misses 3-pt shot from 24 ft
9:13.0,Defensive rebound by D. McDermott,,27-34,,
9:08.0,Oklahoma City full timeout,,27-34,,
9:08.0,S. Christon enters the game for A. Abrines,,27-34,,
8:59.0,D. McDermott makes 2-pt shot from 20 ft (assist by T. Gibson),2,29-34,,
8:44.0,,,29-36,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by D. Harris)
8:29.0,D. McDermott misses 2-pt shot from 12 ft,,29-36,,
8:28.0,,,29-36,,Defensive rebound by S. Mejri
8:09.0,,,29-38,2,D. Nowitzki makes 2-pt shot from 14 ft
7:52.0,E. Kanter makes 2-pt shot from 5 ft,2,31-38,,
7:41.0,Personal foul by T. Gibson (drawn by D. Nowitzki),,31-38,,
7:41.0,,,31-38,,H. Barnes enters the game for D. Nowitzki
7:28.0,,,31-38,,Turnover by S. Mejri (lost ball; steal by E. Kanter)
7:09.0,Turnover by N. Cole (traveling),,31-38,,
7:09.0,,,31-38,,S. Curry enters the game for D. Harris
7:09.0,,,31-38,,Q. Cook enters the game for Y. Ferrell
7:09.0,D. Sabonis enters the game for T. Gibson,,31-38,,
6:56.0,,,31-38,,S. Mejri misses 2-pt shot from 4 ft
6:55.0,Defensive rebound by D. Sabonis,,31-38,,
6:47.0,E. Kanter makes 2-pt shot from 6 ft (assist by N. Cole),2,33-38,,
6:46.0,,,33-38,,Dallas full timeout
6:46.0,,,33-38,,N. Noel enters the game for S. Mejri
6:43.0,R. Westbrook enters the game for N. Cole,,33-38,,
6:28.0,,,33-40,2,H. Barnes makes 2-pt shot from 5 ft (assist by D. Finney-Smith)
6:08.0,E. Kanter makes 2-pt shot from 7 ft (assist by D. Sabonis),2,35-40,,
5:57.0,,,35-40,,Turnover by S. Curry (traveling)
5:57.0,J. Grant enters the game for D. Sabonis,,35-40,,
5:57.0,,,35-40,,W. Matthews enters the game for D. Finney-Smith
5:45.0,E. Kanter makes 2-pt shot from 1 ft,2,37-40,,
5:26.0,,,37-40,,H. Barnes misses 2-pt shot from 5 ft
5:25.0,,,37-40,,Offensive rebound by N. Noel
5:25.0,,,37-42,2,N. Noel makes 2-pt shot from 1 ft
5:03.0,J. Grant makes 2-pt shot from 17 ft (assist by R. Westbrook),2,39-42,,
4:50.0,,,39-42,,Shooting foul by R. Westbrook (drawn by H. Barnes)
4:50.0,,,39-43,1,H. Barnes makes free throw 1 of 2
4:50.0,,,39-44,1,H. Barnes makes free throw 2 of 2
4:34.0,A. Roberson enters the game for S. Christon,,39-44,,
4:28.0,E. Kanter makes 2-pt shot from 1 ft (assist by A. Roberson),2,41-44,,
4:09.0,,,41-46,2,W. Matthews makes 2-pt shot from 4 ft
3:55.0,E. Kanter makes 2-pt shot from 5 ft (assist by R. Westbrook),2,43-46,,
3:55.0,Shooting foul by N. Noel (drawn by E. Kanter),,43-46,,
3:55.0,,,43-46,,Violation by W. Matthews (lane)
3:55.0,E. Kanter makes free throw 1 of 1,1,44-46,,
3:55.0,,,43-46,,D. Nowitzki enters the game for N. Noel
3:55.0,,,43-46,,Y. Ferrell enters the game for Q. Cook
3:38.0,,,44-48,2,W. Matthews makes 2-pt shot from 20 ft (assist by Y. Ferrell)
3:24.0,E. Kanter misses 2-pt shot from 12 ft,,44-48,,
3:23.0,,,44-48,,Defensive rebound by D. Nowitzki
3:15.0,,,44-50,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by W. Matthews)
3:03.0,R. Westbrook misses 3-pt shot from 25 ft,,44-50,,
3:02.0,Offensive rebound by E. Kanter,,44-50,,
3:01.0,Turnover by E. Kanter (lost ball; steal by S. Curry),,44-50,,
2:50.0,,,44-50,,W. Matthews misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by E. Kanter,,44-50,,
2:44.0,R. Westbrook misses 2-pt shot from 2 ft,,44-50,,
2:43.0,Offensive rebound by E. Kanter,,44-50,,
2:43.0,E. Kanter makes 2-pt shot from 1 ft,2,46-50,,
2:30.0,,,46-52,2,S. Curry makes 2-pt shot from 1 ft
2:16.0,R. Westbrook misses 2-pt shot from 11 ft,,46-52,,
2:15.0,,,46-52,,Defensive rebound by S. Curry
1:59.0,Official timeout,,46-52,,
1:59.0,S. Adams enters the game for E. Kanter,,46-52,,
1:55.0,,,46-54,2,S. Curry makes 2-pt shot from 16 ft (assist by H. Barnes)
1:39.0,S. Adams makes 2-pt shot from 5 ft (assist by D. McDermott),2,48-54,,
1:22.0,,,48-56,2,S. Curry makes 2-pt shot from 2 ft
1:04.0,S. Adams makes 2-pt shot from 7 ft,2,50-56,,
0:54.0,,,50-58,2,Y. Ferrell makes 2-pt shot from 3 ft
0:34.0,D. McDermott misses 2-pt shot from 13 ft,,50-58,,
0:33.0,,,50-58,,Defensive rebound by D. Nowitzki
0:16.0,,,50-60,2,S. Curry makes 2-pt shot from 21 ft
0:03.0,R. Westbrook misses 3-pt shot from 25 ft,,50-60,,
0:02.0,Offensive rebound by A. Roberson,,50-60,,
0:00.0,Turnover by A. Roberson (lost ball; steal by W. Matthews),,50-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,50-60,,D. Nowitzki misses 3-pt shot from 24 ft
11:39.0,Defensive rebound by R. Westbrook,,50-60,,
11:25.0,Shooting foul by D. Nowitzki (drawn by S. Adams),,50-60,,
11:25.0,S. Adams makes free throw 1 of 2,1,51-60,,
11:25.0,S. Adams makes free throw 2 of 2,1,52-60,,
11:06.0,,,52-60,,W. Matthews misses 2-pt shot from 2 ft (block by S. Adams)
11:04.0,Defensive rebound by A. Roberson,,52-60,,
10:54.0,Shooting foul by Y. Ferrell (drawn by R. Westbrook),,52-60,,
10:54.0,R. Westbrook misses free throw 1 of 2,,52-60,,
10:54.0,Offensive rebound by Team,,52-60,,
10:54.0,R. Westbrook makes free throw 2 of 2,1,53-60,,
10:42.0,,,53-62,2,S. Curry makes 2-pt shot from 16 ft
10:22.0,R. Westbrook misses 2-pt shot from 14 ft,,53-62,,
10:22.0,,,53-62,,Defensive rebound by Team
10:21.0,Loose ball foul by D. Sabonis (drawn by H. Barnes),,53-62,,
10:13.0,,,53-62,,Y. Ferrell misses 2-pt shot from 1 ft (block by R. Westbrook)
10:11.0,,,53-62,,Offensive rebound by H. Barnes
10:11.0,,,53-64,2,H. Barnes makes 2-pt shot at rim
10:00.0,D. McDermott misses 3-pt shot from 25 ft,,53-64,,
9:59.0,,,53-64,,Defensive rebound by D. Nowitzki
9:54.0,,,53-66,2,S. Curry makes 2-pt shot at rim
9:37.0,D. Sabonis misses 2-pt shot from 21 ft,,53-66,,
9:37.0,,,53-66,,Defensive rebound by D. Nowitzki
9:22.0,,,53-66,,D. Nowitzki misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by A. Roberson,,53-66,,
9:13.0,D. Sabonis misses 3-pt shot from 24 ft,,53-66,,
9:12.0,,,53-66,,Defensive rebound by Team
9:12.0,Loose ball foul by S. Adams (drawn by W. Matthews),,53-66,,
9:00.0,,,53-66,,Y. Ferrell misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by D. McDermott,,53-66,,
8:59.0,Oklahoma City full timeout,,53-66,,
8:48.0,S. Adams misses 2-pt shot from 6 ft,,53-66,,
8:47.0,,,53-66,,Defensive rebound by D. Nowitzki
8:23.0,,,53-66,,S. Curry misses 2-pt shot from 9 ft
8:22.0,Defensive rebound by D. Sabonis,,53-66,,
8:15.0,Offensive charge foul by R. Westbrook,,53-66,,
8:15.0,Turnover by R. Westbrook (offensive foul),,53-66,,
8:15.0,Technical foul by R. Westbrook,,53-66,,
8:15.0,,,53-67,1,D. Nowitzki makes technical free throw
8:03.0,,,53-67,,H. Barnes misses 3-pt shot from 25 ft
8:02.0,Defensive rebound by D. McDermott,,53-67,,
7:55.0,R. Westbrook misses 3-pt shot from 26 ft,,53-67,,
7:54.0,Offensive rebound by A. Roberson,,53-67,,
7:42.0,Turnover by S. Adams (lost ball; steal by W. Matthews),,53-67,,
7:33.0,,,53-67,,H. Barnes misses 3-pt shot from 25 ft
7:32.0,Defensive rebound by D. Sabonis,,53-67,,
7:21.0,Shooting foul by Y. Ferrell (drawn by R. Westbrook),,53-67,,
7:21.0,R. Westbrook makes free throw 1 of 2,1,54-67,,
7:21.0,R. Westbrook makes free throw 2 of 2,1,55-67,,
7:21.0,T. Gibson enters the game for D. Sabonis,,54-67,,
7:05.0,,,55-70,3,S. Curry makes 3-pt shot from 25 ft (assist by Y. Ferrell)
6:44.0,Turnover by S. Adams (lost ball),,55-70,,
6:44.0,D. Sabonis enters the game for S. Adams,,55-70,,
6:35.0,,,55-70,,D. Nowitzki misses 2-pt shot from 19 ft
6:34.0,,,55-70,,Offensive rebound by H. Barnes
6:31.0,,,55-73,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by H. Barnes)
6:15.0,Offensive charge foul by A. Roberson,,55-73,,
6:15.0,Turnover by A. Roberson (offensive foul),,55-73,,
6:15.0,,,55-73,,Q. Cook enters the game for Y. Ferrell
6:15.0,,,55-73,,N. Noel enters the game for D. Nowitzki
5:56.0,,,55-76,3,W. Matthews makes 3-pt shot from 25 ft
5:37.0,T. Gibson misses 2-pt shot from 5 ft,,55-76,,
5:35.0,Offensive rebound by A. Roberson,,55-76,,
5:30.0,A. Roberson misses 3-pt shot from 24 ft,,55-76,,
5:29.0,Offensive rebound by Team,,55-76,,
5:28.0,E. Kanter enters the game for D. Sabonis,,55-76,,
5:28.0,N. Cole enters the game for A. Roberson,,55-76,,
5:23.0,R. Westbrook makes 2-pt shot from 16 ft (assist by E. Kanter),2,57-76,,
5:04.0,,,57-78,2,Q. Cook makes 2-pt shot from 10 ft
4:37.0,R. Westbrook misses 2-pt shot from 14 ft,,57-78,,
4:37.0,,,57-78,,Defensive rebound by Team
4:27.0,Flagrant foul type 1 by R. Westbrook (drawn by H. Barnes),,57-78,,
4:27.0,,,57-79,1,H. Barnes makes flagrant free throw 1 of 2
4:27.0,,,57-80,1,H. Barnes makes flagrant free throw 2 of 2
4:15.0,,,57-80,,Shooting foul by R. Westbrook (drawn by H. Barnes)
4:15.0,,,57-80,,H. Barnes misses free throw 1 of 2
4:15.0,,,57-80,,Offensive rebound by Team
4:15.0,,,57-81,1,H. Barnes makes free throw 2 of 2
4:15.0,Oklahoma City full timeout,,57-81,,
4:05.0,Shooting foul by S. Curry (drawn by E. Kanter),,57-81,,
4:05.0,E. Kanter misses free throw 1 of 2,,57-81,,
4:05.0,Offensive rebound by Team,,57-81,,
4:05.0,E. Kanter makes free throw 2 of 2,1,58-81,,
3:44.0,,,58-81,,W. Matthews misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by R. Westbrook,,58-81,,
3:37.0,R. Westbrook makes 3-pt shot from 24 ft,3,61-81,,
3:36.0,,,61-81,,Dallas full timeout
3:36.0,,,61-81,,D. Harris enters the game for H. Barnes
3:36.0,,,61-81,,Y. Ferrell enters the game for S. Curry
3:36.0,,,61-81,,D. Nowitzki enters the game for Q. Cook
3:18.0,,,61-81,,W. Matthews misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by R. Westbrook,,61-81,,
3:10.0,R. Westbrook misses 2-pt shot from 15 ft,,61-81,,
3:09.0,Offensive rebound by E. Kanter,,61-81,,
3:03.0,,,61-81,,Shooting block foul by W. Matthews (drawn by R. Westbrook)
3:03.0,R. Westbrook makes free throw 1 of 2,1,62-81,,
3:03.0,R. Westbrook makes free throw 2 of 2,1,63-81,,
2:45.0,,,63-81,,Turnover by D. Harris (step out of bounds)
2:29.0,R. Westbrook misses 3-pt shot from 25 ft,,63-81,,
2:28.0,,,63-81,,Defensive rebound by N. Noel
2:20.0,Personal foul by N. Cole (drawn by W. Matthews),,63-81,,
2:20.0,,,63-82,1,W. Matthews makes free throw 1 of 2
2:20.0,,,63-83,1,W. Matthews makes free throw 2 of 2
2:00.0,D. McDermott makes 2-pt shot from 5 ft (assist by E. Kanter),2,65-83,,
1:45.0,,,65-83,,D. Nowitzki misses 2-pt shot from 21 ft
1:44.0,Defensive rebound by E. Kanter,,65-83,,
1:40.0,R. Westbrook makes 2-pt shot from 4 ft,2,67-83,,
1:40.0,Shooting foul by D. Nowitzki (drawn by R. Westbrook),,67-83,,
1:40.0,R. Westbrook makes free throw 1 of 1,1,68-83,,
1:25.0,,,68-85,2,N. Noel makes 2-pt shot at rim (assist by W. Matthews)
1:12.0,Offensive foul by E. Kanter,,68-85,,
1:12.0,Turnover by E. Kanter (offensive foul),,68-85,,
1:03.0,,,68-87,2,N. Noel makes 2-pt shot from 3 ft (assist by D. Harris)
1:03.0,,,68-87,,Shooting foul by D. McDermott (drawn by N. Noel)
1:03.0,,,68-88,1,N. Noel makes free throw 1 of 1
1:03.0,J. Grant enters the game for D. McDermott,,68-87,,
0:56.0,R. Westbrook misses 3-pt shot from 25 ft,,68-88,,
0:55.0,,,68-88,,Defensive rebound by D. Nowitzki
0:35.0,,,68-88,,Turnover by D. Nowitzki (bad pass; steal by R. Westbrook)
0:35.0,,,68-88,,Personal foul by N. Noel (drawn by R. Westbrook)
0:35.0,R. Westbrook makes free throw 1 of 2,1,69-88,,
0:35.0,R. Westbrook makes free throw 2 of 2,1,70-88,,
0:35.0,,,69-88,,H. Barnes enters the game for N. Noel
0:10.0,,,70-88,,W. Matthews misses 2-pt shot from 19 ft
0:10.0,Defensive rebound by Team,,70-88,,
0:10.0,,,70-88,,Loose ball foul by W. Matthews (drawn by T. Gibson)
0:10.0,T. Gibson misses free throw 1 of 2,,70-88,,
0:10.0,Offensive rebound by Team,,70-88,,
0:10.0,T. Gibson makes free throw 2 of 2,1,71-88,,
0:10.0,S. Christon enters the game for R. Westbrook,,70-88,,
0:10.0,,,70-88,,D. Finney-Smith enters the game for W. Matthews
0:02.0,,,71-88,,D. Harris misses 2-pt shot from 4 ft
0:01.0,Defensive rebound by E. Kanter,,71-88,,
0:00.0,E. Kanter misses 3-pt shot from 70 ft,,71-88,,
0:00.0,Offensive rebound by Team,,71-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Shooting foul by D. Nowitzki (drawn by E. Kanter),,71-88,,
11:47.0,E. Kanter misses free throw 1 of 2,,71-88,,
11:47.0,Offensive rebound by Team,,71-88,,
11:47.0,E. Kanter misses free throw 2 of 2,,71-88,,
11:46.0,,,71-88,,Defensive rebound by D. Finney-Smith
11:32.0,,,71-90,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Harris)
11:16.0,Turnover by E. Kanter (lost ball),,71-90,,
11:06.0,,,71-90,,D. Harris misses 2-pt shot from 2 ft
11:05.0,Defensive rebound by J. Grant,,71-90,,
10:55.0,T. Gibson makes 2-pt shot from 4 ft,2,73-90,,
10:55.0,Shooting foul by D. Finney-Smith (drawn by T. Gibson),,73-90,,
10:55.0,Oklahoma City full timeout,,73-90,,
10:55.0,T. Gibson makes free throw 1 of 1,1,74-90,,
10:41.0,,,74-92,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Finney-Smith)
10:25.0,,,74-92,,Personal foul by H. Barnes (drawn by T. Gibson)
10:20.0,N. Cole misses 3-pt shot from 25 ft,,74-92,,
10:20.0,,,74-92,,Defensive rebound by Team
10:20.0,Loose ball foul by E. Kanter (drawn by D. Nowitzki),,74-92,,
10:20.0,S. Adams enters the game for E. Kanter,,74-92,,
10:03.0,,,74-92,,D. Nowitzki misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by J. Grant,,74-92,,
9:54.0,T. Gibson makes 2-pt shot from 5 ft (assist by J. Grant),2,76-92,,
9:32.0,,,76-92,,D. Nowitzki misses 2-pt shot from 19 ft
9:31.0,,,76-92,,Offensive rebound by H. Barnes
9:22.0,,,76-92,,D. Nowitzki misses 2-pt shot from 18 ft
9:21.0,Defensive rebound by D. McDermott,,76-92,,
9:11.0,N. Cole misses 2-pt shot from 21 ft,,76-92,,
9:11.0,,,76-92,,Defensive rebound by D. Nowitzki
9:11.0,,,76-92,,Dallas full timeout
9:11.0,,,76-92,,S. Curry enters the game for D. Nowitzki
9:11.0,,,76-92,,S. Mejri enters the game for D. Harris
8:54.0,,,76-92,,H. Barnes misses 2-pt shot from 17 ft
8:54.0,Defensive rebound by T. Gibson,,76-92,,
8:33.0,J. Grant misses 2-pt shot from 19 ft,,76-92,,
8:31.0,,,76-92,,Defensive rebound by H. Barnes
8:13.0,,,76-95,3,D. Finney-Smith makes 3-pt shot from 24 ft (assist by H. Barnes)
7:55.0,Turnover by T. Gibson (bad pass; steal by D. Finney-Smith),,76-95,,
7:35.0,,,76-95,,Shooting foul by S. Adams (drawn by H. Barnes)
7:35.0,,,76-96,1,H. Barnes makes free throw 1 of 2
7:35.0,,,76-97,1,H. Barnes makes free throw 2 of 2
7:21.0,T. Gibson misses 2-pt shot from 2 ft,,76-97,,
7:20.0,Offensive rebound by S. Adams,,76-97,,
7:20.0,S. Adams makes 2-pt shot at rim,2,78-97,,
6:58.0,,,78-97,,Y. Ferrell misses 2-pt shot from 21 ft
6:57.0,Defensive rebound by S. Adams,,78-97,,
6:50.0,,,78-97,,Personal foul by D. Finney-Smith (drawn by S. Adams)
6:50.0,,,78-97,,W. Matthews enters the game for D. Finney-Smith
6:50.0,R. Westbrook enters the game for J. Grant,,78-97,,
6:45.0,Turnover by S. Adams (bad pass),,78-97,,
6:33.0,,,78-97,,S. Curry misses 3-pt shot from 23 ft
6:32.0,Defensive rebound by N. Cole,,78-97,,
6:24.0,N. Cole misses 3-pt shot from 25 ft,,78-97,,
6:22.0,,,78-97,,Defensive rebound by Team
6:22.0,J. Grant enters the game for N. Cole,,78-97,,
6:08.0,,,78-97,,H. Barnes misses 3-pt shot from 23 ft
6:07.0,Defensive rebound by R. Westbrook,,78-97,,
5:57.0,S. Adams makes 2-pt shot from 1 ft (assist by D. McDermott),2,80-97,,
5:38.0,,,80-97,,H. Barnes misses 2-pt shot from 2 ft
5:37.0,Defensive rebound by R. Westbrook,,80-97,,
5:31.0,Shooting foul by S. Mejri (drawn by J. Grant),,80-97,,
5:31.0,J. Grant makes free throw 1 of 2,1,81-97,,
5:31.0,J. Grant makes free throw 2 of 2,1,82-97,,
5:31.0,,,81-97,,N. Noel enters the game for S. Mejri
5:31.0,D. Sabonis enters the game for T. Gibson,,81-97,,
5:31.0,,,81-97,,D. Nowitzki enters the game for H. Barnes
5:31.0,,,81-97,,D. Harris enters the game for Y. Ferrell
5:17.0,,,82-100,3,D. Harris makes 3-pt shot from 22 ft (assist by D. Nowitzki)
5:02.0,R. Westbrook misses 3-pt shot from 25 ft,,82-100,,
5:01.0,,,82-100,,Defensive rebound by D. Harris
4:39.0,,,82-100,,Turnover by N. Noel (lost ball; steal by S. Adams)
