time,Oklahoma City,pts.away,score,pts.home,Golden State
6:21.0,V. Oladipo misses 2-pt shot from 21 ft,,88-106,,
6:20.0,,,88-106,,Defensive rebound by D. Green
6:11.0,,,88-108,2,K. Durant makes 2-pt shot from 19 ft (assist by D. Green)
5:58.0,,,88-108,,Violation by Z. Pachulia (kicked ball)
5:44.0,Turnover by Team (shot clock),,88-108,,
5:25.0,,,88-108,,Turnover by D. Green (bad pass)
5:25.0,J. Grant enters the game for K. Singler,,88-108,,
5:25.0,A. Roberson enters the game for C. Payne,,88-108,,
5:14.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,90-108,,
5:01.0,,,90-108,,Shooting foul by J. Grant (drawn by K. Durant)
5:01.0,,,90-109,1,K. Durant makes free throw 1 of 2
5:01.0,,,90-110,1,K. Durant makes free throw 2 of 2
4:53.0,Turnover by R. Westbrook (offensive foul),,90-110,,
4:53.0,Offensive foul by R. Westbrook,,90-110,,
4:48.0,,,90-110,,S. Curry misses 3-pt shot from 27 ft
4:47.0,,,90-110,,Offensive rebound by Z. Pachulia
4:34.0,,,90-113,3,K. Durant makes 3-pt shot from 26 ft (assist by S. Curry)
4:19.0,R. Westbrook makes 2-pt shot at rim,2,92-113,,
3:59.0,,,92-113,,S. Livingston misses 2-pt shot from 12 ft
3:57.0,,,92-113,,Offensive rebound by Z. Pachulia
3:49.0,,,92-113,,Turnover by S. Curry (palming)
3:49.0,C. Payne enters the game for E. Kanter,,92-113,,
3:39.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,94-113,,
3:39.0,,,94-113,,Golden State full timeout
3:39.0,,,94-113,,K. Looney enters the game for Z. Pachulia
3:39.0,,,94-113,,P. McCaw enters the game for S. Livingston
3:20.0,,,94-115,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
3:01.0,R. Westbrook misses 2-pt shot from 20 ft,,94-115,,
3:00.0,,,94-115,,Defensive rebound by S. Curry
2:51.0,,,94-115,,Turnover by S. Curry (lost ball; steal by R. Westbrook)
2:47.0,R. Westbrook misses 2-pt shot from 1 ft,,94-115,,
2:45.0,,,94-115,,Defensive rebound by K. Durant
2:27.0,,,94-115,,D. Green misses 3-pt shot from 27 ft
2:26.0,,,94-115,,Offensive rebound by K. Durant
2:13.0,,,94-117,2,S. Curry makes 2-pt shot from 1 ft
2:05.0,Oklahoma City full timeout,,94-117,,
2:05.0,,,94-117,,J. McGee enters the game for K. Durant
2:05.0,,,94-117,,S. Livingston enters the game for D. Green
2:05.0,,,94-117,,I. Clark enters the game for S. Curry
2:05.0,K. Singler enters the game for V. Oladipo,,94-117,,
2:05.0,A. Abrines enters the game for R. Westbrook,,94-117,,
1:56.0,A. Roberson misses 3-pt shot from 23 ft,,94-117,,
1:54.0,,,94-117,,Defensive rebound by P. McCaw
1:40.0,,,94-117,,S. Livingston misses 2-pt shot from 15 ft
1:39.0,Defensive rebound by A. Abrines,,94-117,,
1:32.0,K. Singler misses 3-pt shot from 26 ft,,94-117,,
1:29.0,,,94-117,,Defensive rebound by I. Clark
1:15.0,,,94-117,,K. Looney misses 2-pt shot from 5 ft (block by J. Grant)
1:15.0,,,94-117,,Offensive rebound by Team
1:15.0,D. Sabonis enters the game for A. Roberson,,94-117,,
1:09.0,,,94-117,,J. McGee misses 3-pt shot from 25 ft
1:08.0,,,94-117,,Offensive rebound by I. Clark
1:01.0,,,94-119,2,J. McGee makes 2-pt shot from 11 ft (assist by P. McCaw)
0:57.0,K. Singler makes 2-pt shot at rim (assist by C. Payne),2,96-119,,
0:42.0,,,96-119,,I. Clark misses 2-pt shot from 2 ft (block by J. Grant)
0:40.0,,,96-119,,Offensive rebound by S. Livingston
0:38.0,,,96-119,,S. Livingston misses 2-pt shot from 2 ft
0:37.0,Defensive rebound by K. Singler,,96-119,,
0:34.0,A. Abrines makes 2-pt shot at rim (assist by C. Payne),2,98-119,,
0:14.0,,,98-121,2,P. McCaw makes 2-pt shot from 10 ft (assist by I. Clark)
0:07.0,Shooting foul by I. Clark (drawn by C. Payne),,98-121,,
0:07.0,C. Payne makes free throw 1 of 2,1,99-121,,
0:07.0,C. Payne makes free throw 2 of 2,1,100-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
