time,LA Clippers,pts.away,score,pts.home,Golden State
1:56.0,B. Bass makes 2-pt shot at rim (assist by A. Anderson),2,96-139,,
1:42.0,,,96-139,,I. Clark misses 2-pt shot from 11 ft
1:40.0,Defensive rebound by B. Bass,,96-139,,
1:31.0,A. Anderson misses 2-pt shot from 23 ft,,96-139,,
1:30.0,,,96-139,,Defensive rebound by A. Varejao
1:15.0,,,96-142,3,P. McCaw makes 3-pt shot from 27 ft
1:03.0,D. Stone misses 2-pt shot from 14 ft,,96-142,,
1:02.0,,,96-142,,Defensive rebound by I. Clark
0:50.0,,,96-142,,P. McCaw misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by D. Stone,,96-142,,
0:39.0,Shooting foul by A. Varejao (drawn by D. Stone),,96-142,,
0:39.0,Official timeout,,96-142,,
0:39.0,D. Stone makes free throw 1 of 2,1,97-142,,
0:39.0,D. Stone makes free throw 2 of 2,1,98-142,,
0:19.0,,,98-144,2,A. Varejao makes 2-pt shot from 10 ft
0:12.0,R. Felton misses 2-pt shot from 2 ft,,98-144,,
0:10.0,Offensive rebound by B. Bass,,98-144,,
0:05.0,A. Anderson misses 3-pt shot from 26 ft,,98-144,,
0:04.0,,,98-144,,Defensive rebound by P. McCaw
0:00.0,End of 4th quarter,,,,End of 4th quarter
