time,Portland,pts.away,score,pts.home,Golden State
5:29.0,,,97-105,,Turnover by S. Curry (bad pass)
5:16.0,,,97-105,,Personal foul by S. Curry (drawn by E. Turner)
5:16.0,E. Turner makes free throw 1 of 2,1,98-105,,
5:16.0,E. Turner makes free throw 2 of 2,1,99-105,,
5:16.0,,,98-105,,D. Green enters the game for D. West
4:59.0,,,99-105,,S. Curry misses 2-pt shot from 3 ft
4:58.0,,,99-105,,Offensive rebound by D. Green
4:58.0,,,99-107,2,D. Green makes 2-pt shot from 1 ft
4:46.0,D. Lillard misses 2-pt shot at rim (block by D. Green),,99-107,,
4:45.0,,,99-107,,Defensive rebound by S. Curry
4:39.0,,,99-109,2,K. Durant makes 2-pt shot from 2 ft (assist by S. Curry)
4:39.0,Portland full timeout,,99-109,,
4:39.0,,,99-109,,K. Thompson enters the game for A. Iguodala
4:25.0,Turnover by C. McCollum (bad pass),,99-109,,
4:10.0,,,99-111,2,K. Durant makes 2-pt shot from 14 ft
3:56.0,D. Lillard misses 2-pt shot from 16 ft,,99-111,,
3:56.0,,,99-111,,Defensive rebound by D. Green
3:38.0,,,99-113,2,K. Durant makes 2-pt shot from 19 ft
3:19.0,,,99-113,,Personal foul by S. Curry
3:19.0,C. McCollum makes free throw 1 of 2,1,100-113,,
3:19.0,C. McCollum makes free throw 2 of 2,1,101-113,,
3:19.0,A. Crabbe enters the game for A. Aminu,,100-113,,
2:58.0,,,101-113,,D. Green misses 3-pt shot from 23 ft
2:57.0,Defensive rebound by E. Turner,,101-113,,
2:53.0,Turnover by E. Turner (lost ball),,101-113,,
2:44.0,,,101-115,2,D. Green makes 2-pt shot from 2 ft (assist by K. Durant)
2:44.0,,,101-115,,Shooting foul by M. Harkless (drawn by D. Green)
2:44.0,,,101-115,,D. Green misses free throw 1 of 1
2:44.0,,,101-115,,A. Iguodala enters the game for S. Livingston
2:43.0,Defensive rebound by E. Turner,,101-115,,
2:35.0,C. McCollum misses 2-pt shot from 12 ft,,101-115,,
2:35.0,Offensive rebound by M. Harkless,,101-115,,
2:33.0,M. Harkless makes 2-pt shot from 1 ft,2,103-115,,
2:18.0,,,103-115,,K. Thompson misses 2-pt shot from 19 ft
2:18.0,Defensive rebound by C. McCollum,,103-115,,
2:07.0,M. Harkless misses 3-pt shot from 24 ft,,103-115,,
2:07.0,,,103-115,,Defensive rebound by K. Durant
1:48.0,,,103-115,,K. Durant misses 2-pt shot from 2 ft (block by D. Lillard)
1:47.0,Defensive rebound by E. Turner,,103-115,,
1:39.0,A. Crabbe misses 3-pt shot from 24 ft,,103-115,,
1:38.0,,,103-115,,Defensive rebound by Team
1:38.0,Loose ball foul by E. Turner (drawn by A. Iguodala),,103-115,,
1:38.0,,,103-116,1,A. Iguodala makes free throw 1 of 2
1:38.0,,,103-117,1,A. Iguodala makes free throw 2 of 2
1:25.0,Shooting foul by D. Green (drawn by E. Turner),,103-117,,
1:25.0,E. Turner makes free throw 1 of 2,1,104-117,,
1:25.0,E. Turner makes free throw 2 of 2,1,105-117,,
1:16.0,Personal take foul by M. Harkless (drawn by D. Green),,105-117,,
1:16.0,,,105-118,1,D. Green makes free throw 1 of 2
1:16.0,,,105-119,1,D. Green makes free throw 2 of 2
1:16.0,P. Connaughton enters the game for M. Harkless,,105-118,,
1:08.0,D. Lillard misses 2-pt shot from 18 ft,,105-119,,
1:08.0,,,105-119,,Defensive rebound by D. Green
0:50.0,,,105-121,2,K. Durant makes 2-pt shot from 9 ft
0:39.0,C. McCollum misses 2-pt shot from 11 ft,,105-121,,
0:39.0,Offensive rebound by D. Lillard,,105-121,,
0:39.0,D. Lillard makes 2-pt shot at rim,2,107-121,,
0:23.0,,,107-121,,D. Green misses 2-pt shot from 2 ft
0:22.0,Defensive rebound by A. Crabbe,,107-121,,
0:08.0,D. Lillard makes 2-pt shot from 5 ft,2,109-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
