time,Atlanta,pts.away,score,pts.home,Chicago
2:19.0,Offensive rebound by K. Bazemore,,103-110,,
2:15.0,D. Schroder makes 3-pt shot from 24 ft (assist by K. Bazemore),3,106-110,,
1:50.0,,,106-110,,D. Wade misses 2-pt shot from 19 ft
1:49.0,Defensive rebound by K. Bazemore,,106-110,,
1:43.0,T. Hardaway makes 3-pt shot from 24 ft (assist by K. Bazemore),3,109-110,,
1:43.0,,,109-110,,Chicago full timeout
1:25.0,,,109-110,,P. Zipser misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by T. Hardaway,,109-110,,
1:12.0,D. Schroder makes 2-pt shot from 1 ft,2,111-110,,
1:00.0,,,111-110,,J. Butler misses 2-pt shot from 17 ft
0:59.0,Defensive rebound by D. Howard,,111-110,,
0:59.0,,,111-110,,Personal foul by R. Lopez (drawn by D. Howard)
0:59.0,D. Howard makes free throw 1 of 2,1,112-110,,
0:59.0,D. Howard misses free throw 2 of 2,,112-110,,
0:57.0,,,112-110,,Defensive rebound by P. Zipser
0:44.0,,,112-112,2,J. Butler makes 2-pt shot from 7 ft
0:34.0,D. Howard makes 2-pt shot at rim (assist by K. Bazemore),2,114-112,,
0:34.0,,,114-112,,Chicago full timeout
0:34.0,T. Sefolosha enters the game for T. Hardaway,,114-112,,
0:34.0,,,114-112,,D. McDermott enters the game for T. Gibson
0:34.0,,,114-112,,N. Mirotic enters the game for P. Zipser
0:25.0,,,114-112,,N. Mirotic misses 3-pt shot from 27 ft
0:24.0,Defensive rebound by K. Bazemore,,114-112,,
0:20.0,,,114-112,,Personal take foul by D. McDermott (drawn by D. Schroder)
0:20.0,D. Schroder makes free throw 1 of 2,1,115-112,,
0:20.0,D. Schroder makes free throw 2 of 2,1,116-112,,
0:13.0,,,116-112,,J. Butler misses 3-pt shot from 29 ft (block by K. Bazemore)
0:12.0,Defensive rebound by T. Sefolosha,,116-112,,
0:11.0,,,116-112,,Personal take foul by N. Mirotic (drawn by T. Sefolosha)
0:11.0,T. Sefolosha makes free throw 1 of 2,1,117-112,,
0:11.0,T. Sefolosha makes free throw 2 of 2,1,118-112,,
0:11.0,,,118-112,,Chicago full timeout
0:11.0,,,118-112,,Technical foul by R. Lopez
0:11.0,D. Schroder makes technical free throw,1,119-112,,
0:11.0,T. Hardaway enters the game for D. Howard,,119-112,,
0:07.0,,,119-112,,J. Butler misses 3-pt shot from 26 ft
0:05.0,,,119-112,,Offensive rebound by R. Lopez
0:04.0,,,119-114,2,R. Lopez makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
