time,Atlanta,pts.away,score,pts.home,Washington
7:55.0,D. Howard misses free throw 1 of 2,,24-27,,
7:55.0,Offensive rebound by Team,,24-27,,
7:55.0,D. Howard misses free throw 2 of 2,,24-27,,
7:55.0,,,24-27,,M. Gortat enters the game for J. Smith
7:55.0,,,24-27,,J. Wall enters the game for M. Thornton
7:55.0,,,24-27,,B. Beal enters the game for T. Burke
7:55.0,K. Korver enters the game for T. Hardaway,,24-27,,
7:54.0,,,24-27,,Defensive rebound by M. Gortat
7:44.0,,,24-27,,Turnover by B. Beal (lost ball)
7:44.0,P. Millsap enters the game for D. Howard,,24-27,,
7:22.0,M. Delaney misses 2-pt shot from 20 ft,,24-27,,
7:22.0,,,24-27,,Defensive rebound by T. Satoransky
7:19.0,D. Schroder enters the game for M. Delaney,,24-27,,
7:19.0,Jump ball: P. Millsap vs. T. Satoransky (D. Schroder gains possession),,,,Jump ball: P. Millsap vs. T. Satoransky (D. Schroder gains possession)
7:19.0,,,24-27,,Turnover by T. Satoransky (lost ball; steal by P. Millsap)
7:06.0,D. Schroder misses 2-pt shot from 4 ft,,24-27,,
7:05.0,,,24-27,,Defensive rebound by M. Morris
7:01.0,Personal foul by K. Bazemore (drawn by J. Wall),,24-27,,
6:54.0,,,24-29,2,M. Gortat makes 2-pt shot from 7 ft (assist by J. Wall)
6:43.0,Turnover by K. Korver (bad pass),,24-29,,
6:26.0,,,24-29,,M. Morris misses 2-pt shot from 3 ft
6:25.0,Defensive rebound by K. Humphries,,24-29,,
6:17.0,K. Korver misses 3-pt shot from 27 ft,,24-29,,
6:16.0,,,24-29,,Defensive rebound by J. Wall
6:07.0,,,24-29,,Shooting foul by P. Millsap (drawn by M. Morris)
6:07.0,,,24-30,1,M. Morris makes free throw 1 of 2
6:07.0,,,24-31,1,M. Morris makes free throw 2 of 2
6:07.0,,,24-30,,O. Porter enters the game for T. Satoransky
6:07.0,T. Sefolosha enters the game for K. Bazemore,,24-30,,
5:53.0,P. Millsap makes 2-pt shot from 12 ft,2,26-31,,
5:32.0,,,26-31,,M. Morris misses 3-pt shot from 23 ft
5:32.0,Defensive rebound by Team,,26-31,,
5:32.0,,,26-31,,Loose ball foul by M. Gortat (drawn by P. Millsap)
5:32.0,,,26-31,,Washington full timeout
5:32.0,,,26-31,,J. Smith enters the game for M. Gortat
5:22.0,Turnover by D. Schroder (lost ball),,26-31,,
5:13.0,,,26-33,2,M. Morris makes 2-pt shot from 2 ft (assist by J. Wall)
5:13.0,,,26-33,,Shooting foul by D. Schroder (drawn by M. Morris)
5:13.0,,,26-34,1,M. Morris makes free throw 1 of 1
5:00.0,D. Howard enters the game for K. Humphries,,26-34,,
4:59.0,T. Hardaway enters the game for K. Korver,,26-34,,
4:58.0,D. Schroder makes 2-pt shot from 16 ft (assist by T. Hardaway),2,28-34,,
4:42.0,,,28-34,,Turnover by M. Morris (bad pass; steal by T. Sefolosha)
4:38.0,T. Sefolosha makes 2-pt shot at rim,2,30-34,,
4:27.0,Personal foul by T. Sefolosha (drawn by B. Beal),,30-34,,
4:27.0,,,30-35,1,B. Beal makes free throw 1 of 2
4:27.0,,,30-36,1,B. Beal makes free throw 2 of 2
4:13.0,P. Millsap misses 2-pt shot from 12 ft,,30-36,,
4:13.0,,,30-36,,Defensive rebound by M. Morris
3:59.0,,,30-38,2,J. Wall makes 2-pt shot from 18 ft
3:41.0,Shooting foul by M. Morris (drawn by D. Howard),,30-38,,
3:41.0,D. Howard misses free throw 1 of 2,,30-38,,
3:41.0,Offensive rebound by Team,,30-38,,
3:41.0,D. Howard misses free throw 2 of 2,,30-38,,
3:40.0,,,30-38,,Defensive rebound by M. Morris
3:31.0,,,30-40,2,J. Wall makes 2-pt shot from 17 ft
3:26.0,Atlanta full timeout,,30-40,,
3:05.0,D. Howard misses 2-pt shot from 9 ft,,30-40,,
3:04.0,,,30-40,,Defensive rebound by J. Wall
2:44.0,,,30-43,3,M. Morris makes 3-pt shot from 26 ft (assist by O. Porter)
2:26.0,P. Millsap misses 2-pt shot from 12 ft,,30-43,,
2:25.0,,,30-43,,Defensive rebound by J. Smith
2:24.0,Technical foul by P. Millsap,,30-43,,
2:24.0,,,30-44,1,B. Beal makes technical free throw
2:09.0,,,30-44,,Turnover by J. Smith (bad pass; steal by P. Millsap)
2:06.0,Shooting foul by B. Beal (drawn by P. Millsap),,30-44,,
2:06.0,P. Millsap misses free throw 1 of 2,,30-44,,
2:06.0,Offensive rebound by Team,,30-44,,
2:06.0,P. Millsap makes free throw 2 of 2,1,31-44,,
1:50.0,,,31-44,,Turnover by J. Smith (lost ball; steal by D. Howard)
1:45.0,D. Schroder makes 2-pt shot from 2 ft (assist by T. Hardaway),2,33-44,,
1:44.0,,,33-44,,Washington full timeout
1:33.0,,,33-44,,Turnover by J. Wall (bad pass; steal by T. Sefolosha)
1:23.0,Turnover by D. Schroder (lost ball; steal by J. Wall),,33-44,,
1:14.0,,,33-44,,B. Beal misses 2-pt shot from 1 ft
1:14.0,,,33-44,,Offensive rebound by J. Smith
1:14.0,,,33-44,,J. Smith misses 2-pt shot from 1 ft
1:14.0,Defensive rebound by P. Millsap,,33-44,,
1:14.0,,,33-44,,Personal foul by J. Smith (drawn by P. Millsap)
1:14.0,P. Millsap misses free throw 1 of 2,,33-44,,
1:14.0,Offensive rebound by Team,,33-44,,
1:14.0,P. Millsap makes free throw 2 of 2,1,34-44,,
1:02.0,,,34-46,2,J. Wall makes 2-pt shot from 18 ft
0:40.0,T. Sefolosha misses 3-pt shot from 29 ft,,34-46,,
0:40.0,Offensive rebound by P. Millsap,,34-46,,
0:39.0,Shooting foul by J. Smith (drawn by P. Millsap),,34-46,,
0:39.0,P. Millsap makes free throw 1 of 2,1,35-46,,
0:39.0,P. Millsap misses free throw 2 of 2,,35-46,,
0:38.0,,,35-46,,Defensive rebound by M. Morris
0:32.0,,,35-48,2,J. Wall makes 2-pt shot from 15 ft
0:27.0,Atlanta full timeout,,35-48,,
0:27.0,K. Korver enters the game for D. Howard,,35-48,,
0:27.0,,,35-48,,A. Nicholson enters the game for M. Morris
0:27.0,,,35-48,,T. Satoransky enters the game for J. Smith
0:10.0,D. Schroder misses 2-pt shot from 1 ft,,35-48,,
0:09.0,Offensive rebound by Team,,35-48,,
0:09.0,M. Muscala enters the game for T. Sefolosha,,35-48,,
0:03.0,Turnover by D. Schroder (lost ball; steal by A. Nicholson),,35-48,,
0:00.0,,,35-48,,T. Satoransky misses 3-pt shot from 29 ft
0:00.0,,,35-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,35-48,,M. Morris misses 3-pt shot from 24 ft
11:40.0,Defensive rebound by D. Schroder,,35-48,,
11:30.0,D. Schroder makes 2-pt shot from 1 ft (assist by D. Howard),2,37-48,,
11:13.0,Personal foul by K. Korver (drawn by J. Wall),,37-48,,
10:59.0,,,37-48,,J. Wall misses 2-pt shot from 17 ft
10:58.0,Defensive rebound by P. Millsap,,37-48,,
10:50.0,K. Korver misses 2-pt shot from 18 ft,,37-48,,
10:49.0,Offensive rebound by D. Howard,,37-48,,
10:46.0,D. Howard misses 2-pt shot from 3 ft,,37-48,,
10:45.0,,,37-48,,Defensive rebound by J. Wall
10:37.0,,,37-50,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
10:27.0,Turnover by P. Millsap (bad pass; steal by M. Gortat),,37-50,,
10:22.0,,,37-50,,B. Beal misses 3-pt shot from 28 ft
10:20.0,Defensive rebound by K. Korver,,37-50,,
10:12.0,D. Schroder misses 3-pt shot from 27 ft,,37-50,,
10:12.0,,,37-50,,Defensive rebound by M. Gortat
10:00.0,,,37-53,3,J. Wall makes 3-pt shot from 25 ft (assist by B. Beal)
9:48.0,D. Howard makes 2-pt shot from 3 ft (assist by D. Schroder),2,39-53,,
9:42.0,,,39-53,,Shooting foul by K. Bazemore (drawn by J. Wall)
9:42.0,Atlanta full timeout,,39-53,,
9:42.0,,,39-53,,J. Wall misses free throw 1 of 2
9:42.0,,,39-53,,Offensive rebound by Team
9:42.0,,,39-54,1,J. Wall makes free throw 2 of 2
9:30.0,Turnover by D. Schroder (traveling),,39-54,,
9:15.0,,,39-54,,M. Morris misses 2-pt shot from 13 ft
9:15.0,Defensive rebound by D. Howard,,39-54,,
9:04.0,P. Millsap misses 2-pt shot from 3 ft,,39-54,,
9:03.0,Offensive rebound by D. Howard,,39-54,,
8:52.0,,,39-54,,Personal foul by O. Porter (drawn by P. Millsap)
8:52.0,M. Muscala enters the game for D. Howard,,39-54,,
8:52.0,Turnover by K. Korver (bad pass),,39-54,,
8:42.0,,,39-54,,J. Wall misses 2-pt shot from 1 ft
8:41.0,Defensive rebound by P. Millsap,,39-54,,
8:32.0,D. Schroder makes 2-pt shot from 2 ft,2,41-54,,
8:18.0,,,41-54,,Turnover by O. Porter (lost ball; steal by K. Korver)
8:15.0,Shooting foul by M. Morris (drawn by D. Schroder),,41-54,,
8:15.0,D. Schroder makes free throw 1 of 2,1,42-54,,
8:15.0,D. Schroder makes free throw 2 of 2,1,43-54,,
8:15.0,D. Howard enters the game for M. Muscala,,42-54,,
8:00.0,,,43-56,2,B. Beal makes 2-pt shot at rim
7:40.0,P. Millsap makes 2-pt shot from 3 ft (assist by K. Bazemore),2,45-56,,
7:26.0,,,45-56,,M. Morris misses 2-pt shot from 14 ft
7:25.0,Defensive rebound by D. Howard,,45-56,,
7:09.0,Turnover by P. Millsap (lost ball; steal by M. Morris),,45-56,,
6:48.0,,,45-56,,Turnover by B. Beal (step out of bounds)
6:48.0,M. Muscala enters the game for P. Millsap,,45-56,,
6:37.0,Shooting foul by J. Wall (drawn by D. Schroder),,45-56,,
6:37.0,D. Schroder makes free throw 1 of 2,1,46-56,,
6:37.0,D. Schroder makes free throw 2 of 2,1,47-56,,
6:25.0,,,47-56,,Turnover by J. Wall (bad pass; steal by D. Howard)
6:19.0,K. Korver misses 3-pt shot from 24 ft,,47-56,,
6:17.0,Offensive rebound by K. Bazemore,,47-56,,
6:12.0,Offensive foul by D. Howard,,47-56,,
6:12.0,Turnover by D. Howard (offensive foul),,47-56,,
6:12.0,,,47-56,,T. Satoransky enters the game for M. Morris
6:01.0,Shooting block foul by D. Howard (drawn by J. Wall),,47-56,,
6:01.0,,,47-57,1,J. Wall makes free throw 1 of 2
6:01.0,,,47-57,,J. Wall misses free throw 2 of 2
6:00.0,Defensive rebound by M. Muscala,,47-57,,
5:51.0,Turnover by M. Muscala (bad pass; steal by J. Wall),,47-57,,
5:45.0,,,47-57,,B. Beal misses 2-pt shot from 3 ft (block by K. Bazemore)
5:43.0,Defensive rebound by D. Schroder,,47-57,,
5:39.0,D. Schroder misses 2-pt shot from 1 ft,,47-57,,
5:38.0,Offensive rebound by M. Muscala,,47-57,,
5:38.0,M. Muscala makes 2-pt shot from 3 ft,2,49-57,,
5:31.0,,,49-57,,Washington full timeout
5:31.0,P. Millsap enters the game for D. Howard,,49-57,,
5:20.0,,,49-57,,Turnover by T. Satoransky (bad pass; steal by M. Muscala)
5:03.0,M. Muscala makes 2-pt shot at rim (assist by K. Korver),2,51-57,,
4:44.0,,,51-57,,M. Gortat misses 2-pt shot from 12 ft
4:43.0,Defensive rebound by P. Millsap,,51-57,,
4:30.0,K. Korver misses 3-pt shot from 23 ft,,51-57,,
4:29.0,,,51-57,,Defensive rebound by T. Satoransky
4:19.0,,,51-57,,Shooting foul by M. Muscala (drawn by J. Wall)
4:19.0,,,51-58,1,J. Wall makes free throw 1 of 2
4:19.0,,,51-59,1,J. Wall makes free throw 2 of 2
4:19.0,T. Sefolosha enters the game for K. Korver,,51-58,,
4:19.0,T. Hardaway enters the game for K. Bazemore,,51-58,,
4:12.0,P. Millsap misses 2-pt shot from 19 ft,,51-59,,
4:10.0,,,51-59,,Defensive rebound by M. Gortat
4:03.0,,,51-59,,J. Wall misses 2-pt shot from 18 ft
4:02.0,Defensive rebound by T. Hardaway,,51-59,,
3:47.0,P. Millsap misses 2-pt shot from 16 ft,,51-59,,
3:46.0,,,51-59,,Defensive rebound by T. Satoransky
3:32.0,,,51-59,,T. Satoransky misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by T. Hardaway,,51-59,,
3:27.0,T. Hardaway makes 2-pt shot at rim,2,53-59,,
3:13.0,,,53-59,,Shooting foul by M. Muscala (drawn by B. Beal)
3:13.0,,,53-60,1,B. Beal makes free throw 1 of 2
3:13.0,,,53-61,1,B. Beal makes free throw 2 of 2
3:13.0,,,53-60,,M. Thornton enters the game for J. Wall
3:07.0,D. Schroder misses 2-pt shot from 2 ft,,53-61,,
3:06.0,,,53-61,,Defensive rebound by M. Gortat
2:57.0,,,53-63,2,B. Beal makes 2-pt shot from 14 ft
2:51.0,Turnover by T. Hardaway (bad pass),,53-63,,
2:36.0,M. Delaney enters the game for D. Schroder,,53-63,,
2:29.0,,,53-63,,Turnover by B. Beal (lost ball)
2:14.0,P. Millsap misses 2-pt shot from 1 ft,,53-63,,
2:13.0,,,53-63,,Defensive rebound by M. Gortat
2:13.0,Personal foul by P. Millsap (drawn by M. Gortat),,53-63,,
2:13.0,,,53-64,1,M. Gortat makes free throw 1 of 2
2:13.0,,,53-65,1,M. Gortat makes free throw 2 of 2
1:57.0,Shooting foul by M. Gortat (drawn by T. Hardaway),,53-65,,
1:57.0,T. Hardaway makes free throw 1 of 2,1,54-65,,
1:57.0,T. Hardaway makes free throw 2 of 2,1,55-65,,
1:57.0,,,54-65,,M. Morris enters the game for M. Gortat
1:40.0,,,55-65,,Shooting foul by T. Hardaway (drawn by M. Morris)
1:40.0,,,55-66,1,M. Morris makes free throw 1 of 2
1:40.0,,,55-67,1,M. Morris makes free throw 2 of 2
1:20.0,P. Millsap makes 3-pt shot from 29 ft (assist by M. Delaney),3,58-67,,
1:02.0,Jump ball: T. Hardaway vs. T. Satoransky (M. Delaney gains possession),,,,Jump ball: T. Hardaway vs. T. Satoransky (M. Delaney gains possession)
1:02.0,,,58-67,,Turnover by T. Satoransky (lost ball; steal by T. Hardaway)
0:56.0,T. Hardaway makes 2-pt shot from 1 ft (assist by M. Delaney),2,60-67,,
0:39.0,Shooting block foul by P. Millsap (drawn by M. Thornton),,60-67,,
0:39.0,,,60-68,1,M. Morris makes free throw 1 of 2
0:39.0,,,60-69,1,M. Morris makes free throw 2 of 2
0:31.0,,,60-69,,Personal foul by M. Morris (drawn by P. Millsap)
0:31.0,P. Millsap misses free throw 1 of 2,,60-69,,
0:31.0,Offensive rebound by Team,,60-69,,
0:31.0,P. Millsap makes free throw 2 of 2,1,61-69,,
0:31.0,,,60-69,,J. Smith enters the game for M. Morris
0:21.0,,,61-69,,Shooting foul by M. Muscala (drawn by B. Beal)
0:21.0,,,61-70,1,B. Beal makes free throw 1 of 2
0:21.0,,,61-71,1,B. Beal makes free throw 2 of 2
0:21.0,K. Korver enters the game for T. Sefolosha,,61-70,,
0:04.0,P. Millsap makes 2-pt shot from 2 ft (assist by M. Delaney),2,63-71,,
0:00.0,,,63-71,,B. Beal misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by Team,,63-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Shooting foul by J. Smith (drawn by P. Millsap),,63-71,,
11:41.0,P. Millsap misses free throw 1 of 2,,63-71,,
11:41.0,Offensive rebound by Team,,63-71,,
11:41.0,P. Millsap makes free throw 2 of 2,1,64-71,,
11:16.0,,,64-73,2,T. Satoransky makes 2-pt shot from 1 ft (assist by B. Beal)
10:59.0,P. Millsap misses 3-pt shot from 27 ft,,64-73,,
10:59.0,,,64-73,,Defensive rebound by Team
10:44.0,,,64-73,,Offensive foul by J. Smith
10:44.0,,,64-73,,Turnover by J. Smith (offensive foul)
10:44.0,K. Bazemore enters the game for M. Muscala,,64-73,,
10:44.0,D. Howard enters the game for P. Millsap,,64-73,,
10:44.0,,,64-73,,A. Nicholson enters the game for J. Smith
10:32.0,Turnover by D. Howard (lost ball),,64-73,,
10:18.0,Shooting block foul by T. Hardaway (drawn by B. Beal),,64-73,,
10:18.0,,,64-74,1,B. Beal makes free throw 1 of 2
10:18.0,,,64-75,1,B. Beal makes free throw 2 of 2
10:00.0,Shooting foul by A. Nicholson (drawn by D. Howard),,64-75,,
10:00.0,D. Howard makes free throw 1 of 2,1,65-75,,
10:00.0,D. Howard misses free throw 2 of 2,,65-75,,
9:59.0,,,65-75,,Defensive rebound by B. Beal
9:40.0,,,65-75,,Shooting foul by T. Sefolosha (drawn by A. Nicholson)
9:40.0,,,65-75,,A. Nicholson misses free throw 1 of 2
9:40.0,,,65-75,,Offensive rebound by Team
9:40.0,,,65-75,,A. Nicholson misses free throw 2 of 2
9:39.0,Defensive rebound by T. Sefolosha,,65-75,,
9:21.0,D. Howard makes 2-pt shot at rim (assist by T. Sefolosha),2,67-75,,
9:15.0,,,67-75,,Washington full timeout
9:15.0,,,67-75,,M. Gortat enters the game for A. Nicholson
9:02.0,,,67-75,,M. Thornton misses 3-pt shot from 25 ft
9:00.0,,,67-75,,Offensive rebound by B. Beal
8:56.0,,,67-78,3,B. Beal makes 3-pt shot from 25 ft
8:44.0,Shooting foul by T. Satoransky (drawn by M. Delaney),,67-78,,
8:44.0,M. Delaney makes free throw 1 of 2,1,68-78,,
8:44.0,M. Delaney makes free throw 2 of 2,1,69-78,,
