time,Milwaukee,pts.away,score,pts.home,Orlando
3:57.0,Milwaukee full timeout,,95-90,,
3:57.0,G. Antetokounmpo enters the game for M. Teletovic,,95-90,,
3:42.0,J. Henson misses 2-pt shot from 5 ft,,95-90,,
3:41.0,Offensive rebound by J. Parker,,95-90,,
3:40.0,Shooting foul by E. Payton (drawn by J. Parker),,95-90,,
3:40.0,J. Parker makes free throw 1 of 2,1,96-90,,
3:40.0,J. Parker makes free throw 2 of 2,1,97-90,,
3:28.0,,,97-90,,E. Fournier misses 3-pt shot from 26 ft
3:27.0,Defensive rebound by T. Snell,,97-90,,
3:11.0,G. Antetokounmpo makes 2-pt shot from 3 ft,2,99-90,,
3:01.0,,,99-90,,Turnover by E. Payton (bad pass; steal by J. Henson)
3:01.0,,,99-90,,Personal foul by E. Payton (drawn by J. Henson)
3:01.0,J. Henson makes free throw 1 of 2,1,100-90,,
3:01.0,J. Henson makes free throw 2 of 2,1,101-90,,
3:01.0,,,100-90,,N. Vucevic enters the game for D. Augustin
3:01.0,,,100-90,,A. Gordon enters the game for B. Biyombo
2:50.0,,,101-92,2,E. Fournier makes 2-pt shot from 3 ft (assist by N. Vucevic)
2:36.0,Turnover by G. Antetokounmpo (bad pass; steal by E. Fournier),,101-92,,
2:30.0,,,101-92,,Turnover by E. Payton (bad pass; steal by T. Snell)
2:30.0,,,101-92,,Personal foul by E. Fournier (drawn by T. Snell)
2:30.0,T. Snell misses free throw 1 of 2,,101-92,,
2:30.0,Offensive rebound by Team,,101-92,,
2:30.0,T. Snell makes free throw 2 of 2,1,102-92,,
2:30.0,,,102-92,,Orlando full timeout
2:30.0,,,102-92,,D. Augustin enters the game for A. Gordon
2:07.0,,,102-92,,Shooting foul by G. Antetokounmpo (drawn by S. Ibaka)
2:07.0,,,102-93,1,S. Ibaka makes free throw 1 of 2
2:07.0,,,102-94,1,S. Ibaka makes free throw 2 of 2
2:07.0,,,102-93,,A. Gordon enters the game for D. Augustin
1:49.0,M. Dellavedova misses 3-pt shot from 25 ft,,102-94,,
1:48.0,,,102-94,,Defensive rebound by S. Ibaka
1:39.0,,,102-94,,E. Fournier misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by M. Dellavedova,,102-94,,
1:26.0,Turnover by M. Dellavedova (back court),,102-94,,
1:14.0,,,102-94,,A. Gordon misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by T. Snell,,102-94,,
0:49.0,M. Dellavedova misses 3-pt shot from 26 ft,,102-94,,
0:47.0,,,102-94,,Defensive rebound by N. Vucevic
0:39.0,,,102-96,2,S. Ibaka makes 2-pt shot from 19 ft (assist by E. Payton)
0:36.0,,,102-96,,Personal foul by E. Fournier (drawn by G. Antetokounmpo)
0:36.0,G. Antetokounmpo makes free throw 1 of 2,1,103-96,,
0:36.0,G. Antetokounmpo makes free throw 2 of 2,1,104-96,,
0:36.0,,,104-96,,Orlando full timeout
0:36.0,,,104-96,,D. Augustin enters the game for E. Payton
0:22.0,,,104-96,,E. Fournier misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by J. Henson,,104-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
