time,Utah,pts.away,score,pts.home,LA Clippers
3:23.0,,,44-41,3,B. Griffin makes 3-pt shot from 24 ft (assist by C. Paul)
3:07.0,J. Ingles misses 2-pt shot from 2 ft,,44-41,,
3:05.0,,,44-41,,Defensive rebound by D. Jordan
2:50.0,,,44-43,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
2:42.0,,,44-43,,Personal foul by J. Crawford (drawn by J. Ingles)
2:42.0,,,44-43,,LA Clippers full timeout
2:29.0,J. Johnson makes 2-pt shot from 8 ft,2,46-43,,
2:09.0,,,46-43,,B. Griffin misses 2-pt shot from 20 ft
2:09.0,Defensive rebound by D. Favors,,46-43,,
1:57.0,G. Hill makes 2-pt shot from 21 ft,2,48-43,,
1:31.0,,,48-46,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by C. Paul)
1:09.0,G. Hayward makes 2-pt shot from 5 ft,2,50-46,,
1:00.0,Personal foul by G. Hill (drawn by C. Paul),,50-46,,
1:00.0,,,50-47,1,C. Paul makes free throw 1 of 2
1:00.0,,,50-48,1,C. Paul makes free throw 2 of 2
1:00.0,S. Mack enters the game for G. Hill,,50-47,,
0:48.0,J. Johnson makes 2-pt shot from 17 ft,2,52-48,,
0:43.0,,,52-48,,C. Paul misses 3-pt shot from 24 ft
0:42.0,,,52-48,,Offensive rebound by C. Paul
0:36.0,,,52-50,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
0:11.0,J. Ingles misses 3-pt shot from 25 ft,,52-50,,
0:10.0,,,52-50,,Defensive rebound by C. Paul
0:04.0,,,52-50,,J. Crawford misses 3-pt shot from 23 ft
0:03.0,,,52-50,,Offensive rebound by C. Paul
0:02.0,,,52-52,2,J. Crawford makes 2-pt shot from 11 ft (assist by C. Paul)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,52-52,,B. Griffin misses 2-pt shot from 7 ft
11:31.0,,,52-52,,Offensive rebound by D. Jordan
11:31.0,,,52-52,,D. Jordan misses 2-pt shot from 1 ft
11:30.0,Defensive rebound by B. Diaw,,52-52,,
11:21.0,J. Ingles makes 3-pt shot from 23 ft (assist by B. Diaw),3,55-52,,
10:54.0,,,55-52,,C. Paul misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by G. Hayward,,55-52,,
10:38.0,G. Hayward misses 2-pt shot from 15 ft,,55-52,,
10:36.0,,,55-52,,Defensive rebound by D. Jordan
10:30.0,,,55-54,2,B. Griffin makes 2-pt shot from 4 ft (assist by C. Paul)
10:09.0,G. Hill misses 3-pt shot from 22 ft,,55-54,,
10:08.0,,,55-54,,Defensive rebound by D. Jordan
9:57.0,,,55-56,2,J. Redick makes 2-pt shot from 2 ft
9:39.0,Turnover by G. Hayward (traveling),,55-56,,
9:31.0,,,55-56,,C. Paul misses 2-pt shot from 15 ft
9:29.0,Defensive rebound by G. Hill,,55-56,,
9:17.0,D. Favors makes 2-pt shot from 2 ft (assist by G. Hill),2,57-56,,
8:45.0,,,57-56,,B. Griffin misses 2-pt shot from 20 ft
8:44.0,Defensive rebound by G. Hill,,57-56,,
8:38.0,J. Ingles misses 3-pt shot from 24 ft,,57-56,,
8:37.0,,,57-56,,Defensive rebound by J. Redick
8:31.0,,,57-58,2,C. Paul makes 2-pt shot from 1 ft
8:04.0,D. Favors makes 2-pt shot from 4 ft (assist by B. Diaw),2,59-58,,
7:54.0,,,59-58,,Turnover by B. Griffin (lost ball; steal by G. Hill)
7:50.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,59-58,,
7:32.0,,,59-58,,L. Mbah a Moute misses 2-pt shot from 21 ft
7:31.0,Defensive rebound by B. Diaw,,59-58,,
7:20.0,Shooting foul by D. Jordan (drawn by D. Favors),,59-58,,
7:20.0,D. Favors misses free throw 1 of 2,,59-58,,
7:20.0,Offensive rebound by Team,,59-58,,
7:20.0,D. Favors misses free throw 2 of 2,,59-58,,
7:18.0,,,59-58,,Defensive rebound by B. Griffin
7:04.0,,,59-58,,B. Griffin misses 2-pt shot from 2 ft
7:04.0,,,59-58,,Offensive rebound by Team
7:04.0,R. Hood enters the game for J. Ingles,,59-58,,
6:56.0,,,59-58,,J. Redick misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by B. Diaw,,59-58,,
6:46.0,,,59-58,,Personal foul by C. Paul (drawn by G. Hill)
6:34.0,R. Hood misses 3-pt shot from 24 ft,,59-58,,
6:32.0,,,59-58,,Defensive rebound by C. Paul
6:26.0,,,59-60,2,C. Paul makes 2-pt shot from 12 ft
6:18.0,Utah full timeout,,59-60,,
6:18.0,J. Withey enters the game for B. Diaw,,59-60,,
6:18.0,J. Johnson enters the game for D. Favors,,59-60,,
6:11.0,G. Hayward makes 2-pt shot from 18 ft (assist by J. Johnson),2,61-60,,
5:49.0,,,61-60,,C. Paul misses 2-pt shot from 18 ft
5:48.0,Defensive rebound by J. Withey,,61-60,,
5:33.0,G. Hill misses 2-pt shot from 9 ft,,61-60,,
5:33.0,Offensive rebound by G. Hill,,61-60,,
5:30.0,G. Hill makes 2-pt shot from 2 ft,2,63-60,,
5:13.0,,,63-62,2,B. Griffin makes 2-pt shot from 4 ft
5:00.0,G. Hayward misses 2-pt shot from 14 ft,,63-62,,
4:57.0,Offensive rebound by J. Withey,,63-62,,
4:57.0,J. Withey misses 2-pt shot from 3 ft,,63-62,,
4:56.0,Offensive rebound by G. Hayward,,63-62,,
4:53.0,G. Hill makes 2-pt shot at rim (assist by G. Hayward),2,65-62,,
4:53.0,Shooting foul by C. Paul (drawn by G. Hill),,65-62,,
4:53.0,G. Hill makes free throw 1 of 1,1,66-62,,
4:37.0,,,66-62,,B. Griffin misses 2-pt shot from 7 ft (block by J. Johnson)
4:36.0,Defensive rebound by J. Johnson,,66-62,,
4:30.0,G. Hayward makes 2-pt shot from 2 ft (assist by J. Johnson),2,68-62,,
4:24.0,,,68-62,,LA Clippers full timeout
4:10.0,,,68-64,2,C. Paul makes 2-pt shot from 15 ft
3:42.0,G. Hayward misses 2-pt shot from 16 ft,,68-64,,
3:40.0,,,68-64,,Defensive rebound by C. Paul
3:29.0,Personal foul by G. Hayward (drawn by C. Paul),,68-64,,
3:29.0,,,68-64,,J. Crawford enters the game for J. Redick
3:29.0,,,68-64,,M. Speights enters the game for D. Jordan
3:29.0,S. Mack enters the game for G. Hill,,68-64,,
3:28.0,,,68-64,,Turnover by J. Crawford (back court)
3:09.0,J. Withey misses 2-pt shot from 4 ft,,68-64,,
3:08.0,,,68-64,,Defensive rebound by M. Speights
2:58.0,,,68-66,2,C. Paul makes 2-pt shot from 2 ft
2:35.0,Turnover by G. Hayward (lost ball),,68-66,,
2:22.0,,,68-66,,Shooting foul by S. Mack (drawn by M. Speights)
2:22.0,,,68-67,1,M. Speights makes free throw 1 of 2
2:22.0,,,68-68,1,M. Speights makes free throw 2 of 2
2:22.0,B. Diaw enters the game for J. Withey,,68-67,,
2:03.0,G. Hayward misses 2-pt shot from 15 ft,,68-68,,
2:03.0,Offensive rebound by Team,,68-68,,
1:50.0,Turnover by B. Diaw (lost ball; steal by M. Speights),,68-68,,
1:44.0,,,68-68,,M. Speights misses 2-pt shot from 2 ft
1:43.0,Defensive rebound by Team,,68-68,,
1:43.0,,,68-68,,Loose ball foul by L. Mbah a Moute (drawn by G. Hayward)
1:24.0,J. Johnson misses 2-pt shot from 8 ft,,68-68,,
1:22.0,,,68-68,,Defensive rebound by M. Speights
1:17.0,,,68-70,2,J. Crawford makes 2-pt shot from 16 ft
1:02.0,Shooting foul by M. Speights (drawn by G. Hayward),,68-70,,
1:02.0,G. Hayward makes free throw 1 of 2,1,69-70,,
1:02.0,G. Hayward makes free throw 2 of 2,1,70-70,,
1:02.0,,,69-70,,R. Felton enters the game for C. Paul
0:51.0,,,70-70,,J. Crawford misses 3-pt shot from 26 ft
0:51.0,Defensive rebound by S. Mack,,70-70,,
0:41.0,Shooting foul by R. Felton (drawn by G. Hayward),,70-70,,
0:41.0,G. Hayward makes free throw 1 of 2,1,71-70,,
0:41.0,G. Hayward makes free throw 2 of 2,1,72-70,,
0:24.0,,,72-70,,J. Crawford misses 2-pt shot from 20 ft
0:24.0,Defensive rebound by S. Mack,,72-70,,
0:03.0,G. Hayward makes 2-pt shot from 13 ft,2,74-70,,
0:01.0,,,74-70,,Turnover by B. Griffin (bad pass; steal by J. Johnson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,J. Ingles misses 3-pt shot from 24 ft,,74-70,,
11:36.0,,,74-70,,Defensive rebound by B. Griffin
11:18.0,,,74-72,2,R. Felton makes 2-pt shot from 1 ft (assist by B. Griffin)
11:00.0,R. Hood makes 3-pt shot from 25 ft (assist by B. Diaw),3,77-72,,
10:42.0,,,77-72,,B. Griffin misses 2-pt shot from 3 ft (block by D. Favors)
10:42.0,Defensive rebound by R. Hood,,77-72,,
10:24.0,S. Mack misses 2-pt shot from 15 ft,,77-72,,
10:22.0,,,77-72,,Defensive rebound by B. Griffin
10:09.0,,,77-72,,R. Felton misses 3-pt shot from 25 ft
10:09.0,Defensive rebound by D. Favors,,77-72,,
9:56.0,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles),2,79-72,,
9:56.0,,,79-72,,LA Clippers full timeout
9:56.0,,,79-72,,D. Jordan enters the game for B. Griffin
9:56.0,G. Hill enters the game for S. Mack,,79-72,,
9:43.0,,,79-72,,J. Crawford misses 2-pt shot from 19 ft
9:42.0,,,79-72,,Offensive rebound by D. Jordan
9:42.0,,,79-74,2,D. Jordan makes 2-pt shot from 1 ft
9:12.0,G. Hill makes 3-pt shot from 24 ft (assist by B. Diaw),3,82-74,,
8:56.0,,,82-77,3,M. Speights makes 3-pt shot from 25 ft (assist by J. Redick)
8:38.0,R. Hood misses 2-pt shot from 19 ft,,82-77,,
8:37.0,,,82-77,,Defensive rebound by J. Crawford
8:30.0,,,82-77,,Turnover by D. Jordan (lost ball)
8:30.0,,,82-77,,C. Paul enters the game for J. Redick
8:13.0,R. Hood misses 2-pt shot from 1 ft,,82-77,,
8:13.0,Offensive rebound by Team,,82-77,,
8:13.0,,,82-77,,Loose ball foul by M. Speights (drawn by D. Favors)
7:53.0,D. Favors misses 2-pt shot from 2 ft (block by D. Jordan),,82-77,,
7:51.0,,,82-77,,Defensive rebound by D. Jordan
7:45.0,,,82-79,2,D. Jordan makes 2-pt shot at rim (assist by M. Speights)
7:44.0,Utah full timeout,,82-79,,
7:44.0,J. Johnson enters the game for B. Diaw,,82-79,,
7:44.0,G. Hayward enters the game for J. Ingles,,82-79,,
7:26.0,D. Favors makes 2-pt shot at rim (assist by R. Hood),2,84-79,,
7:10.0,Personal foul by D. Favors (drawn by D. Jordan),,84-79,,
7:10.0,J. Ingles enters the game for R. Hood,,84-79,,
7:10.0,,,84-79,,B. Griffin enters the game for M. Speights
7:03.0,,,84-79,,J. Crawford misses 2-pt shot from 16 ft
7:03.0,Defensive rebound by Team,,84-79,,
6:42.0,Turnover by G. Hayward (bad pass; steal by C. Paul),,84-79,,
6:16.0,,,84-79,,C. Paul misses 2-pt shot from 6 ft
6:15.0,Defensive rebound by J. Ingles,,84-79,,
5:54.0,J. Johnson misses 2-pt shot from 15 ft,,84-79,,
5:53.0,Offensive rebound by Team,,84-79,,
5:53.0,Turnover by Team (shot clock),,84-79,,
5:36.0,,,84-79,,Turnover by B. Griffin (bad pass; steal by J. Johnson)
5:32.0,Turnover by G. Hill (bad pass; steal by C. Paul),,84-79,,
5:20.0,,,84-81,2,C. Paul makes 2-pt shot from 14 ft
4:58.0,J. Johnson makes 3-pt shot from 25 ft (assist by D. Favors),3,87-81,,
4:40.0,,,87-81,,C. Paul misses 2-pt shot from 16 ft
4:40.0,Defensive rebound by G. Hayward,,87-81,,
4:29.0,J. Johnson misses 2-pt shot from 7 ft,,87-81,,
4:29.0,Offensive rebound by Team,,87-81,,
4:29.0,,,87-81,,Loose ball foul by D. Jordan (drawn by D. Favors)
4:29.0,,,87-81,,Technical foul by D. Jordan (drawn by D. Favors)
4:29.0,G. Hayward makes technical free throw,1,88-81,,
4:29.0,,,87-81,,L. Mbah a Moute enters the game for R. Felton
4:24.0,G. Hayward misses 2-pt shot from 2 ft,,88-81,,
4:22.0,,,88-81,,Defensive rebound by D. Jordan
4:20.0,,,88-83,2,C. Paul makes 2-pt shot from 12 ft
4:20.0,,,88-83,,Shooting foul by G. Hill (drawn by C. Paul)
4:20.0,,,88-84,1,C. Paul makes free throw 1 of 1
3:59.0,G. Hayward misses 2-pt shot from 12 ft,,88-84,,
3:59.0,Offensive rebound by D. Favors,,88-84,,
3:56.0,D. Favors makes 2-pt shot at rim,2,90-84,,
3:39.0,,,90-86,2,C. Paul makes 2-pt shot from 2 ft
3:18.0,G. Hill misses 2-pt shot from 14 ft,,90-86,,
3:16.0,,,90-86,,Defensive rebound by B. Griffin
3:10.0,,,90-89,3,C. Paul makes 3-pt shot from 25 ft
2:51.0,G. Hayward makes 2-pt shot from 13 ft,2,92-89,,
2:36.0,,,92-89,,C. Paul misses 3-pt shot from 26 ft
2:36.0,Defensive rebound by G. Hayward,,92-89,,
2:16.0,G. Hayward misses 2-pt shot from 20 ft,,92-89,,
2:16.0,,,92-89,,Defensive rebound by D. Jordan
2:06.0,,,92-89,,L. Mbah a Moute misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by G. Hayward,,92-89,,
1:44.0,G. Hayward misses 2-pt shot from 17 ft,,92-89,,
1:43.0,,,92-89,,Defensive rebound by B. Griffin
1:29.0,,,92-89,,J. Crawford misses 3-pt shot from 23 ft
1:28.0,Defensive rebound by D. Favors,,92-89,,
1:09.0,J. Johnson makes 2-pt shot from 9 ft (assist by D. Favors),2,94-89,,
1:09.0,,,94-89,,LA Clippers full timeout
1:09.0,,,94-89,,J. Redick enters the game for J. Crawford
0:56.0,,,94-89,,B. Griffin misses 3-pt shot from 25 ft
0:56.0,,,94-89,,Offensive rebound by Team
0:56.0,Loose ball foul by D. Favors (drawn by D. Jordan),,94-89,,
0:46.0,,,94-91,2,J. Redick makes 2-pt shot at rim
0:23.0,Turnover by J. Johnson (lost ball; steal by D. Jordan),,94-91,,
0:23.0,Personal foul by G. Hill (drawn by B. Griffin),,94-91,,
0:23.0,,,94-92,1,B. Griffin makes free throw 1 of 2
0:23.0,,,94-93,1,B. Griffin makes free throw 2 of 2
0:23.0,Utah full timeout,,94-93,,
0:23.0,,,94-92,,R. Felton enters the game for J. Redick
0:23.0,J. Withey enters the game for G. Hill,,94-92,,
0:23.0,G. Hill enters the game for J. Withey,,94-93,,
0:20.0,,,94-93,,Personal take foul by L. Mbah a Moute (drawn by G. Hayward)
0:19.0,,,94-93,,Personal take foul by B. Griffin (drawn by D. Favors)
0:19.0,D. Favors misses free throw 1 of 2,,94-93,,
0:19.0,Offensive rebound by Team,,94-93,,
0:19.0,D. Favors makes free throw 2 of 2,1,95-93,,
0:19.0,,,95-93,,LA Clippers full timeout
0:19.0,,,95-93,,J. Redick enters the game for L. Mbah a Moute
0:19.0,,,95-93,,J. Crawford enters the game for R. Felton
