time,Charlotte,pts.away,score,pts.home,Philadelphia
6:56.0,Shooting foul by N. Stauskas (drawn by C. Zeller),,77-88,,
6:56.0,C. Zeller makes free throw 1 of 2,1,78-88,,
6:56.0,C. Zeller makes free throw 2 of 2,1,79-88,,
6:45.0,,,79-88,,Offensive foul by N. Noel
6:45.0,,,79-88,,Turnover by N. Noel (offensive foul)
6:32.0,M. Kidd-Gilchrist makes 2-pt shot from 11 ft,2,81-88,,
6:31.0,,,81-88,,Philadelphia full timeout
6:18.0,,,81-91,3,S. Rodriguez makes 3-pt shot from 25 ft (assist by N. Noel)
5:53.0,Turnover by C. Zeller (lost ball; steal by R. Covington),,81-91,,
5:35.0,,,81-94,3,D. Saric makes 3-pt shot from 25 ft (assist by S. Rodriguez)
5:11.0,M. Williams misses 3-pt shot from 25 ft,,81-94,,
5:08.0,Offensive rebound by M. Kidd-Gilchrist,,81-94,,
5:06.0,,,81-94,,Personal foul by N. Stauskas (drawn by K. Walker)
4:59.0,Shooting foul by N. Noel (drawn by M. Kidd-Gilchrist),,81-94,,
4:59.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,82-94,,
4:59.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,83-94,,
4:59.0,,,82-94,,J. Embiid enters the game for N. Noel
4:44.0,,,83-94,,Shooting foul by C. Zeller (drawn by D. Saric)
4:44.0,,,83-94,,D. Saric misses free throw 1 of 2
4:44.0,,,83-94,,Offensive rebound by Team
4:44.0,,,83-95,1,D. Saric makes free throw 2 of 2
4:35.0,C. Zeller misses 2-pt shot from 6 ft,,83-95,,
4:33.0,Offensive rebound by N. Batum,,83-95,,
4:17.0,N. Batum makes 2-pt shot from 9 ft (assist by K. Walker),2,85-95,,
4:01.0,,,85-95,,S. Rodriguez misses 3-pt shot from 25 ft
3:59.0,,,85-95,,Offensive rebound by R. Covington
3:59.0,Personal block foul by M. Kidd-Gilchrist (drawn by R. Covington),,85-95,,
3:59.0,,,85-95,,T. McConnell enters the game for S. Rodriguez
3:45.0,,,85-95,,Turnover by Team (shot clock)
3:32.0,N. Batum misses 2-pt shot from 16 ft,,85-95,,
3:29.0,,,85-95,,Defensive rebound by R. Covington
3:23.0,,,85-95,,Shooting foul by C. Zeller (drawn by J. Embiid)
3:23.0,,,85-95,,J. Embiid misses free throw 1 of 2
3:23.0,,,85-95,,Offensive rebound by Team
3:23.0,,,85-96,1,J. Embiid makes free throw 2 of 2
3:23.0,F. Kaminsky enters the game for C. Zeller,,85-95,,
3:10.0,Turnover by K. Walker (bad pass; steal by T. McConnell),,85-96,,
3:05.0,,,85-96,,R. Covington misses 2-pt shot at rim
3:02.0,Defensive rebound by K. Walker,,85-96,,
2:59.0,Official timeout,,85-96,,
2:59.0,,,85-96,,G. Henderson enters the game for N. Stauskas
2:59.0,,,85-96,,E. Ilyasova enters the game for D. Saric
2:53.0,F. Kaminsky makes 2-pt shot from 5 ft (assist by N. Batum),2,87-96,,
2:43.0,Personal foul by N. Batum (drawn by J. Embiid),,87-96,,
2:43.0,,,87-96,,J. Embiid misses free throw 1 of 2
2:43.0,,,87-96,,Offensive rebound by Team
2:43.0,,,87-97,1,J. Embiid makes free throw 2 of 2
2:29.0,Turnover by M. Williams (lost ball),,87-97,,
2:10.0,,,87-97,,Offensive charge foul by J. Embiid
2:10.0,,,87-97,,Turnover by J. Embiid (offensive foul)
1:56.0,F. Kaminsky misses 2-pt shot from 5 ft,,87-97,,
1:55.0,Offensive rebound by F. Kaminsky,,87-97,,
1:54.0,F. Kaminsky misses 2-pt shot from 5 ft (block by R. Covington),,87-97,,
1:54.0,Offensive rebound by Team,,87-97,,
1:53.0,,,87-97,,Personal foul by E. Ilyasova (drawn by M. Williams)
1:45.0,N. Batum makes 2-pt shot from 2 ft,2,89-97,,
1:27.0,,,89-97,,Offensive charge foul by R. Covington
1:27.0,,,89-97,,Turnover by R. Covington (offensive foul)
1:27.0,C. Zeller enters the game for F. Kaminsky,,89-97,,
1:20.0,K. Walker misses 3-pt shot from 26 ft,,89-97,,
1:19.0,Offensive rebound by C. Zeller,,89-97,,
1:18.0,,,89-97,,Personal foul by T. McConnell (drawn by C. Zeller)
1:18.0,C. Zeller makes free throw 1 of 2,1,90-97,,
1:18.0,C. Zeller makes free throw 2 of 2,1,91-97,,
0:58.0,,,91-99,2,T. McConnell makes 2-pt shot from 8 ft
0:48.0,Charlotte full timeout,,91-99,,
0:48.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,91-99,,
0:48.0,F. Kaminsky enters the game for M. Williams,,91-99,,
0:48.0,Turnover by F. Kaminsky (bad pass),,91-99,,
0:48.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,91-99,,
0:48.0,M. Williams enters the game for M. Belinelli,,91-99,,
0:48.0,,,91-99,,Philadelphia full timeout
0:48.0,,,91-99,,D. Saric enters the game for T. McConnell
0:45.0,Personal foul by K. Walker (drawn by J. Embiid),,91-99,,
0:45.0,,,91-100,1,J. Embiid makes free throw 1 of 2
0:45.0,,,91-101,1,J. Embiid makes free throw 2 of 2
0:45.0,,,91-100,,T. McConnell enters the game for D. Saric
0:45.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,91-100,,
0:38.0,K. Walker makes 2-pt shot from 3 ft,2,93-101,,
0:35.0,,,93-101,,Philadelphia full timeout
0:35.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,93-101,,
0:35.0,,,93-101,,Philadelphia full timeout
0:35.0,,,93-101,,D. Saric enters the game for T. McConnell
0:30.0,Personal foul by M. Kidd-Gilchrist (drawn by G. Henderson),,93-101,,
0:30.0,,,93-102,1,G. Henderson makes free throw 1 of 2
0:30.0,,,93-102,,G. Henderson misses free throw 2 of 2
0:30.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,93-101,,
0:29.0,,,93-102,,Offensive rebound by Team
0:05.0,,,93-102,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
