time,Washington,pts.away,score,pts.home,Philadelphia
7:08.0,,,86-107,,S. Rodriguez misses 2-pt shot from 2 ft (block by B. Bogdanovic)
7:06.0,Defensive rebound by B. Bogdanovic,,86-107,,
7:04.0,Shooting foul by G. Henderson (drawn by J. Wall),,86-107,,
7:04.0,Technical foul by J. Wall,,86-107,,
7:04.0,,,86-108,1,G. Henderson makes technical free throw
7:04.0,J. Wall makes free throw 1 of 2,1,87-108,,
7:04.0,J. Wall misses free throw 2 of 2,,87-108,,
7:04.0,B. Beal enters the game for B. Bogdanovic,,87-108,,
7:04.0,,,87-108,,T. Luwawu-Cabarrot enters the game for N. Stauskas
7:03.0,,,87-108,,Defensive rebound by G. Henderson
6:52.0,,,87-108,,Offensive foul by J. Okafor
6:52.0,,,87-108,,Turnover by J. Okafor (offensive foul)
6:41.0,M. Morris makes 2-pt shot from 1 ft (assist by J. Wall),2,89-108,,
6:41.0,,,89-108,,Technical foul by Team
6:41.0,B. Beal makes technical free throw,1,90-108,,
6:28.0,,,90-108,,G. Henderson misses 2-pt shot from 16 ft
6:26.0,Defensive rebound by J. Wall,,90-108,,
6:23.0,,,90-108,,Personal foul by S. Rodriguez (drawn by J. Wall)
6:23.0,,,90-108,,T. McConnell enters the game for S. Rodriguez
6:22.0,Shooting foul by R. Covington (drawn by M. Morris),,90-108,,
6:22.0,M. Morris makes free throw 1 of 2,1,91-108,,
6:22.0,M. Morris makes free throw 2 of 2,1,92-108,,
6:08.0,,,92-108,,Shooting foul by B. Beal (drawn by T. Luwawu-Cabarrot)
6:08.0,,,92-109,1,T. Luwawu-Cabarrot makes free throw 1 of 2
6:08.0,,,92-110,1,T. Luwawu-Cabarrot makes free throw 2 of 2
6:08.0,,,92-109,,D. Saric enters the game for G. Henderson
6:00.0,B. Beal misses 3-pt shot from 26 ft,,92-110,,
5:57.0,Offensive rebound by O. Porter,,92-110,,
5:57.0,O. Porter makes 2-pt shot from 5 ft,2,94-110,,
5:57.0,,,94-110,,Philadelphia full timeout
5:40.0,,,94-110,,R. Covington misses 3-pt shot from 26 ft
5:38.0,Defensive rebound by B. Beal,,94-110,,
5:22.0,B. Beal makes 2-pt shot from 17 ft,2,96-110,,
4:58.0,,,96-110,,Turnover by D. Saric (bad pass; steal by O. Porter)
4:52.0,M. Morris makes 2-pt shot at rim (assist by J. Wall),2,98-110,,
4:31.0,,,98-112,2,D. Saric makes 2-pt shot from 1 ft (assist by R. Covington)
4:22.0,Shooting foul by T. Luwawu-Cabarrot (drawn by M. Gortat),,98-112,,
4:22.0,M. Gortat makes free throw 1 of 2,1,99-112,,
4:22.0,M. Gortat makes free throw 2 of 2,1,100-112,,
4:22.0,,,99-112,,G. Henderson enters the game for T. Luwawu-Cabarrot
4:05.0,,,100-112,,Turnover by J. Okafor (lost ball; steal by O. Porter)
4:00.0,B. Beal misses 3-pt shot from 26 ft,,100-112,,
3:58.0,Offensive rebound by Team,,100-112,,
3:54.0,B. Beal misses 3-pt shot from 26 ft,,100-112,,
3:52.0,,,100-112,,Defensive rebound by R. Covington
3:30.0,,,100-112,,T. McConnell misses 2-pt shot from 8 ft
3:29.0,Defensive rebound by M. Gortat,,100-112,,
3:23.0,J. Wall misses 2-pt shot from 22 ft,,100-112,,
3:21.0,Offensive rebound by J. Wall,,100-112,,
3:16.0,B. Beal misses 3-pt shot from 24 ft,,100-112,,
3:15.0,Offensive rebound by M. Gortat,,100-112,,
3:15.0,,,100-112,,Loose ball foul by G. Henderson (drawn by M. Gortat)
3:15.0,M. Gortat misses free throw 1 of 2,,100-112,,
3:15.0,Offensive rebound by Team,,100-112,,
3:15.0,M. Gortat makes free throw 2 of 2,1,101-112,,
3:06.0,,,101-112,,D. Saric misses 3-pt shot from 25 ft
3:04.0,Defensive rebound by M. Gortat,,101-112,,
2:59.0,Official timeout,,101-112,,
2:52.0,B. Beal misses 2-pt shot from 3 ft,,101-112,,
2:50.0,Offensive rebound by M. Morris,,101-112,,
2:50.0,M. Morris makes 2-pt shot at rim,2,103-112,,
2:27.0,,,103-112,,D. Saric misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by Team,,103-112,,
2:19.0,J. Wall misses 2-pt shot from 3 ft,,103-112,,
2:17.0,,,103-112,,Defensive rebound by D. Saric
1:55.0,,,103-112,,G. Henderson misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by B. Beal,,103-112,,
1:46.0,B. Beal misses 3-pt shot from 26 ft,,103-112,,
1:45.0,,,103-112,,Defensive rebound by G. Henderson
1:21.0,,,103-112,,Turnover by J. Okafor (offensive goaltending)
1:15.0,J. Wall makes 2-pt shot from 2 ft,2,105-112,,
1:08.0,Personal foul by M. Morris,,105-112,,
1:08.0,,,105-112,,T. McConnell misses free throw 1 of 2
1:08.0,,,105-112,,Offensive rebound by Team
1:08.0,,,105-113,1,T. McConnell makes free throw 2 of 2
1:08.0,,,105-112,,R. Holmes enters the game for J. Okafor
1:00.0,J. Wall misses 2-pt shot from 22 ft,,105-113,,
0:59.0,,,105-113,,Defensive rebound by R. Covington
0:53.0,Personal take foul by O. Porter,,105-113,,
0:53.0,,,105-113,,T. McConnell misses free throw 1 of 2
0:53.0,,,105-113,,Offensive rebound by Team
0:53.0,,,105-114,1,T. McConnell makes free throw 2 of 2
0:45.0,,,105-114,,Personal foul by T. McConnell
0:45.0,J. Wall makes free throw 1 of 2,1,106-114,,
0:45.0,J. Wall makes free throw 2 of 2,1,107-114,,
0:45.0,,,107-114,,Philadelphia full timeout
0:45.0,K. Oubre enters the game for M. Gortat,,105-114,,
0:45.0,,,107-114,,N. Stauskas enters the game for R. Holmes
0:39.0,Personal foul by K. Oubre (drawn by R. Covington),,107-114,,
0:39.0,,,107-115,1,R. Covington makes free throw 1 of 2
0:39.0,,,107-116,1,R. Covington makes free throw 2 of 2
0:39.0,,,107-115,,R. Holmes enters the game for N. Stauskas
0:35.0,J. Wall makes 2-pt shot from 3 ft,2,109-116,,
0:27.0,,,109-116,,Turnover by Team (turnover)
0:27.0,,,109-116,,Technical foul by R. Covington
0:27.0,B. Beal makes technical free throw,1,110-116,,
0:23.0,Shooting foul by T. McConnell (drawn by J. Wall),,110-116,,
0:23.0,J. Wall makes free throw 1 of 2,1,111-116,,
0:23.0,J. Wall makes free throw 2 of 2,1,112-116,,
0:23.0,,,112-116,,Philadelphia full timeout
0:23.0,,,112-116,,N. Stauskas enters the game for R. Holmes
0:22.0,Personal foul by K. Oubre (drawn by N. Stauskas),,112-116,,
0:22.0,,,112-117,1,N. Stauskas makes free throw 1 of 2
0:22.0,,,112-118,1,N. Stauskas makes free throw 2 of 2
0:17.0,J. Wall misses 2-pt shot from 4 ft (block by T. McConnell),,112-118,,
0:14.0,,,112-118,,Defensive rebound by T. McConnell
0:08.0,Personal take foul by B. Beal (drawn by G. Henderson),,112-118,,
0:08.0,,,112-119,1,G. Henderson makes free throw 1 of 2
0:08.0,,,112-120,1,G. Henderson makes free throw 2 of 2
0:08.0,T. Burke enters the game for J. Wall,,112-119,,
0:01.0,T. Burke misses 3-pt shot from 26 ft,,112-120,,
0:00.0,Offensive rebound by Team,,112-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
