time,San Antonio,pts.away,score,pts.home,Houston
0:43.0,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge),3,52-45,,
0:34.0,,,52-45,,J. Harden misses 2-pt shot from 4 ft (block by P. Gasol)
0:34.0,,,52-45,,Offensive rebound by Team
0:33.0,,,52-45,,Turnover by E. Gordon (bad pass; steal by D. Green)
0:13.0,Turnover by K. Leonard (traveling),,52-45,,
0:03.0,,,52-45,,Turnover by J. Harden (bad pass; steal by P. Mills)
0:00.0,P. Mills misses 3-pt shot from 26 ft,,52-45,,
0:00.0,Offensive rebound by Team,,52-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,52-47,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden)
11:26.0,Turnover by D. Green (bad pass),,52-47,,
11:14.0,,,52-47,,J. Harden misses 3-pt shot from 27 ft
11:13.0,,,52-47,,Offensive rebound by P. Beverley
11:02.0,,,52-49,2,T. Ariza makes 2-pt shot from 2 ft
10:40.0,,,52-49,,Def 3 sec tech foul by P. Beverley
10:40.0,K. Leonard makes technical free throw,1,53-49,,
10:27.0,L. Aldridge misses 2-pt shot from 10 ft,,53-49,,
10:26.0,,,53-49,,Defensive rebound by P. Beverley
10:19.0,,,53-49,,T. Ariza misses 2-pt shot from 1 ft
10:18.0,Defensive rebound by T. Parker,,53-49,,
10:07.0,P. Gasol makes 2-pt shot from 9 ft,2,55-49,,
9:57.0,,,55-49,,Turnover by T. Ariza (bad pass; steal by K. Leonard)
9:51.0,D. Green misses 3-pt shot from 26 ft,,55-49,,
9:50.0,,,55-49,,Defensive rebound by J. Harden
9:44.0,,,55-49,,T. Ariza misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by K. Leonard,,55-49,,
9:30.0,P. Gasol misses 2-pt shot from 20 ft,,55-49,,
9:29.0,,,55-49,,Defensive rebound by J. Harden
9:22.0,,,55-51,2,J. Harden makes 2-pt shot from 13 ft
9:18.0,San Antonio full timeout,,55-51,,
9:05.0,K. Leonard makes 2-pt shot from 1 ft,2,57-51,,
8:49.0,,,57-53,2,N. Hilario makes 2-pt shot from 20 ft (assist by T. Ariza)
8:33.0,L. Aldridge makes 2-pt shot from 2 ft (assist by P. Gasol),2,59-53,,
8:26.0,,,59-53,,T. Ariza misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by L. Aldridge,,59-53,,
8:15.0,Turnover by P. Gasol (bad pass; steal by N. Hilario),,59-53,,
8:01.0,,,59-53,,J. Harden misses 3-pt shot from 27 ft
8:00.0,,,59-53,,Offensive rebound by P. Beverley
7:53.0,,,59-56,3,R. Anderson makes 3-pt shot from 26 ft (assist by T. Ariza)
7:37.0,Shooting foul by R. Anderson (drawn by L. Aldridge),,59-56,,
7:37.0,L. Aldridge makes free throw 1 of 2,1,60-56,,
7:37.0,L. Aldridge makes free throw 2 of 2,1,61-56,,
7:18.0,,,61-58,2,N. Hilario makes 2-pt shot at rim (assist by J. Harden)
7:04.0,Turnover by K. Leonard (bad pass; steal by J. Harden),,61-58,,
6:58.0,,,61-58,,P. Beverley misses 2-pt shot from 2 ft
6:57.0,,,61-58,,Offensive rebound by P. Beverley
6:47.0,,,61-58,,J. Harden misses 3-pt shot from 26 ft
6:47.0,Defensive rebound by K. Leonard,,61-58,,
6:34.0,K. Leonard makes 2-pt shot from 20 ft,2,63-58,,
6:22.0,,,63-60,2,J. Harden makes 2-pt shot from 2 ft (assist by R. Anderson)
6:22.0,,,63-60,,Shooting foul by P. Gasol (drawn by J. Harden)
6:22.0,,,63-61,1,J. Harden makes free throw 1 of 1
6:22.0,,,63-60,,E. Gordon enters the game for P. Beverley
6:22.0,,,63-60,,M. Harrell enters the game for N. Hilario
6:08.0,P. Gasol misses 2-pt shot from 19 ft,,63-61,,
6:07.0,,,63-61,,Defensive rebound by J. Harden
6:03.0,,,63-61,,Turnover by M. Harrell (bad pass; steal by T. Parker)
5:51.0,D. Green misses 3-pt shot from 24 ft,,63-61,,
5:51.0,Offensive rebound by L. Aldridge,,63-61,,
5:50.0,L. Aldridge misses 2-pt shot from 2 ft (block by T. Ariza),,63-61,,
5:49.0,,,63-61,,Defensive rebound by R. Anderson
5:41.0,D. Lee enters the game for P. Gasol,,63-61,,
5:41.0,P. Mills enters the game for T. Parker,,63-61,,
5:25.0,,,63-61,,J. Harden misses 3-pt shot from 25 ft
5:25.0,Defensive rebound by D. Green,,63-61,,
5:20.0,D. Lee makes 2-pt shot at rim (assist by D. Green),2,65-61,,
5:10.0,,,65-61,,R. Anderson misses 2-pt shot from 2 ft
5:10.0,Defensive rebound by Team,,65-61,,
5:10.0,,,65-61,,S. Dekker enters the game for R. Anderson
4:50.0,K. Leonard makes 2-pt shot from 17 ft (assist by L. Aldridge),2,67-61,,
4:34.0,,,67-63,2,M. Harrell makes 2-pt shot at rim (assist by E. Gordon)
4:34.0,,,67-63,,Shooting foul by D. Lee (drawn by M. Harrell)
4:34.0,,,67-63,,M. Harrell misses free throw 1 of 1
4:34.0,Defensive rebound by K. Leonard,,67-63,,
4:34.0,M. Ginobili enters the game for D. Green,,67-63,,
4:18.0,Shooting foul by M. Harrell (drawn by L. Aldridge),,67-63,,
4:18.0,L. Aldridge makes free throw 1 of 2,1,68-63,,
4:18.0,L. Aldridge makes free throw 2 of 2,1,69-63,,
4:00.0,,,69-66,3,T. Ariza makes 3-pt shot from 23 ft (assist by E. Gordon)
3:45.0,K. Leonard misses 2-pt shot from 17 ft,,69-66,,
3:44.0,,,69-66,,Defensive rebound by M. Harrell
3:31.0,,,69-66,,Shooting foul by K. Leonard (drawn by J. Harden)
3:31.0,,,69-67,1,J. Harden makes free throw 1 of 3
3:31.0,,,69-68,1,J. Harden makes free throw 2 of 3
3:31.0,,,69-69,1,J. Harden makes free throw 3 of 3
3:15.0,K. Leonard misses 3-pt shot from 23 ft,,69-69,,
3:14.0,,,69-69,,Defensive rebound by E. Gordon
2:51.0,,,69-71,2,J. Harden makes 2-pt shot from 2 ft
2:34.0,D. Lee misses 2-pt shot from 2 ft,,69-71,,
2:33.0,,,69-71,,Defensive rebound by S. Dekker
2:30.0,,,69-71,,Shooting foul by M. Ginobili (drawn by S. Dekker)
2:30.0,,,69-71,,Houston full timeout
2:30.0,,,69-72,1,S. Dekker makes free throw 1 of 2
2:30.0,,,69-73,1,S. Dekker makes free throw 2 of 2
2:30.0,J. Simmons enters the game for K. Leonard,,69-71,,
2:16.0,M. Ginobili misses 2-pt shot from 3 ft,,69-73,,
2:14.0,,,69-73,,Defensive rebound by M. Harrell
2:06.0,,,69-73,,J. Harden misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by J. Simmons,,69-73,,
1:46.0,J. Simmons misses 2-pt shot from 13 ft,,69-73,,
1:45.0,,,69-73,,Defensive rebound by Team
1:45.0,Violation by J. Simmons (kicked ball),,69-73,,
1:45.0,D. Dedmon enters the game for L. Aldridge,,69-73,,
1:32.0,,,69-73,,Turnover by E. Gordon (bad pass; steal by P. Mills)
1:25.0,J. Simmons makes 2-pt shot from 2 ft (assist by P. Mills),2,71-73,,
1:10.0,,,71-73,,Shooting foul by J. Simmons (drawn by J. Harden)
1:10.0,,,71-74,1,J. Harden makes free throw 1 of 3
1:10.0,,,71-75,1,J. Harden makes free throw 2 of 3
1:10.0,,,71-76,1,J. Harden makes free throw 3 of 3
0:53.0,Turnover by J. Simmons (lost ball; steal by T. Ariza),,71-76,,
0:43.0,,,71-78,2,M. Harrell makes 2-pt shot from 3 ft (assist by J. Harden)
0:28.0,M. Ginobili misses 2-pt shot from 15 ft,,71-78,,
0:27.0,,,71-78,,Defensive rebound by M. Harrell
0:03.0,,,71-78,,J. Harden misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by D. Lee,,71-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Offensive foul by P. Mills,,71-78,,
11:49.0,Turnover by P. Mills (offensive foul),,71-78,,
11:39.0,,,71-78,,Turnover by P. Beverley (back court)
11:29.0,Turnover by J. Simmons (bad pass),,71-78,,
11:13.0,,,71-78,,E. Gordon misses 2-pt shot from 5 ft
11:12.0,,,71-78,,Offensive rebound by M. Harrell
11:11.0,,,71-78,,Shooting foul by J. Simmons (drawn by M. Harrell)
11:11.0,,,71-78,,M. Harrell misses free throw 1 of 2
11:11.0,,,71-78,,Offensive rebound by Team
11:11.0,,,71-79,1,M. Harrell makes free throw 2 of 2
10:55.0,M. Ginobili makes 3-pt shot from 25 ft,3,74-79,,
10:39.0,,,74-79,,M. Harrell misses 2-pt shot from 19 ft
10:38.0,Defensive rebound by D. Lee,,74-79,,
10:31.0,,,74-79,,Personal foul by R. Anderson (drawn by D. Dedmon)
10:31.0,D. Bertans enters the game for D. Lee,,74-79,,
10:24.0,M. Ginobili makes 3-pt shot from 25 ft (assist by D. Bertans),3,77-79,,
10:08.0,,,77-79,,Turnover by S. Dekker (lost ball; steal by M. Ginobili)
9:51.0,P. Mills makes 3-pt shot from 26 ft,3,80-79,,
9:51.0,,,80-79,,Houston full timeout
9:51.0,D. Green enters the game for J. Simmons,,80-79,,
9:39.0,,,80-79,,Shooting foul by D. Green (drawn by E. Gordon)
9:39.0,,,80-80,1,E. Gordon makes free throw 1 of 2
9:39.0,,,80-81,1,E. Gordon makes free throw 2 of 2
9:25.0,P. Mills misses 2-pt shot from 3 ft,,80-81,,
9:24.0,Offensive rebound by D. Dedmon,,80-81,,
9:20.0,P. Mills misses 3-pt shot from 23 ft,,80-81,,
9:18.0,Offensive rebound by D. Dedmon,,80-81,,
9:08.0,Offensive foul by D. Bertans,,80-81,,
9:08.0,Turnover by D. Bertans (offensive foul),,80-81,,
8:51.0,,,80-83,2,E. Gordon makes 2-pt shot from 2 ft
8:25.0,M. Ginobili misses 2-pt shot from 21 ft,,80-83,,
8:24.0,,,80-83,,Defensive rebound by P. Beverley
8:10.0,,,80-83,,E. Gordon misses 3-pt shot from 27 ft
8:09.0,Defensive rebound by M. Ginobili,,80-83,,
8:06.0,Turnover by M. Ginobili (bad pass; steal by S. Dekker),,80-83,,
8:02.0,,,80-83,,Shooting foul by D. Dedmon (drawn by S. Dekker)
8:02.0,,,80-84,1,S. Dekker makes free throw 1 of 2
8:02.0,,,80-85,1,S. Dekker makes free throw 2 of 2
8:02.0,T. Parker enters the game for M. Ginobili,,80-84,,
8:02.0,K. Leonard enters the game for P. Mills,,80-84,,
8:02.0,P. Gasol enters the game for D. Dedmon,,80-84,,
8:02.0,L. Aldridge enters the game for D. Bertans,,80-84,,
8:02.0,,,80-84,,N. Hilario enters the game for M. Harrell
7:42.0,T. Parker misses 2-pt shot from 5 ft (block by P. Beverley),,80-85,,
7:41.0,,,80-85,,Defensive rebound by P. Beverley
7:34.0,,,80-85,,Shooting foul by P. Gasol (drawn by E. Gordon)
7:34.0,,,80-86,1,E. Gordon makes free throw 1 of 2
7:34.0,San Antonio full timeout,,80-86,,
7:34.0,,,80-87,1,E. Gordon makes free throw 2 of 2
7:16.0,Shooting foul by E. Gordon (drawn by K. Leonard),,80-87,,
7:16.0,K. Leonard makes free throw 1 of 2,1,81-87,,
7:16.0,K. Leonard makes free throw 2 of 2,1,82-87,,
6:59.0,,,82-87,,E. Gordon misses 3-pt shot from 26 ft
6:59.0,Defensive rebound by L. Aldridge,,82-87,,
6:40.0,L. Aldridge misses 2-pt shot from 20 ft,,82-87,,
6:40.0,,,82-87,,Defensive rebound by S. Dekker
6:19.0,,,82-87,,S. Dekker misses 3-pt shot from 25 ft
6:17.0,,,82-87,,Offensive rebound by N. Hilario
6:12.0,,,82-89,2,E. Gordon makes 2-pt shot from 2 ft (assist by N. Hilario)
5:59.0,Turnover by K. Leonard (lost ball),,82-89,,
5:59.0,,,82-89,,T. Ariza enters the game for S. Dekker
5:59.0,,,82-89,,J. Harden enters the game for E. Gordon
5:39.0,,,82-89,,N. Hilario misses 2-pt shot from 9 ft
5:38.0,,,82-89,,Offensive rebound by N. Hilario
5:31.0,,,82-92,3,T. Ariza makes 3-pt shot from 25 ft (assist by P. Beverley)
5:22.0,Shooting foul by P. Beverley (drawn by T. Parker),,82-92,,
5:22.0,T. Parker misses free throw 1 of 2,,82-92,,
5:22.0,Offensive rebound by Team,,82-92,,
5:22.0,T. Parker makes free throw 2 of 2,1,83-92,,
5:00.0,,,83-94,2,J. Harden makes 2-pt shot from 19 ft
4:39.0,L. Aldridge misses 2-pt shot from 6 ft,,83-94,,
4:39.0,,,83-94,,Defensive rebound by J. Harden
4:39.0,Loose ball foul by P. Gasol (drawn by R. Anderson),,83-94,,
4:39.0,,,83-95,1,R. Anderson makes free throw 1 of 2
4:39.0,,,83-96,1,R. Anderson makes free throw 2 of 2
4:24.0,T. Parker misses 2-pt shot from 14 ft,,83-96,,
4:22.0,Offensive rebound by L. Aldridge,,83-96,,
4:18.0,T. Parker makes 3-pt shot from 22 ft (assist by L. Aldridge),3,86-96,,
3:56.0,,,86-96,,J. Harden misses 2-pt shot from 16 ft
3:55.0,Defensive rebound by K. Leonard,,86-96,,
3:50.0,P. Gasol makes 2-pt shot at rim (assist by K. Leonard),2,88-96,,
3:37.0,,,88-96,,Turnover by N. Hilario (bad pass; steal by K. Leonard)
3:34.0,,,88-96,,Shooting block foul by J. Harden (drawn by K. Leonard)
