time,Detroit,pts.away,score,pts.home,Miami
3:32.0,,,25-23,2,J. Johnson makes 2-pt shot from 2 ft
3:32.0,,,25-23,,Shooting foul by J. Leuer (drawn by J. Johnson)
3:32.0,,,25-24,1,J. Johnson makes free throw 1 of 1
3:32.0,I. Smith enters the game for R. Jackson,,25-23,,
3:32.0,T. Harris enters the game for J. Leuer,,25-23,,
3:28.0,Detroit full timeout,,25-24,,
3:25.0,,,25-24,,Personal foul by R. McGruder (drawn by M. Morris)
3:25.0,,,25-24,,O. White enters the game for R. McGruder
3:14.0,I. Smith makes 2-pt shot from 18 ft,2,27-24,,
2:54.0,,,27-26,2,W. Ellington makes 2-pt shot from 18 ft (assist by J. Johnson)
2:33.0,K. Caldwell-Pope misses 2-pt shot from 12 ft,,27-26,,
2:32.0,,,27-26,,Defensive rebound by O. White
2:23.0,,,27-28,2,O. White makes 2-pt shot from 1 ft (assist by D. Waiters)
1:58.0,I. Smith misses 2-pt shot from 17 ft,,27-28,,
1:57.0,,,27-28,,Defensive rebound by W. Reed
1:49.0,,,27-28,,Shooting foul by A. Drummond (drawn by D. Waiters)
1:49.0,,,27-29,1,D. Waiters makes free throw 1 of 2
1:49.0,,,27-29,,D. Waiters misses free throw 2 of 2
1:49.0,S. Johnson enters the game for M. Morris,,27-29,,
1:48.0,Defensive rebound by A. Drummond,,27-29,,
1:34.0,T. Harris makes 2-pt shot from 16 ft,2,29-29,,
1:19.0,,,29-31,2,D. Waiters makes 2-pt shot from 20 ft
1:03.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,29-31,,
1:02.0,Offensive rebound by A. Drummond,,29-31,,
1:02.0,A. Drummond makes 2-pt shot from 8 ft,2,31-31,,
0:52.0,Personal foul by K. Caldwell-Pope (drawn by D. Waiters),,31-31,,
0:52.0,,,31-31,,D. Waiters misses free throw 1 of 2
0:52.0,,,31-31,,Offensive rebound by Team
0:52.0,,,31-32,1,D. Waiters makes free throw 2 of 2
0:39.0,T. Harris makes 2-pt shot from 13 ft,2,33-32,,
0:22.0,,,33-35,3,D. Waiters makes 3-pt shot from 24 ft
0:04.0,T. Harris misses 2-pt shot from 5 ft (block by J. Johnson),,33-35,,
0:03.0,Offensive rebound by Team,,33-35,,
0:00.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,33-35,,
0:00.0,Offensive rebound by Team,,33-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,33-35,,J. Johnson misses 2-pt shot from 9 ft
11:42.0,,,33-35,,Offensive rebound by W. Reed
11:38.0,,,33-38,3,W. Ellington makes 3-pt shot from 25 ft
11:17.0,R. Bullock misses 2-pt shot from 21 ft,,33-38,,
11:16.0,,,33-38,,Defensive rebound by J. Johnson
11:09.0,,,33-40,2,J. Johnson makes 2-pt shot from 18 ft
10:54.0,T. Harris misses 2-pt shot from 20 ft,,33-40,,
10:53.0,,,33-40,,Defensive rebound by Team
10:35.0,,,33-40,,G. Dragic misses 2-pt shot from 10 ft
10:34.0,Defensive rebound by R. Bullock,,33-40,,
10:25.0,S. Johnson makes 2-pt shot from 17 ft,2,35-40,,
10:08.0,,,35-42,2,J. Johnson makes 2-pt shot from 12 ft (assist by G. Dragic)
10:08.0,,,35-42,,Shooting foul by I. Smith (drawn by J. Johnson)
10:08.0,,,35-43,1,J. Johnson makes free throw 1 of 1
10:08.0,,,35-42,,H. Whiteside enters the game for W. Reed
9:55.0,S. Johnson makes 2-pt shot from 2 ft,2,37-43,,
9:55.0,Shooting foul by O. White (drawn by S. Johnson),,37-43,,
9:55.0,S. Johnson misses free throw 1 of 1,,37-43,,
9:54.0,,,37-43,,Defensive rebound by H. Whiteside
9:36.0,,,37-45,2,H. Whiteside makes 2-pt shot from 9 ft
9:12.0,I. Smith misses 2-pt shot from 14 ft,,37-45,,
9:11.0,Offensive rebound by A. Baynes,,37-45,,
9:08.0,S. Johnson makes 3-pt shot from 24 ft (assist by A. Baynes),3,40-45,,
8:54.0,,,40-47,2,J. Johnson makes 2-pt shot from 2 ft
8:37.0,R. Bullock misses 3-pt shot from 25 ft,,40-47,,
8:36.0,,,40-47,,Defensive rebound by J. Johnson
8:28.0,,,40-47,,G. Dragic misses 2-pt shot from 3 ft
8:27.0,,,40-47,,Offensive rebound by H. Whiteside
8:23.0,,,40-47,,H. Whiteside misses 2-pt shot from 3 ft
8:22.0,Defensive rebound by T. Harris,,40-47,,
8:16.0,T. Harris makes 2-pt shot from 5 ft,2,42-47,,
7:59.0,,,42-47,,W. Ellington misses 3-pt shot from 25 ft
7:58.0,Defensive rebound by I. Smith,,42-47,,
7:54.0,R. Bullock makes 2-pt shot from 1 ft (assist by I. Smith),2,44-47,,
7:54.0,,,44-47,,Miami full timeout
7:42.0,,,44-47,,Turnover by H. Whiteside (bad pass; steal by R. Bullock)
7:38.0,R. Bullock misses 2-pt shot from 2 ft,,44-47,,
7:37.0,Offensive rebound by I. Smith,,44-47,,
7:36.0,I. Smith makes 2-pt shot from 1 ft,2,46-47,,
7:11.0,,,46-47,,J. Johnson misses 2-pt shot from 2 ft
7:10.0,Defensive rebound by A. Baynes,,46-47,,
6:56.0,Shooting foul by G. Dragic (drawn by T. Harris),,46-47,,
6:56.0,T. Harris makes free throw 1 of 2,1,47-47,,
6:56.0,T. Harris makes free throw 2 of 2,1,48-47,,
6:44.0,Personal foul by I. Smith (drawn by J. Johnson),,48-47,,
6:32.0,,,48-50,3,O. White makes 3-pt shot from 25 ft (assist by W. Ellington)
6:11.0,Turnover by A. Baynes (bad pass; steal by J. Johnson),,48-50,,
5:51.0,,,48-52,2,H. Whiteside makes 2-pt shot from 9 ft (assist by W. Ellington)
5:43.0,Detroit full timeout,,48-52,,
5:43.0,,,48-52,,D. Waiters enters the game for W. Ellington
5:43.0,,,48-52,,R. McGruder enters the game for J. Johnson
5:43.0,A. Drummond enters the game for I. Smith,,48-52,,
5:43.0,K. Caldwell-Pope enters the game for S. Johnson,,48-52,,
5:43.0,R. Jackson enters the game for A. Baynes,,48-52,,
5:43.0,M. Morris enters the game for R. Bullock,,48-52,,
5:33.0,R. Jackson misses 2-pt shot from 1 ft,,48-52,,
5:32.0,Offensive rebound by A. Drummond,,48-52,,
5:28.0,A. Drummond makes 2-pt shot from 3 ft,2,50-52,,
5:12.0,Personal foul by T. Harris (drawn by R. McGruder),,50-52,,
5:05.0,,,50-54,2,G. Dragic makes 2-pt shot from 20 ft (assist by D. Waiters)
4:51.0,,,50-54,,Personal foul by G. Dragic (drawn by K. Caldwell-Pope)
4:45.0,T. Harris misses 2-pt shot from 1 ft,,50-54,,
4:44.0,Offensive rebound by A. Drummond,,50-54,,
4:43.0,A. Drummond makes 2-pt shot from 1 ft,2,52-54,,
4:19.0,,,52-56,2,D. Waiters makes 2-pt shot from 2 ft
4:01.0,M. Morris makes 2-pt shot from 17 ft,2,54-56,,
3:52.0,,,54-56,,Offensive foul by G. Dragic
3:52.0,,,54-56,,Turnover by G. Dragic (offensive foul)
3:52.0,,,54-56,,W. Ellington enters the game for G. Dragic
3:52.0,J. Leuer enters the game for T. Harris,,54-56,,
3:33.0,R. Jackson makes 2-pt shot from 8 ft,2,56-56,,
3:15.0,,,56-56,,H. Whiteside misses 2-pt shot from 1 ft (block by A. Drummond)
3:14.0,Defensive rebound by M. Morris,,56-56,,
3:09.0,,,56-56,,Personal foul by H. Whiteside (drawn by A. Drummond)
3:09.0,,,56-56,,J. Johnson enters the game for O. White
3:04.0,Turnover by K. Caldwell-Pope (lost ball),,56-56,,
2:51.0,,,56-58,2,W. Ellington makes 2-pt shot from 19 ft (assist by J. Johnson)
2:27.0,R. Jackson makes 2-pt shot from 17 ft,2,58-58,,
2:08.0,,,58-58,,Turnover by W. Ellington (bad pass; steal by K. Caldwell-Pope)
1:57.0,Turnover by M. Morris (bad pass),,58-58,,
1:57.0,Official timeout,,58-58,,
1:38.0,,,58-58,,Turnover by H. Whiteside (lost ball; steal by A. Drummond)
1:33.0,M. Morris makes 2-pt shot from 2 ft,2,60-58,,
1:19.0,,,60-58,,Shooting foul by J. Leuer (drawn by J. Johnson)
1:19.0,,,60-59,1,J. Johnson makes free throw 1 of 2
1:19.0,,,60-60,1,J. Johnson makes free throw 2 of 2
1:19.0,T. Harris enters the game for J. Leuer,,60-59,,
1:19.0,,,60-59,,W. Reed enters the game for H. Whiteside
1:11.0,Turnover by R. Jackson (bad pass; steal by J. Johnson),,60-60,,
1:07.0,,,60-62,2,J. Johnson makes 2-pt shot from 1 ft
0:54.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,60-62,,
0:53.0,,,60-62,,Defensive rebound by J. Johnson
0:42.0,,,60-62,,D. Waiters misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by R. Jackson,,60-62,,
0:34.0,Turnover by R. Jackson (lost ball),,60-62,,
0:33.0,Loose ball foul by R. Jackson (drawn by R. McGruder),,60-62,,
0:33.0,,,60-62,,Turnover by R. McGruder (offensive foul)
0:33.0,,,60-63,1,R. McGruder makes free throw 1 of 2
0:33.0,,,60-64,1,R. McGruder makes free throw 2 of 2
0:20.0,,,60-64,,Turnover by W. Reed (lost ball; steal by T. Harris)
0:00.0,A. Drummond misses 3-pt shot from 67 ft,,60-64,,
0:00.0,Offensive rebound by Team,,60-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,60-64,,R. McGruder misses 2-pt shot from 12 ft
11:34.0,Defensive rebound by A. Drummond,,60-64,,
11:21.0,A. Drummond makes 2-pt shot from 1 ft (assist by J. Leuer),2,62-64,,
11:08.0,,,62-64,,Offensive foul by L. Babbitt
11:08.0,,,62-64,,Turnover by L. Babbitt (offensive foul)
10:56.0,K. Caldwell-Pope makes 2-pt shot from 11 ft,2,64-64,,
10:47.0,,,64-64,,Turnover by D. Waiters (bad pass)
10:35.0,R. Jackson makes 2-pt shot from 8 ft,2,66-64,,
10:19.0,,,66-67,3,L. Babbitt makes 3-pt shot from 25 ft (assist by D. Waiters)
10:01.0,M. Morris makes 2-pt shot from 12 ft,2,68-67,,
9:31.0,,,68-69,2,D. Waiters makes 2-pt shot from 19 ft
9:10.0,Turnover by M. Morris (traveling),,68-69,,
8:59.0,,,68-69,,Shooting foul by K. Caldwell-Pope (drawn by G. Dragic)
8:59.0,,,68-70,1,G. Dragic makes free throw 1 of 2
8:59.0,,,68-70,,G. Dragic misses free throw 2 of 2
8:57.0,,,68-70,,Offensive rebound by H. Whiteside
8:56.0,,,68-70,,H. Whiteside misses 2-pt shot from 1 ft
8:55.0,Defensive rebound by A. Drummond,,68-70,,
8:47.0,Shooting foul by R. McGruder (drawn by R. Jackson),,68-70,,
8:47.0,R. Jackson makes free throw 1 of 2,1,69-70,,
8:47.0,R. Jackson makes free throw 2 of 2,1,70-70,,
8:37.0,,,70-70,,Turnover by D. Waiters (bad pass)
8:14.0,M. Morris makes 2-pt shot from 19 ft,2,72-70,,
8:14.0,Shooting foul by L. Babbitt (drawn by M. Morris),,72-70,,
8:14.0,M. Morris misses free throw 1 of 1,,72-70,,
8:13.0,,,72-70,,Defensive rebound by H. Whiteside
8:00.0,,,72-73,3,G. Dragic makes 3-pt shot from 24 ft (assist by D. Waiters)
7:45.0,K. Caldwell-Pope misses 2-pt shot from 16 ft,,72-73,,
7:44.0,,,72-73,,Defensive rebound by H. Whiteside
7:34.0,,,72-76,3,L. Babbitt makes 3-pt shot from 25 ft (assist by G. Dragic)
7:33.0,Detroit full timeout,,72-76,,
7:27.0,,,72-76,,Personal foul by D. Waiters (drawn by M. Morris)
7:15.0,A. Drummond makes 2-pt shot from 2 ft,2,74-76,,
6:57.0,,,74-76,,D. Waiters misses 2-pt shot from 20 ft
6:56.0,Defensive rebound by R. Jackson,,74-76,,
6:49.0,M. Morris makes 2-pt shot from 13 ft (assist by R. Jackson),2,76-76,,
6:26.0,,,76-79,3,G. Dragic makes 3-pt shot from 25 ft (assist by D. Waiters)
6:08.0,R. Jackson makes 3-pt shot from 25 ft (assist by M. Morris),3,79-79,,
5:42.0,,,79-79,,D. Waiters misses 3-pt shot from 24 ft
5:41.0,Defensive rebound by R. Jackson,,79-79,,
5:24.0,M. Morris makes 2-pt shot from 2 ft,2,81-79,,
5:22.0,,,81-79,,Miami full timeout
5:22.0,,,81-79,,W. Ellington enters the game for L. Babbitt
5:22.0,,,81-79,,J. Johnson enters the game for H. Whiteside
5:22.0,,,81-79,,W. Reed enters the game for G. Dragic
5:22.0,T. Harris enters the game for J. Leuer,,81-79,,
5:09.0,Violation by A. Drummond (def goaltending),,81-79,,
5:09.0,,,81-81,2,J. Johnson makes 2-pt shot from 6 ft
4:49.0,Turnover by R. Jackson (bad pass; steal by R. McGruder),,81-81,,
4:34.0,,,81-81,,D. Waiters misses 3-pt shot from 27 ft
4:33.0,Defensive rebound by A. Drummond,,81-81,,
4:25.0,Offensive foul by A. Drummond,,81-81,,
4:25.0,Turnover by A. Drummond (offensive foul),,81-81,,
4:12.0,,,81-83,2,W. Reed makes 2-pt shot at rim (assist by J. Johnson)
3:52.0,T. Harris makes 2-pt shot from 9 ft,2,83-83,,
3:39.0,,,83-83,,R. McGruder misses 3-pt shot from 23 ft
3:38.0,Defensive rebound by M. Morris,,83-83,,
3:29.0,R. Jackson makes 2-pt shot from 12 ft,2,85-83,,
3:02.0,,,85-83,,Shooting foul by A. Drummond (drawn by R. McGruder)
3:02.0,,,85-84,1,R. McGruder makes free throw 1 of 2
3:02.0,,,85-85,1,R. McGruder makes free throw 2 of 2
3:02.0,A. Baynes enters the game for A. Drummond,,85-84,,
3:02.0,S. Johnson enters the game for K. Caldwell-Pope,,85-84,,
3:02.0,I. Smith enters the game for R. Jackson,,85-84,,
2:48.0,A. Baynes misses 2-pt shot from 1 ft (block by W. Reed),,85-85,,
2:47.0,Offensive rebound by A. Baynes,,85-85,,
2:45.0,A. Baynes misses 2-pt shot from 5 ft (block by W. Reed),,85-85,,
2:44.0,Offensive rebound by A. Baynes,,85-85,,
2:42.0,Shooting foul by R. McGruder (drawn by A. Baynes),,85-85,,
2:42.0,A. Baynes makes free throw 1 of 2,1,86-85,,
2:42.0,A. Baynes makes free throw 2 of 2,1,87-85,,
2:23.0,,,87-85,,D. Waiters misses 2-pt shot from 1 ft
2:22.0,Defensive rebound by S. Johnson,,87-85,,
2:03.0,I. Smith makes 2-pt shot from 5 ft,2,89-85,,
1:39.0,,,89-85,,Turnover by D. Waiters (bad pass; steal by M. Morris)
1:33.0,I. Smith misses 2-pt shot from 2 ft,,89-85,,
1:32.0,,,89-85,,Defensive rebound by W. Reed
1:14.0,,,89-88,3,R. McGruder makes 3-pt shot from 23 ft (assist by J. Johnson)
0:54.0,T. Harris makes 2-pt shot from 2 ft,2,91-88,,
0:37.0,,,91-88,,J. Johnson misses 2-pt shot from 1 ft
0:36.0,,,91-88,,Offensive rebound by Team
0:36.0,,,91-88,,G. Dragic enters the game for D. Waiters
0:19.0,,,91-90,2,G. Dragic makes 2-pt shot from 4 ft
0:07.0,I. Smith misses 2-pt shot from 1 ft (block by W. Reed),,91-90,,
0:06.0,,,91-90,,Defensive rebound by R. McGruder
0:01.0,,,91-90,,R. McGruder misses 2-pt shot from 4 ft
0:00.0,,,91-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,S. Johnson misses 2-pt shot from 19 ft,,91-90,,
11:48.0,,,91-90,,Defensive rebound by W. Reed
11:31.0,,,91-90,,Shooting foul by J. Leuer (drawn by O. White)
11:31.0,,,91-91,1,O. White makes free throw 1 of 2
11:31.0,,,91-92,1,O. White makes free throw 2 of 2
11:26.0,,,91-92,,Personal foul by W. Reed (drawn by A. Baynes)
11:18.0,Turnover by T. Harris (lost ball; steal by W. Ellington),,91-92,,
11:09.0,,,91-92,,G. Dragic misses 2-pt shot from 10 ft
11:08.0,,,91-92,,Offensive rebound by W. Reed
10:54.0,,,91-94,2,G. Dragic makes 2-pt shot from 8 ft
10:43.0,,,91-94,,Personal foul by W. Ellington (drawn by S. Johnson)
10:35.0,T. Harris makes 2-pt shot from 17 ft (assist by I. Smith),2,93-94,,
10:16.0,,,93-96,2,G. Dragic makes 2-pt shot from 11 ft
10:10.0,Detroit full timeout,,93-96,,
9:51.0,I. Smith misses 2-pt shot from 20 ft,,93-96,,
9:50.0,,,93-96,,Defensive rebound by O. White
9:31.0,,,93-96,,Turnover by G. Dragic (lost ball)
9:20.0,T. Harris misses 2-pt shot from 19 ft,,93-96,,
9:19.0,,,93-96,,Defensive rebound by J. Johnson
9:11.0,,,93-98,2,J. Johnson makes 2-pt shot from 12 ft
8:52.0,I. Smith makes 2-pt shot from 12 ft,2,95-98,,
8:38.0,,,95-98,,W. Reed misses 2-pt shot from 2 ft (block by S. Johnson)
8:37.0,Defensive rebound by A. Baynes,,95-98,,
8:29.0,Turnover by I. Smith (bad pass),,95-98,,
8:29.0,A. Drummond enters the game for A. Baynes,,95-98,,
8:14.0,,,95-98,,W. Ellington misses 2-pt shot from 21 ft
8:13.0,Defensive rebound by A. Drummond,,95-98,,
8:05.0,J. Leuer makes 2-pt shot from 2 ft (assist by A. Drummond),2,97-98,,
7:47.0,,,97-98,,Shooting foul by S. Johnson (drawn by G. Dragic)
7:47.0,,,97-99,1,G. Dragic makes free throw 1 of 3
7:47.0,,,97-99,,G. Dragic misses free throw 2 of 3
7:47.0,,,97-99,,Offensive rebound by Team
7:47.0,,,97-100,1,G. Dragic makes free throw 3 of 3
7:47.0,R. Jackson enters the game for I. Smith,,97-99,,
7:47.0,M. Morris enters the game for T. Harris,,97-99,,
7:47.0,,,97-99,,H. Whiteside enters the game for W. Reed
7:35.0,R. Jackson misses 2-pt shot from 11 ft,,97-100,,
7:34.0,,,97-100,,Defensive rebound by G. Dragic
7:26.0,,,97-100,,Shooting foul by S. Johnson (drawn by H. Whiteside)
7:26.0,,,97-101,1,H. Whiteside makes free throw 1 of 2
7:26.0,,,97-101,,H. Whiteside misses free throw 2 of 2
7:26.0,K. Caldwell-Pope enters the game for S. Johnson,,97-101,,
7:25.0,Defensive rebound by A. Drummond,,97-101,,
7:14.0,R. Jackson misses 2-pt shot from 1 ft,,97-101,,
7:13.0,Offensive rebound by A. Drummond,,97-101,,
7:12.0,A. Drummond misses 2-pt shot from 1 ft,,97-101,,
7:11.0,,,97-101,,Defensive rebound by H. Whiteside
6:56.0,,,97-101,,J. Johnson misses 3-pt shot from 25 ft
6:55.0,,,97-101,,Offensive rebound by H. Whiteside
6:51.0,,,97-103,2,H. Whiteside makes 2-pt shot from 1 ft
6:36.0,M. Morris misses 2-pt shot from 14 ft,,97-103,,
6:35.0,,,97-103,,Defensive rebound by J. Johnson
6:29.0,,,97-103,,J. Johnson misses 2-pt shot from 12 ft
6:28.0,,,97-103,,Offensive rebound by H. Whiteside
6:27.0,,,97-105,2,H. Whiteside makes 2-pt shot from 2 ft
6:26.0,Detroit full timeout,,97-105,,
6:14.0,Shooting foul by J. Johnson (drawn by A. Drummond),,97-105,,
6:14.0,A. Drummond misses free throw 1 of 2,,97-105,,
6:14.0,Offensive rebound by Team,,97-105,,
6:14.0,A. Drummond misses free throw 2 of 2,,97-105,,
6:13.0,,,97-105,,Defensive rebound by G. Dragic
6:13.0,,,97-105,,Personal foul by O. White (drawn by M. Morris)
6:13.0,Personal foul by M. Morris,,97-105,,
5:54.0,,,97-105,,H. Whiteside misses 2-pt shot from 4 ft
5:53.0,Defensive rebound by A. Drummond,,97-105,,
5:44.0,R. Jackson misses 2-pt shot from 17 ft,,97-105,,
5:43.0,,,97-105,,Defensive rebound by H. Whiteside
5:21.0,,,97-105,,O. White misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by A. Drummond,,97-105,,
5:18.0,,,97-105,,Personal foul by G. Dragic (drawn by R. Jackson)
5:18.0,T. Harris enters the game for J. Leuer,,97-105,,
5:18.0,,,97-105,,D. Waiters enters the game for O. White
5:09.0,R. Jackson makes 2-pt shot from 8 ft,2,99-105,,
4:57.0,,,99-105,,G. Dragic misses 2-pt shot from 22 ft
4:55.0,,,99-105,,Offensive rebound by D. Waiters
4:38.0,,,99-108,3,W. Ellington makes 3-pt shot from 25 ft (assist by G. Dragic)
4:18.0,A. Drummond misses 2-pt shot from 6 ft,,99-108,,
4:17.0,,,99-108,,Defensive rebound by D. Waiters
3:57.0,,,99-108,,D. Waiters misses 3-pt shot from 24 ft
3:56.0,Defensive rebound by R. Jackson,,99-108,,
3:50.0,R. Jackson misses 2-pt shot from 3 ft,,99-108,,
3:49.0,,,99-108,,Defensive rebound by J. Johnson
3:43.0,,,99-111,3,W. Ellington makes 3-pt shot from 24 ft (assist by J. Johnson)
3:39.0,Detroit full timeout,,99-111,,
3:22.0,T. Harris makes 2-pt shot from 5 ft (assist by M. Morris),2,101-111,,
2:55.0,,,101-114,3,W. Ellington makes 3-pt shot from 25 ft
2:47.0,,,101-114,,Violation by G. Dragic (kicked ball)
2:38.0,R. Jackson misses 2-pt shot from 5 ft (block by H. Whiteside),,101-114,,
2:37.0,,,101-114,,Defensive rebound by D. Waiters
2:25.0,,,101-114,,Miami full timeout
2:19.0,,,101-114,,D. Waiters misses 3-pt shot from 23 ft
2:18.0,Defensive rebound by T. Harris,,101-114,,
2:13.0,Turnover by R. Jackson (lost ball; steal by G. Dragic),,101-114,,
1:52.0,,,101-116,2,G. Dragic makes 2-pt shot from 12 ft
1:42.0,R. Jackson misses 2-pt shot from 17 ft,,101-116,,
1:41.0,,,101-116,,Defensive rebound by H. Whiteside
1:22.0,,,101-116,,D. Waiters misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by A. Drummond,,101-116,,
1:10.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,101-116,,
1:09.0,,,101-116,,Defensive rebound by H. Whiteside
0:47.0,,,101-116,,W. Ellington misses 3-pt shot from 24 ft
0:46.0,Defensive rebound by R. Jackson,,101-116,,
0:37.0,R. Jackson makes 2-pt shot from 9 ft,2,103-116,,
0:16.0,,,103-116,,D. Waiters misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by A. Drummond,,103-116,,
0:08.0,M. Morris misses 3-pt shot from 23 ft,,103-116,,
0:07.0,,,103-116,,Defensive rebound by J. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
