time,Brooklyn,pts.away,score,pts.home,Atlanta
0:54.0,,,98-131,3,J. Jenkins makes 3-pt shot from 24 ft (assist by K. Bazemore)
0:44.0,D. Morris misses 3-pt shot from 25 ft,,98-131,,
0:42.0,,,98-131,,Defensive rebound by S. Mack
0:17.0,,,98-131,,Turnover by Team (shot clock)
0:17.0,,,98-131,,M. Scott enters the game for T. Sefolosha
0:08.0,Shooting foul by M. Scott (drawn by C. Jefferson),,98-131,,
0:08.0,C. Jefferson makes free throw 1 of 2,1,99-131,,
0:08.0,C. Jefferson misses free throw 2 of 2,,99-131,,
0:08.0,,,99-131,,Defensive rebound by M. Scott
0:00.0,End of 4th quarter,,,,End of 4th quarter
